CDUID,month,year,date,background_pm25,wildfire_pm25,factor,wildfire_pm25_scaled,total_pm25,SSP
1001,1,2024,2024-01-01,0.3242857143,0.008412975294,1.017662338,0.008561568104,0.3328472824,SSP5_8.5
1001,2,2024,2024-02-01,0.1814285714,0.005873266122,1.017662338,0.005977001732,0.1874055732,SSP5_8.5
1001,3,2024,2024-03-01,0.6671428571,0.02298886569,1.017662338,0.0233949028,0.6905377599,SSP5_8.5
1001,4,2024,2024-04-01,0.4814285714,0.05393956252,1.017662338,0.05489226128,0.5363208327,SSP5_8.5
1001,5,2024,2024-05-01,0.5128571429,0.04168332114,1.017662338,0.04241954604,0.5552766889,SSP5_8.5
1001,6,2024,2024-06-01,0.9742857143,0.1420171329,1.017662338,0.1445254874,1.118811202,SSP5_8.5
1001,7,2024,2024-07-01,0.7557142857,0.2366100295,1.017662338,0.2407891158,0.9965034015,SSP5_8.5
1001,8,2024,2024-08-01,1.128571429,0.1139241325,1.017662338,0.115936299,1.244507728,SSP5_8.5
1001,9,2024,2024-09-01,0.6071428571,0.2143208516,1.017662338,0.2181062589,0.825249116,SSP5_8.5
1001,10,2024,2024-10-01,0.5371428571,0.02001893521,1.017662338,0.0203725164,0.5575153735,SSP5_8.5
1001,11,2024,2024-11-01,0.5771428571,0.01333864415,1.017662338,0.01357423579,0.5907170929,SSP5_8.5
1001,12,2024,2024-12-01,0.2142857143,0.005151673795,1.017662338,0.005242664397,0.2195283787,SSP5_8.5
1001,1,2025,2025-01-01,0.3171428571,0.008412975294,1.035324675,0.008710160914,0.3258530181,SSP5_8.5
1001,2,2025,2025-02-01,0.1757142857,0.005873266122,1.035324675,0.006080737341,0.1817950231,SSP5_8.5
1001,3,2025,2025-03-01,0.6585714286,0.02298886569,1.035324675,0.02380093991,0.6823723685,SSP5_8.5
1001,4,2025,2025-04-01,0.4757142857,0.05393956252,1.035324675,0.05584496005,0.5315592458,SSP5_8.5
1001,5,2025,2025-05-01,0.5014285714,0.04168332114,1.035324675,0.04315577093,0.5445843424,SSP5_8.5
1001,6,2025,2025-06-01,0.9571428571,0.1420171329,1.035324675,0.147033842,1.104176699,SSP5_8.5
1001,7,2025,2025-07-01,0.7428571429,0.2366100295,1.035324675,0.244968202,0.9878253449,SSP5_8.5
1001,8,2025,2025-08-01,1.114285714,0.1139241325,1.035324675,0.1179484655,1.23223418,SSP5_8.5
1001,9,2025,2025-09-01,0.5985714286,0.2143208516,1.035324675,0.2218916661,0.8204630947,SSP5_8.5
1001,10,2025,2025-10-01,0.5285714286,0.02001893521,1.035324675,0.0207260976,0.5492975262,SSP5_8.5
1001,11,2025,2025-11-01,0.5685714286,0.01333864415,1.035324675,0.01380982743,0.582381256,SSP5_8.5
1001,12,2025,2025-12-01,0.2071428571,0.005151673795,1.035324675,0.005333654999,0.2124765121,SSP5_8.5
1001,1,2026,2026-01-01,0.31,0.008412975294,1.052987013,0.008858753725,0.3188587537,SSP5_8.5
1001,2,2026,2026-02-01,0.17,0.005873266122,1.052987013,0.006184472951,0.176184473,SSP5_8.5
1001,3,2026,2026-03-01,0.65,0.02298886569,1.052987013,0.02420697702,0.674206977,SSP5_8.5
1001,4,2026,2026-04-01,0.47,0.05393956252,1.052987013,0.05679765882,0.5267976588,SSP5_8.5
1001,5,2026,2026-05-01,0.49,0.04168332114,1.052987013,0.04389199582,0.5338919958,SSP5_8.5
1001,6,2026,2026-06-01,0.94,0.1420171329,1.052987013,0.1495421966,1.089542197,SSP5_8.5
1001,7,2026,2026-07-01,0.73,0.2366100295,1.052987013,0.2491472882,0.9791472882,SSP5_8.5
1001,8,2026,2026-08-01,1.1,0.1139241325,1.052987013,0.119960632,1.219960632,SSP5_8.5
1001,9,2026,2026-09-01,0.59,0.2143208516,1.052987013,0.2256770734,0.8156770734,SSP5_8.5
1001,10,2026,2026-10-01,0.52,0.02001893521,1.052987013,0.02107967879,0.5410796788,SSP5_8.5
1001,11,2026,2026-11-01,0.56,0.01333864415,1.052987013,0.01404541907,0.5740454191,SSP5_8.5
1001,12,2026,2026-12-01,0.2,0.005151673795,1.052987013,0.005424645602,0.2054246456,SSP5_8.5
1001,1,2027,2027-01-01,0.308,0.008412975294,1.070649351,0.009007346535,0.3170073465,SSP5_8.5
1001,2,2027,2027-02-01,0.168,0.005873266122,1.070649351,0.00628820856,0.1742882086,SSP5_8.5
1001,3,2027,2027-03-01,0.646,0.02298886569,1.070649351,0.02461301413,0.6706130141,SSP5_8.5
1001,4,2027,2027-04-01,0.468,0.05393956252,1.070649351,0.05775035758,0.5257503576,SSP5_8.5
1001,5,2027,2027-05-01,0.488,0.04168332114,1.070649351,0.04462822071,0.5326282207,SSP5_8.5
1001,6,2027,2027-06-01,0.934,0.1420171329,1.070649351,0.1520505511,1.086050551,SSP5_8.5
1001,7,2027,2027-07-01,0.726,0.2366100295,1.070649351,0.2533263745,0.9793263745,SSP5_8.5
1001,8,2027,2027-08-01,1.096,0.1139241325,1.070649351,0.1219727985,1.217972798,SSP5_8.5
1001,9,2027,2027-09-01,0.588,0.2143208516,1.070649351,0.2294624806,0.8174624806,SSP5_8.5
1001,10,2027,2027-10-01,0.518,0.02001893521,1.070649351,0.02143325998,0.53943326,SSP5_8.5
1001,11,2027,2027-11-01,0.558,0.01333864415,1.070649351,0.0142810107,0.5722810107,SSP5_8.5
1001,12,2027,2027-12-01,0.198,0.005151673795,1.070649351,0.005515636204,0.2035156362,SSP5_8.5
1001,1,2028,2028-01-01,0.306,0.008412975294,1.088311688,0.009155939346,0.3151559393,SSP5_8.5
1001,2,2028,2028-02-01,0.166,0.005873266122,1.088311688,0.006391944169,0.1723919442,SSP5_8.5
1001,3,2028,2028-03-01,0.642,0.02298886569,1.088311688,0.02501905124,0.6670190512,SSP5_8.5
1001,4,2028,2028-04-01,0.466,0.05393956252,1.088311688,0.05870305635,0.5247030564,SSP5_8.5
1001,5,2028,2028-05-01,0.486,0.04168332114,1.088311688,0.04536444561,0.5313644456,SSP5_8.5
1001,6,2028,2028-06-01,0.928,0.1420171329,1.088311688,0.1545589057,1.082558906,SSP5_8.5
1001,7,2028,2028-07-01,0.722,0.2366100295,1.088311688,0.2575054607,0.9795054607,SSP5_8.5
1001,8,2028,2028-08-01,1.092,0.1139241325,1.088311688,0.123984965,1.215984965,SSP5_8.5
1001,9,2028,2028-09-01,0.586,0.2143208516,1.088311688,0.2332478879,0.8192478879,SSP5_8.5
1001,10,2028,2028-10-01,0.516,0.02001893521,1.088311688,0.02178684118,0.5377868412,SSP5_8.5
1001,11,2028,2028-11-01,0.556,0.01333864415,1.088311688,0.01451660234,0.5705166023,SSP5_8.5
1001,12,2028,2028-12-01,0.196,0.005151673795,1.088311688,0.005606626806,0.2016066268,SSP5_8.5
1001,1,2029,2029-01-01,0.304,0.008412975294,1.105974026,0.009304532156,0.3133045322,SSP5_8.5
1001,2,2029,2029-02-01,0.164,0.005873266122,1.105974026,0.006495679779,0.1704956798,SSP5_8.5
1001,3,2029,2029-03-01,0.638,0.02298886569,1.105974026,0.02542508834,0.6634250883,SSP5_8.5
1001,4,2029,2029-04-01,0.464,0.05393956252,1.105974026,0.05965575512,0.5236557551,SSP5_8.5
1001,5,2029,2029-05-01,0.484,0.04168332114,1.105974026,0.0461006705,0.5301006705,SSP5_8.5
1001,6,2029,2029-06-01,0.922,0.1420171329,1.105974026,0.1570672602,1.07906726,SSP5_8.5
1001,7,2029,2029-07-01,0.718,0.2366100295,1.105974026,0.261684547,0.979684547,SSP5_8.5
1001,8,2029,2029-08-01,1.088,0.1139241325,1.105974026,0.1259971315,1.213997131,SSP5_8.5
1001,9,2029,2029-09-01,0.584,0.2143208516,1.105974026,0.2370332951,0.8210332951,SSP5_8.5
1001,10,2029,2029-10-01,0.514,0.02001893521,1.105974026,0.02214042237,0.5361404224,SSP5_8.5
1001,11,2029,2029-11-01,0.554,0.01333864415,1.105974026,0.01475219398,0.568752194,SSP5_8.5
1001,12,2029,2029-12-01,0.194,0.005151673795,1.105974026,0.005697617408,0.1996976174,SSP5_8.5
1001,1,2030,2030-01-01,0.302,0.008412975294,1.123636364,0.009453124966,0.311453125,SSP5_8.5
1001,2,2030,2030-02-01,0.162,0.005873266122,1.123636364,0.006599415388,0.1685994154,SSP5_8.5
1001,3,2030,2030-03-01,0.634,0.02298886569,1.123636364,0.02583112545,0.6598311255,SSP5_8.5
1001,4,2030,2030-04-01,0.462,0.05393956252,1.123636364,0.06060845388,0.5226084539,SSP5_8.5
1001,5,2030,2030-05-01,0.482,0.04168332114,1.123636364,0.04683689539,0.5288368954,SSP5_8.5
1001,6,2030,2030-06-01,0.916,0.1420171329,1.123636364,0.1595756148,1.075575615,SSP5_8.5
1001,7,2030,2030-07-01,0.714,0.2366100295,1.123636364,0.2658636332,0.9798636332,SSP5_8.5
1001,8,2030,2030-08-01,1.084,0.1139241325,1.123636364,0.128009298,1.212009298,SSP5_8.5
1001,9,2030,2030-09-01,0.582,0.2143208516,1.123636364,0.2408187024,0.8228187024,SSP5_8.5
1001,10,2030,2030-10-01,0.512,0.02001893521,1.123636364,0.02249400356,0.5344940036,SSP5_8.5
1001,11,2030,2030-11-01,0.552,0.01333864415,1.123636364,0.01498778561,0.5669877856,SSP5_8.5
1001,12,2030,2030-12-01,0.192,0.005151673795,1.123636364,0.00578860801,0.197788608,SSP5_8.5
1001,1,2031,2031-01-01,0.3,0.008412975294,1.141298701,0.009601717777,0.3096017178,SSP5_8.5
1001,2,2031,2031-02-01,0.16,0.005873266122,1.141298701,0.006703150998,0.166703151,SSP5_8.5
1001,3,2031,2031-03-01,0.63,0.02298886569,1.141298701,0.02623716256,0.6562371626,SSP5_8.5
1001,4,2031,2031-04-01,0.46,0.05393956252,1.141298701,0.06156115265,0.5215611526,SSP5_8.5
1001,5,2031,2031-05-01,0.48,0.04168332114,1.141298701,0.04757312029,0.5275731203,SSP5_8.5
1001,6,2031,2031-06-01,0.91,0.1420171329,1.141298701,0.1620839693,1.072083969,SSP5_8.5
1001,7,2031,2031-07-01,0.71,0.2366100295,1.141298701,0.2700427194,0.9800427194,SSP5_8.5
1001,8,2031,2031-08-01,1.08,0.1139241325,1.141298701,0.1300214645,1.210021464,SSP5_8.5
1001,9,2031,2031-09-01,0.58,0.2143208516,1.141298701,0.2446041096,0.8246041096,SSP5_8.5
1001,10,2031,2031-10-01,0.51,0.02001893521,1.141298701,0.02284758476,0.5328475848,SSP5_8.5
1001,11,2031,2031-11-01,0.55,0.01333864415,1.141298701,0.01522337725,0.5652233773,SSP5_8.5
1001,12,2031,2031-12-01,0.19,0.005151673795,1.141298701,0.005879598612,0.1958795986,SSP5_8.5
1001,1,2032,2032-01-01,0.298,0.008412975294,1.158961039,0.009750310587,0.3077503106,SSP5_8.5
1001,2,2032,2032-02-01,0.16,0.005873266122,1.158961039,0.006806886607,0.1668068866,SSP5_8.5
1001,3,2032,2032-03-01,0.63,0.02298886569,1.158961039,0.02664319967,0.6566431997,SSP5_8.5
1001,4,2032,2032-04-01,0.46,0.05393956252,1.158961039,0.06251385142,0.5225138514,SSP5_8.5
1001,5,2032,2032-05-01,0.478,0.04168332114,1.158961039,0.04830934518,0.5263093452,SSP5_8.5
1001,6,2032,2032-06-01,0.908,0.1420171329,1.158961039,0.1645923239,1.072592324,SSP5_8.5
1001,7,2032,2032-07-01,0.708,0.2366100295,1.158961039,0.2742218057,0.9822218057,SSP5_8.5
1001,8,2032,2032-08-01,1.08,0.1139241325,1.158961039,0.132033631,1.212033631,SSP5_8.5
1001,9,2032,2032-09-01,0.578,0.2143208516,1.158961039,0.2483895169,0.8263895169,SSP5_8.5
1001,10,2032,2032-10-01,0.51,0.02001893521,1.158961039,0.02320116595,0.533201166,SSP5_8.5
1001,11,2032,2032-11-01,0.548,0.01333864415,1.158961039,0.01545896889,0.5634589689,SSP5_8.5
1001,12,2032,2032-12-01,0.188,0.005151673795,1.158961039,0.005970589214,0.1939705892,SSP5_8.5
1001,1,2033,2033-01-01,0.296,0.008412975294,1.176623377,0.009898903398,0.3058989034,SSP5_8.5
1001,2,2033,2033-02-01,0.16,0.005873266122,1.176623377,0.006910622217,0.1669106222,SSP5_8.5
1001,3,2033,2033-03-01,0.63,0.02298886569,1.176623377,0.02704923678,0.6570492368,SSP5_8.5
1001,4,2033,2033-04-01,0.46,0.05393956252,1.176623377,0.06346655018,0.5234665502,SSP5_8.5
1001,5,2033,2033-05-01,0.476,0.04168332114,1.176623377,0.04904557007,0.5250455701,SSP5_8.5
1001,6,2033,2033-06-01,0.906,0.1420171329,1.176623377,0.1671006784,1.073100678,SSP5_8.5
1001,7,2033,2033-07-01,0.706,0.2366100295,1.176623377,0.2784008919,0.9844008919,SSP5_8.5
1001,8,2033,2033-08-01,1.08,0.1139241325,1.176623377,0.1340457975,1.214045797,SSP5_8.5
1001,9,2033,2033-09-01,0.576,0.2143208516,1.176623377,0.2521749241,0.8281749241,SSP5_8.5
1001,10,2033,2033-10-01,0.51,0.02001893521,1.176623377,0.02355474714,0.5335547471,SSP5_8.5
1001,11,2033,2033-11-01,0.546,0.01333864415,1.176623377,0.01569456052,0.5616945605,SSP5_8.5
1001,12,2033,2033-12-01,0.186,0.005151673795,1.176623377,0.006061579816,0.1920615798,SSP5_8.5
1001,1,2034,2034-01-01,0.294,0.008412975294,1.194285714,0.01004749621,0.3040474962,SSP5_8.5
1001,2,2034,2034-02-01,0.16,0.005873266122,1.194285714,0.007014357826,0.1670143578,SSP5_8.5
1001,3,2034,2034-03-01,0.63,0.02298886569,1.194285714,0.02745527389,0.6574552739,SSP5_8.5
1001,4,2034,2034-04-01,0.46,0.05393956252,1.194285714,0.06441924895,0.5244192489,SSP5_8.5
1001,5,2034,2034-05-01,0.474,0.04168332114,1.194285714,0.04978179496,0.523781795,SSP5_8.5
1001,6,2034,2034-06-01,0.904,0.1420171329,1.194285714,0.169609033,1.073609033,SSP5_8.5
1001,7,2034,2034-07-01,0.704,0.2366100295,1.194285714,0.2825799781,0.9865799781,SSP5_8.5
1001,8,2034,2034-08-01,1.08,0.1139241325,1.194285714,0.136057964,1.216057964,SSP5_8.5
