fiscal_year,N,F,M,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,90+,F_0,F_1,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_2,F_20,F_21,F_22,F_23,F_24,F_25,F_26,F_27,F_28,F_29,F_3,F_30,F_31,F_32,F_33,F_34,F_35,F_36,F_37,F_38,F_39,F_4,F_40,F_41,F_42,F_43,F_44,F_45,F_46,F_47,F_48,F_49,F_5,F_50,F_51,F_52,F_53,F_54,F_55,F_56,F_57,F_58,F_59,F_6,F_60,F_61,F_62,F_63,F_64,F_65,F_66,F_67,F_68,F_69,F_7,F_70,F_71,F_72,F_73,F_74,F_75,F_76,F_77,F_78,F_79,F_8,F_80,F_81,F_82,F_83,F_84,F_85,F_86,F_87,F_88,F_89,F_9,F_90,F_90+,M_0,M_1,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_2,M_20,M_21,M_22,M_23,M_24,M_25,M_26,M_27,M_28,M_29,M_3,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_38,M_39,M_4,M_40,M_41,M_42,M_43,M_44,M_45,M_46,M_47,M_48,M_49,M_5,M_50,M_51,M_52,M_53,M_54,M_55,M_56,M_57,M_58,M_59,M_6,M_60,M_61,M_62,M_63,M_64,M_65,M_66,M_67,M_68,M_69,M_7,M_70,M_71,M_72,M_73,M_74,M_75,M_76,M_77,M_78,M_79,M_8,M_80,M_81,M_82,M_83,M_84,M_85,M_86,M_87,M_88,M_89,M_9,M_90,M_90+
1998,146.52995137054492,150.25412634881798,142.73668701882946,628.0807759580222,1029.7903641044509,677.69383298612,455.8517490833418,378.97430849493077,313.4569478938106,260.5499464942076,206.87277324445475,220.06357392135519,184.2500341203768,167.78914497448216,131.15810303964662,156.2358482021557,150.3348366817002,185.40560336934635,105.70824524312901,107.96601417640713,98.48982271831916,102.47610876766527,77.218213846191,109.47839626313745,98.22947363377183,95.9490767826637,91.6374914824127,100.61808250682772,115.41360467307335,46.391872144000395,88.88691362414173,60.53540199991035,50.35707745834098,66.208534051734,49.44486897109726,56.73016080818663,68.78970582284632,57.47236537098414,57.65403857241164,63.287604936433205,51.41199368366938,42.33856122524116,50.30930908548858,41.49925489974159,49.828475057015304,60.92048893605316,82.82660956344321,82.33058898036735,69.61129948577462,53.133679507305914,80.63093708267195,97.9028185706189,80.75804888553895,82.61159227181882,83.88126741889225,81.6060062020565,98.33532345297469,86.47090614303734,108.21299302212775,93.77420801565627,121.6034887621604,125.42555097652757,163.41395088243542,139.32260389142454,69.93705664901591,119.25465838509322,92.12816050772857,158.74695734998417,195.25065963060692,113.23196376577165,139.76991721320297,122.1814950572032,136.76636736635552,171.84239597397823,231.79447556499915,233.2866759981338,170.20069498617127,224.33261048381078,211.00343857455465,307.6680340801516,275.43467033912907,218.65889212827997,274.15286763899564,230.21931418877995,259.3024763386491,294.5301542777,178.09439002671425,312.96326799538804,251.84037194885718,255.69502556950263,192.6782273603084,159.28639694170124,263.45502446368096,NA,234.2419080068144,328.1863668155164,613.4633291340311,148.19772444784402,127.73204655123479,153.53121801432965,127.1964950299148,207.53738031224952,117.87448724598053,139.00872399578188,110.81667068176348,162.2498647917794,110.13215859030842,472.83753918898105,167.3767498478394,143.00507914591455,101.8329938900204,112.26083561108946,128.4965898981912,199.951231406974,62.17120994739362,110.46672190002768,92.66981744045968,70.08035881143715,352.88702500895016,79.62156339281536,59.49384467530093,62.539086929330864,82.51846350620956,82.36263089775272,75.43469241504171,123.79951980792322,81.78742704189752,48.88320673836205,72.16103304215726,263.62484157160975,69.71880083662565,82.62836907338189,84.03025089032056,112.3268294712319,107.89814415192063,105.21981792396728,59.235857439036465,128.59420811686647,132.22615962341996,125.84810680674114,287.4987607812036,97.49228186101938,148.25389852844287,111.79797448375648,149.7646555412923,131.93579124825925,166.4145234493193,148.58841010401196,168.2793437105596,217.9638543274908,196.6476261822269,200.08575103615846,192.4372173578371,70.4792589609344,158.44721727074673,133.360689372179,181.17872748587882,253.6193596111171,96.9827586206897,159.16808149405782,175.59262510974546,184.94971679574627,146.79420399659065,130.2545885139136,281.48329457838713,285.3244014390276,182.17306441119072,242.00053777897296,264.77146042363444,451.55993431855524,329.9835008249589,247.60136180749004,258.68440502586856,206.68748851736186,244.4987775061126,213.03792074989354,274.2857142857144,167.82546152001925,385.50501156515054,267.6181980374667,355.11363636363654,246.3054187192119,182.4817518248176,166.66666666666674,140.12798355831669,NA,224.31583669807097,919.2040528542335,1413.4989146347625,186.42295275769573,134.4025805295462,158.80017644464056,171.99558985667042,164.53951171788154,94.14085264715116,78.18248712288451,86.80158983964553,46.249190639163835,46.58746797111579,873.233908948195,56.106227791284866,55.91798695246974,90.46089827671993,72.49331702233704,74.39092430723456,36.44480889253339,31.530111256249732,68.7432867883996,30.40834057341444,31.41267276970025,552.5923790303208,53.452115812917626,39.74738329726628,51.183621241202836,55.57981658660529,33.705340423938296,40.358086292926345,3.6945357815790465,21.768312592968844,36.06202668589976,29.263296510351903,487.7815503801829,14.708586137157571,18.681811388432234,38.61749372465729,54.979579013509294,57.85123966942151,35.2827026550234,47.28803139925287,34.574730811024416,65.30366202843224,37.09198813056382,338.04403962627373,68.19851012485576,21.339023739663922,51.850411562641796,48.43620260171605,42.517006802721106,51.55018778996984,40.280351244662874,75.23196522611389,35.35755325731461,130.36595586181215,318.25414867015246,86.35578583765117,69.40313305572083,79.78458162960011,51.07252298263536,136.62637940094592,137.02961947928753,129.50571983595947,119.85181956853351,67.46120980436253,85.72128337007108,263.54580783490434,216.58810039495486,176.63043478260877,172.86084701815048,155.86034912718213,202.1903959561922,142.34875444839867,111.7734724292102,201.97939810139377,177.22640673460356,296.7359050445105,232.60822743915583,209.26756352765332,331.23550844650566,326.67876588021795,194.77989871445277,183.48623853211018,222.34574763757655,67.2947510094213,83.54218880534673,105.596620908131,466.7444574095685,226.1339954773202,NA,258.78003696857684
1999,148.169873457848,156.3085696122998,139.86482926432063,576.550133654804,904.5358649789032,753.5460992907803,445.007955449483,353.70406759677746,251.31145541051615,238.9543358264236,189.08386561210142,198.55307300819325,187.39390198196617,133.16781401647674,145.86709886547817,123.33835822940938,134.58648303088762,162.57959626066932,108.98935083217913,108.98935083217913,108.42984358418312,87.20996947651071,115.96085161649431,100.73560417935626,84.7058823529412,90.13798044699196,113.05311235218309,63.61034122404474,95.33110119047622,91.79996787001127,93.10564083931332,63.09285527804371,55.07942453017253,76.61971830985918,67.50219382129922,73.1999467636751,60.45557594731731,71.93382088478602,94.68441683867673,62.61740763932375,57.232530231699464,47.334692688610566,63.94095509518069,57.419103891533474,80.76634109691963,91.69229593688517,78.30087109719098,74.523152530766,94.73484768741713,85.15978665232399,60.13663042432408,60.26062721269492,113.09309618053776,99.59891248755017,101.09878415409588,67.39089414238352,75.42714721411474,133.72277158039205,184.0557219675918,119.52786493351266,135.17941995739804,189.38596860401503,117.1857393969442,122.14027340630436,110.98243582320019,120.91898428053209,94.89087549318286,159.64568956638175,123.0209670517758,165.2980697451211,174.6438901926541,162.80458023552399,185.48704401101688,163.30974414806755,255.7385229540919,177.2584033613446,197.73626073912456,305.8549373725606,276.34912105626785,258.3770690351232,236.02181167087173,231.7497103128622,275.6916056659379,356.3628003218762,230.59185242121453,358.02809143486655,240.38461538461544,365.42739116619015,305.64545127651934,235.1432235998291,233.8269680436478,125.31328320802011,290.59208136578286,NA,193.4235976789169,404.0730564085988,679.8715203426127,97.37098344693285,137.61032551959767,84.49514152936209,147.58105428215657,149.80572070595952,93.76465072667607,139.8862258696261,183.5812464695915,127.49681257968555,162.8586482732194,576.4315623470554,121.64266251459715,132.89363587143777,105.42962572482871,155.45505935556815,66.29729601742675,100.9372746935833,142.63300527742126,135.96511791457647,76.84657806708258,86.85317242640339,316.0362932001224,110.77775213477965,92.73426994945986,77.00670411306399,53.23160182761834,97.92321188134974,131.95684235038425,82.30144775728557,93.1723315444246,47.99173065564089,89.69950665271344,263.7853193324203,71.84451334795435,119.48352283677012,125.52957790679434,103.42907152518103,107.76755367653158,115.97439972509773,146.03203577784882,98.2463034828315,66.5404105031479,163.28680537266268,186.4637403618405,147.5087412587413,140.6241549029153,109.17626507997167,112.01897733263051,178.44396859386157,256.78650036683797,181.6942993413582,182.2549913014664,260.942760942761,191.18718135469783,240.50260135466777,178.48755284170977,115.75190508343786,161.8777822743829,148.6178539581889,216.29416005767848,139.54486904250754,170.3214817968917,216.54395842356007,202.51545512683867,264.75455046883627,146.53053507279265,209.86358866736626,298.7928767778177,223.49143282840834,201.94370819134173,357.47385144975516,273.48557363599076,357.3470554602631,266.0319238308598,215.94940613913317,286.9440459110474,122.1804511278196,306.5134099616859,276.6546073632689,335.12064343163553,313.10211946050106,278.1289506953225,276.1668047500691,290.4162633107455,271.95027195027205,137.8676470588236,255.88536335721602,173.21542528945216,NA,170.74558907228234,739.9091697708836,1122.6611226611228,167.1211188319114,153.7348525954061,160.1494728413186,122.28142195824968,174.4820065430753,123.28827440447364,79.66364239876081,36.19581938286129,49.11591355599216,71.93921136639543,916.6958873916749,81.32285172133372,40.57160888969032,75.89285714285717,73.91625722857518,61.13270162874985,90.07791739854977,44.365572315882886,52.84713964856653,50.331348041271724,25.517798664568545,567.7957876346698,44.03346543372965,43.71393600279771,69.54707467617145,67.30607437321221,46.99064103066141,59.16940941533229,43.53030797692895,21.951487213258705,46.69540229885059,39.31098563362162,438.11610076670337,43.568238753948386,43.964095988276256,59.57478497226052,53.956141365090396,43.09838185166322,74.31874483897607,26.42124267911402,23.56823002592506,54.21389847215379,65.2577681843281,312.174817898023,53.064473335102164,62.83380458686776,26.626903823623397,39.17216165045376,90.23391406954954,113.64443497407488,58.98400058984003,89.13378170326558,117.83519905731845,44.630902436847286,237.48544819557634,65.7771095658711,106.20836149464134,80.28904054596549,40.28197381671703,102.99721907508498,106.60980810234544,160.2564102564103,132.05678441729947,121.61415146489777,103.14004125601653,229.61595605780926,113.1221719457014,208.74103065883892,125.38311507383678,192.79252558208518,242.757727787668,280.01400070003507,129.89422898496943,194.3634596695822,253.37837837837847,259.06735751295344,270.6660158849892,431.1583788444957,160.92693916961707,394.8312993539126,119.80830670926521,513.0397605814453,360.63884595569306,126.66244458518054,156.86274509803928,98.42519685039372,375.4693366708387,200.6746082575467,NA,250.44722719141333
2000,129.7517673602073,138.65494162521517,120.6649080350453,550.5267058387593,794.6258201113523,529.7249101827814,426.56601432227717,331.9236821400473,272.1022326959987,253.7335073220241,165.75108922144346,173.95284962233924,158.5252621328442,113.73827074082988,118.66645769428835,110.22573311594371,108.68580744497784,82.05810601020184,134.06622871698622,121.26656186840334,89.26778102613316,104.19262044440418,64.86970137568505,85.61258054341461,97.42172277855818,70.63595142069407,85.12544802867386,50.63625555898024,42.1809785987035,93.4984378919523,96.936360152393,82.63170824307123,59.774139145656775,67.27430555555557,46.82691878874371,66.89858175006691,44.06159811416361,47.1506033134015,55.44993662864386,61.97532255338329,52.95352871359446,32.99241174529858,43.31739012724485,47.180938900684126,55.29342376879978,56.097834623583545,76.12957253245025,60.491345834878146,86.43737310792612,62.90758875212314,62.59361098070776,62.38153506562059,77.60476643468684,69.23964610847545,83.4028356964137,47.85706689354462,69.89059433886187,75.66038356524888,105.94716767905074,133.76233686417703,101.01765938341815,90.47912811022003,113.8519924098672,122.06700122067004,146.4336324988191,97.06381946129581,147.1782379212343,130.365022061773,150.68066091655413,118.67515373826737,150.89458935115331,204.623382369207,214.46246906791313,239.32987634623058,141.695416461311,215.84560690705948,188.34925332974578,230.04531195538516,171.8598221624449,355.4502369668247,291.9099249374479,209.94289553241518,324.374420759963,308.9803647961727,279.0923431622377,177.18413520512473,294.2907592701589,160.74586079408454,173.82235355466716,432.5599685410933,448.1132075471699,526.0081823495033,285.4084909026044,NA,186.42072213500788,264.42177972046846,485.54164868364273,99.46200099462003,101.02865540044087,94.0379913485048,130.2870969242939,91.21174807315184,120.61047455582876,139.2628353913286,100.63583550615253,143.4388302794744,91.94556822361163,394.2251345160088,130.00882202720902,98.67493656611224,114.11725548000572,125.65152643335817,73.47201175552189,55.6870388417096,122.68780671951683,135.2359634396568,120.14787430683921,75.65306394908995,302.32683690546895,99.21529719491298,63.932779249246515,82.84241531664213,49.48713334533022,61.65771161807452,84.88964346349745,96.12796554773718,77.89895392833297,48.1249768629919,62.28475122737599,257.34181047532553,63.150074294205055,79.06031172351481,84.38494879367882,113.325517780383,106.9179899417891,132.28060022322356,76.9362284151137,86.47762960265807,92.94589570492126,117.15566422167889,200.84354288009646,94.50803318282055,147.22722067724524,75.56131260794474,114.23597889354296,118.78051999472089,171.87052420509886,205.23345305284764,136.18824241507153,166.1543573980228,193.63529213672334,179.88307600059966,209.41454975871807,169.82734220209457,125.89579701723805,152.42353419367953,148.4560570071259,217.09914194148666,150.910854802199,192.59576289321637,142.07650273224047,300.7518796992482,160.42780748663105,300.1000333444482,224.34762073444332,266.086115142719,190.01773498859896,333.76123234916565,215.57531662624632,459.5460242306087,292.0987293705273,186.27310502937385,366.7676606601819,150.19243405613446,314.6737330241802,259.48103792415174,245.37140307829583,350.0583430571763,228.65853658536588,189.4964807796427,445.63279857397504,596.2820063135742,604.7516198704104,358.97435897435906,130.48746388293412,NA,203.0319436924743,825.9311204612749,1085.1376705035243,127.11864406779662,135.448070957312,125.67889043493875,88.21064702509594,73.39291110823297,146.5706772427469,104.40229685053073,78.43820812271223,66.55721702089897,39.210560711018175,661.0887305030474,43.76559149196902,96.25481274063704,30.62653132656633,47.51209398756048,29.604567561852406,29.79357310065972,66.19886137958427,61.09535238926468,47.542896659031,45.133760052519285,540.728246849886,37.64745252237933,30.503747603276977,51.91209551825576,38.85507058671157,33.3987391975953,27.176022983150872,29.368575624082236,28.76973423957997,18.152114721365045,24.901284194799192,402.80042198139455,31.92961294213645,32.498014010254934,29.189623088991866,40.81329771445534,15.388166499961532,43.04272969165754,49.3969456221957,39.53958351638697,32.96134105570467,39.381707197006996,338.9032713579666,45.11504336056946,21.24269782262348,20.959966464053664,26.570305027101718,32.79763857002296,41.80602006688964,64.20316735625626,66.61238990452225,16.289297931259163,33.79234603362339,322.8976554822407,35.919540229885065,122.97795856588782,68.10000972857283,141.94464158978002,111.78861788617888,83.56836937219263,86.38375985314762,108.57763300760045,268.69682042095843,123.94366197183099,170.80601975810177,175.39756782039294,51.52647172484865,160.34206306787817,186.46012621916242,106.78871090770409,117.42996141586983,219.01806899069175,291.65856503986004,243.45709068776634,265.54547466253604,196.56897784131525,300.3754693366709,309.50170225936245,70.0770847932726,199.12385503783355,43.763676148796506,145.70179698882956,406.9767441860466,143.9884809215263,361.33694670280045,117.2332942555686,185.03017754086085,NA,142.65335235378035
2001,105.13036164844411,113.16477023475386,96.9208779206836,456.15813482007115,709.2011600316375,518.4451854939559,356.0846285803401,316.22166118379124,275.06633236776133,204.27781783225194,164.92972559518128,126.47554806070832,131.7373429940719,118.74355872205052,102.22057895996004,77.53140021708796,58.891481120750214,53.600142933714515,74.39824945295408,72.6120536008978,88.19314298313311,65.6340246783933,74.70064813797653,47.78038398054038,64.98429546193007,52.302395013838364,68.18731715900846,30.46458492003048,64.720730049835,19.609552030678064,64.76250027914874,57.682921418112464,45.95387106656749,48.4383884758756,38.61997940267767,50.69652618585789,75.0336548010505,48.10530688999193,48.75567049645994,60.92647550166077,63.52171882297995,43.62525902497548,58.17124159243776,23.327591157048534,43.311136375940684,47.67493032125571,44.69939655814649,64.51612903225809,58.30790460826809,52.13137105505877,52.37357020153352,57.969721968295055,61.96672863339533,64.7539350468221,46.182266009852235,88.28486583375695,101.2847166693321,49.05434130920588,42.401904824032115,91.47843220040818,98.01430282789421,97.73701225471773,94.23912152749328,101.70784421748532,72.65461810916361,108.86028019689515,136.91931540342304,81.45809998981778,136.8613138686132,130.9174696271471,114.0622453967737,136.86630898937923,106.60382651629921,139.95409505682142,110.52294805421445,175.00000000000009,181.79457213348923,96.44530173601548,135.92788667906717,153.44483658124912,122.21950623319488,189.31245159624825,157.9085884726731,241.26616483304392,232.33710001056085,178.5942084449548,160.02327611288922,253.9682539682541,155.68240788790874,228.39741149600317,196.5065502183407,212.6528442317917,233.17788141239186,NA,122.80370300396756,320.7393313400382,535.772269726161,78.23285780027615,94.1872981700754,77.30786721236929,69.57973838018373,73.42817806333184,103.72040586245778,77.68232498629139,77.60076687816684,76.43884892086334,108.23975104857266,398.7713531281998,67.02712364270077,93.77930603313538,49.8707893185837,105.9566038605059,36.40003640003642,81.22743682310472,36.50967506389195,106.47162299787063,96.17586443782922,59.05064728594144,291.9630534026968,66.0909411350018,53.504547886570386,63.423031620911516,95.58923938276668,53.59535506922736,56.62514156285393,76.22256990412006,84.08500229322736,51.65289256198349,84.60236886632829,217.54125324985415,36.48436644897663,62.78159391387845,78.83474735340495,53.455517373043165,89.68260157529444,75.05135092431667,90.59089973234511,34.13114893980121,90.8884344467167,82.36434108527136,255.80578823293388,101.10712299681516,68.04145294671835,135.38394887902095,113.35420490121994,65.9848234905972,78.41599686336016,92.53986332574037,161.2430372324832,136.71578307762425,115.7407407407408,183.54995535271365,169.16180326482288,90.99181073703369,170.19667170953107,155.70260801868437,121.48208139299457,159.58507879513274,196.89119170984466,118.49617580523542,172.73021699233516,143.06151645207447,183.20459496930093,195.31250000000009,123.72061635361608,214.7715069800741,208.76826722338217,77.23995880535533,195.87359623922706,205.42317173377162,156.62822155773893,238.1306742074715,178.65118356409118,139.08205841446463,212.80078572597816,243.2244614315498,207.12510356255186,187.70530267480063,323.061630218688,161.76867080075502,291.80040852057203,227.3465410847679,234.10066328521276,146.1276181198247,130.57265435553074,NA,103.25245224574088,586.6331447726799,873.9461237918986,157.1777855396438,109.78338892876752,77.74370491944892,48.69195697401623,34.80379361350389,46.75876726886293,67.903068369902,98.08938928693284,55.39457985341745,42.841230400137114,630.4534221011755,29.579547855482794,37.85966683493187,54.55308434746121,33.675702980299725,25.02398131542729,49.601124292150644,4.16944629753169,25.887733528929555,21.51555574680495,33.77950428577462,417.6003259319619,32.274982853915375,24.81389578163773,38.63655877049886,55.68882796435918,42.8393951077411,41.29501156260325,46.235647684364665,43.858046124045195,35.829451809387336,32.346175963197254,407.5419817342631,10.59359440658216,24.70442915122641,17.92243171553517,36.36099192785981,40.65942189694686,42.089152477520585,15.631716753292439,69.97324552377034,26.262803116519315,42.21784407542924,293.22739311388585,29.4536350694615,25.16356316054355,42.29894781367315,89.51137320977257,32.41841365895831,6.51211252930451,90.44107416168086,35.96346112349854,59.54153021732662,73.11129163281888,223.75536080551942,33.97316120264992,54.38723712835391,47.384382107657345,117.94770984863383,40.96681687832857,113.3786848072563,63.51894982002966,109.55302366345317,99.96667777407535,68.68131868131871,147.87430683918677,80.9529316525963,96.38554216867473,131.25082031762705,151.53602424576397,118.55364552459994,63.29113924050636,87.22958827634338,76.19047619047622,122.3990208078336,128.15036309269547,114.44266422522321,282.15377380672476,215.45919741448975,132.84623048820995,114.85451761102608,131.8101933216169,144.78764478764484,109.46907498631641,133.2445036642239,166.8056713928274,421.49631190727104,132.84328919984065,NA,176.18040873854838
2002,83.93989443263698,83.65705158177542,84.22948458930365,335.3739685919618,680.3797468354431,576.50358367092565,450.99295323510574,324.6172328297933,283.4282274448821,172.0512330338368,162.751202943674,122.01703545533476,112.74216556992319,102.78870218090816,125.67245788870275,85.59994864003085,63.18358098392089,51.30035241111658,54.6436143472274,68.4111510176159,51.36876351105501,40.69219566521033,52.98181664052899,53.19148936170214,33.60709109622131,41.834877737569826,44.092636529699554,23.292254266717492,31.612889628864686,37.750094375235946,42.492616907812284,50.26333617430453,52.105948762483735,51.45797598627789,41.324021653787355,33.66011696890648,47.58711686963295,43.32943368430176,38.736334681931666,25.0187640730548,40.56481678224421,42.249898967632916,35.81726033775677,32.334554860961426,31.955688112484033,35.75195295042993,32.75049580611707,38.7461023266112,50.75569591698625,30.775741022139307,33.78646951267987,29.060112919295925,48.76643096225037,45.07817504567132,52.021403091557694,43.41164453524006,53.29922183136128,45.17672070156791,65.06886454831367,13.06250408203253,49.21086857183031,76.30259428820582,45.24886877828055,69.8151950718686,50.828074039561194,54.56281544127679,90.35141946835326,83.62849271940183,40.954233643902946,51.03342689461599,74.10151908114118,87.91208791208793,72.03812479219773,56.80527152919793,56.789141916065674,94.65215333648842,57.23006486074019,79.62840079628403,42.31610127653574,36.77011325194883,47.45709088032905,75.56040634707416,125.4367888182063,91.44111192392103,60.765647154142215,55.55555555555558,67.93478260869567,62.34413965087284,51.47563486616336,56.50781691467322,126.98412698412703,147.0588235294118,0,NA,89.69414297246392,217.63969748082062,473.85708900974646,59.564719358533814,81.67710318540705,79.61079168509512,62.780269058295985,45.90525156077857,54.22258370611361,114.97810993676208,53.43545442401035,44.47607187333216,78.65070348684787,426.212040490144,83.26759575773515,56.41626524324092,43.42539517109607,52.79134221987595,40.160642570281134,53.012899805619384,35.13703443429376,75.71034114189011,72.56894049346882,85.15978665232399,333.6510962821736,62.316389210362345,51.88291754939688,52.42005940940068,75.66653313749057,53.66006349774181,26.392187912377945,29.985007496251882,63.11388110922648,41.407867494824025,58.24747897630057,250.2345949327495,29.11208151382825,43.34633723450369,51.2182629691959,44.652824291136426,45.38921249716319,81.09986869545071,50.856740474141326,44.919960797125135,38.072676509158605,58.71725383920507,193.15097097515147,72.39382239382242,75.35037926357565,72.93566032821049,86.17439543275708,64.51959782784022,98.44672938087949,13.072749852931567,85.25754884547072,110.05943209333043,60.868903598873935,162.20998820290998,74.52181833236733,92.76437847866421,81.82562051095557,160.68052930056717,126.60693416439426,70.92198581560287,59.81457481806403,103.97171969224372,108.53049706967663,97.53982876341175,131.16984065293437,88.57395925597875,76.76280293891877,90.702947845805,96.43201542912252,124.54851164528588,26.092628832354873,39.96802557953639,27.940765576976816,72.83321194464679,168.4790932761526,106.65632423522571,122.8312605558115,85.13536523071687,54.112554112554136,65.60244915810193,74.38631291842303,52.868094105207526,86.45533141210377,158.6294416243655,107.9525008996042,0,75.19150336012032,NA,110.66027296200666,448.1267260695118,878.5983771771155,143.93509835565058,167.25276610343946,91.21439529002035,63.56470887363337,56.399132321041236,55.03810330228622,24.831353722633786,49.45598417408508,37.17779246530074,28.806584362139926,719.424460431655,24.811843519973543,12.212000325653344,40.35675370273216,36.150385604113126,8.05931656995487,12.09043646475638,40.13807497792406,12.188680778450415,29.522162709291056,21.05351804286497,560.988929156531,41.366757673533556,31.659345443032972,16.2324486648811,21.040228917690634,33.62050851019123,50.560377517485485,20.309517039684803,18.926489514724818,43.052416316865795,14.099400775467046,396.1686976580915,35.47608911593587,20.946795140343536,20.973887510049995,21.362196033752273,32.419581427182024,21.97641198447001,11.352026336701105,23.230602446956798,20.37738924888944,39.17642449832413,366.91932602713285,18.666293340799857,29.32407995699136,15.026296018031562,21.100385082027753,26.272923125426942,32.25806451612904,13.052274358807026,13.914011409489358,43.18721658389118,29.902070718397255,181.36160714285722,65.18373665770392,8.5099140498681,27.287611424413328,19.140587616039817,39.76143141153083,10.347682119205302,41.82350480970307,43.12668463611861,66.77053193857112,45.35661639641685,192.55455712451868,23.331777881474576,35.335689045936405,98.96091044037608,13.458950201884257,28.40505609998581,61.40620202640468,32.82994090610638,72.92616226071105,79.2707094728498,64.76683937823836,136.42564802182815,45.2181777074384,24.99375156210948,57.87037037037039,71.7617509867241,41.96391103650862,48.89975550122251,0,63.57279084551814,230.59185242121447,0,148.7625659288645,NA,33.15649867374006
