province,projection_scenario,timepoint,sex,age,delta_n,prop_migrants_birth,prop_immigrants_timepoint,prop_emigrants_timepoint,prob_emigration
BC,SA,2023-02-01T00:00:00,F,0,55.334408085075665,0.0012547140549609133,0.0002592361356469172,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,1,19.677949923195456,0.0004461997732674689,0.000259046075367479,0.000356590943960342,0.0016917869636055615
BC,SA,2023-02-01T00:00:00,F,2,31.607839957065835,0.0006569854492422697,0.0005836768345418904,0.0009572897756583864,0.0048182192489690835
BC,SA,2023-02-01T00:00:00,F,3,17.043691679407175,0.00035426202644508456,0.00010452572176292217,6.695927558471745e-05,0.00033479461376261145
BC,SA,2023-02-01T00:00:00,F,4,58.4871869148908,0.00132620367682278,0.0002740065873183994,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,5,50.41575055672365,0.0010479176866684584,0.00031329289576691605,0.00020683540781950318,0.0009641186221933648
BC,SA,2023-02-01T00:00:00,F,6,42.03290344732886,0.000873675834597076,0.00024468347353393736,0.00013714572045268306,0.0006204740634990026
BC,SA,2023-02-01T00:00:00,F,7,45.50961606067722,0.0009459411207181646,0.00019544064220443436,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,8,25.12136629798806,0.0005221607090292103,0.00010788348457577738,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,9,62.008798820252196,0.001288885245092171,0.0002662962361096949,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,10,45.78373953618802,0.0009516389202182552,0.00019661786303674627,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,11,53.863214585317564,0.0011195750256909568,0.0002313150969174112,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,12,45.58769148112469,0.0009475639590787464,0.0002450779558358006,0.00010536368542391176,0.00045625356990531803
BC,SA,2023-02-01T00:00:00,F,13,37.72073283810596,0.000784045118016701,0.0001775169890512085,3.317994518174779e-05,0.0001412433061422663
BC,SA,2023-02-01T00:00:00,F,14,58.39600210149956,0.0012137913798196693,0.0002507811126701635,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,15,121.42547422229109,0.0025238918521401253,0.0005214606212089723,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,16,162.97319719929874,0.00369543595358398,0.00076351303498201,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,17,147.94564278949656,0.0030751273963523537,0.000635351249713373,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,18,202.2383896663905,0.004203630474891234,0.0008685109692441964,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,19,364.5795048895902,0.007577975278594353,0.001565683447542052,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,20,242.20983557197042,0.00503445783863426,0.0010401679888773806,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,21,163.06398154351155,0.0033893699574256537,0.0007403585327359013,8.56589016909217e-05,0.0002855369624741877
BC,SA,2023-02-01T00:00:00,F,22,93.36334986573547,0.0019406059521188954,0.0006566575011023027,0.0005464783715762647,0.0017342659355068432
BC,SA,2023-02-01T00:00:00,F,23,76.79480115660363,0.0015962200202821319,0.000421108806160013,0.00019514823647348253,0.0005976937438456372
BC,SA,2023-02-01T00:00:00,F,24,96.62950139104441,0.002008494616135898,0.0004149745359877462,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,25,134.06973664872476,0.0027867094455552885,0.0005757612939619304,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,26,87.27808500640867,0.0018141205461944937,0.00037481496133219403,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,27,176.32410553954924,0.003664988554975454,0.0007572223060907795,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,28,117.04737387060368,0.002432890751454721,0.0005026589081110545,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,29,146.64239760687406,0.003048038765084254,0.0006297544748449147,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,30,151.63835669122182,0.0031518823819807157,0.0006512095767857918,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,31,148.21511535682748,0.0030807285242986752,0.0006365084972617903,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,32,102.61300343517996,0.002132864828837815,0.00044067063240346254,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,33,102.8651964412611,0.0021381067920855736,0.0004417536730294755,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,34,103.30829241965284,0.0021473167732426715,0.000537953287560287,0.00020152221872208806,0.0005312246012125246
BC,SA,2023-02-01T00:00:00,F,35,121.51771225531411,0.00252580906779438,0.000609657769110059,0.00018764019148849277,0.0004992445966372752
BC,SA,2023-02-01T00:00:00,F,36,74.88326661560131,0.001556487777241532,0.0004916795183435713,0.00036350904775991633,0.000982284962614313
BC,SA,2023-02-01T00:00:00,F,37,74.60337003060113,0.0015506699806477912,0.0003203835103762633,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,38,66.89369275113222,0.0013904203148102973,0.000493005372815739,0.0004396691441973322,0.0012030051041209855
BC,SA,2023-02-01T00:00:00,F,39,84.47002834036084,0.0017557536229011862,0.0004637883569025884,0.00021591740146784488,0.0005968933456672618
BC,SA,2023-02-01T00:00:00,F,40,85.46993066972027,0.0017765371146533885,0.0005005150295456784,0.00028522933645567616,0.0007984444373285445
BC,SA,2023-02-01T00:00:00,F,41,73.14280917119868,0.0015203114609367444,0.0004191848699342204,0.000224553782104873,0.0006354640783855242
BC,SA,2023-02-01T00:00:00,F,42,53.61444979861426,0.0011144043197721112,0.0006375246949653269,0.0008703964409432634,0.0025454080206110145
BC,SA,2023-02-01T00:00:00,F,43,83.18655988055934,0.0017290760611381444,0.0005243338540575471,0.00035708900019680454,0.0010622074671326938
BC,SA,2023-02-01T00:00:00,F,44,47.15820266596438,0.0009802078536857,0.0007105273023583716,0.0010856648744239858,0.003372405930601234
BC,SA,2023-02-01T00:00:00,F,45,45.77803627223875,0.0009515203749006079,0.0005082899465369213,0.000666128900448478,0.0021331425062181375
BC,SA,2023-02-01T00:00:00,F,46,43.463967731698176,0.0009034212526021669,0.00023676743158343048,0.00010709429008847484,0.0003456821143134901
BC,SA,2023-02-01T00:00:00,F,47,77.03237362577329,0.0016011580880399112,0.00033081484475457106,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,48,19.05921515406908,0.0003961557337423173,0.00020632355209117858,0.0002660140759031195,0.000858858288429938
BC,SA,2023-02-01T00:00:00,F,49,40.16247893157379,0.000834798084886046,0.00019101396394875762,3.961459872835808e-05,0.0001282966334596421
BC,SA,2023-02-01T00:00:00,F,50,34.72270922853204,0.0007217296326608425,0.00014911636656424825,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,51,17.365515654164028,0.00036095130571629585,0.00013727518878896026,0.00013399475546085015,0.0004259237934012428
BC,SA,2023-02-01T00:00:00,F,52,43.85002724455035,0.0009114457010564103,0.0008355214638767392,0.0013831524861831548,0.004114427416015146
BC,SA,2023-02-01T00:00:00,F,53,19.60704213447798,0.00040754260343413615,8.420226840372858e-05,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,54,39.311071596362126,0.0008171011390848775,0.00018775096324045296,4.0455252238452874e-05,0.00011932825364818383
BC,SA,2023-02-01T00:00:00,F,55,13.939493109289288,0.0002897396391229418,0.00044866374185338577,0.0008309086814215281,0.0025285072010939233
BC,SA,2023-02-01T00:00:00,F,56,3.7502725406543505,7.795137197763347e-05,0.0003101666810882545,0.0006284401502865534,0.0019636974572696726
BC,SA,2023-02-01T00:00:00,F,57,21.198240095898655,0.0004406164834884943,0.0004992828873536268,0.0008724679754371934,0.002627044074599199
BC,SA,2023-02-01T00:00:00,F,58,-3.0017652111569078,-6.239325649745583e-05,0.0004905704171090961,0.0010759509789373455,0.003112899110974749
BC,SA,2023-02-01T00:00:00,F,59,39.0253981642777,0.0008111632677096269,0.0007023111739569659,0.001142747273735393,0.0031322950065837906
BC,SA,2023-02-01T00:00:00,F,60,-7.957653686145932,-0.00016540398486604815,2.956711257851111e-05,0.00013622172713849285,0.00037134598943791374
BC,SA,2023-02-01T00:00:00,F,61,24.691323588006526,0.0005132220468683553,0.0005895200452765925,0.0010332556526199221,0.0029140112564262377
BC,SA,2023-02-01T00:00:00,F,62,32.617958096210714,0.0006779812819323652,0.00014007753150941193,0.0,0.0
BC,SA,2023-02-01T00:00:00,F,63,36.28551042811159,0.0007542132712004198,0.00020893783166627076,0.0001135018093868109,0.0003200977951509599
BC,SA,2023-02-01T00:00:00,F,64,27.989480374283175,0.000634664680295689,0.0003681343490290624,0.000506508115184344,0.0014532861009214776
BC,SA,2023-02-01T00:00:00,F,65,9.102058630090596,0.00018919103887650367,0.00013480937545699387,0.00020456529369280792,0.0005925892422337825
BC,SA,2023-02-01T00:00:00,F,66,40.91021693323546,0.0008503402094856546,0.0004895821421131988,0.0006708241296677781,0.0019915115185048043
BC,SA,2023-02-01T00:00:00,F,67,14.057790717788976,0.00029219851665364345,0.00025278424158542016,0.00041120754156126347,0.001243198466438339
BC,SA,2023-02-01T00:00:00,F,68,34.2697850706013,0.0007123153676628231,0.0003324138998261422,0.0003958832625313867,0.0012165082809883646
BC,SA,2023-02-01T00:00:00,F,69,32.88000618012393,0.0006834280881161048,0.0006220042713632052,0.001027523934894017,0.003289965358630822
BC,SA,2023-02-01T00:00:00,F,70,-6.060047980457512,-0.00012596125993673173,0.0005015093914610945,0.0011273970029218791,0.003791587318122887
BC,SA,2023-02-01T00:00:00,F,71,3.790989822100528,7.879770192232996e-05,0.0005075361839978622,0.001049866180337281,0.0037022641518584154
BC,SA,2023-02-01T00:00:00,F,72,7.703842952337709,0.00016012839630321032,0.0003591145431454549,0.0006967619381200374,0.0025426513558998126
BC,SA,2023-02-01T00:00:00,F,73,7.814746282847409,0.00016243357990690954,0.00019578465591313363,0.0003466906636545211,0.0012886588286127598
BC,SA,2023-02-01T00:00:00,F,74,3.076889223274975,6.395474829560806e-05,0.0005375964271982903,0.001120661996085079,0.004392552131659168
BC,SA,2023-02-01T00:00:00,F,75,-13.178320460925988,-0.00027391826838026604,0.00014606525364089422,0.0004331048724997729,0.0017416351276646716
BC,SA,2023-02-01T00:00:00,F,76,4.846993343586746,0.00010074728623139479,0.00028263106770868223,0.0005595281317534475,0.00231571410095905
BC,SA,2023-02-01T00:00:00,F,77,-3.484908959537279,-7.243565145419488e-05,0.00165786356787248,0.003575015404439641,0.018049874098934895
BC,SA,2023-02-01T00:00:00,F,78,-0.5020221499983109,-1.0434792386769293e-05,0.0006215510284806998,0.0013329284376789664,0.007479835413778929
BC,SA,2023-02-01T00:00:00,F,79,-0.34684610560066176,-7.209377319535579e-06,0.0002620589350301361,0.0005632312352025475,0.0033132212337149184
BC,SA,2023-02-01T00:00:00,F,80,-3.6313121493510607,-7.547871816046092e-05,0.0004455016513327271,0.000985412056501291,0.0062542356037876175
BC,SA,2023-02-01T00:00:00,F,81,4.957298581666237,0.00010304003817179536,0.0006100752675313329,0.0012582990293947386,0.008897544858906493
BC,SA,2023-02-01T00:00:00,F,82,10.911980318707037,0.00022681120574979185,0.000371772197485622,0.0006943690983889947,0.005273709110547659
BC,SA,2023-02-01T00:00:00,F,83,-16.214796317136006,-0.00033703300375020044,0.0004610543063129719,0.001134138274612438,0.009677792610005585
BC,SA,2023-02-01T00:00:00,F,84,0.13113218434068585,2.7256508877608696e-06,0.0003945149445950612,0.0008419171031528379,0.007941725151603119
BC,SA,2023-02-01T00:00:00,F,85,17.494570289530543,0.0003636337736643821,0.0002994954944377305,0.00047949245248252707,0.004826869290839061
BC,SA,2023-02-01T00:00:00,F,86,3.278063253673281,6.81362555076363e-05,0.0003087950326804392,0.000629842627075441,0.006915128753589573
BC,SA,2023-02-01T00:00:00,F,87,-18.512754853028582,-0.00038479727119442335,0.00025552169548305535,0.0007159832888496087,0.008756050825978794
BC,SA,2023-02-01T00:00:00,F,88,6.7205042171668765,0.0001396891875005503,0.0003546615352716296,0.0006962702573480398,0.009561636437361265
BC,SA,2023-02-01T00:00:00,F,89,-13.161021893289785,-0.00027355870862404223,0.0002761381578102945,0.0007109258096576124,0.011202529135416634
BC,SA,2023-02-01T00:00:00,F,90,7.617083100308832,0.00015832504749991303,0.00022757568607438932,0.0004164456037584457,0.007202442145088959
BC,SA,2023-02-01T00:00:00,F,91,-8.215902548424367,-0.0001707718222453428,0.0002624676389370655,0.0006363251996739343,0.012815292062384694
BC,SA,2023-02-01T00:00:00,F,92,2.7706157267923004,5.758869383092484e-05,0.00024031736998787628,0.000488155787412162,0.011304141078345731
BC,SA,2023-02-01T00:00:00,F,93,-3.3599415458606927,-6.983813854200395e-05,0.0002480789519245506,0.0005610080638480561,0.015630696190744565
BC,SA,2023-02-01T00:00:00,F,94,-4.118672013309606,-8.560874727983043e-05,0.00021211064522312954,0.0004911034140642126,0.01669294305108966
BC,SA,2023-02-01T00:00:00,F,95,-0.06474165514518404,-1.345689090049362e-06,0.00019506906009954567,0.0004174776174828811,0.017456304629374097
BC,SA,2023-02-01T00:00:00,F,96,0.1457577636427061,3.0296511864597044e-06,0.00019535449058751542,0.0004161556942067277,0.022535188133587254
BC,SA,2023-02-01T00:00:00,F,97,-3.8483086812142204,-7.998910432300082e-05,0.00014682216068420413,0.00034909360695177007,0.02525572166696088
BC,SA,2023-02-01T00:00:00,F,98,-1.267504017613149,-2.634573250051536e-05,0.0001243010553519792,0.00027727752319274996,0.02731064414061385
BC,SA,2023-02-01T00:00:00,F,99,-4.254533901363331,-8.843270752763992e-05,8.002007608529598e-05,0.00021005866005012927,0.02860965692253474
BC,SA,2023-02-01T00:00:00,F,100,113.30993107818607,0.0023552060524898726,0.0004866084932145952,0.0,0.0
BC,SA,2023-02-01T00:00:00,M,0,58.48845104636803,0.001326232341149131,0.0002740125096472079,0.0,0.0
BC,SA,2023-02-01T00:00:00,M,1,31.651231256681513,0.0007176953018728972,0.0002743688919552732,0.00026945938201277113,0.0012097309456572058
BC,SA,2023-02-01T00:00:00,M,2,49.677569778714314,0.0010325742139502584,0.0006219771664300054,0.0008733015551584557,0.004126770800549908
BC,SA,2023-02-01T00:00:00,M,3,58.04006612091189,0.001206393064704637,0.00028324063301548403,7.263616904253118e-05,0.0003340633209429458
BC,SA,2023-02-01T00:00:00,M,4,25.1655716228056,0.0005706322252099055,0.00011789817158270811,0.0,0.0
