province,projection_scenario,timepoint,sex,age,delta_n,prop_migrants_birth,prop_immigrants_timepoint,prop_emigrants_timepoint,prob_emigration
CA,FA,2023-02-01T00:00:00,F,0,-18.47718366758272,-5.7831283894219875e-05,0.0,2.629680390275337e-05,0.00011855243206298923
CA,FA,2023-02-01T00:00:00,F,1,185.20159886322472,0.0005796579410699646,0.000275738764684271,0.00015410383472302602,0.000680560547640153
CA,FA,2023-02-01T00:00:00,F,2,154.08757897232317,0.00044208535568703564,0.0003532191870165521,0.0003340260550212457,0.001433423759743928
CA,FA,2023-02-01T00:00:00,F,3,207.70615970795006,0.0005959198794950921,0.0004359882207409566,0.00038945191316962035,0.0016138653401480312
CA,FA,2023-02-01T00:00:00,F,4,217.6004027507879,0.0006810621625770589,0.0002748455243307711,0.00010664066112909725,0.00043293417136863835
CA,FA,2023-02-01T00:00:00,F,5,185.55148786501195,0.000532356962567349,0.00027648552693143363,0.00017674352177892894,0.0007028586779507868
CA,FA,2023-02-01T00:00:00,F,6,206.25038133790804,0.0005917431749040159,0.00028455049434677316,0.0001619563169949063,0.0006305998079837328
CA,FA,2023-02-01T00:00:00,F,7,239.27993545297068,0.000686506700144194,0.0003132264694041937,0.0001623036239816004,0.000617830421966815
CA,FA,2023-02-01T00:00:00,F,8,179.8130370864128,0.0005158930459397457,0.00015486393853869965,0.0,0.0
CA,FA,2023-02-01T00:00:00,F,9,229.93163605119844,0.0006596859382523888,0.00019802857084507864,0.0,0.0
CA,FA,2023-02-01T00:00:00,F,10,113.41900844531119,0.00032540509121259197,9.76820960126153e-05,0.0,0.0
CA,FA,2023-02-01T00:00:00,F,11,221.84675709306612,0.0006364899959595027,0.0001910654706252468,0.0,0.0
CA,FA,2023-02-01T00:00:00,F,12,150.88858305774193,0.0004329072684189305,0.00016519830672404937,5.33892441937133e-05,0.00019797884792329562
CA,FA,2023-02-01T00:00:00,F,13,206.37684638710925,0.0005921060097712451,0.0002845255156232568,0.00016175349294820523,0.0005891148455355279
CA,FA,2023-02-01T00:00:00,F,14,185.48693277789425,0.0005321717506324209,0.0001597505799517931,0.0,0.0
CA,FA,2023-02-01T00:00:00,F,15,349.14239467815423,0.001001707864878838,0.0003006988104244514,0.0,0.0
CA,FA,2023-02-01T00:00:00,F,16,376.72102251543765,0.0011790898869633447,0.0004997603032192276,0.0002208759052792925,0.0008007443302787461
CA,FA,2023-02-01T00:00:00,F,17,476.93325129937875,0.0013683465432183324,0.0005213203087435146,0.00016747655684442683,0.0006134767018120073
CA,FA,2023-02-01T00:00:00,F,18,833.4329855069118,0.002391163001563617,0.0007177939749810286,0.0,0.0
CA,FA,2023-02-01T00:00:00,F,19,1329.430208459784,0.0038142050805639468,0.0011449714738729787,0.0,0.0
CA,FA,2023-02-01T00:00:00,F,20,717.1974299522662,0.0020576770887887424,0.0006176861283915978,0.0,0.0
CA,FA,2023-02-01T00:00:00,F,21,331.62259975210327,0.0009514426532173689,0.0002947395576835188,1.382943488690184e-05,4.6953437855221965e-05
CA,FA,2023-02-01T00:00:00,F,22,67.65156368205862,0.0001940958887967144,0.0006100647095412186,0.0008358552182598258,0.002739274911357586
CA,FA,2023-02-01T00:00:00,F,23,198.18025797556402,0.0005685895671903084,0.0006194430495887374,0.0006797731109817181,0.00214230590520329
CA,FA,2023-02-01T00:00:00,F,24,270.5983056966543,0.0007763607489978268,0.00023305273110950343,0.0,0.0
CA,FA,2023-02-01T00:00:00,F,25,287.939272696698,0.0008261128939487736,0.0002479876351142994,0.0,0.0
