province,projection_scenario,timepoint,sex,age,delta_n,prop_migrants_birth,prop_immigrants_timepoint,prop_emigrants_timepoint,prob_emigration
CA,HG,2023-02-01T00:00:00,F,0,406.30572862898225,0.0011137270400430155,0.0003224385552764734,0.0,0.0
CA,HG,2023-02-01T00:00:00,F,1,201.12007744427865,0.0005512914358876231,0.0002678010817571346,0.0002014840295005132,0.0007742298679717003
CA,HG,2023-02-01T00:00:00,F,2,246.88115132033636,0.0006203334377318052,0.000814730910630734,0.0011827701704980997,0.004817876144281615
CA,HG,2023-02-01T00:00:00,F,3,282.3406465631142,0.0007094318175252693,0.00037833854214701265,0.0003220704433048957,0.0012765595164655954
CA,HG,2023-02-01T00:00:00,F,4,294.3066007746784,0.0008067255671042076,0.0002436940322011103,1.8876354271777943e-05,7.32666853442236e-05
CA,HG,2023-02-01T00:00:00,F,5,268.34830703711305,0.0006742735398128794,0.0002441094638903911,9.106018684371987e-05,0.00034608537979155746
CA,HG,2023-02-01T00:00:00,F,6,288.9259847644098,0.0007259786679558868,0.0002453572805120948,6.550759970434351e-05,0.00024379721081773428
CA,HG,2023-02-01T00:00:00,F,7,326.32237888575764,0.0008199438556585671,0.00027539998869653806,7.079364637210811e-05,0.0002575036861132058
CA,HG,2023-02-01T00:00:00,F,8,258.4957824011217,0.0006495172939630231,0.0001880437579071734,0.0,0.0
CA,HG,2023-02-01T00:00:00,F,9,296.26695274709346,0.00074442417455136,0.00021552054204049048,0.0,0.0
CA,HG,2023-02-01T00:00:00,F,10,204.56036288597534,0.0005139948208037617,0.00014880822812127618,0.0,0.0
CA,HG,2023-02-01T00:00:00,F,11,292.41800803750084,0.0007347530064991534,0.00021272061230683773,0.0,0.0
CA,HG,2023-02-01T00:00:00,F,12,217.18846967162244,0.0005457252176059883,0.00018930255096439016,5.830263628382685e-05,0.00020692985619442171
CA,HG,2023-02-01T00:00:00,F,13,281.3047457288594,0.0007068289297704698,0.0002448663341133796,7.491773660579843e-05,0.00026118472916147444
CA,HG,2023-02-01T00:00:00,F,14,256.1520924160359,0.0006436283500009163,0.00018633883155181393,0.0,0.0
CA,HG,2023-02-01T00:00:00,F,15,432.5446887601247,0.001086846575026886,0.000314656308825291,0.0,0.0
CA,HG,2023-02-01T00:00:00,F,16,486.01374616674366,0.0013322151591733534,0.0004829349842147732,0.0001810856460602934,0.0006272025568343502
