year,severity,age,sex,p_exacerbations
2007,2,87,M,1.0
2007,2,88,F,7.0
2007,2,88,M,1.0
2007,2,89,F,5.0
2007,2,89,M,0.0
2007,2,90,F,2.0
2007,2,90,M,0.0
2007,2,91,F,9.0
2007,2,91,M,0.0
2007,2,92,F,6.0
2007,2,92,M,1.0
2007,2,93,F,3.0
2007,2,93,M,0.0
2007,2,94,F,2.0
2007,2,94,M,0.0
2007,2,95,F,0.0
2007,2,95,M,0.0
2007,2,96,F,3.0
2007,2,96,M,0.0
2007,2,97,F,0.0
2007,2,97,M,0.0
2007,2,98,F,1.0
2007,2,98,M,0.0
2007,2,99,F,2.0
2007,2,99,M,0.0
2007,2,100,F,0.0
2007,2,100,M,1.0
2007,2,101,F,0.0
2007,2,101,M,0.0
2007,2,102,F,0.0
2007,2,102,M,0.0
2007,2,103,F,0.0
2007,2,103,M,0.0
2007,2,104,F,0.0
2007,2,104,M,0.0
2007,2,105,F,0.0
2007,2,105,M,0.0
2007,2,106,F,0.0
2007,2,106,M,0.0
2007,2,107,F,0.0
2007,2,107,M,0.0
2007,2,108,F,0.0
2007,2,108,M,0.0
2007,2,109,F,0.0
2007,2,109,M,0.0
2007,2,110,F,0.0
2007,2,110,M,0.0
2007,3,0,F,0.0
2007,3,0,M,0.0
2007,3,1,F,0.0
2007,3,1,M,0.0
2007,3,2,F,0.0
2007,3,2,M,0.0
2007,3,3,F,12.0
2007,3,3,M,14.0
2007,3,4,F,13.0
2007,3,4,M,11.0
2007,3,5,F,5.0
2007,3,5,M,11.0
2007,3,6,F,6.0
2007,3,6,M,5.0
2007,3,7,F,3.0
2007,3,7,M,8.0
2007,3,8,F,4.0
2007,3,8,M,6.0
2007,3,9,F,1.0
2007,3,9,M,6.0
2007,3,10,F,5.0
2007,3,10,M,5.0
2007,3,11,F,2.0
2007,3,11,M,2.0
2007,3,12,F,1.0
2007,3,12,M,2.0
2007,3,13,F,1.0
2007,3,13,M,1.0
2007,3,14,F,1.0
2007,3,14,M,2.0
2007,3,15,F,1.0
2007,3,15,M,2.0
2007,3,16,F,1.0
2007,3,16,M,2.0
2007,3,17,F,4.0
2007,3,17,M,2.0
2007,3,18,F,1.0
2007,3,18,M,0.0
2007,3,19,F,1.0
2007,3,19,M,1.0
2007,3,20,F,2.0
2007,3,20,M,0.0
2007,3,21,F,2.0
2007,3,21,M,2.0
2007,3,22,F,1.0
2007,3,22,M,1.0
2007,3,23,F,2.0
2007,3,23,M,0.0
2007,3,24,F,2.0
2007,3,24,M,2.0
2007,3,25,F,6.0
2007,3,25,M,2.0
2007,3,26,F,4.0
2007,3,26,M,3.0
2007,3,27,F,2.0
2007,3,27,M,2.0
2007,3,28,F,0.0
2007,3,28,M,0.0
2007,3,29,F,3.0
2007,3,29,M,1.0
2007,3,30,F,2.0
2007,3,30,M,2.0
2007,3,31,F,2.0
2007,3,31,M,1.0
2007,3,32,F,2.0
2007,3,32,M,2.0
2007,3,33,F,5.0
2007,3,33,M,2.0
2007,3,34,F,4.0
2007,3,34,M,1.0
2007,3,35,F,3.0
2007,3,35,M,3.0
2007,3,36,F,2.0
2007,3,36,M,1.0
2007,3,37,F,4.0
2007,3,37,M,1.0
2007,3,38,F,2.0
2007,3,38,M,1.0
2007,3,39,F,3.0
2007,3,39,M,1.0
2007,3,40,F,2.0
2007,3,40,M,0.0
2007,3,41,F,5.0
2007,3,41,M,1.0
2007,3,42,F,3.0
2007,3,42,M,3.0
2007,3,43,F,4.0
2007,3,43,M,1.0
2007,3,44,F,5.0
2007,3,44,M,1.0
2007,3,45,F,0.0
2007,3,45,M,1.0
2007,3,46,F,7.0
2007,3,46,M,1.0
2007,3,47,F,4.0
2007,3,47,M,2.0
2007,3,48,F,5.0
2007,3,48,M,2.0
2007,3,49,F,1.0
2007,3,49,M,2.0
2007,3,50,F,3.0
2007,3,50,M,2.0
2007,3,51,F,0.0
2007,3,51,M,0.0
2007,3,52,F,1.0
2007,3,52,M,0.0
2007,3,53,F,1.0
2007,3,53,M,0.0
2007,3,54,F,2.0
2007,3,54,M,4.0
2007,3,55,F,3.0
2007,3,55,M,1.0
2007,3,56,F,1.0
2007,3,56,M,0.0
2007,3,57,F,1.0
2007,3,57,M,1.0
2007,3,58,F,1.0
2007,3,58,M,0.0
2007,3,59,F,3.0
2007,3,59,M,0.0
2007,3,60,F,2.0
2007,3,60,M,0.0
2007,3,61,F,2.0
2007,3,61,M,1.0
2007,3,62,F,0.0
2007,3,62,M,1.0
2007,3,63,F,1.0
2007,3,63,M,3.0
2007,3,64,F,6.0
2007,3,64,M,1.0
2007,3,65,F,3.0
2007,3,65,M,0.0
2007,3,66,F,2.0
2007,3,66,M,0.0
2007,3,67,F,0.0
2007,3,67,M,0.0
2007,3,68,F,3.0
2007,3,68,M,0.0
2007,3,69,F,1.0
2007,3,69,M,0.0
2007,3,70,F,1.0
2007,3,70,M,1.0
2007,3,71,F,1.0
2007,3,71,M,0.0
2007,3,72,F,2.0
2007,3,72,M,0.0
2007,3,73,F,2.0
2007,3,73,M,0.0
2007,3,74,F,2.0
2007,3,74,M,0.0
2007,3,75,F,1.0
2007,3,75,M,2.0
2007,3,76,F,1.0
2007,3,76,M,1.0
2007,3,77,F,3.0
2007,3,77,M,0.0
2007,3,78,F,0.0
2007,3,78,M,1.0
2007,3,79,F,4.0
2007,3,79,M,0.0
2007,3,80,F,2.0
2007,3,80,M,2.0
2007,3,81,F,0.0
2007,3,81,M,0.0
2007,3,82,F,3.0
2007,3,82,M,1.0
2007,3,83,F,2.0
2007,3,83,M,0.0
2007,3,84,F,3.0
2007,3,84,M,0.0
2007,3,85,F,1.0
2007,3,85,M,0.0
2007,3,86,F,2.0
2007,3,86,M,0.0
2007,3,87,F,1.0
2007,3,87,M,0.0
2007,3,88,F,1.0
2007,3,88,M,0.0
2007,3,89,F,1.0
2007,3,89,M,0.0
2007,3,90,F,2.0
2007,3,90,M,0.0
2007,3,91,F,0.0
2007,3,91,M,0.0
2007,3,92,F,0.0
2007,3,92,M,0.0
2007,3,93,F,0.0
2007,3,93,M,0.0
2007,3,94,F,0.0
2007,3,94,M,0.0
2007,3,95,F,0.0
2007,3,95,M,0.0
2007,3,96,F,0.0
2007,3,96,M,0.0
2007,3,97,F,0.0
2007,3,97,M,0.0
2007,3,98,F,0.0
2007,3,98,M,0.0
2007,3,99,F,0.0
2007,3,99,M,0.0
2007,3,100,F,0.0
2007,3,100,M,0.0
2007,3,101,F,0.0
2007,3,101,M,0.0
2007,3,102,F,0.0
2007,3,102,M,0.0
2007,3,103,F,0.0
2007,3,103,M,0.0
2007,3,104,F,0.0
2007,3,104,M,0.0
2007,3,105,F,0.0
2007,3,105,M,0.0
2007,3,106,F,0.0
2007,3,106,M,0.0
2007,3,107,F,0.0
2007,3,107,M,0.0
2007,3,108,F,0.0
2007,3,108,M,0.0
2007,3,109,F,0.0
2007,3,109,M,0.0
2007,3,110,F,0.0
2007,3,110,M,0.0
2008,0,0,F,0.0
2008,0,0,M,0.0
2008,0,1,F,0.0
2008,0,1,M,0.0
2008,0,2,F,0.0
2008,0,2,M,0.0
2008,0,3,F,211.0
2008,0,3,M,387.0
2008,0,4,F,142.0
2008,0,4,M,304.0
2008,0,5,F,125.0
2008,0,5,M,246.0
2008,0,6,F,130.0
2008,0,6,M,177.0
2008,0,7,F,95.0
2008,0,7,M,160.0
2008,0,8,F,76.0
2008,0,8,M,109.0
2008,0,9,F,40.0
2008,0,9,M,87.0
2008,0,10,F,46.0
2008,0,10,M,68.0
2008,0,11,F,37.0
2008,0,11,M,57.0
2008,0,12,F,30.0
2008,0,12,M,49.0
2008,0,13,F,39.0
2008,0,13,M,28.0
2008,0,14,F,33.0
2008,0,14,M,28.0
2008,0,15,F,28.0
2008,0,15,M,17.0
2008,0,16,F,23.0
2008,0,16,M,19.0
2008,0,17,F,44.0
2008,0,17,M,41.0
2008,0,18,F,32.0
2008,0,18,M,21.0
2008,0,19,F,28.0
2008,0,19,M,25.0
2008,0,20,F,21.0
2008,0,20,M,19.0
2008,0,21,F,21.0
2008,0,21,M,11.0
2008,0,22,F,25.0
2008,0,22,M,33.0
2008,0,23,F,48.0
2008,0,23,M,28.0
2008,0,24,F,39.0
2008,0,24,M,43.0
2008,0,25,F,24.0
2008,0,25,M,24.0
2008,0,26,F,42.0
2008,0,26,M,32.0
2008,0,27,F,29.0
2008,0,27,M,22.0
2008,0,28,F,25.0
2008,0,28,M,26.0
2008,0,29,F,61.0
2008,0,29,M,26.0
2008,0,30,F,36.0
2008,0,30,M,30.0
2008,0,31,F,32.0
2008,0,31,M,24.0
2008,0,32,F,54.0
2008,0,32,M,24.0
2008,0,33,F,36.0
2008,0,33,M,26.0
2008,0,34,F,43.0
2008,0,34,M,14.0
2008,0,35,F,36.0
2008,0,35,M,13.0
2008,0,36,F,45.0
2008,0,36,M,27.0
2008,0,37,F,35.0
2008,0,37,M,26.0
2008,0,38,F,55.0
2008,0,38,M,29.0
2008,0,39,F,36.0
2008,0,39,M,18.0
2008,0,40,F,38.0
2008,0,40,M,10.0
2008,0,41,F,41.0
2008,0,41,M,21.0
2008,0,42,F,44.0
2008,0,42,M,11.0
2008,0,43,F,55.0
2008,0,43,M,21.0
2008,0,44,F,61.0
2008,0,44,M,23.0
2008,0,45,F,39.0
2008,0,45,M,24.0
2008,0,46,F,44.0
2008,0,46,M,21.0
2008,0,47,F,55.0
2008,0,47,M,33.0
2008,0,48,F,37.0
2008,0,48,M,10.0
2008,0,49,F,58.0
2008,0,49,M,10.0
2008,0,50,F,26.0
2008,0,50,M,20.0
2008,0,51,F,49.0
2008,0,51,M,11.0
2008,0,52,F,30.0
2008,0,52,M,10.0
2008,0,53,F,30.0
2008,0,53,M,11.0
2008,0,54,F,47.0
2008,0,54,M,5.0
2008,0,55,F,59.0
2008,0,55,M,11.0
2008,0,56,F,39.0
2008,0,56,M,4.0
2008,0,57,F,28.0
2008,0,57,M,18.0
2008,0,58,F,38.0
2008,0,58,M,14.0
2008,0,59,F,31.0
2008,0,59,M,8.0
2008,0,60,F,41.0
2008,0,60,M,10.0
2008,0,61,F,27.0
2008,0,61,M,14.0
2008,0,62,F,36.0
2008,0,62,M,9.0
2008,0,63,F,28.0
2008,0,63,M,8.0
2008,0,64,F,33.0
2008,0,64,M,10.0
2008,0,65,F,47.0
2008,0,65,M,10.0
2008,0,66,F,24.0
2008,0,66,M,21.0
2008,0,67,F,15.0
2008,0,67,M,11.0
2008,0,68,F,21.0
2008,0,68,M,6.0
2008,0,69,F,28.0
2008,0,69,M,1.0
2008,0,70,F,17.0
2008,0,70,M,7.0
2008,0,71,F,22.0
2008,0,71,M,4.0
2008,0,72,F,25.0
2008,0,72,M,6.0
2008,0,73,F,27.0
2008,0,73,M,5.0
2008,0,74,F,19.0
2008,0,74,M,19.0
2008,0,75,F,7.0
2008,0,75,M,7.0
2008,0,76,F,24.0
2008,0,76,M,4.0
2008,0,77,F,22.0
2008,0,77,M,6.0
2008,0,78,F,20.0
2008,0,78,M,6.0
2008,0,79,F,23.0
2008,0,79,M,9.0
2008,0,80,F,13.0
2008,0,80,M,8.0
2008,0,81,F,13.0
2008,0,81,M,4.0
2008,0,82,F,13.0
2008,0,82,M,11.0
2008,0,83,F,27.0
2008,0,83,M,7.0
2008,0,84,F,18.0
2008,0,84,M,3.0
2008,0,85,F,22.0
2008,0,85,M,9.0
2008,0,86,F,13.0
2008,0,86,M,4.0
2008,0,87,F,16.0
2008,0,87,M,3.0
2008,0,88,F,14.0
2008,0,88,M,2.0
2008,0,89,F,12.0
2008,0,89,M,2.0
2008,0,90,F,8.0
2008,0,90,M,3.0
2008,0,91,F,4.0
2008,0,91,M,1.0
2008,0,92,F,6.0
2008,0,92,M,1.0
2008,0,93,F,5.0
2008,0,93,M,0.0
2008,0,94,F,5.0
2008,0,94,M,2.0
2008,0,95,F,6.0
2008,0,95,M,0.0
2008,0,96,F,2.0
2008,0,96,M,1.0
2008,0,97,F,0.0
2008,0,97,M,0.0
2008,0,98,F,0.0
2008,0,98,M,1.0
2008,0,99,F,1.0
2008,0,99,M,0.0
2008,0,100,F,0.0
2008,0,100,M,0.0
2008,0,101,F,1.0
2008,0,101,M,0.0
2008,0,102,F,0.0
2008,0,102,M,0.0
2008,0,103,F,0.0
2008,0,103,M,0.0
2008,0,104,F,0.0
2008,0,104,M,0.0
2008,0,105,F,0.0
2008,0,105,M,0.0
2008,0,106,F,0.0
2008,0,106,M,0.0
2008,0,107,F,0.0
2008,0,107,M,0.0
2008,0,108,F,0.0
2008,0,108,M,0.0
2008,0,109,F,0.0
2008,0,109,M,0.0
2008,0,110,F,0.0
2008,0,110,M,0.0
2008,1,0,F,0.0
2008,1,0,M,0.0
2008,1,1,F,0.0
2008,1,1,M,0.0
2008,1,2,F,0.0
2008,1,2,M,0.0
2008,1,3,F,73.0
2008,1,3,M,185.0
2008,1,4,F,70.0
2008,1,4,M,119.0
2008,1,5,F,55.0
2008,1,5,M,92.0
2008,1,6,F,50.0
2008,1,6,M,80.0
2008,1,7,F,28.0
2008,1,7,M,64.0
2008,1,8,F,26.0
2008,1,8,M,39.0
2008,1,9,F,31.0
2008,1,9,M,28.0
2008,1,10,F,20.0
2008,1,10,M,26.0
2008,1,11,F,17.0
2008,1,11,M,20.0
2008,1,12,F,12.0
2008,1,12,M,16.0
2008,1,13,F,6.0
2008,1,13,M,14.0
2008,1,14,F,7.0
2008,1,14,M,8.0
2008,1,15,F,8.0
2008,1,15,M,5.0
2008,1,16,F,4.0
2008,1,16,M,8.0
2008,1,17,F,20.0
2008,1,17,M,10.0
2008,1,18,F,17.0
2008,1,18,M,5.0
2008,1,19,F,8.0
2008,1,19,M,12.0
2008,1,20,F,8.0
2008,1,20,M,10.0
2008,1,21,F,16.0
2008,1,21,M,5.0
2008,1,22,F,6.0
2008,1,22,M,7.0
2008,1,23,F,21.0
2008,1,23,M,14.0
2008,1,24,F,6.0
2008,1,24,M,9.0
2008,1,25,F,9.0
2008,1,25,M,10.0
2008,1,26,F,20.0
2008,1,26,M,8.0
2008,1,27,F,12.0
2008,1,27,M,6.0
2008,1,28,F,12.0
2008,1,28,M,8.0
2008,1,29,F,22.0
2008,1,29,M,7.0
2008,1,30,F,14.0
2008,1,30,M,21.0
2008,1,31,F,15.0
2008,1,31,M,5.0
2008,1,32,F,29.0
2008,1,32,M,9.0
2008,1,33,F,21.0
2008,1,33,M,11.0
2008,1,34,F,18.0
2008,1,34,M,5.0
2008,1,35,F,9.0
2008,1,35,M,5.0
2008,1,36,F,16.0
2008,1,36,M,8.0
2008,1,37,F,17.0
2008,1,37,M,8.0
2008,1,38,F,14.0
2008,1,38,M,5.0
2008,1,39,F,18.0
2008,1,39,M,7.0
2008,1,40,F,10.0
2008,1,40,M,8.0
2008,1,41,F,11.0
2008,1,41,M,3.0
2008,1,42,F,15.0
2008,1,42,M,5.0
2008,1,43,F,23.0
2008,1,43,M,6.0
2008,1,44,F,25.0
2008,1,44,M,12.0
2008,1,45,F,19.0
2008,1,45,M,3.0
2008,1,46,F,25.0
2008,1,46,M,7.0
2008,1,47,F,19.0
2008,1,47,M,11.0
2008,1,48,F,18.0
2008,1,48,M,3.0
2008,1,49,F,14.0
2008,1,49,M,7.0
2008,1,50,F,16.0
2008,1,50,M,6.0
2008,1,51,F,10.0
2008,1,51,M,1.0
2008,1,52,F,12.0
2008,1,52,M,5.0
2008,1,53,F,13.0
2008,1,53,M,6.0
2008,1,54,F,17.0
2008,1,54,M,8.0
2008,1,55,F,16.0
2008,1,55,M,8.0
2008,1,56,F,17.0
2008,1,56,M,1.0
2008,1,57,F,12.0
2008,1,57,M,5.0
2008,1,58,F,18.0
2008,1,58,M,5.0
2008,1,59,F,15.0
2008,1,59,M,4.0
2008,1,60,F,16.0
2008,1,60,M,2.0
2008,1,61,F,15.0
2008,1,61,M,4.0
2008,1,62,F,11.0
2008,1,62,M,4.0
2008,1,63,F,8.0
2008,1,63,M,3.0
2008,1,64,F,13.0
2008,1,64,M,3.0
2008,1,65,F,14.0
2008,1,65,M,5.0
2008,1,66,F,11.0
2008,1,66,M,2.0
2008,1,67,F,7.0
2008,1,67,M,5.0
2008,1,68,F,6.0
2008,1,68,M,1.0
2008,1,69,F,16.0
2008,1,69,M,2.0
2008,1,70,F,5.0
2008,1,70,M,4.0
2008,1,71,F,5.0
2008,1,71,M,2.0
2008,1,72,F,8.0
2008,1,72,M,2.0
2008,1,73,F,6.0
2008,1,73,M,2.0
2008,1,74,F,8.0
2008,1,74,M,7.0
2008,1,75,F,6.0
2008,1,75,M,2.0
2008,1,76,F,9.0
2008,1,76,M,1.0
2008,1,77,F,13.0
2008,1,77,M,1.0
2008,1,78,F,11.0
2008,1,78,M,2.0
2008,1,79,F,16.0
2008,1,79,M,7.0
2008,1,80,F,12.0
2008,1,80,M,4.0
2008,1,81,F,2.0
2008,1,81,M,3.0
2008,1,82,F,8.0
2008,1,82,M,2.0
2008,1,83,F,8.0
2008,1,83,M,1.0
2008,1,84,F,8.0
2008,1,84,M,4.0
2008,1,85,F,4.0
2008,1,85,M,6.0
2008,1,86,F,11.0
2008,1,86,M,2.0
2008,1,87,F,2.0
2008,1,87,M,4.0
2008,1,88,F,2.0
2008,1,88,M,3.0
2008,1,89,F,5.0
2008,1,89,M,0.0
2008,1,90,F,3.0
2008,1,90,M,0.0
2008,1,91,F,1.0
2008,1,91,M,0.0
2008,1,92,F,3.0
2008,1,92,M,0.0
2008,1,93,F,1.0
2008,1,93,M,0.0
2008,1,94,F,3.0
2008,1,94,M,0.0
2008,1,95,F,0.0
2008,1,95,M,1.0
2008,1,96,F,1.0
2008,1,96,M,0.0
2008,1,97,F,0.0
2008,1,97,M,0.0
2008,1,98,F,0.0
2008,1,98,M,0.0
2008,1,99,F,0.0
2008,1,99,M,0.0
2008,1,100,F,1.0
2008,1,100,M,0.0
2008,1,101,F,0.0
2008,1,101,M,0.0
2008,1,102,F,0.0
2008,1,102,M,0.0
2008,1,103,F,1.0
2008,1,103,M,0.0
2008,1,104,F,0.0
2008,1,104,M,0.0
2008,1,105,F,0.0
2008,1,105,M,0.0
2008,1,106,F,0.0
2008,1,106,M,0.0
2008,1,107,F,0.0
2008,1,107,M,0.0
2008,1,108,F,0.0
2008,1,108,M,0.0
2008,1,109,F,0.0
2008,1,109,M,0.0
2008,1,110,F,0.0
2008,1,110,M,0.0
2008,2,0,F,0.0
2008,2,0,M,0.0
2008,2,1,F,0.0
2008,2,1,M,0.0
2008,2,2,F,0.0
2008,2,2,M,0.0
2008,2,3,F,120.0
2008,2,3,M,203.0
2008,2,4,F,98.0
2008,2,4,M,180.0
2008,2,5,F,69.0
2008,2,5,M,131.0
2008,2,6,F,75.0
2008,2,6,M,122.0
2008,2,7,F,37.0
2008,2,7,M,78.0
2008,2,8,F,39.0
2008,2,8,M,45.0
2008,2,9,F,39.0
2008,2,9,M,45.0
2008,2,10,F,23.0
2008,2,10,M,45.0
2008,2,11,F,28.0
2008,2,11,M,40.0
2008,2,12,F,19.0
2008,2,12,M,23.0
2008,2,13,F,24.0
2008,2,13,M,29.0
2008,2,14,F,26.0
2008,2,14,M,19.0
2008,2,15,F,17.0
2008,2,15,M,12.0
2008,2,16,F,14.0
2008,2,16,M,13.0
2008,2,17,F,27.0
2008,2,17,M,13.0
2008,2,18,F,19.0
2008,2,18,M,8.0
2008,2,19,F,8.0
2008,2,19,M,10.0
2008,2,20,F,10.0
2008,2,20,M,11.0
2008,2,21,F,24.0
2008,2,21,M,5.0
2008,2,22,F,23.0
2008,2,22,M,23.0
2008,2,23,F,22.0
2008,2,23,M,11.0
2008,2,24,F,16.0
2008,2,24,M,19.0
2008,2,25,F,12.0
2008,2,25,M,17.0
2008,2,26,F,16.0
2008,2,26,M,16.0
2008,2,27,F,19.0
2008,2,27,M,18.0
2008,2,28,F,25.0
2008,2,28,M,16.0
2008,2,29,F,33.0
2008,2,29,M,18.0
2008,2,30,F,19.0
2008,2,30,M,12.0
2008,2,31,F,23.0
2008,2,31,M,14.0
2008,2,32,F,30.0
2008,2,32,M,21.0
2008,2,33,F,21.0
2008,2,33,M,21.0
2008,2,34,F,29.0
2008,2,34,M,8.0
2008,2,35,F,28.0
2008,2,35,M,15.0
2008,2,36,F,29.0
2008,2,36,M,9.0
2008,2,37,F,21.0
2008,2,37,M,15.0
2008,2,38,F,28.0
2008,2,38,M,14.0
2008,2,39,F,18.0
2008,2,39,M,8.0
2008,2,40,F,19.0
2008,2,40,M,2.0
2008,2,41,F,27.0
2008,2,41,M,9.0
2008,2,42,F,20.0
2008,2,42,M,9.0
2008,2,43,F,25.0
2008,2,43,M,10.0
2008,2,44,F,35.0
2008,2,44,M,7.0
2008,2,45,F,26.0
2008,2,45,M,20.0
2008,2,46,F,27.0
2008,2,46,M,6.0
2008,2,47,F,35.0
2008,2,47,M,24.0
2008,2,48,F,22.0
2008,2,48,M,13.0
2008,2,49,F,47.0
2008,2,49,M,7.0
2008,2,50,F,29.0
2008,2,50,M,14.0
2008,2,51,F,33.0
2008,2,51,M,6.0
2008,2,52,F,24.0
2008,2,52,M,10.0
2008,2,53,F,30.0
2008,2,53,M,7.0
2008,2,54,F,13.0
2008,2,54,M,6.0
2008,2,55,F,32.0
2008,2,55,M,6.0
2008,2,56,F,22.0
2008,2,56,M,8.0
2008,2,57,F,20.0
2008,2,57,M,7.0
2008,2,58,F,23.0
2008,2,58,M,10.0
2008,2,59,F,21.0
2008,2,59,M,7.0
2008,2,60,F,28.0
2008,2,60,M,10.0
2008,2,61,F,12.0
2008,2,61,M,6.0
2008,2,62,F,12.0
2008,2,62,M,4.0
2008,2,63,F,20.0
2008,2,63,M,4.0
2008,2,64,F,19.0
2008,2,64,M,10.0
2008,2,65,F,21.0
2008,2,65,M,4.0
2008,2,66,F,11.0
2008,2,66,M,5.0
2008,2,67,F,13.0
2008,2,67,M,3.0
2008,2,68,F,12.0
2008,2,68,M,4.0
2008,2,69,F,6.0
2008,2,69,M,2.0
2008,2,70,F,10.0
2008,2,70,M,5.0
2008,2,71,F,10.0
2008,2,71,M,3.0
2008,2,72,F,13.0
2008,2,72,M,3.0
2008,2,73,F,13.0
2008,2,73,M,4.0
2008,2,74,F,17.0
2008,2,74,M,7.0
2008,2,75,F,8.0
2008,2,75,M,3.0
2008,2,76,F,5.0
2008,2,76,M,8.0
2008,2,77,F,13.0
2008,2,77,M,2.0
2008,2,78,F,18.0
2008,2,78,M,5.0
2008,2,79,F,16.0
2008,2,79,M,4.0
2008,2,80,F,10.0
2008,2,80,M,7.0
2008,2,81,F,5.0
2008,2,81,M,2.0
2008,2,82,F,11.0
2008,2,82,M,4.0
2008,2,83,F,14.0
2008,2,83,M,5.0
2008,2,84,F,4.0
2008,2,84,M,2.0
2008,2,85,F,12.0
2008,2,85,M,4.0
2008,2,86,F,11.0
2008,2,86,M,3.0
2008,2,87,F,4.0
2008,2,87,M,1.0
2008,2,88,F,5.0
2008,2,88,M,1.0
2008,2,89,F,3.0
2008,2,89,M,1.0
2008,2,90,F,4.0
2008,2,90,M,3.0
2008,2,91,F,7.0
2008,2,91,M,0.0
2008,2,92,F,7.0
2008,2,92,M,3.0
2008,2,93,F,2.0
2008,2,93,M,2.0
2008,2,94,F,4.0
2008,2,94,M,0.0
2008,2,95,F,0.0
2008,2,95,M,0.0
2008,2,96,F,1.0
2008,2,96,M,0.0
2008,2,97,F,0.0
2008,2,97,M,0.0
2008,2,98,F,2.0
2008,2,98,M,0.0
2008,2,99,F,0.0
2008,2,99,M,0.0
2008,2,100,F,0.0
2008,2,100,M,1.0
2008,2,101,F,1.0
2008,2,101,M,0.0
2008,2,102,F,0.0
2008,2,102,M,0.0
2008,2,103,F,0.0
2008,2,103,M,0.0
2008,2,104,F,0.0
2008,2,104,M,0.0
2008,2,105,F,0.0
2008,2,105,M,0.0
2008,2,106,F,0.0
2008,2,106,M,0.0
2008,2,107,F,0.0
2008,2,107,M,0.0
2008,2,108,F,0.0
2008,2,108,M,0.0
2008,2,109,F,0.0
2008,2,109,M,0.0
2008,2,110,F,0.0
2008,2,110,M,0.0
2008,3,0,F,0.0
2008,3,0,M,0.0
2008,3,1,F,0.0
2008,3,1,M,0.0
2008,3,2,F,0.0
2008,3,2,M,0.0
2008,3,3,F,11.0
2008,3,3,M,26.0
2008,3,4,F,10.0
2008,3,4,M,18.0
2008,3,5,F,7.0
2008,3,5,M,16.0
2008,3,6,F,2.0
2008,3,6,M,12.0
2008,3,7,F,6.0
2008,3,7,M,9.0
2008,3,8,F,2.0
2008,3,8,M,6.0
2008,3,9,F,6.0
2008,3,9,M,5.0
2008,3,10,F,1.0
2008,3,10,M,5.0
2008,3,11,F,0.0
2008,3,11,M,4.0
2008,3,12,F,2.0
2008,3,12,M,2.0
2008,3,13,F,2.0
2008,3,13,M,3.0
2008,3,14,F,2.0
2008,3,14,M,2.0
2008,3,15,F,2.0
2008,3,15,M,1.0
2008,3,16,F,1.0
2008,3,16,M,1.0
2008,3,17,F,2.0
2008,3,17,M,0.0
2008,3,18,F,1.0
2008,3,18,M,0.0
2008,3,19,F,5.0
2008,3,19,M,2.0
2008,3,20,F,1.0
2008,3,20,M,2.0
2008,3,21,F,2.0
2008,3,21,M,2.0
2008,3,22,F,4.0
2008,3,22,M,1.0
2008,3,23,F,1.0
2008,3,23,M,3.0
2008,3,24,F,0.0
2008,3,24,M,4.0
2008,3,25,F,1.0
2008,3,25,M,0.0
2008,3,26,F,2.0
2008,3,26,M,2.0
2008,3,27,F,1.0
2008,3,27,M,0.0
2008,3,28,F,1.0
2008,3,28,M,1.0
2008,3,29,F,2.0
2008,3,29,M,1.0
2008,3,30,F,2.0
2008,3,30,M,2.0
2008,3,31,F,3.0
2008,3,31,M,3.0
2008,3,32,F,5.0
2008,3,32,M,1.0
2008,3,33,F,3.0
2008,3,33,M,1.0
2008,3,34,F,0.0
2008,3,34,M,3.0
2008,3,35,F,3.0
2008,3,35,M,2.0
2008,3,36,F,3.0
2008,3,36,M,2.0
2008,3,37,F,3.0
2008,3,37,M,1.0
2008,3,38,F,1.0
2008,3,38,M,2.0
2008,3,39,F,1.0
2008,3,39,M,0.0
2008,3,40,F,2.0
2008,3,40,M,0.0
2008,3,41,F,3.0
2008,3,41,M,2.0
2008,3,42,F,2.0
2008,3,42,M,0.0
2008,3,43,F,4.0
2008,3,43,M,1.0
2008,3,44,F,2.0
2008,3,44,M,0.0
2008,3,45,F,1.0
2008,3,45,M,1.0
2008,3,46,F,2.0
2008,3,46,M,4.0
2008,3,47,F,5.0
2008,3,47,M,0.0
2008,3,48,F,1.0
2008,3,48,M,0.0
2008,3,49,F,2.0
2008,3,49,M,0.0
2008,3,50,F,2.0
2008,3,50,M,1.0
2008,3,51,F,3.0
2008,3,51,M,0.0
2008,3,52,F,2.0
2008,3,52,M,0.0
2008,3,53,F,3.0
2008,3,53,M,0.0
2008,3,54,F,4.0
2008,3,54,M,1.0
2008,3,55,F,2.0
2008,3,55,M,1.0
2008,3,56,F,2.0
2008,3,56,M,1.0
2008,3,57,F,1.0
2008,3,57,M,1.0
2008,3,58,F,0.0
2008,3,58,M,0.0
2008,3,59,F,0.0
2008,3,59,M,0.0
2008,3,60,F,3.0
2008,3,60,M,0.0
2008,3,61,F,2.0
2008,3,61,M,1.0
2008,3,62,F,2.0
2008,3,62,M,0.0
2008,3,63,F,3.0
2008,3,63,M,0.0
2008,3,64,F,1.0
2008,3,64,M,0.0
2008,3,65,F,2.0
2008,3,65,M,1.0
2008,3,66,F,1.0
2008,3,66,M,0.0
2008,3,67,F,3.0
2008,3,67,M,0.0
2008,3,68,F,2.0
2008,3,68,M,0.0
2008,3,69,F,1.0
2008,3,69,M,0.0
