year,level,age,sex,prob
2004,2,84,M,2.685474097537033
2004,2,85,F,26.379224527572156
2004,2,85,M,2.7384679700340753
2004,2,86,F,23.430958062379563
2004,2,86,M,2.5773984425726395
2004,2,87,F,14.59833883586451
2004,2,87,M,1.387902698393348
2004,2,88,F,17.20211049942002
2004,2,88,M,1.7177618900690845
2004,2,89,F,15.570988134824294
2004,2,89,M,2.98132395073532
2004,2,90,F,9.685071160609471
2004,2,90,M,1.0338507754808446
2004,2,91,F,9.509731071392018
2004,2,91,M,1.8670219950135332
2004,2,92,F,3.717224917788786
2004,2,92,M,1.128392821997224
2004,2,93,F,5.303138505318937
2004,2,93,M,0.8204426838798782
2004,2,94,F,2.9764711551031264
2004,2,94,M,0.4359202973225148
2004,2,95,F,1.7797605707283564
2004,2,95,M,0.055498319590499
2004,2,96,F,0.41492865861339046
2004,2,96,M,0.17004108812121244
2004,2,97,F,0.29049221926086466
2004,2,97,M,0.17885148327701816
2004,2,98,F,1.4693877708508378
2004,2,98,M,0.0
2004,2,99,F,0.3270495000485144
2004,2,99,M,0.0
2004,2,100,F,1.9144506018316307
2004,2,100,M,0.0
2004,2,101,F,0.4003960926773448
2004,2,101,M,0.0
2004,2,102,F,0.8410651908018885
2004,2,102,M,0.0
2004,2,103,F,0.0
2004,2,103,M,0.0
2004,2,104,F,0.0
2004,2,104,M,0.0
2004,2,105,F,0.0
2004,2,105,M,0.0
2004,2,106,F,0.0
2004,2,106,M,0.0
2004,2,107,F,0.0
2004,2,107,M,0.0
2004,2,108,F,0.0
2004,2,108,M,0.0
2004,2,109,F,0.0
2004,2,109,M,0.0
2004,2,110,F,0.0
2004,2,110,M,0.0
2005,0,0,F,0.0
2005,0,0,M,0.0
2005,0,1,F,0.0
2005,0,1,M,0.0
2005,0,2,F,0.0
2005,0,2,M,0.0
2005,0,3,F,100.6303667311016
2005,0,3,M,124.96777772308351
2005,0,4,F,126.35116588602153
2005,0,4,M,202.6267106050998
2005,0,5,F,156.08583787584854
2005,0,5,M,242.88105149282887
2005,0,6,F,182.42471600442764
2005,0,6,M,269.067312751367
2005,0,7,F,202.7277960723135
2005,0,7,M,282.03123095129325
2005,0,8,F,245.2988903253818
2005,0,8,M,358.1158993736278
2005,0,9,F,258.1597089289283
2005,0,9,M,337.63651554674914
2005,0,10,F,255.18646911980773
2005,0,10,M,320.38912641804825
2005,0,11,F,265.493287498359
2005,0,11,M,339.4096574493928
2005,0,12,F,281.0487216023709
2005,0,12,M,342.91146174523993
2005,0,13,F,325.7781256595917
2005,0,13,M,384.2652317064941
2005,0,14,F,320.9488958717782
2005,0,14,M,399.25321022992546
2005,0,15,F,337.7999198251972
2005,0,15,M,434.6791883117949
2005,0,16,F,314.52830716489103
2005,0,16,M,442.63005932838837
2005,0,17,F,327.61353375655176
2005,0,17,M,429.6199998393686
2005,0,18,F,334.80532540521847
2005,0,18,M,434.42992335903756
2005,0,19,F,332.3894009364128
2005,0,19,M,436.98915544807
2005,0,20,F,343.21760931693734
2005,0,20,M,443.177465097213
2005,0,21,F,299.3480882793875
2005,0,21,M,424.4363725847639
2005,0,22,F,327.6883757373552
2005,0,22,M,438.4390520129701
2005,0,23,F,329.4978877508095
2005,0,23,M,422.8841746825062
2005,0,24,F,325.5054476766042
2005,0,24,M,386.4096000196975
2005,0,25,F,289.395534899975
2005,0,25,M,361.8044349159377
2005,0,26,F,269.90732164565935
2005,0,26,M,337.6730668230821
2005,0,27,F,278.03963217269666
2005,0,27,M,292.4586503624088
2005,0,28,F,279.1208562236751
2005,0,28,M,268.7480380323214
2005,0,29,F,235.8123082308291
2005,0,29,M,258.14706820220704
2005,0,30,F,230.4967653675349
2005,0,30,M,236.51799347928997
2005,0,31,F,225.97283705156232
2005,0,31,M,217.38835420685731
2005,0,32,F,217.8180841470794
2005,0,32,M,204.63016858444166
2005,0,33,F,224.3188404402855
2005,0,33,M,198.0090548633503
2005,0,34,F,215.15462657468032
2005,0,34,M,180.38144492938537
2005,0,35,F,211.78296001432122
2005,0,35,M,180.38253074672045
2005,0,36,F,209.2898096541283
2005,0,36,M,168.5237734601878
2005,0,37,F,196.27561397557582
2005,0,37,M,137.16961721290014
2005,0,38,F,194.0334969156852
2005,0,38,M,150.57195164952623
2005,0,39,F,212.99219867950205
2005,0,39,M,153.9619515224061
2005,0,40,F,215.01503112825475
2005,0,40,M,169.86426437180216
2005,0,41,F,231.00977466766267
2005,0,41,M,143.3235220409196
2005,0,42,F,235.9250048848676
2005,0,42,M,170.16552601049648
2005,0,43,F,202.96301973625685
2005,0,43,M,150.63233946703266
2005,0,44,F,217.40703622762547
2005,0,44,M,143.82246579039096
2005,0,45,F,205.43373765957656
2005,0,45,M,144.74690635766376
2005,0,46,F,205.34217159520193
2005,0,46,M,141.16485314027418
2005,0,47,F,197.10341439393932
2005,0,47,M,131.7520847973685
2005,0,48,F,204.1341934842376
2005,0,48,M,114.44406389637456
2005,0,49,F,176.9087299772407
2005,0,49,M,125.53056259054247
2005,0,50,F,164.93630765218876
2005,0,50,M,126.62707378103848
2005,0,51,F,186.23326253858318
2005,0,51,M,118.14377216922085
2005,0,52,F,154.3565760022852
2005,0,52,M,111.6106605577664
2005,0,53,F,174.10045782804448
2005,0,53,M,116.89524324788366
2005,0,54,F,160.4025781921826
2005,0,54,M,119.2185423733716
2005,0,55,F,158.28416507581807
2005,0,55,M,129.721400726871
2005,0,56,F,178.3722097758035
2005,0,56,M,109.2799603106455
2005,0,57,F,158.56391218814517
2005,0,57,M,125.42973288689706
2005,0,58,F,165.14800555315762
2005,0,58,M,138.8898161746627
2005,0,59,F,137.43656050207287
2005,0,59,M,111.53473666297357
2005,0,60,F,134.21517197704736
2005,0,60,M,114.10016211985614
2005,0,61,F,135.2139671196433
2005,0,61,M,122.08935202153918
2005,0,62,F,146.0712532133429
2005,0,62,M,140.3592037506629
2005,0,63,F,132.5129576493452
2005,0,63,M,125.1603961172352
2005,0,64,F,129.0200215430399
2005,0,64,M,109.31593969857151
2005,0,65,F,120.90273372993371
2005,0,65,M,98.92120187417103
2005,0,66,F,110.23128001918188
2005,0,66,M,99.11880378800376
2005,0,67,F,103.30315669361684
2005,0,67,M,79.69359816964214
2005,0,68,F,90.65670495900802
2005,0,68,M,72.09338431990115
2005,0,69,F,91.05544808871674
2005,0,69,M,79.58041213296801
2005,0,70,F,97.29434584801956
2005,0,70,M,77.94716408286412
2005,0,71,F,100.90434845535175
2005,0,71,M,88.53282729775637
2005,0,72,F,93.28923107227226
2005,0,72,M,87.46794287768373
2005,0,73,F,92.42355473327542
2005,0,73,M,94.00950374842903
2005,0,74,F,91.01544158085873
2005,0,74,M,77.89203734460328
2005,0,75,F,98.0987653552936
2005,0,75,M,71.68403217339268
2005,0,76,F,89.49759925074329
2005,0,76,M,65.91932309271363
2005,0,77,F,81.13454612890881
2005,0,77,M,68.66532313458632
2005,0,78,F,85.4111078527107
2005,0,78,M,53.005242635551475
2005,0,79,F,85.78999253326108
2005,0,79,M,57.645254359748904
2005,0,80,F,64.47717686799582
2005,0,80,M,54.292119967463464
2005,0,81,F,71.43934795368058
2005,0,81,M,49.23649695114467
2005,0,82,F,76.66298916025382
2005,0,82,M,49.74672667239406
2005,0,83,F,70.94648776444794
2005,0,83,M,31.070459950076856
2005,0,84,F,77.10489461225296
2005,0,84,M,38.03894153806487
2005,0,85,F,58.063069148814236
2005,0,85,M,32.086856968469206
2005,0,86,F,53.25632231461174
2005,0,86,M,18.57513768839622
2005,0,87,F,39.60115351646134
2005,0,87,M,18.094631455426967
2005,0,88,F,40.66205636385897
2005,0,88,M,18.84211968319044
2005,0,89,F,29.39377103273756
2005,0,89,M,15.42785669472148
2005,0,90,F,27.05887608502667
2005,0,90,M,11.793005332197081
2005,0,91,F,19.388034049026896
2005,0,91,M,6.39104953548695
2005,0,92,F,15.27418815128543
2005,0,92,M,8.744295008582707
2005,0,93,F,16.82483725196413
2005,0,93,M,5.247770918792899
2005,0,94,F,12.776115601363317
2005,0,94,M,4.305906822330464
2005,0,95,F,9.21110380248641
2005,0,95,M,5.815851804200872
2005,0,96,F,4.298381051878109
2005,0,96,M,2.2296773535326895
2005,0,97,F,6.69283292918714
2005,0,97,M,2.59568805215844
2005,0,98,F,2.735756279256586
2005,0,98,M,2.6560945618473975
2005,0,99,F,2.8899147397090164
2005,0,99,M,0.0
2005,0,100,F,5.29668223545214
2005,0,100,M,0.9644208629979726
2005,0,101,F,0.5222312361657829
2005,0,101,M,0.0
2005,0,102,F,4.416762573242018
2005,0,102,M,0.0
2005,0,103,F,1.5290159456477563
2005,0,103,M,0.0
2005,0,104,F,0.0
2005,0,104,M,0.0
2005,0,105,F,0.0
2005,0,105,M,0.0
2005,0,106,F,0.0
2005,0,106,M,0.0
2005,0,107,F,0.0
2005,0,107,M,0.0
2005,0,108,F,0.0
2005,0,108,M,0.0
2005,0,109,F,0.0
2005,0,109,M,0.0
2005,0,110,F,0.0
2005,0,110,M,0.0
2005,1,0,F,0.0
2005,1,0,M,0.0
2005,1,1,F,0.0
2005,1,1,M,0.0
2005,1,2,F,0.0
2005,1,2,M,0.0
2005,1,3,F,108.42767186608138
2005,1,3,M,151.07238400690923
2005,1,4,F,132.59434974942474
2005,1,4,M,233.25713483555592
2005,1,5,F,174.57441576676192
2005,1,5,M,300.6776079607422
2005,1,6,F,214.6086213185427
2005,1,6,M,324.4500890624108
2005,1,7,F,239.0591663776429
2005,1,7,M,374.0123862597245
2005,1,8,F,256.6157840865885
2005,1,8,M,448.1233824210708
2005,1,9,F,296.3201266528628
2005,1,9,M,420.4346812715886
2005,1,10,F,311.64174776579836
2005,1,10,M,414.5130387320694
2005,1,11,F,325.5253308049051
2005,1,11,M,469.218610883654
2005,1,12,F,355.63792701013585
2005,1,12,M,454.02631123667373
2005,1,13,F,405.62535941119273
2005,1,13,M,505.1149510459943
2005,1,14,F,402.6051296791932
2005,1,14,M,546.0830154148134
2005,1,15,F,429.7281975566527
2005,1,15,M,576.0286844774521
2005,1,16,F,422.62765301597426
2005,1,16,M,608.3826701260732
2005,1,17,F,416.96345840453404
2005,1,17,M,590.7509058410981
2005,1,18,F,423.19304687027125
2005,1,18,M,585.785951925087
2005,1,19,F,452.7985183580139
2005,1,19,M,622.769516143188
2005,1,20,F,445.83021607828124
2005,1,20,M,629.8876652934853
2005,1,21,F,452.45536741747713
2005,1,21,M,626.8154435034949
2005,1,22,F,453.11545612062446
2005,1,22,M,604.3213980776055
2005,1,23,F,458.3019800635804
2005,1,23,M,558.0462417354418
2005,1,24,F,438.0995127940058
2005,1,24,M,519.5395341267745
2005,1,25,F,440.60447878042675
2005,1,25,M,499.0147931682752
2005,1,26,F,407.1834918235362
2005,1,26,M,447.0413319722497
2005,1,27,F,410.1108450693566
2005,1,27,M,412.83718666721353
2005,1,28,F,381.97313906454644
2005,1,28,M,381.3663098965864
2005,1,29,F,366.6013465089009
2005,1,29,M,375.80802723136367
2005,1,30,F,343.6187853513387
2005,1,30,M,322.51624808187677
2005,1,31,F,358.46273521008317
2005,1,31,M,307.43390197657726
2005,1,32,F,327.2602933474649
2005,1,32,M,274.7078001609069
2005,1,33,F,348.55438892128103
2005,1,33,M,268.7263496702672
2005,1,34,F,337.7948244597571
2005,1,34,M,255.2544813651729
2005,1,35,F,344.08150362200473
2005,1,35,M,262.4811051171912
2005,1,36,F,326.98067444794265
2005,1,36,M,225.05608682281468
2005,1,37,F,326.84038619897785
2005,1,37,M,217.55734163273215
2005,1,38,F,312.8890279836145
2005,1,38,M,201.5234534738981
2005,1,39,F,334.87573518108303
2005,1,39,M,212.3592207676769
2005,1,40,F,352.4375354196926
2005,1,40,M,227.39595175142878
2005,1,41,F,374.479898044038
2005,1,41,M,202.99128761161447
2005,1,42,F,369.23612510993405
2005,1,42,M,215.7236260391658
2005,1,43,F,336.59631939822185
2005,1,43,M,199.57028508671232
2005,1,44,F,360.61807745177714
2005,1,44,M,188.11715606006146
2005,1,45,F,323.4758254816993
2005,1,45,M,191.31584002956225
2005,1,46,F,338.91262732284184
2005,1,46,M,178.95698701054664
2005,1,47,F,326.6046447338627
2005,1,47,M,164.5463446087701
2005,1,48,F,312.3072881513214
2005,1,48,M,161.3082950959423
2005,1,49,F,328.0252593652641
2005,1,49,M,155.74175964996496
2005,1,50,F,298.7704464268506
2005,1,50,M,170.51489230667957
2005,1,51,F,314.04082770405597
2005,1,51,M,151.04418222528642
2005,1,52,F,279.8568985777079
2005,1,52,M,138.0351417477661
2005,1,53,F,285.766334471798
2005,1,53,M,143.86431842914857
2005,1,54,F,259.69247127633525
2005,1,54,M,138.39192308886817
2005,1,55,F,252.20280198865944
2005,1,55,M,161.35620863184104
2005,1,56,F,256.5354568256786
2005,1,56,M,140.54107208658527
2005,1,57,F,242.1091860785808
2005,1,57,M,154.78172802720553
2005,1,58,F,281.4310881518928
2005,1,58,M,146.32807214201478
2005,1,59,F,235.45878612195736
2005,1,59,M,130.78889495028983
2005,1,60,F,210.5280105590367
2005,1,60,M,138.4732032899264
2005,1,61,F,222.91319044347384
2005,1,61,M,139.48179087775952
2005,1,62,F,229.64056206099832
2005,1,62,M,148.27740260599862
2005,1,63,F,209.73333675478625
2005,1,63,M,127.25762709179625
2005,1,64,F,220.85438940747656
2005,1,64,M,125.77341771234912
2005,1,65,F,196.38333601113098
2005,1,65,M,102.50386820779028
2005,1,66,F,168.3517505199481
2005,1,66,M,95.02938540995486
2005,1,67,F,151.1425605903435
2005,1,67,M,81.21942893355583
2005,1,68,F,156.03327986177294
2005,1,68,M,74.02840306149022
2005,1,69,F,157.05592753938234
2005,1,69,M,76.20667622886826
2005,1,70,F,140.24739656742196
2005,1,70,M,65.06394180927678
2005,1,71,F,148.53224488056716
2005,1,71,M,68.21572298204252
2005,1,72,F,149.04458140485528
2005,1,72,M,74.32875309601528
2005,1,73,F,143.04645000417645
2005,1,73,M,74.66965383408217
2005,1,74,F,132.9431385663953
2005,1,74,M,69.33712650841818
2005,1,75,F,143.94167063432664
2005,1,75,M,67.94999752208685
2005,1,76,F,125.93449643468767
2005,1,76,M,59.27071299991999
2005,1,77,F,115.89730822510447
2005,1,77,M,52.285813529794225
2005,1,78,F,132.24293128190092
2005,1,78,M,42.597625405071675
2005,1,79,F,119.40949794168402
2005,1,79,M,45.150397551631634
2005,1,80,F,105.31579837745123
2005,1,80,M,33.954503427850476
2005,1,81,F,99.74376409880442
2005,1,81,M,32.527065671512894
2005,1,82,F,115.31527851965895
2005,1,82,M,36.070088904145685
2005,1,83,F,90.40121492884558
2005,1,83,M,25.914866025612653
2005,1,84,F,91.65182787809844
2005,1,84,M,22.436067490221834
2005,1,85,F,86.78880007118117
2005,1,85,M,14.76827227350793
2005,1,86,F,65.28158335621588
2005,1,86,M,12.845125295105408
2005,1,87,F,56.68149671264213
2005,1,87,M,11.449784816118308
2005,1,88,F,46.3226314956624
2005,1,88,M,10.78406756538884
2005,1,89,F,38.20508626247691
2005,1,89,M,12.730545635962734
2005,1,90,F,35.677688766703895
2005,1,90,M,8.474651321519108
2005,1,91,F,22.609767375802456
2005,1,91,M,3.6545464457070236
2005,1,92,F,19.06764050919792
2005,1,92,M,5.885373254322045
2005,1,93,F,15.589831816835613
2005,1,93,M,4.041156907255894
2005,1,94,F,12.937217080855245
2005,1,94,M,2.8671580415292635
2005,1,95,F,9.883472526097243
2005,1,95,M,2.7889989860903674
2005,1,96,F,6.160282464478083
2005,1,96,M,0.7180591345783001
2005,1,97,F,3.0095388256640625
2005,1,97,M,1.2438118668847893
2005,1,98,F,2.0239927483279168
2005,1,98,M,1.1719904885288552
2005,1,99,F,2.751646165358716
2005,1,99,M,0.0
2005,1,100,F,4.492122953357735
2005,1,100,M,0.03399916724245544
2005,1,101,F,1.8222009882399397
2005,1,101,M,0.0
2005,1,102,F,4.120692870807053
2005,1,102,M,0.0
2005,1,103,F,2.8284366834543233
2005,1,103,M,0.0
2005,1,104,F,0.0
2005,1,104,M,0.0
2005,1,105,F,0.0
2005,1,105,M,0.0
2005,1,106,F,0.0
2005,1,106,M,0.0
2005,1,107,F,0.0
2005,1,107,M,0.0
2005,1,108,F,0.0
2005,1,108,M,0.0
2005,1,109,F,0.0
2005,1,109,M,0.0
2005,1,110,F,0.0
2005,1,110,M,0.0
2005,2,0,F,0.0
2005,2,0,M,0.0
2005,2,1,F,0.0
2005,2,1,M,0.0
2005,2,2,F,0.0
2005,2,2,M,0.0
2005,2,3,F,34.94196140281698
2005,2,3,M,49.9598382700072
2005,2,4,F,46.05448436455372
2005,2,4,M,74.11615455934425
2005,2,5,F,54.33974635738932
2005,2,5,M,105.44134054642889
2005,2,6,F,74.96666267702963
2005,2,6,M,107.48259818622283
2005,2,7,F,77.2130375500439
2005,2,7,M,139.95638278898207
2005,2,8,F,76.08532558802955
2005,2,8,M,158.76071820530174
2005,2,9,F,100.52016441820878
2005,2,9,M,155.92880318166186
2005,2,10,F,117.1717831143937
2005,2,10,M,156.09783484988245
2005,2,11,F,105.98138169673621
2005,2,11,M,160.37173166695345
2005,2,12,F,130.313351387493
2005,2,12,M,172.0622270180868
2005,2,13,F,139.59651492921614
2005,2,13,M,186.6198172475116
2005,2,14,F,141.4459744490278
2005,2,14,M,200.66377435526064
2005,2,15,F,163.47188261815072
2005,2,15,M,217.2921272107529
2005,2,16,F,148.84403981913488
2005,2,16,M,239.98727054553845
2005,2,17,F,146.4230078389144
2005,2,17,M,233.62909431953344
2005,2,18,F,150.00162772450997
2005,2,18,M,217.78412471587436
2005,2,19,F,169.81208070557307
2005,2,19,M,241.24132840874321
2005,2,20,F,169.95217460478096
2005,2,20,M,242.93486960930377
2005,2,21,F,189.1965443031355
2005,2,21,M,244.7481839117408
2005,2,22,F,177.1961681420194
2005,2,22,M,239.23954990942548
2005,2,23,F,181.20013218560962
2005,2,23,M,221.0695835820515
2005,2,24,F,177.39503952938983
2005,2,24,M,204.05086585352763
2005,2,25,F,180.99998631959858
2005,2,25,M,201.18077191578695
2005,2,26,F,167.90918653080504
2005,2,26,M,170.28560120466858
2005,2,27,F,163.84952275794677
2005,2,27,M,168.70416297037755
2005,2,28,F,155.9060047117789
2005,2,28,M,134.88565207109266
2005,2,29,F,149.58634526026995
2005,2,29,M,150.04490456642972
2005,2,30,F,142.88444928112705
2005,2,30,M,120.96575843883335
2005,2,31,F,160.56442773835485
2005,2,31,M,120.1777438165655
2005,2,32,F,125.92162250545584
2005,2,32,M,105.66203125465125
2005,2,33,F,150.12677063843313
2005,2,33,M,103.26459546638262
2005,2,34,F,149.05054896556265
2005,2,34,M,107.3640737054418
2005,2,35,F,159.13553636367428
2005,2,35,M,105.13636413608818
2005,2,36,F,136.72951589792905
2005,2,36,M,77.42013971699727
2005,2,37,F,139.8839998254466
2005,2,37,M,85.27304115436748
2005,2,38,F,125.07747510070016
2005,2,38,M,76.90459487657574
2005,2,39,F,143.1320661394148
2005,2,39,M,73.67882770991687
2005,2,40,F,157.5474334520528
2005,2,40,M,84.7397838767691
2005,2,41,F,166.51032728829995
2005,2,41,M,77.68519034746575
2005,2,42,F,159.83887000519823
2005,2,42,M,86.1108479503375
2005,2,43,F,154.44066086552155
2005,2,43,M,69.79737544625503
2005,2,44,F,164.97488632059742
2005,2,44,M,75.06037814954765
2005,2,45,F,145.09043685872447
2005,2,45,M,71.93725361277401
2005,2,46,F,143.74520108195668
2005,2,46,M,64.87815984917923
2005,2,47,F,152.29194087219832
2005,2,47,M,56.70157059386145
2005,2,48,F,133.5585183644414
2005,2,48,M,58.247641007682965
2005,2,49,F,148.0660106574952
2005,2,49,M,60.727677759492565
2005,2,50,F,147.29324592096071
2005,2,50,M,59.858033912281925
2005,2,51,F,138.72590975736085
2005,2,51,M,54.81204560549279
2005,2,52,F,133.7865254200069
2005,2,52,M,46.354197694467544
2005,2,53,F,122.1332077001573
2005,2,53,M,54.24043832296786
2005,2,54,F,119.90495053148227
2005,2,54,M,48.38953453775996
2005,2,55,F,115.51303293552249
2005,2,55,M,47.922390641287905
2005,2,56,F,109.09233339851795
2005,2,56,M,48.178967602769006
2005,2,57,F,109.32690173327404
2005,2,57,M,55.78853908589754
2005,2,58,F,120.42090629494948
2005,2,58,M,44.782111683322505
2005,2,59,F,108.10465337597009
2005,2,59,M,40.67636838673651
2005,2,60,F,95.25681746391585
2005,2,60,M,42.426634590217375
2005,2,61,F,92.872842436883
2005,2,61,M,44.42885710070122
2005,2,62,F,91.288184725659
2005,2,62,M,50.36339364333838
2005,2,63,F,90.7537055958684
2005,2,63,M,37.58197679096848
2005,2,64,F,97.1255890494837
2005,2,64,M,39.91064258907943
2005,2,65,F,89.71393025893539
2005,2,65,M,29.574929918038755
2005,2,66,F,75.41696946086999
2005,2,66,M,25.85181080204145
2005,2,67,F,68.55428271603951
2005,2,67,M,21.086972896802028
2005,2,68,F,61.310015179219135
2005,2,68,M,21.87821261860873
2005,2,69,F,67.88862437190087
2005,2,69,M,23.212911638163774
2005,2,70,F,63.458257584558446
2005,2,70,M,20.988894107859117
2005,2,71,F,57.56340666408116
2005,2,71,M,19.25144972020109
2005,2,72,F,60.6661875228726
2005,2,72,M,19.203304026301034
2005,2,73,F,61.52999526254827
2005,2,73,M,21.320842417488848
2005,2,74,F,59.041419852745996
2005,2,74,M,18.770836146978496
2005,2,75,F,51.95956401037975
2005,2,75,M,19.365970304520488
2005,2,76,F,49.567904314569006
2005,2,76,M,14.809963907366363
2005,2,77,F,51.96814564598673
2005,2,77,M,11.048863335619437
2005,2,78,F,47.3459608653884
2005,2,78,M,9.397131959376846
2005,2,79,F,51.80050952505492
2005,2,79,M,12.204348088619446
2005,2,80,F,43.20702475455303
2005,2,80,M,8.753376604686078
2005,2,81,F,37.81688794751499
2005,2,81,M,6.236437377342427
2005,2,82,F,41.0217323200872
2005,2,82,M,7.1831844234602515
2005,2,83,F,33.65229730670656
2005,2,83,M,5.014674024310493
2005,2,84,F,27.243277509648575
2005,2,84,M,4.524990971713285
2005,2,85,F,36.14813078000459
2005,2,85,M,2.1448707580228583
2005,2,86,F,23.462094329172373
2005,2,86,M,2.579737016498369
2005,2,87,F,23.717349770896533
2005,2,87,M,2.455583728454734
2005,2,88,F,14.015312140478612
2005,2,88,M,1.3738127514207141
2005,2,89,F,14.401142704785535
2005,2,89,M,1.841597669315785
2005,2,90,F,14.263435148269444
2005,2,90,M,2.7323433462838125
2005,2,91,F,10.002198575170654
2005,2,91,M,0.9544040188060274
2005,2,92,F,8.658171339516652
2005,2,92,M,1.370331737095246
2005,2,93,F,3.5853309312002533
2005,2,93,M,0.7110721739512076
2005,2,94,F,4.286667317781442
2005,2,94,M,0.8269351361402715
2005,2,95,F,1.905423671416348
2005,2,95,M,0.39514920970875955
2005,2,96,F,1.5413364836438086
2005,2,96,M,0.05226351188901068
2005,2,97,F,0.29762824514879826
2005,2,97,M,0.16050008095677093
2005,2,98,F,0.24025097241549653
2005,2,98,M,0.17191494962374776
2005,2,99,F,1.358439094932268
2005,2,99,M,0.0
2005,2,100,F,1.2111948111901238
2005,2,100,M,0.0015799697595719753
2005,2,101,F,1.6555677755942775
2005,2,101,M,0.0
2005,2,102,F,0.4625445559509288
2005,2,102,M,0.0
2005,2,103,F,0.6425473708979205
2005,2,103,M,0.0
2005,2,104,F,0.0
2005,2,104,M,0.0
2005,2,105,F,0.0
2005,2,105,M,0.0
2005,2,106,F,0.0
2005,2,106,M,0.0
2005,2,107,F,0.0
2005,2,107,M,0.0
2005,2,108,F,0.0
2005,2,108,M,0.0
2005,2,109,F,0.0
2005,2,109,M,0.0
2005,2,110,F,0.0
2005,2,110,M,0.0
2006,0,0,F,0.0
2006,0,0,M,0.0
2006,0,1,F,0.0
2006,0,1,M,0.0
2006,0,2,F,0.0
2006,0,2,M,0.0
2006,0,3,F,96.48653812156358
2006,0,3,M,154.25209019144677
2006,0,4,F,133.5645601272969
2006,0,4,M,187.90583288072463
2006,0,5,F,151.95606694640384
2006,0,5,M,256.57661682172227
2006,0,6,F,185.75732317782882
2006,0,6,M,283.86595037497796
2006,0,7,F,203.16614182351728
2006,0,7,M,299.9486757931057
2006,0,8,F,215.34311384616257
2006,0,8,M,314.56090366298406
2006,0,9,F,259.7824697002197
2006,0,9,M,376.92687531425634
2006,0,10,F,276.7710362050836
2006,0,10,M,353.58294941093857
2006,0,11,F,270.2854553271996
2006,0,11,M,334.8811575560048
2006,0,12,F,281.9854987760139
2006,0,12,M,342.2425906882694
2006,0,13,F,290.9693963761212
2006,0,13,M,347.55861297236015
2006,0,14,F,336.4919356282336
2006,0,14,M,386.40892997181885
2006,0,15,F,331.4706255640441
2006,0,15,M,390.1323938515444
2006,0,16,F,341.7815462047393
2006,0,16,M,437.90034178054503
2006,0,17,F,323.3703795153069
2006,0,17,M,438.9379865262875
2006,0,18,F,332.3634180754572
2006,0,18,M,430.315414559537
2006,0,19,F,341.14335580139414
2006,0,19,M,426.609955109226
2006,0,20,F,334.4460658786437
2006,0,20,M,430.4049610407212
2006,0,21,F,345.3553295684557
2006,0,21,M,439.2685469810744
2006,0,22,F,299.5916085862279
2006,0,22,M,417.15738730659234
2006,0,23,F,323.7721243125854
2006,0,23,M,436.892612445988
2006,0,24,F,333.22854124467875
2006,0,24,M,420.3886818612732
2006,0,25,F,323.4523746674406
2006,0,25,M,389.5612834089647
2006,0,26,F,287.44490529886326
2006,0,26,M,358.70877948399215
2006,0,27,F,275.05469879204804
2006,0,27,M,341.07790106459436
2006,0,28,F,286.5996029563587
2006,0,28,M,295.0032435981614
2006,0,29,F,284.03881240563305
2006,0,29,M,274.4690465795549
2006,0,30,F,245.8163093315231
2006,0,30,M,261.43882748099975
2006,0,31,F,234.9341359067464
2006,0,31,M,243.02252408588606
2006,0,32,F,232.54050107714983
2006,0,32,M,221.95856396311947
2006,0,33,F,227.35512901978746
2006,0,33,M,207.80750207329248
2006,0,34,F,230.8553578417166
2006,0,34,M,198.59746743219313
2006,0,35,F,226.56720825494892
2006,0,35,M,186.53148281473068
2006,0,36,F,220.7534861161251
2006,0,36,M,188.09080303594115
2006,0,37,F,218.88367683158572
2006,0,37,M,175.19338652027218
2006,0,38,F,206.053753674326
2006,0,38,M,145.56978316385485
2006,0,39,F,198.35256433357114
2006,0,39,M,160.39248806254312
2006,0,40,F,222.1215646562515
2006,0,40,M,164.16646446025655
2006,0,41,F,230.39602117812825
2006,0,41,M,177.28906439152257
2006,0,42,F,240.09937985162756
2006,0,42,M,149.930587674429
2006,0,43,F,245.18258831846947
2006,0,43,M,181.62648451614697
2006,0,44,F,216.23230501116922
2006,0,44,M,161.9054277531362
2006,0,45,F,228.30636284057834
2006,0,45,M,151.84283306547343
2006,0,46,F,214.0151218115619
2006,0,46,M,156.22619411321443
2006,0,47,F,214.78652647137315
2006,0,47,M,150.89972610208505
2006,0,48,F,207.43303424100742
2006,0,48,M,141.0003389232042
2006,0,49,F,212.76342412113576
2006,0,49,M,119.70189952964617
2006,0,50,F,186.98779686307688
2006,0,50,M,137.2455346134952
2006,0,51,F,178.7437178397975
2006,0,51,M,136.61975729366168
2006,0,52,F,194.3388418622225
2006,0,52,M,128.35600102069301
2006,0,53,F,169.5793000784237
2006,0,53,M,118.78317176067921
2006,0,54,F,184.25760876690234
2006,0,54,M,130.14812064979944
2006,0,55,F,171.3797263314775
2006,0,55,M,129.10479243785574
2006,0,56,F,168.87778195964844
2006,0,56,M,135.14106859744814
2006,0,57,F,188.01820949558166
2006,0,57,M,114.63047041548568
2006,0,58,F,167.62498714131834
2006,0,58,M,132.9464426863053
2006,0,59,F,172.9939714615258
2006,0,59,M,145.2237421425491
2006,0,60,F,143.4671237207152
2006,0,60,M,121.85307353863378
2006,0,61,F,142.77660508856042
2006,0,61,M,124.0563868257065
