year,age,sex,n_asthma
2014,90,F,154
2014,90,M,52
2014,91,F,156
2014,91,M,43
2014,92,F,132
2014,92,M,29
2014,93,F,81
2014,93,M,21
2014,94,F,68
2014,94,M,14
2014,95,F,41
2014,95,M,6
2014,96,F,35
2014,96,M,8
2014,97,F,30
2014,97,M,2
2014,98,F,18
2014,98,M,2
2014,99,F,11
2014,99,M,1
2014,100,F,26
2014,100,M,2
2014,101,F,15
2014,101,M,4
2014,102,F,11
2014,102,M,3
2014,103,F,4
2014,103,M,1
2014,104,F,1
2014,104,M,0
2014,105,F,5
2014,105,M,0
2014,106,F,1
2014,106,M,0
2014,107,F,0
2014,107,M,0
2014,108,F,0
2014,108,M,0
2014,109,F,0
2014,109,M,0
2014,110,F,0
2014,110,M,0
2015,0,F,0
2015,0,M,0
2015,1,F,0
2015,1,M,0
2015,2,F,0
2015,2,M,0
2015,3,F,285
2015,3,M,676
2015,4,F,314
2015,4,M,545
2015,5,F,397
2015,5,M,711
2015,6,F,482
2015,6,M,786
2015,7,F,631
2015,7,M,911
2015,8,F,652
2015,8,M,986
2015,9,F,662
2015,9,M,1023
2015,10,F,671
2015,10,M,1060
2015,11,F,729
2015,11,M,1051
2015,12,F,743
2015,12,M,1061
2015,13,F,773
2015,13,M,1084
2015,14,F,775
2015,14,M,1158
2015,15,F,844
2015,15,M,1129
2015,16,F,839
2015,16,M,1125
2015,17,F,854
2015,17,M,1061
2015,18,F,862
2015,18,M,1168
2015,19,F,906
2015,19,M,1116
2015,20,F,927
2015,20,M,1054
2015,21,F,888
2015,21,M,1068
2015,22,F,941
2015,22,M,1036
2015,23,F,971
2015,23,M,1086
2015,24,F,945
2015,24,M,1114
2015,25,F,1021
2015,25,M,1163
2015,26,F,995
2015,26,M,1154
2015,27,F,966
2015,27,M,1180
2015,28,F,1010
2015,28,M,1173
2015,29,F,1003
2015,29,M,1249
2015,30,F,1048
2015,30,M,1210
2015,31,F,1037
2015,31,M,1244
2015,32,F,1093
2015,32,M,1212
2015,33,F,1113
2015,33,M,1229
2015,34,F,1079
2015,34,M,1110
2015,35,F,1030
2015,35,M,1108
2015,36,F,1029
2015,36,M,986
2015,37,F,1044
2015,37,M,956
2015,38,F,1044
2015,38,M,871
2015,39,F,1024
2015,39,M,843
2015,40,F,972
2015,40,M,766
2015,41,F,1013
2015,41,M,790
2015,42,F,974
2015,42,M,735
2015,43,F,1079
2015,43,M,729
2015,44,F,1011
2015,44,M,756
2015,45,F,1041
2015,45,M,756
2015,46,F,1015
2015,46,M,671
2015,47,F,975
2015,47,M,624
2015,48,F,965
2015,48,M,665
2015,49,F,1023
2015,49,M,678
2015,50,F,1055
2015,50,M,726
2015,51,F,1135
2015,51,M,694
2015,52,F,1124
2015,52,M,758
2015,53,F,1079
2015,53,M,673
2015,54,F,1083
2015,54,M,684
2015,55,F,1009
2015,55,M,677
2015,56,F,1040
2015,56,M,647
2015,57,F,1046
2015,57,M,586
2015,58,F,968
2015,58,M,591
2015,59,F,949
2015,59,M,576
2015,60,F,938
2015,60,M,576
2015,61,F,942
2015,61,M,558
2015,62,F,875
2015,62,M,474
2015,63,F,853
2015,63,M,502
2015,64,F,813
2015,64,M,471
2015,65,F,774
2015,65,M,490
2015,66,F,812
2015,66,M,484
2015,67,F,792
2015,67,M,448
2015,68,F,784
2015,68,M,487
2015,69,F,669
2015,69,M,423
2015,70,F,597
2015,70,M,405
2015,71,F,581
2015,71,M,373
2015,72,F,580
2015,72,M,387
2015,73,F,531
2015,73,M,374
2015,74,F,476
2015,74,M,286
2015,75,F,465
2015,75,M,266
2015,76,F,438
2015,76,M,246
2015,77,F,416
2015,77,M,229
2015,78,F,378
2015,78,M,199
2015,79,F,371
2015,79,M,188
2015,80,F,338
2015,80,M,179
2015,81,F,314
2015,81,M,152
2015,82,F,324
2015,82,M,159
2015,83,F,297
2015,83,M,146
2015,84,F,291
2015,84,M,133
2015,85,F,262
2015,85,M,124
2015,86,F,257
2015,86,M,92
2015,87,F,237
2015,87,M,93
2015,88,F,227
2015,88,M,73
2015,89,F,204
2015,89,M,71
2015,90,F,130
2015,90,M,51
2015,91,F,137
2015,91,M,43
2015,92,F,136
2015,92,M,33
2015,93,F,116
2015,93,M,21
2015,94,F,69
2015,94,M,19
2015,95,F,60
2015,95,M,10
2015,96,F,30
2015,96,M,6
2015,97,F,24
2015,97,M,5
2015,98,F,21
2015,98,M,1
2015,99,F,17
2015,99,M,1
2015,100,F,26
2015,100,M,2
2015,101,F,17
2015,101,M,1
2015,102,F,7
2015,102,M,2
2015,103,F,6
2015,103,M,1
2015,104,F,3
2015,104,M,0
2015,105,F,1
2015,105,M,0
2015,106,F,4
2015,106,M,0
2015,107,F,0
2015,107,M,0
2015,108,F,0
2015,108,M,0
2015,109,F,0
2015,109,M,0
2015,110,F,0
2015,110,M,0
2016,0,F,0
2016,0,M,0
2016,1,F,0
2016,1,M,0
2016,2,F,0
2016,2,M,0
2016,3,F,309
2016,3,M,636
2016,4,F,316
2016,4,M,642
2016,5,F,372
2016,5,M,620
2016,6,F,449
2016,6,M,790
2016,7,F,540
2016,7,M,868
2016,8,F,681
2016,8,M,976
2016,9,F,704
2016,9,M,1047
2016,10,F,705
2016,10,M,1078
2016,11,F,710
2016,11,M,1104
2016,12,F,752
2016,12,M,1060
2016,13,F,774
2016,13,M,1080
2016,14,F,785
2016,14,M,1117
2016,15,F,787
2016,15,M,1155
2016,16,F,867
2016,16,M,1121
2016,17,F,851
2016,17,M,1132
2016,18,F,867
2016,18,M,1078
2016,19,F,874
2016,19,M,1191
2016,20,F,908
2016,20,M,1122
2016,21,F,930
2016,21,M,1061
2016,22,F,880
2016,22,M,1040
2016,23,F,948
2016,23,M,1029
2016,24,F,952
2016,24,M,1081
2016,25,F,943
2016,25,M,1105
2016,26,F,1026
2016,26,M,1146
2016,27,F,1009
2016,27,M,1135
2016,28,F,969
2016,28,M,1175
2016,29,F,1016
2016,29,M,1166
2016,30,F,1004
2016,30,M,1245
2016,31,F,1053
2016,31,M,1218
2016,32,F,1060
2016,32,M,1242
2016,33,F,1105
2016,33,M,1213
2016,34,F,1135
2016,34,M,1235
2016,35,F,1082
2016,35,M,1105
2016,36,F,1047
2016,36,M,1113
2016,37,F,1039
2016,37,M,992
2016,38,F,1051
2016,38,M,966
2016,39,F,1062
2016,39,M,881
2016,40,F,1046
2016,40,M,848
2016,41,F,989
2016,41,M,776
2016,42,F,1051
2016,42,M,803
2016,43,F,998
2016,43,M,754
2016,44,F,1091
2016,44,M,746
2016,45,F,1032
2016,45,M,771
2016,46,F,1080
2016,46,M,770
2016,47,F,1043
2016,47,M,684
2016,48,F,996
2016,48,M,649
2016,49,F,999
2016,49,M,682
2016,50,F,1045
2016,50,M,700
2016,51,F,1091
2016,51,M,765
2016,52,F,1174
2016,52,M,720
2016,53,F,1151
2016,53,M,777
2016,54,F,1109
2016,54,M,699
2016,55,F,1113
2016,55,M,707
2016,56,F,1028
2016,56,M,702
2016,57,F,1085
2016,57,M,673
2016,58,F,1075
2016,58,M,604
2016,59,F,1004
2016,59,M,618
2016,60,F,979
2016,60,M,590
2016,61,F,961
2016,61,M,598
2016,62,F,971
2016,62,M,570
2016,63,F,894
2016,63,M,491
2016,64,F,860
2016,64,M,520
2016,65,F,825
2016,65,M,484
2016,66,F,795
2016,66,M,501
2016,67,F,817
2016,67,M,499
2016,68,F,793
2016,68,M,461
2016,69,F,777
2016,69,M,502
2016,70,F,678
2016,70,M,431
2016,71,F,596
2016,71,M,411
2016,72,F,578
2016,72,M,383
2016,73,F,580
2016,73,M,406
2016,74,F,532
2016,74,M,373
2016,75,F,474
2016,75,M,283
2016,76,F,457
2016,76,M,264
2016,77,F,436
2016,77,M,251
2016,78,F,426
2016,78,M,225
2016,79,F,375
2016,79,M,206
2016,80,F,368
2016,80,M,187
2016,81,F,320
2016,81,M,177
2016,82,F,312
2016,82,M,157
2016,83,F,303
2016,83,M,151
2016,84,F,280
2016,84,M,150
2016,85,F,270
2016,85,M,123
2016,86,F,257
2016,86,M,118
2016,87,F,241
2016,87,M,82
2016,88,F,228
2016,88,M,78
2016,89,F,218
2016,89,M,61
2016,90,F,180
2016,90,M,58
2016,91,F,115
2016,91,M,37
2016,92,F,130
2016,92,M,34
2016,93,F,112
2016,93,M,23
2016,94,F,105
2016,94,M,13
2016,95,F,56
2016,95,M,16
2016,96,F,49
2016,96,M,9
2016,97,F,22
2016,97,M,4
2016,98,F,19
2016,98,M,3
2016,99,F,17
2016,99,M,0
2016,100,F,36
2016,100,M,4
2016,101,F,19
2016,101,M,2
2016,102,F,10
2016,102,M,0
2016,103,F,8
2016,103,M,2
2016,104,F,4
2016,104,M,1
2016,105,F,3
2016,105,M,0
2016,106,F,1
2016,106,M,0
2016,107,F,1
2016,107,M,0
2016,108,F,0
2016,108,M,0
2016,109,F,0
2016,109,M,0
2016,110,F,0
2016,110,M,0
2017,0,F,0
2017,0,M,0
2017,1,F,0
2017,1,M,0
2017,2,F,0
2017,2,M,0
2017,3,F,273
2017,3,M,598
2017,4,F,322
2017,4,M,573
2017,5,F,340
2017,5,M,678
2017,6,F,428
2017,6,M,689
2017,7,F,490
2017,7,M,835
2017,8,F,585
2017,8,M,920
2017,9,F,729
2017,9,M,1017
2017,10,F,742
2017,10,M,1102
2017,11,F,728
2017,11,M,1108
2017,12,F,733
2017,12,M,1128
2017,13,F,767
2017,13,M,1067
2017,14,F,781
2017,14,M,1080
2017,15,F,791
2017,15,M,1117
2017,16,F,805
2017,16,M,1151
2017,17,F,875
2017,17,M,1124
2017,18,F,866
2017,18,M,1131
2017,19,F,895
2017,19,M,1122
2017,20,F,876
2017,20,M,1175
2017,21,F,912
2017,21,M,1133
2017,22,F,931
2017,22,M,1044
2017,23,F,899
2017,23,M,1048
2017,24,F,941
2017,24,M,1018
2017,25,F,955
2017,25,M,1074
2017,26,F,959
2017,26,M,1104
2017,27,F,1024
2017,27,M,1132
2017,28,F,1020
2017,28,M,1114
2017,29,F,977
2017,29,M,1184
2017,30,F,1033
2017,30,M,1160
2017,31,F,1029
2017,31,M,1246
2017,32,F,1062
2017,32,M,1214
2017,33,F,1069
2017,33,M,1239
2017,34,F,1127
2017,34,M,1226
2017,35,F,1148
2017,35,M,1234
2017,36,F,1093
2017,36,M,1112
2017,37,F,1072
2017,37,M,1108
2017,38,F,1032
2017,38,M,996
2017,39,F,1061
2017,39,M,964
2017,40,F,1086
2017,40,M,884
2017,41,F,1064
2017,41,M,863
2017,42,F,1004
2017,42,M,785
2017,43,F,1075
2017,43,M,819
2017,44,F,1025
2017,44,M,764
2017,45,F,1118
2017,45,M,763
2017,46,F,1049
2017,46,M,790
2017,47,F,1099
2017,47,M,782
2017,48,F,1065
2017,48,M,700
2017,49,F,1007
2017,49,M,669
2017,50,F,1024
2017,50,M,711
2017,51,F,1063
2017,51,M,711
2017,52,F,1109
2017,52,M,788
2017,53,F,1207
2017,53,M,752
2017,54,F,1176
2017,54,M,796
2017,55,F,1144
2017,55,M,722
2017,56,F,1134
2017,56,M,727
2017,57,F,1054
2017,57,M,729
2017,58,F,1115
2017,58,M,692
2017,59,F,1101
2017,59,M,633
2017,60,F,1022
2017,60,M,649
2017,61,F,986
2017,61,M,607
2017,62,F,991
2017,62,M,596
2017,63,F,985
2017,63,M,585
2017,64,F,915
2017,64,M,510
2017,65,F,874
2017,65,M,531
2017,66,F,829
2017,66,M,489
2017,67,F,821
2017,67,M,530
2017,68,F,826
2017,68,M,513
2017,69,F,796
2017,69,M,478
2017,70,F,765
2017,70,M,498
2017,71,F,681
2017,71,M,435
2017,72,F,602
2017,72,M,406
2017,73,F,580
2017,73,M,397
2017,74,F,570
2017,74,M,413
2017,75,F,532
2017,75,M,368
2017,76,F,474
2017,76,M,275
2017,77,F,456
2017,77,M,268
2017,78,F,430
2017,78,M,264
2017,79,F,413
2017,79,M,221
2017,80,F,372
2017,80,M,205
2017,81,F,359
2017,81,M,188
2017,82,F,311
2017,82,M,176
2017,83,F,301
2017,83,M,151
2017,84,F,295
2017,84,M,146
2017,85,F,277
2017,85,M,141
2017,86,F,250
2017,86,M,107
2017,87,F,256
2017,87,M,112
2017,88,F,226
2017,88,M,78
2017,89,F,221
2017,89,M,71
2017,90,F,199
2017,90,M,58
2017,91,F,165
2017,91,M,52
2017,92,F,97
2017,92,M,33
2017,93,F,120
2017,93,M,29
2017,94,F,93
2017,94,M,21
2017,95,F,82
2017,95,M,11
2017,96,F,51
2017,96,M,12
2017,97,F,38
2017,97,M,7
2017,98,F,18
2017,98,M,3
2017,99,F,17
2017,99,M,2
2017,100,F,32
2017,100,M,4
2017,101,F,24
2017,101,M,2
2017,102,F,14
2017,102,M,2
2017,103,F,6
2017,103,M,0
2017,104,F,6
2017,104,M,2
2017,105,F,2
2017,105,M,0
2017,106,F,2
2017,106,M,0
2017,107,F,0
2017,107,M,0
2017,108,F,0
2017,108,M,0
2017,109,F,0
2017,109,M,0
2017,110,F,0
2017,110,M,0
2018,0,F,0
2018,0,M,0
2018,1,F,0
2018,1,M,0
2018,2,F,0
2018,2,M,0
2018,3,F,295
2018,3,M,604
2018,4,F,273
2018,4,M,486
2018,5,F,356
2018,5,M,595
2018,6,F,392
2018,6,M,750
2018,7,F,485
2018,7,M,761
2018,8,F,548
2018,8,M,892
2018,9,F,621
2018,9,M,979
2018,10,F,766
2018,10,M,1055
2018,11,F,768
2018,11,M,1107
2018,12,F,763
2018,12,M,1128
2018,13,F,751
2018,13,M,1127
2018,14,F,772
2018,14,M,1063
2018,15,F,768
2018,15,M,1094
2018,16,F,791
2018,16,M,1116
2018,17,F,818
2018,17,M,1141
2018,18,F,910
2018,18,M,1144
2018,19,F,901
2018,19,M,1171
2018,20,F,922
2018,20,M,1171
2018,21,F,870
2018,21,M,1174
2018,22,F,910
2018,22,M,1133
2018,23,F,944
2018,23,M,1043
2018,24,F,892
2018,24,M,1029
2018,25,F,942
2018,25,M,1024
2018,26,F,958
2018,26,M,1072
2018,27,F,966
2018,27,M,1108
2018,28,F,1043
2018,28,M,1127
2018,29,F,1035
2018,29,M,1107
2018,30,F,997
2018,30,M,1178
2018,31,F,1052
2018,31,M,1156
2018,32,F,1055
2018,32,M,1254
2018,33,F,1064
2018,33,M,1214
2018,34,F,1084
2018,34,M,1223
2018,35,F,1142
2018,35,M,1222
2018,36,F,1183
2018,36,M,1240
2018,37,F,1107
2018,37,M,1125
2018,38,F,1091
2018,38,M,1113
2018,39,F,1064
2018,39,M,985
2018,40,F,1069
2018,40,M,972
2018,41,F,1106
2018,41,M,891
2018,42,F,1089
2018,42,M,864
2018,43,F,1031
2018,43,M,803
2018,44,F,1100
2018,44,M,823
2018,45,F,1058
2018,45,M,786
2018,46,F,1139
2018,46,M,778
2018,47,F,1070
2018,47,M,801
2018,48,F,1115
2018,48,M,803
2018,49,F,1086
2018,49,M,729
2018,50,F,1023
2018,50,M,684
2018,51,F,1045
2018,51,M,741
2018,52,F,1085
2018,52,M,729
2018,53,F,1126
2018,53,M,810
2018,54,F,1229
2018,54,M,783
2018,55,F,1206
2018,55,M,819
2018,56,F,1171
2018,56,M,742
2018,57,F,1157
2018,57,M,759
2018,58,F,1085
2018,58,M,765
2018,59,F,1145
2018,59,M,720
2018,60,F,1126
2018,60,M,649
2018,61,F,1037
2018,61,M,672
2018,62,F,1016
2018,62,M,617
2018,63,F,1006
2018,63,M,609
2018,64,F,994
2018,64,M,594
2018,65,F,926
2018,65,M,532
2018,66,F,894
2018,66,M,543
2018,67,F,836
2018,67,M,497
2018,68,F,833
2018,68,M,539
2018,69,F,832
2018,69,M,524
2018,70,F,815
2018,70,M,489
2018,71,F,785
2018,71,M,508
2018,72,F,685
2018,72,M,439
2018,73,F,605
2018,73,M,409
2018,74,F,583
2018,74,M,403
2018,75,F,565
2018,75,M,431
2018,76,F,532
2018,76,M,366
2018,77,F,472
2018,77,M,277
2018,78,F,439
2018,78,M,272
2018,79,F,425
2018,79,M,254
2018,80,F,406
2018,80,M,220
2018,81,F,357
2018,81,M,197
2018,82,F,357
2018,82,M,184
2018,83,F,306
2018,83,M,175
2018,84,F,288
2018,84,M,147
2018,85,F,284
2018,85,M,140
2018,86,F,264
2018,86,M,128
2018,87,F,234
2018,87,M,100
2018,88,F,229
2018,88,M,103
2018,89,F,214
2018,89,M,69
2018,90,F,199
2018,90,M,62
2018,91,F,186
2018,91,M,45
2018,92,F,136
2018,92,M,44
2018,93,F,80
2018,93,M,23
2018,94,F,89
2018,94,M,21
2018,95,F,74
2018,95,M,19
2018,96,F,66
2018,96,M,11
2018,97,F,38
2018,97,M,9
2018,98,F,27
2018,98,M,4
2018,99,F,13
2018,99,M,2
2018,100,F,24
2018,100,M,4
2018,101,F,23
2018,101,M,4
2018,102,F,14
2018,102,M,0
2018,103,F,12
2018,103,M,1
2018,104,F,5
2018,104,M,0
2018,105,F,2
2018,105,M,2
2018,106,F,1
2018,106,M,0
2018,107,F,2
2018,107,M,0
2018,108,F,0
2018,108,M,0
2018,109,F,0
2018,109,M,0
2018,110,F,0
2018,110,M,0
2019,0,F,0
2019,0,M,0
2019,1,F,0
2019,1,M,0
2019,2,F,0
2019,2,M,0
2019,3,F,256
2019,3,M,549
2019,4,F,276
2019,4,M,478
2019,5,F,329
2019,5,M,554
2019,6,F,421
2019,6,M,651
2019,7,F,431
2019,7,M,801
2019,8,F,534
2019,8,M,807
2019,9,F,587
2019,9,M,945
2019,10,F,652
2019,10,M,1014
2019,11,F,802
2019,11,M,1077
2019,12,F,783
2019,12,M,1118
2019,13,F,769
2019,13,M,1140
2019,14,F,748
2019,14,M,1138
2019,15,F,778
2019,15,M,1060
2019,16,F,778
2019,16,M,1075
2019,17,F,787
2019,17,M,1110
2019,18,F,829
2019,18,M,1150
2019,19,F,926
2019,19,M,1190
2019,20,F,907
2019,20,M,1185
2019,21,F,922
2019,21,M,1167
2019,22,F,871
2019,22,M,1157
2019,23,F,911
2019,23,M,1142
2019,24,F,949
2019,24,M,1049
2019,25,F,902
2019,25,M,1023
2019,26,F,945
2019,26,M,1018
2019,27,F,957
2019,27,M,1072
2019,28,F,984
2019,28,M,1108
2019,29,F,1032
2019,29,M,1126
2019,30,F,1043
2019,30,M,1125
2019,31,F,1028
2019,31,M,1172
2019,32,F,1045
2019,32,M,1166
2019,33,F,1061
2019,33,M,1253
2019,34,F,1082
2019,34,M,1213
2019,35,F,1096
2019,35,M,1228
2019,36,F,1150
2019,36,M,1228
2019,37,F,1195
2019,37,M,1233
2019,38,F,1112
2019,38,M,1135
2019,39,F,1092
2019,39,M,1111
2019,40,F,1080
2019,40,M,986
2019,41,F,1086
2019,41,M,981
2019,42,F,1147
2019,42,M,895
2019,43,F,1100
2019,43,M,866
2019,44,F,1052
2019,44,M,812
2019,45,F,1126
2019,45,M,838
2019,46,F,1085
2019,46,M,800
2019,47,F,1156
2019,47,M,791
2019,48,F,1090
2019,48,M,818
2019,49,F,1127
2019,49,M,821
2019,50,F,1110
2019,50,M,742
2019,51,F,1048
2019,51,M,698
2019,52,F,1068
2019,52,M,772
2019,53,F,1103
2019,53,M,755
2019,54,F,1150
2019,54,M,830
2019,55,F,1249
2019,55,M,799
2019,56,F,1228
2019,56,M,844
2019,57,F,1194
2019,57,M,764
2019,58,F,1178
2019,58,M,778
2019,59,F,1110
2019,59,M,783
2019,60,F,1157
2019,60,M,738
2019,61,F,1159
2019,61,M,662
2019,62,F,1048
2019,62,M,680
2019,63,F,1054
2019,63,M,636
2019,64,F,1034
2019,64,M,625
2019,65,F,1006
2019,65,M,620
2019,66,F,924
2019,66,M,540
2019,67,F,902
2019,67,M,555
2019,68,F,839
2019,68,M,524
2019,69,F,843
2019,69,M,557
2019,70,F,830
2019,70,M,525
2019,71,F,819
2019,71,M,504
2019,72,F,783
2019,72,M,513
2019,73,F,680
2019,73,M,436
2019,74,F,611
2019,74,M,421
2019,75,F,579
2019,75,M,418
2019,76,F,571
2019,76,M,417
2019,77,F,530
2019,77,M,358
2019,78,F,468
2019,78,M,275
2019,79,F,427
2019,79,M,274
2019,80,F,415
2019,80,M,251
2019,81,F,400
2019,81,M,224
2019,82,F,349
2019,82,M,187
2019,83,F,339
2019,83,M,172
2019,84,F,291
2019,84,M,166
2019,85,F,265
2019,85,M,139
2019,86,F,265
2019,86,M,137
2019,87,F,244
2019,87,M,116
2019,88,F,209
2019,88,M,90
2019,89,F,205
2019,89,M,99
2019,90,F,182
2019,90,M,64
2019,91,F,171
2019,91,M,56
2019,92,F,159
2019,92,M,43
2019,93,F,116
2019,93,M,39
2019,94,F,74
2019,94,M,18
2019,95,F,80
2019,95,M,17
2019,96,F,58
2019,96,M,14
2019,97,F,57
2019,97,M,7
2019,98,F,29
2019,98,M,6
2019,99,F,17
2019,99,M,4
2019,100,F,41
2019,100,M,3
2019,101,F,15
2019,101,M,2
2019,102,F,11
2019,102,M,3
2019,103,F,10
2019,103,M,0
2019,104,F,8
2019,104,M,0
2019,105,F,2
2019,105,M,0
2019,106,F,2
2019,106,M,0
2019,107,F,0
2019,107,M,0
2019,108,F,2
2019,108,M,0
2019,109,F,0
2019,109,M,0
2019,110,F,0
2019,110,M,0
2020,0,F,0
2020,0,M,0
2020,1,F,0
2020,1,M,0
2020,2,F,0
2020,2,M,0
2020,3,F,260
2020,3,M,558
2020,4,F,248
2020,4,M,465
2020,5,F,313
2020,5,M,507
2020,6,F,354
2020,6,M,601
2020,7,F,454
2020,7,M,680
2020,8,F,469
2020,8,M,859
2020,9,F,564
2020,9,M,853
2020,10,F,617
2020,10,M,963
2020,11,F,663
2020,11,M,1034
2020,12,F,805
2020,12,M,1088
2020,13,F,788
2020,13,M,1114
2020,14,F,758
2020,14,M,1125
2020,15,F,738
2020,15,M,1131
2020,16,F,779
2020,16,M,1041
2020,17,F,779
2020,17,M,1061
2020,18,F,800
2020,18,M,1122
2020,19,F,854
2020,19,M,1197
2020,20,F,950
2020,20,M,1202
2020,21,F,910
2020,21,M,1171
2020,22,F,920
2020,22,M,1149
2020,23,F,861
2020,23,M,1140
2020,24,F,914
2020,24,M,1124
2020,25,F,956
2020,25,M,1046
2020,26,F,909
2020,26,M,1013
2020,27,F,926
2020,27,M,1013
2020,28,F,954
2020,28,M,1056
2020,29,F,991
2020,29,M,1104
2020,30,F,1032
2020,30,M,1128
2020,31,F,1046
2020,31,M,1119
2020,32,F,1051
2020,32,M,1168
2020,33,F,1045
2020,33,M,1173
2020,34,F,1075
2020,34,M,1238
2020,35,F,1096
2020,35,M,1216
2020,36,F,1098
2020,36,M,1227
2020,37,F,1149
2020,37,M,1225
2020,38,F,1211
2020,38,M,1225
2020,39,F,1125
2020,39,M,1143
2020,40,F,1110
2020,40,M,1112
2020,41,F,1093
2020,41,M,994
2020,42,F,1108
2020,42,M,992
2020,43,F,1168
2020,43,M,914
2020,44,F,1132
2020,44,M,887
2020,45,F,1051
2020,45,M,823
2020,46,F,1145
2020,46,M,847
2020,47,F,1088
2020,47,M,818
2020,48,F,1173
2020,48,M,811
2020,49,F,1100
2020,49,M,848
2020,50,F,1146
2020,50,M,834
2020,51,F,1137
2020,51,M,766
2020,52,F,1070
2020,52,M,717
2020,53,F,1088
2020,53,M,790
2020,54,F,1137
2020,54,M,777
2020,55,F,1171
2020,55,M,853
2020,56,F,1288
2020,56,M,823
2020,57,F,1252
2020,57,M,860
2020,58,F,1214
2020,58,M,781
2020,59,F,1194
2020,59,M,799
2020,60,F,1126
2020,60,M,789
2020,61,F,1173
2020,61,M,757
2020,62,F,1157
2020,62,M,664
2020,63,F,1060
2020,63,M,696
2020,64,F,1047
2020,64,M,650
2020,65,F,1049
2020,65,M,643
2020,66,F,1016
2020,66,M,634
2020,67,F,919
2020,67,M,558
2020,68,F,897
2020,68,M,558
2020,69,F,848
2020,69,M,535
2020,70,F,867
2020,70,M,571
2020,71,F,839
2020,71,M,532
2020,72,F,814
2020,72,M,512
2020,73,F,777
2020,73,M,527
2020,74,F,673
2020,74,M,439
2020,75,F,593
2020,75,M,433
2020,76,F,570
2020,76,M,422
2020,77,F,561
2020,77,M,420
2020,78,F,524
2020,78,M,349
2020,79,F,473
2020,79,M,262
2020,80,F,420
2020,80,M,271
2020,81,F,403
2020,81,M,250
2020,82,F,390
2020,82,M,212
2020,83,F,340
2020,83,M,181
2020,84,F,330
2020,84,M,171
2020,85,F,271
2020,85,M,158
2020,86,F,254
2020,86,M,136
2020,87,F,240
2020,87,M,130
2020,88,F,218
2020,88,M,109
2020,89,F,197
2020,89,M,82
2020,90,F,182
2020,90,M,84
2020,91,F,161
2020,91,M,56
2020,92,F,143
2020,92,M,48
2020,93,F,132
2020,93,M,36
2020,94,F,97
2020,94,M,32
2020,95,F,62
2020,95,M,17
2020,96,F,67
2020,96,M,14
2020,97,F,42
2020,97,M,9
2020,98,F,50
2020,98,M,4
2020,99,F,24
2020,99,M,2
2020,100,F,36
2020,100,M,8
2020,101,F,31
2020,101,M,3
2020,102,F,9
2020,102,M,2
2020,103,F,9
2020,103,M,2
2020,104,F,5
2020,104,M,0
2020,105,F,6
2020,105,M,0
2020,106,F,1
2020,106,M,0
2020,107,F,2
2020,107,M,0
2020,108,F,0
2020,108,M,0
2020,109,F,1
2020,109,M,0
2020,110,F,0
2020,110,M,0
2021,0,F,0
2021,0,M,0
2021,1,F,0
2021,1,M,0
2021,2,F,0
2021,2,M,0
2021,3,F,242
2021,3,M,576
2021,4,F,239
2021,4,M,421
2021,5,F,271
2021,5,M,477
2021,6,F,338
2021,6,M,512
2021,7,F,388
2021,7,M,654
2021,8,F,500
2021,8,M,710
2021,9,F,507
2021,9,M,886
2021,10,F,591
2021,10,M,860
2021,11,F,648
2021,11,M,979
2021,12,F,677
2021,12,M,1043
2021,13,F,812
2021,13,M,1081
2021,14,F,787
2021,14,M,1100
2021,15,F,769
2021,15,M,1135
2021,16,F,750
2021,16,M,1145
2021,17,F,791
2021,17,M,1064
2021,18,F,797
2021,18,M,1092
2021,19,F,810
2021,19,M,1154
2021,20,F,844
2021,20,M,1173
2021,21,F,935
2021,21,M,1156
2021,22,F,914
2021,22,M,1146
2021,23,F,900
2021,23,M,1122
2021,24,F,842
2021,24,M,1123
2021,25,F,896
2021,25,M,1105
2021,26,F,916
2021,26,M,1027
2021,27,F,888
2021,27,M,1007
2021,28,F,912
2021,28,M,1012
2021,29,F,941
2021,29,M,1036
2021,30,F,971
2021,30,M,1080
2021,31,F,1034
2021,31,M,1112
2021,32,F,1042
2021,32,M,1104
2021,33,F,1041
2021,33,M,1168
2021,34,F,1027
2021,34,M,1167
2021,35,F,1079
2021,35,M,1219
2021,36,F,1102
2021,36,M,1201
2021,37,F,1102
2021,37,M,1211
2021,38,F,1128
2021,38,M,1211
2021,39,F,1202
2021,39,M,1209
2021,40,F,1116
2021,40,M,1138
2021,41,F,1114
2021,41,M,1106
2021,42,F,1100
2021,42,M,993
2021,43,F,1114
2021,43,M,997
2021,44,F,1165
2021,44,M,918
2021,45,F,1148
2021,45,M,891
2021,46,F,1078
2021,46,M,828
2021,47,F,1162
2021,47,M,867
2021,48,F,1107
2021,48,M,832
2021,49,F,1184
2021,49,M,829
2021,50,F,1118
2021,50,M,871
2021,51,F,1160
2021,51,M,846
2021,52,F,1155
2021,52,M,790
2021,53,F,1097
2021,53,M,742
2021,54,F,1117
2021,54,M,806
2021,55,F,1157
2021,55,M,792
2021,56,F,1195
2021,56,M,870
2021,57,F,1309
2021,57,M,844
2021,58,F,1271
2021,58,M,885
2021,59,F,1214
2021,59,M,806
2021,60,F,1194
2021,60,M,809
2021,61,F,1135
2021,61,M,800
2021,62,F,1162
2021,62,M,761
2021,63,F,1172
2021,63,M,679
2021,64,F,1069
2021,64,M,721
2021,65,F,1034
