year,age,sex,n_asthma
2007,102,M,1
2007,103,F,2
2007,103,M,0
2007,104,F,4
2007,104,M,0
2007,105,F,2
2007,105,M,0
2007,106,F,0
2007,106,M,0
2007,107,F,0
2007,107,M,0
2007,108,F,0
2007,108,M,0
2007,109,F,0
2007,109,M,0
2007,110,F,0
2007,110,M,0
2008,0,F,0
2008,0,M,0
2008,1,F,0
2008,1,M,0
2008,2,F,0
2008,2,M,0
2008,3,F,257
2008,3,M,478
2008,4,F,320
2008,4,M,558
2008,5,F,355
2008,5,M,618
2008,6,F,467
2008,6,M,764
2008,7,F,511
2008,7,M,857
2008,8,F,589
2008,8,M,941
2008,9,F,643
2008,9,M,930
2008,10,F,677
2008,10,M,976
2008,11,F,721
2008,11,M,1112
2008,12,F,774
2008,12,M,1069
2008,13,F,804
2008,13,M,1014
2008,14,F,819
2008,14,M,1049
2008,15,F,873
2008,15,M,1004
2008,16,F,955
2008,16,M,1094
2008,17,F,934
2008,17,M,1118
2008,18,F,968
2008,18,M,1216
2008,19,F,960
2008,19,M,1280
2008,20,F,960
2008,20,M,1238
2008,21,F,981
2008,21,M,1236
2008,22,F,975
2008,22,M,1276
2008,23,F,988
2008,23,M,1290
2008,24,F,955
2008,24,M,1268
2008,25,F,992
2008,25,M,1268
2008,26,F,1017
2008,26,M,1199
2008,27,F,982
2008,27,M,1113
2008,28,F,929
2008,28,M,1062
2008,29,F,893
2008,29,M,976
2008,30,F,925
2008,30,M,909
2008,31,F,865
2008,31,M,831
2008,32,F,856
2008,32,M,813
2008,33,F,791
2008,33,M,710
2008,34,F,825
2008,34,M,687
2008,35,F,762
2008,35,M,647
2008,36,F,837
2008,36,M,615
2008,37,F,822
2008,37,M,601
2008,38,F,830
2008,38,M,609
2008,39,F,805
2008,39,M,533
2008,40,F,774
2008,40,M,505
2008,41,F,724
2008,41,M,495
2008,42,F,809
2008,42,M,513
2008,43,F,842
2008,43,M,553
2008,44,F,881
2008,44,M,519
2008,45,F,874
2008,45,M,571
2008,46,F,821
2008,46,M,496
2008,47,F,859
2008,47,M,494
2008,48,F,768
2008,48,M,484
2008,49,F,797
2008,49,M,475
2008,50,F,810
2008,50,M,433
2008,51,F,739
2008,51,M,425
2008,52,F,761
2008,52,M,418
2008,53,F,722
2008,53,M,440
2008,54,F,707
2008,54,M,390
2008,55,F,685
2008,55,M,361
2008,56,F,658
2008,56,M,370
2008,57,F,623
2008,57,M,355
2008,58,F,623
2008,58,M,389
2008,59,F,649
2008,59,M,371
2008,60,F,625
2008,60,M,392
2008,61,F,671
2008,61,M,381
2008,62,F,570
2008,62,M,351
2008,63,F,510
2008,63,M,346
2008,64,F,507
2008,64,M,339
2008,65,F,508
2008,65,M,357
2008,66,F,471
2008,66,M,325
2008,67,F,461
2008,67,M,274
2008,68,F,434
2008,68,M,241
2008,69,F,399
2008,69,M,217
2008,70,F,353
2008,70,M,211
2008,71,F,355
2008,71,M,183
2008,72,F,359
2008,72,M,188
2008,73,F,316
2008,73,M,174
2008,74,F,325
2008,74,M,176
2008,75,F,323
2008,75,M,183
2008,76,F,332
2008,76,M,183
2008,77,F,315
2008,77,M,172
2008,78,F,323
2008,78,M,140
2008,79,F,301
2008,79,M,129
2008,80,F,268
2008,80,M,135
2008,81,F,271
2008,81,M,97
2008,82,F,266
2008,82,M,114
2008,83,F,204
2008,83,M,84
2008,84,F,216
2008,84,M,82
2008,85,F,227
2008,85,M,82
2008,86,F,187
2008,86,M,52
2008,87,F,168
2008,87,M,43
2008,88,F,162
2008,88,M,34
2008,89,F,111
2008,89,M,32
2008,90,F,93
2008,90,M,23
2008,91,F,78
2008,91,M,17
2008,92,F,66
2008,92,M,16
2008,93,F,47
2008,93,M,15
2008,94,F,38
2008,94,M,12
2008,95,F,33
2008,95,M,8
2008,96,F,24
2008,96,M,6
2008,97,F,19
2008,97,M,2
2008,98,F,9
2008,98,M,5
2008,99,F,5
2008,99,M,0
2008,100,F,16
2008,100,M,2
2008,101,F,11
2008,101,M,1
2008,102,F,3
2008,102,M,0
2008,103,F,3
2008,103,M,0
2008,104,F,2
2008,104,M,0
2008,105,F,2
2008,105,M,0
2008,106,F,1
2008,106,M,0
2008,107,F,0
2008,107,M,0
2008,108,F,0
2008,108,M,0
2008,109,F,0
2008,109,M,0
2008,110,F,0
2008,110,M,0
2009,0,F,0
2009,0,M,0
2009,1,F,0
2009,1,M,0
2009,2,F,0
2009,2,M,0
2009,3,F,266
2009,3,M,483
2009,4,F,322
2009,4,M,552
2009,5,F,391
2009,5,M,691
2009,6,F,418
2009,6,M,739
2009,7,F,533
2009,7,M,861
2009,8,F,568
2009,8,M,938
2009,9,F,647
2009,9,M,998
2009,10,F,689
2009,10,M,975
2009,11,F,728
2009,11,M,1018
2009,12,F,764
2009,12,M,1157
2009,13,F,818
2009,13,M,1101
2009,14,F,825
2009,14,M,1025
2009,15,F,830
2009,15,M,1066
2009,16,F,895
2009,16,M,1016
2009,17,F,980
2009,17,M,1097
2009,18,F,952
2009,18,M,1123
2009,19,F,995
2009,19,M,1219
2009,20,F,995
2009,20,M,1255
2009,21,F,967
2009,21,M,1225
2009,22,F,992
2009,22,M,1213
2009,23,F,970
2009,23,M,1265
2009,24,F,1003
2009,24,M,1276
2009,25,F,953
2009,25,M,1270
2009,26,F,1025
2009,26,M,1252
2009,27,F,1028
2009,27,M,1211
2009,28,F,990
2009,28,M,1123
2009,29,F,947
2009,29,M,1057
2009,30,F,902
2009,30,M,986
2009,31,F,948
2009,31,M,920
2009,32,F,890
2009,32,M,847
2009,33,F,882
2009,33,M,809
2009,34,F,817
2009,34,M,716
2009,35,F,853
2009,35,M,691
2009,36,F,804
2009,36,M,675
2009,37,F,874
2009,37,M,633
2009,38,F,863
2009,38,M,629
2009,39,F,867
2009,39,M,643
2009,40,F,840
2009,40,M,552
2009,41,F,798
2009,41,M,523
2009,42,F,760
2009,42,M,518
2009,43,F,838
2009,43,M,540
2009,44,F,879
2009,44,M,572
2009,45,F,924
2009,45,M,540
2009,46,F,921
2009,46,M,596
2009,47,F,865
2009,47,M,526
2009,48,F,892
2009,48,M,520
2009,49,F,811
2009,49,M,524
2009,50,F,837
2009,50,M,504
2009,51,F,849
2009,51,M,457
2009,52,F,765
2009,52,M,443
2009,53,F,777
2009,53,M,448
2009,54,F,741
2009,54,M,459
2009,55,F,742
2009,55,M,419
2009,56,F,716
2009,56,M,382
2009,57,F,686
2009,57,M,398
2009,58,F,653
2009,58,M,370
2009,59,F,652
2009,59,M,412
2009,60,F,684
2009,60,M,393
2009,61,F,664
2009,61,M,396
2009,62,F,711
2009,62,M,405
2009,63,F,572
2009,63,M,366
2009,64,F,522
2009,64,M,352
2009,65,F,523
2009,65,M,344
2009,66,F,516
2009,66,M,359
2009,67,F,493
2009,67,M,326
2009,68,F,468
2009,68,M,281
2009,69,F,440
2009,69,M,246
2009,70,F,408
2009,70,M,225
2009,71,F,369
2009,71,M,219
2009,72,F,359
2009,72,M,182
2009,73,F,370
2009,73,M,191
2009,74,F,328
2009,74,M,172
2009,75,F,323
2009,75,M,175
2009,76,F,331
2009,76,M,190
2009,77,F,337
2009,77,M,182
2009,78,F,327
2009,78,M,171
2009,79,F,317
2009,79,M,142
2009,80,F,301
2009,80,M,127
2009,81,F,266
2009,81,M,138
2009,82,F,269
2009,82,M,97
2009,83,F,261
2009,83,M,114
2009,84,F,199
2009,84,M,81
2009,85,F,216
2009,85,M,86
2009,86,F,218
2009,86,M,74
2009,87,F,181
2009,87,M,44
2009,88,F,166
2009,88,M,44
2009,89,F,151
2009,89,M,29
2009,90,F,99
2009,90,M,27
2009,91,F,90
2009,91,M,22
2009,92,F,72
2009,92,M,14
2009,93,F,56
2009,93,M,13
2009,94,F,42
2009,94,M,10
2009,95,F,32
2009,95,M,6
2009,96,F,30
2009,96,M,7
2009,97,F,14
2009,97,M,3
2009,98,F,14
2009,98,M,1
2009,99,F,7
2009,99,M,3
2009,100,F,17
2009,100,M,0
2009,101,F,11
2009,101,M,1
2009,102,F,4
2009,102,M,0
2009,103,F,2
2009,103,M,0
2009,104,F,2
2009,104,M,0
2009,105,F,1
2009,105,M,0
2009,106,F,2
2009,106,M,0
2009,107,F,0
2009,107,M,0
2009,108,F,0
2009,108,M,0
2009,109,F,0
2009,109,M,0
2009,110,F,0
2009,110,M,0
2010,0,F,0
2010,0,M,0
2010,1,F,0
2010,1,M,0
2010,2,F,0
2010,2,M,0
2010,3,F,309
2010,3,M,542
2010,4,F,313
2010,4,M,580
2010,5,F,396
2010,5,M,675
2010,6,F,474
2010,6,M,797
2010,7,F,515
2010,7,M,817
2010,8,F,583
2010,8,M,918
2010,9,F,618
2010,9,M,995
2010,10,F,695
2010,10,M,1043
2010,11,F,730
2010,11,M,1019
2010,12,F,770
2010,12,M,1042
2010,13,F,808
2010,13,M,1176
2010,14,F,851
2010,14,M,1117
2010,15,F,865
2010,15,M,1030
2010,16,F,847
2010,16,M,1077
2010,17,F,908
2010,17,M,1015
2010,18,F,1000
2010,18,M,1120
2010,19,F,975
2010,19,M,1147
2010,20,F,999
2010,20,M,1214
2010,21,F,1006
2010,21,M,1247
2010,22,F,969
2010,22,M,1213
2010,23,F,1007
2010,23,M,1202
2010,24,F,978
2010,24,M,1259
2010,25,F,1014
2010,25,M,1265
2010,26,F,971
2010,26,M,1272
2010,27,F,1049
2010,27,M,1244
2010,28,F,1056
2010,28,M,1210
2010,29,F,1006
2010,29,M,1131
2010,30,F,979
2010,30,M,1058
2010,31,F,918
2010,31,M,988
2010,32,F,967
2010,32,M,929
2010,33,F,926
2010,33,M,854
2010,34,F,899
2010,34,M,819
2010,35,F,853
2010,35,M,727
2010,36,F,877
2010,36,M,712
2010,37,F,831
2010,37,M,680
2010,38,F,911
2010,38,M,652
2010,39,F,887
2010,39,M,644
2010,40,F,892
2010,40,M,669
2010,41,F,882
2010,41,M,572
2010,42,F,824
2010,42,M,544
2010,43,F,785
2010,43,M,539
2010,44,F,869
2010,44,M,558
2010,45,F,914
2010,45,M,594
2010,46,F,971
2010,46,M,554
2010,47,F,958
2010,47,M,627
2010,48,F,911
2010,48,M,540
2010,49,F,920
2010,49,M,549
2010,50,F,846
2010,50,M,549
2010,51,F,885
2010,51,M,529
2010,52,F,892
2010,52,M,476
2010,53,F,798
2010,53,M,469
2010,54,F,813
2010,54,M,473
2010,55,F,779
2010,55,M,489
2010,56,F,787
2010,56,M,438
2010,57,F,742
2010,57,M,403
2010,58,F,714
2010,58,M,424
2010,59,F,698
2010,59,M,383
2010,60,F,676
2010,60,M,435
2010,61,F,719
2010,61,M,409
2010,62,F,694
2010,62,M,410
2010,63,F,734
2010,63,M,413
2010,64,F,583
2010,64,M,382
2010,65,F,534
2010,65,M,362
2010,66,F,536
2010,66,M,349
2010,67,F,534
2010,67,M,367
2010,68,F,502
2010,68,M,332
2010,69,F,469
2010,69,M,282
2010,70,F,449
2010,70,M,258
2010,71,F,426
2010,71,M,226
2010,72,F,390
2010,72,M,220
2010,73,F,358
2010,73,M,188
2010,74,F,378
2010,74,M,196
2010,75,F,336
2010,75,M,176
2010,76,F,326
2010,76,M,179
2010,77,F,337
2010,77,M,184
2010,78,F,342
2010,78,M,176
2010,79,F,327
2010,79,M,165
2010,80,F,306
2010,80,M,145
2010,81,F,302
2010,81,M,122
2010,82,F,267
2010,82,M,133
2010,83,F,268
2010,83,M,96
2010,84,F,258
2010,84,M,97
2010,85,F,194
2010,85,M,64
2010,86,F,198
2010,86,M,79
2010,87,F,211
2010,87,M,69
2010,88,F,164
2010,88,M,40
2010,89,F,148
2010,89,M,43
2010,90,F,134
2010,90,M,28
2010,91,F,81
2010,91,M,19
2010,92,F,76
2010,92,M,23
2010,93,F,70
2010,93,M,12
2010,94,F,47
2010,94,M,10
2010,95,F,30
2010,95,M,8
2010,96,F,26
2010,96,M,4
2010,97,F,24
2010,97,M,5
2010,98,F,12
2010,98,M,4
2010,99,F,8
2010,99,M,0
2010,100,F,10
2010,100,M,3
2010,101,F,13
2010,101,M,0
2010,102,F,6
2010,102,M,0
2010,103,F,4
2010,103,M,0
2010,104,F,1
2010,104,M,0
2010,105,F,1
2010,105,M,0
2010,106,F,1
2010,106,M,0
2010,107,F,0
2010,107,M,0
2010,108,F,0
2010,108,M,0
2010,109,F,0
2010,109,M,0
2010,110,F,0
2010,110,M,0
2011,0,F,0
2011,0,M,0
2011,1,F,0
2011,1,M,0
2011,2,F,0
2011,2,M,0
2011,3,F,303
2011,3,M,513
2011,4,F,367
2011,4,M,633
2011,5,F,373
2011,5,M,683
2011,6,F,454
2011,6,M,797
2011,7,F,530
2011,7,M,865
2011,8,F,569
2011,8,M,874
2011,9,F,629
2011,9,M,977
2011,10,F,668
2011,10,M,1052
2011,11,F,732
2011,11,M,1070
2011,12,F,762
2011,12,M,1060
2011,13,F,808
2011,13,M,1063
2011,14,F,838
2011,14,M,1189
2011,15,F,874
2011,15,M,1125
2011,16,F,883
2011,16,M,1040
2011,17,F,867
2011,17,M,1082
2011,18,F,925
2011,18,M,1027
2011,19,F,1011
2011,19,M,1123
2011,20,F,982
2011,20,M,1155
2011,21,F,1011
2011,21,M,1207
2011,22,F,1004
2011,22,M,1222
2011,23,F,989
2011,23,M,1208
2011,24,F,1016
2011,24,M,1205
2011,25,F,985
2011,25,M,1233
2011,26,F,1029
2011,26,M,1249
2011,27,F,985
2011,27,M,1261
2011,28,F,1049
2011,28,M,1260
2011,29,F,1078
2011,29,M,1220
2011,30,F,1021
2011,30,M,1124
2011,31,F,986
2011,31,M,1066
2011,32,F,951
2011,32,M,1005
2011,33,F,978
2011,33,M,939
2011,34,F,942
2011,34,M,858
2011,35,F,931
2011,35,M,824
2011,36,F,878
2011,36,M,737
2011,37,F,893
2011,37,M,718
2011,38,F,858
2011,38,M,698
2011,39,F,954
2011,39,M,673
2011,40,F,915
2011,40,M,658
2011,41,F,928
2011,41,M,678
2011,42,F,917
2011,42,M,589
2011,43,F,858
2011,43,M,557
2011,44,F,826
2011,44,M,576
2011,45,F,898
2011,45,M,580
2011,46,F,945
2011,46,M,619
2011,47,F,997
2011,47,M,582
2011,48,F,993
2011,48,M,651
2011,49,F,953
2011,49,M,566
2011,50,F,964
2011,50,M,577
2011,51,F,884
2011,51,M,577
2011,52,F,920
2011,52,M,560
2011,53,F,920
2011,53,M,505
2011,54,F,821
2011,54,M,493
2011,55,F,836
2011,55,M,500
2011,56,F,797
2011,56,M,510
2011,57,F,815
2011,57,M,461
2011,58,F,776
2011,58,M,430
2011,59,F,738
2011,59,M,445
2011,60,F,717
2011,60,M,416
2011,61,F,712
2011,61,M,455
2011,62,F,745
2011,62,M,431
2011,63,F,713
2011,63,M,422
2011,64,F,746
2011,64,M,430
2011,65,F,615
2011,65,M,387
2011,66,F,552
2011,66,M,355
2011,67,F,552
2011,67,M,348
2011,68,F,542
2011,68,M,369
2011,69,F,514
2011,69,M,334
2011,70,F,469
2011,70,M,286
2011,71,F,452
2011,71,M,263
2011,72,F,443
2011,72,M,226
2011,73,F,401
2011,73,M,227
2011,74,F,367
2011,74,M,192
2011,75,F,380
2011,75,M,205
2011,76,F,334
2011,76,M,177
2011,77,F,325
2011,77,M,172
2011,78,F,335
2011,78,M,177
2011,79,F,340
2011,79,M,173
2011,80,F,330
2011,80,M,163
2011,81,F,309
2011,81,M,146
2011,82,F,294
2011,82,M,116
2011,83,F,261
2011,83,M,121
2011,84,F,253
2011,84,M,93
2011,85,F,259
2011,85,M,95
2011,86,F,185
2011,86,M,69
2011,87,F,193
2011,87,M,77
2011,88,F,202
2011,88,M,63
2011,89,F,161
2011,89,M,38
2011,90,F,134
2011,90,M,40
2011,91,F,114
2011,91,M,28
2011,92,F,76
2011,92,M,15
2011,93,F,67
2011,93,M,19
2011,94,F,64
2011,94,M,13
2011,95,F,41
2011,95,M,7
2011,96,F,22
2011,96,M,6
2011,97,F,19
2011,97,M,3
2011,98,F,15
2011,98,M,3
2011,99,F,14
2011,99,M,4
2011,100,F,18
2011,100,M,2
2011,101,F,7
2011,101,M,2
2011,102,F,7
2011,102,M,0
2011,103,F,4
2011,103,M,1
2011,104,F,1
2011,104,M,0
2011,105,F,0
2011,105,M,0
2011,106,F,1
2011,106,M,0
2011,107,F,1
2011,107,M,0
2011,108,F,0
2011,108,M,0
2011,109,F,0
2011,109,M,0
2011,110,F,0
2011,110,M,0
2012,0,F,0
2012,0,M,0
2012,1,F,0
2012,1,M,0
2012,2,F,0
2012,2,M,0
2012,3,F,290
2012,3,M,557
2012,4,F,421
2012,4,M,609
2012,5,F,444
2012,5,M,724
2012,6,F,460
2012,6,M,785
2012,7,F,513
2012,7,M,888
2012,8,F,598
2012,8,M,920
2012,9,F,626
2012,9,M,941
2012,10,F,667
2012,10,M,1030
2012,11,F,702
2012,11,M,1096
2012,12,F,777
2012,12,M,1104
2012,13,F,786
2012,13,M,1093
2012,14,F,825
2012,14,M,1077
2012,15,F,848
2012,15,M,1186
2012,16,F,874
2012,16,M,1127
2012,17,F,867
2012,17,M,1048
2012,18,F,881
2012,18,M,1087
2012,19,F,955
2012,19,M,1037
2012,20,F,1008
2012,20,M,1124
2012,21,F,981
2012,21,M,1137
2012,22,F,1020
2012,22,M,1204
2012,23,F,1004
2012,23,M,1216
2012,24,F,995
2012,24,M,1203
2012,25,F,1012
2012,25,M,1197
2012,26,F,977
2012,26,M,1247
2012,27,F,1035
2012,27,M,1234
2012,28,F,1006
2012,28,M,1254
2012,29,F,1057
2012,29,M,1259
2012,30,F,1096
2012,30,M,1232
2012,31,F,1024
2012,31,M,1126
2012,32,F,992
2012,32,M,1090
2012,33,F,964
2012,33,M,1004
2012,34,F,1009
2012,34,M,954
2012,35,F,975
2012,35,M,860
2012,36,F,962
2012,36,M,838
2012,37,F,909
2012,37,M,750
2012,38,F,919
2012,38,M,735
2012,39,F,897
2012,39,M,714
2012,40,F,981
2012,40,M,693
2012,41,F,947
2012,41,M,684
2012,42,F,950
2012,42,M,700
2012,43,F,940
2012,43,M,611
2012,44,F,886
2012,44,M,577
2012,45,F,860
2012,45,M,594
2012,46,F,928
2012,46,M,608
2012,47,F,975
2012,47,M,650
2012,48,F,1023
2012,48,M,607
2012,49,F,1039
2012,49,M,685
2012,50,F,984
2012,50,M,604
2012,51,F,991
2012,51,M,609
2012,52,F,907
2012,52,M,599
2012,53,F,956
2012,53,M,575
2012,54,F,951
2012,54,M,531
2012,55,F,847
2012,55,M,524
2012,56,F,861
2012,56,M,512
2012,57,F,833
2012,57,M,537
2012,58,F,841
2012,58,M,503
2012,59,F,802
2012,59,M,451
2012,60,F,768
2012,60,M,466
2012,61,F,745
2012,61,M,432
2012,62,F,735
2012,62,M,462
2012,63,F,768
2012,63,M,450
2012,64,F,737
2012,64,M,438
2012,65,F,757
2012,65,M,446
2012,66,F,640
2012,66,M,395
2012,67,F,565
2012,67,M,370
2012,68,F,552
2012,68,M,349
2012,69,F,551
2012,69,M,365
2012,70,F,509
2012,70,M,341
2012,71,F,472
2012,71,M,281
2012,72,F,450
2012,72,M,261
2012,73,F,438
2012,73,M,233
2012,74,F,409
2012,74,M,229
2012,75,F,371
2012,75,M,200
2012,76,F,375
2012,76,M,204
2012,77,F,346
2012,77,M,184
2012,78,F,324
2012,78,M,168
2012,79,F,333
2012,79,M,172
2012,80,F,332
2012,80,M,164
2012,81,F,321
2012,81,M,156
2012,82,F,303
2012,82,M,145
2012,83,F,279
2012,83,M,113
2012,84,F,259
2012,84,M,107
2012,85,F,254
2012,85,M,86
2012,86,F,246
2012,86,M,87
2012,87,F,174
2012,87,M,69
2012,88,F,181
2012,88,M,70
2012,89,F,192
2012,89,M,57
2012,90,F,153
2012,90,M,41
2012,91,F,112
2012,91,M,29
2012,92,F,99
2012,92,M,24
2012,93,F,63
2012,93,M,12
2012,94,F,56
2012,94,M,16
2012,95,F,47
2012,95,M,8
2012,96,F,33
2012,96,M,6
2012,97,F,15
2012,97,M,3
2012,98,F,16
2012,98,M,4
2012,99,F,12
2012,99,M,2
2012,100,F,26
2012,100,M,5
2012,101,F,11
2012,101,M,2
2012,102,F,4
2012,102,M,0
2012,103,F,6
2012,103,M,0
2012,104,F,3
2012,104,M,0
2012,105,F,1
2012,105,M,0
2012,106,F,0
2012,106,M,0
2012,107,F,1
2012,107,M,0
2012,108,F,1
2012,108,M,0
2012,109,F,0
2012,109,M,0
2012,110,F,0
2012,110,M,0
2013,0,F,0
2013,0,M,0
2013,1,F,0
2013,1,M,0
2013,2,F,0
2013,2,M,0
2013,3,F,285
2013,3,M,628
2013,4,F,334
2013,4,M,617
2013,5,F,468
2013,5,M,733
2013,6,F,513
2013,6,M,824
2013,7,F,547
2013,7,M,876
2013,8,F,566
2013,8,M,965
2013,9,F,652
2013,9,M,979
2013,10,F,680
2013,10,M,999
2013,11,F,716
2013,11,M,1061
2013,12,F,737
2013,12,M,1127
2013,13,F,820
2013,13,M,1120
2013,14,F,829
2013,14,M,1106
2013,15,F,832
2013,15,M,1076
2013,16,F,871
2013,16,M,1191
2013,17,F,885
2013,17,M,1118
2013,18,F,882
2013,18,M,1042
2013,19,F,915
2013,19,M,1082
2013,20,F,956
2013,20,M,1040
2013,21,F,999
2013,21,M,1102
2013,22,F,961
2013,22,M,1136
2013,23,F,1006
2013,23,M,1195
2013,24,F,1009
2013,24,M,1193
2013,25,F,994
2013,25,M,1199
2013,26,F,1005
2013,26,M,1188
2013,27,F,991
2013,27,M,1248
2013,28,F,1054
2013,28,M,1226
2013,29,F,1021
2013,29,M,1249
2013,30,F,1063
2013,30,M,1243
2013,31,F,1106
2013,31,M,1235
2013,32,F,1042
2013,32,M,1125
2013,33,F,1010
2013,33,M,1098
2013,34,F,982
2013,34,M,997
2013,35,F,1018
2013,35,M,950
2013,36,F,1001
2013,36,M,857
2013,37,F,985
2013,37,M,841
2013,38,F,941
2013,38,M,748
2013,39,F,961
2013,39,M,751
2013,40,F,935
2013,40,M,723
2013,41,F,1009
2013,41,M,716
2013,42,F,972
2013,42,M,706
2013,43,F,983
2013,43,M,714
2013,44,F,973
2013,44,M,623
2013,45,F,915
2013,45,M,596
2013,46,F,897
2013,46,M,618
2013,47,F,962
2013,47,M,629
2013,48,F,1011
2013,48,M,675
2013,49,F,1071
2013,49,M,637
2013,50,F,1071
2013,50,M,707
2013,51,F,1012
2013,51,M,629
2013,52,F,1029
2013,52,M,638
2013,53,F,934
2013,53,M,617
2013,54,F,983
2013,54,M,602
2013,55,F,985
2013,55,M,552
2013,56,F,881
2013,56,M,549
2013,57,F,876
2013,57,M,535
2013,58,F,870
2013,58,M,573
2013,59,F,875
2013,59,M,515
2013,60,F,832
2013,60,M,468
2013,61,F,803
2013,61,M,486
2013,62,F,785
2013,62,M,451
2013,63,F,762
2013,63,M,462
2013,64,F,792
2013,64,M,464
2013,65,F,778
2013,65,M,446
2013,66,F,770
2013,66,M,458
2013,67,F,650
2013,67,M,409
2013,68,F,575
2013,68,M,392
2013,69,F,560
2013,69,M,361
2013,70,F,556
2013,70,M,375
2013,71,F,529
2013,71,M,346
2013,72,F,476
2013,72,M,281
2013,73,F,458
2013,73,M,261
2013,74,F,441
2013,74,M,237
2013,75,F,419
2013,75,M,231
2013,76,F,373
2013,76,M,206
2013,77,F,378
2013,77,M,198
2013,78,F,340
2013,78,M,185
2013,79,F,333
2013,79,M,160
2013,80,F,330
2013,80,M,167
2013,81,F,317
2013,81,M,167
2013,82,F,313
2013,82,M,146
2013,83,F,291
2013,83,M,137
2013,84,F,277
2013,84,M,103
2013,85,F,260
2013,85,M,103
2013,86,F,254
2013,86,M,84
2013,87,F,237
2013,87,M,78
2013,88,F,157
2013,88,M,60
2013,89,F,180
2013,89,M,62
2013,90,F,173
2013,90,M,53
2013,91,F,140
2013,91,M,38
2013,92,F,99
2013,92,M,24
2013,93,F,82
2013,93,M,18
2013,94,F,55
2013,94,M,7
2013,95,F,45
2013,95,M,11
2013,96,F,38
2013,96,M,6
2013,97,F,25
2013,97,M,6
2013,98,F,15
2013,98,M,2
2013,99,F,12
2013,99,M,2
2013,100,F,20
2013,100,M,6
2013,101,F,15
2013,101,M,4
2013,102,F,8
2013,102,M,1
2013,103,F,2
2013,103,M,0
2013,104,F,5
2013,104,M,0
2013,105,F,3
2013,105,M,0
2013,106,F,1
2013,106,M,0
2013,107,F,0
2013,107,M,0
2013,108,F,0
2013,108,M,0
2013,109,F,0
2013,109,M,0
2013,110,F,0
2013,110,M,0
2014,0,F,0
2014,0,M,0
2014,1,F,0
2014,1,M,0
2014,2,F,0
2014,2,M,0
2014,3,F,293
2014,3,M,558
2014,4,F,341
2014,4,M,627
2014,5,F,405
2014,5,M,703
2014,6,F,551
2014,6,M,817
2014,7,F,588
2014,7,M,912
2014,8,F,604
2014,8,M,954
2014,9,F,616
2014,9,M,1014
2014,10,F,705
2014,10,M,1017
2014,11,F,717
2014,11,M,1034
2014,12,F,748
2014,12,M,1071
2014,13,F,761
2014,13,M,1143
2014,14,F,825
2014,14,M,1134
2014,15,F,831
2014,15,M,1130
2014,16,F,843
2014,16,M,1072
2014,17,F,864
2014,17,M,1177
2014,18,F,897
2014,18,M,1127
2014,19,F,923
2014,19,M,1053
2014,20,F,913
2014,20,M,1087
2014,21,F,951
2014,21,M,1037
2014,22,F,986
2014,22,M,1091
2014,23,F,959
2014,23,M,1125
2014,24,F,1019
2014,24,M,1179
2014,25,F,1003
2014,25,M,1191
2014,26,F,985
2014,26,M,1193
2014,27,F,1013
2014,27,M,1191
2014,28,F,997
2014,28,M,1254
2014,29,F,1056
2014,29,M,1217
2014,30,F,1034
2014,30,M,1245
2014,31,F,1078
2014,31,M,1237
2014,32,F,1107
2014,32,M,1234
2014,33,F,1055
2014,33,M,1127
2014,34,F,1020
2014,34,M,1109
2014,35,F,1017
2014,35,M,997
2014,36,F,1025
2014,36,M,949
2014,37,F,1020
2014,37,M,867
2014,38,F,1003
2014,38,M,843
2014,39,F,965
2014,39,M,765
2014,40,F,987
2014,40,M,777
2014,41,F,958
2014,41,M,728
2014,42,F,1049
2014,42,M,721
2014,43,F,998
2014,43,M,730
2014,44,F,1012
2014,44,M,734
2014,45,F,992
2014,45,M,648
2014,46,F,937
2014,46,M,611
2014,47,F,930
2014,47,M,643
2014,48,F,992
2014,48,M,655
2014,49,F,1034
2014,49,M,707
2014,50,F,1115
2014,50,M,669
2014,51,F,1099
2014,51,M,734
2014,52,F,1041
2014,52,M,644
2014,53,F,1053
2014,53,M,664
2014,54,F,977
2014,54,M,642
2014,55,F,1011
2014,55,M,623
2014,56,F,1012
2014,56,M,568
2014,57,F,927
2014,57,M,569
2014,58,F,911
2014,58,M,556
2014,59,F,907
2014,59,M,573
2014,60,F,914
2014,60,M,535
2014,61,F,848
2014,61,M,472
2014,62,F,839
2014,62,M,496
2014,63,F,804
2014,63,M,458
2014,64,F,771
2014,64,M,468
2014,65,F,802
2014,65,M,478
2014,66,F,784
2014,66,M,455
2014,67,F,775
2014,67,M,475
2014,68,F,655
2014,68,M,416
2014,69,F,577
2014,69,M,391
2014,70,F,573
2014,70,M,369
2014,71,F,564
2014,71,M,379
2014,72,F,523
2014,72,M,374
2014,73,F,479
2014,73,M,279
2014,74,F,467
2014,74,M,259
2014,75,F,444
2014,75,M,245
2014,76,F,419
2014,76,M,231
2014,77,F,380
2014,77,M,198
2014,78,F,373
2014,78,M,195
2014,79,F,345
2014,79,M,181
2014,80,F,326
2014,80,M,156
2014,81,F,320
2014,81,M,165
2014,82,F,307
2014,82,M,163
2014,83,F,306
2014,83,M,142
2014,84,F,274
2014,84,M,128
2014,85,F,264
2014,85,M,94
2014,86,F,251
2014,86,M,105
2014,87,F,239
2014,87,M,77
2014,88,F,222
2014,88,M,72
2014,89,F,145
2014,89,M,52
