year,age,sex,cost
2008,65,M,2319402.7036856594
2008,66,F,3262394.330967301
2008,66,M,1997185.1362446109
2008,67,F,3234587.1157240896
2008,67,M,1586623.7620778198
2008,68,F,2885720.6170171117
2008,68,M,1529323.831937184
2008,69,F,2633080.642070404
2008,69,M,1384690.5363670916
2008,70,F,2368815.659493412
2008,70,M,1370939.6599881118
2008,71,F,2338278.988816922
2008,71,M,1139796.5158431563
2008,72,F,2294604.7537069125
2008,72,M,1194160.0666851634
2008,73,F,2171737.003092739
2008,73,M,1066792.361983263
2008,74,F,2196662.042841074
2008,74,M,1102614.5872925534
2008,75,F,2226986.5727361846
2008,75,M,1189226.616204296
2008,76,F,2209376.757980978
2008,76,M,1183198.5759611917
2008,77,F,2220967.9856285234
2008,77,M,1166628.858695512
2008,78,F,2292531.7516532047
2008,78,M,901896.2630791691
2008,79,F,2001892.054548263
2008,79,M,806456.4996709545
2008,80,F,1887327.069647217
2008,80,M,899952.7312602758
2008,81,F,1884643.1355884916
2008,81,M,626430.7669046273
2008,82,F,1975793.7847128822
2008,82,M,743012.3942728207
2008,83,F,1441377.5841361436
2008,83,M,539012.1429937019
2008,84,F,1551410.1124590575
2008,84,M,519702.6075960455
2008,85,F,1529196.823205279
2008,85,M,545028.6265108456
2008,86,F,1295733.2475250338
2008,86,M,364233.5532559733
2008,87,F,1172937.2937970692
2008,87,M,247357.12669701912
2008,88,F,1163056.5353227714
2008,88,M,225251.23178926937
2008,89,F,786928.1923081978
2008,89,M,215463.03960165262
2008,90,F,667692.6236562696
2008,90,M,161984.8088360589
2008,91,F,551100.4575328369
2008,91,M,138325.957664435
2008,92,F,490020.7507999805
2008,92,M,104786.77681530532
2008,93,F,328936.85465582076
2008,93,M,102438.89913552451
2008,94,F,266771.40210907767
2008,94,M,64940.280137441885
2008,95,F,230930.33296616297
2008,95,M,63710.04497389413
2008,96,F,143201.15174586183
2008,96,M,28915.650824131262
2008,97,F,117822.48907651182
2008,97,M,13279.001419128112
2008,98,F,64916.87541437574
2008,98,M,30864.050690631215
2008,99,F,36314.70099451144
2008,99,M,0.0
2008,100,F,105810.1889183236
2008,100,M,12515.079803005392
2008,101,F,65702.96489548068
2008,101,M,4652.120974430794
2008,102,F,20605.43410072755
2008,102,M,0.0
2008,103,F,18928.218964961427
2008,103,M,0.0
2008,104,F,15583.691628008746
2008,104,M,0.0
2008,105,F,8821.55172239709
2008,105,M,0.0
2008,106,F,5095.955128022842
2008,106,M,0.0
2008,107,F,0.0
2008,107,M,0.0
2008,108,F,0.0
2008,108,M,0.0
2008,109,F,0.0
2008,109,M,0.0
2008,110,F,0.0
2008,110,M,0.0
2009,0,F,0.0
2009,0,M,0.0
2009,1,F,0.0
2009,1,M,0.0
2009,2,F,0.0
2009,2,M,0.0
2009,3,F,2006220.9149339464
2009,3,M,3588158.663830975
2009,4,F,2555087.600446069
2009,4,M,4233590.265641189
2009,5,F,2934730.8404132905
2009,5,M,5009340.495391394
2009,6,F,2916553.9228015128
2009,6,M,5393655.584061783
2009,7,F,3800424.0525781084
2009,7,M,6101947.045177055
2009,8,F,3886097.625079539
2009,8,M,6450522.293542891
2009,9,F,4478191.336112354
2009,9,M,6991514.76954298
2009,10,F,4682675.811298732
2009,10,M,6682414.410335991
2009,11,F,4871822.361380159
2009,11,M,7041903.381742512
2009,12,F,5121112.305491539
2009,12,M,7970706.572289943
2009,13,F,5331200.222667714
2009,13,M,7305881.738569736
2009,14,F,5383194.626696812
2009,14,M,6803732.710468304
2009,15,F,5683783.637363296
2009,15,M,7062120.584498176
2009,16,F,5688177.848793559
2009,16,M,6638572.408644212
2009,17,F,6110349.241234674
2009,17,M,6636742.034447454
2009,18,F,5953638.04993077
2009,18,M,6759260.501256862
2009,19,F,6234653.073589112
2009,19,M,7445170.252631869
2009,20,F,6178798.962523692
2009,20,M,7277052.461266552
2009,21,F,5883745.270602105
2009,21,M,7169877.014954096
2009,22,F,6021824.690675528
2009,22,M,7076671.688469491
2009,23,F,5835805.4182742415
2009,23,M,7270528.032233877
2009,24,F,6187194.9974652445
2009,24,M,7384707.459755128
2009,25,F,5922053.2809881605
2009,25,M,7476089.576534325
2009,26,F,6164990.794509247
2009,26,M,7361606.0506594675
2009,27,F,6424742.047109505
2009,27,M,7030082.529678427
2009,28,F,6203518.442380035
2009,28,M,6441335.26613229
2009,29,F,6095831.9442244945
2009,29,M,6227643.151302199
2009,30,F,5686780.955826976
2009,30,M,5764611.319625092
2009,31,F,6246165.216460168
2009,31,M,5493548.824114751
2009,32,F,5874759.436328546
2009,32,M,5436609.397162734
2009,33,F,5627897.777744246
2009,33,M,5021355.347898541
2009,34,F,5186370.890276689
2009,34,M,4362832.633298397
2009,35,F,5469158.624773043
2009,35,M,4366291.014262318
2009,36,F,5175670.306086448
2009,36,M,4189037.6891659563
2009,37,F,5528195.085838808
2009,37,M,3976030.227765517
2009,38,F,5627015.73203115
2009,38,M,3992131.487639742
2009,39,F,5524971.41884784
2009,39,M,3912297.7357739494
2009,40,F,5330868.806291455
2009,40,M,3376734.8544000424
2009,41,F,5243079.125061673
2009,41,M,3278844.103007073
2009,42,F,4894855.0823337035
2009,42,M,3298822.8687893623
2009,43,F,5453690.117594264
2009,43,M,3345603.1089699767
2009,44,F,5772949.207795104
2009,44,M,3700029.789438211
2009,45,F,5838797.154287544
2009,45,M,3432073.3864418734
2009,46,F,6198751.269849528
2009,46,M,3970114.674091276
2009,47,F,5632691.879623536
2009,47,M,3268604.6762349755
2009,48,F,5763972.056794052
2009,48,M,3143096.77353185
2009,49,F,5183582.379361075
2009,49,M,3246262.076771635
2009,50,F,5411310.863626335
2009,50,M,3179051.650999854
2009,51,F,5647039.979265377
2009,51,M,3011068.0294947713
2009,52,F,4951891.839662456
2009,52,M,2796373.1517505473
2009,53,F,5083397.167010011
2009,53,M,2732925.6275779917
2009,54,F,4907506.213363208
2009,54,M,2948439.5754126734
2009,55,F,5052213.417923559
2009,55,M,2656474.1759244427
2009,56,F,4794907.561190891
2009,56,M,2513187.316384129
2009,57,F,4604288.177960746
2009,57,M,2647780.2057734663
2009,58,F,4281062.207138232
2009,58,M,2298666.2608499597
2009,59,F,4225108.255788064
2009,59,M,2588999.052318818
2009,60,F,4600274.511493422
2009,60,M,2582292.4026435795
2009,61,F,4460336.537292812
2009,61,M,2422116.3886548653
2009,62,F,4713456.349483759
2009,62,M,2634685.142870625
2009,63,F,3718638.94711326
2009,63,M,2383088.4251363287
2009,64,F,3474412.238128942
2009,64,M,2166907.78602939
2009,65,F,3488303.2870348613
2009,65,M,2289681.4799479586
2009,66,F,3417758.4483629703
2009,66,M,2334747.2538090176
2009,67,F,3409749.1177451904
2009,67,M,1985312.5355630678
2009,68,F,3161709.1278208215
2009,68,M,1645585.9981161163
2009,69,F,2958521.0616821162
2009,69,M,1537098.1390184402
2009,70,F,2760757.0252480465
2009,70,M,1447721.1284397538
2009,71,F,2467598.26401117
2009,71,M,1429966.7716960115
2009,72,F,2402559.419018714
2009,72,M,1130597.4547581633
2009,73,F,2320672.102581412
2009,73,M,1208576.6237670234
2009,74,F,2237494.490010694
2009,74,M,1062645.8083787905
2009,75,F,2148509.429149869
2009,75,M,1096486.536548681
2009,76,F,2336410.063530072
2009,76,M,1214146.584642791
2009,77,F,2323949.1959030977
2009,77,M,1186289.556443106
2009,78,F,2238355.8460971015
2009,78,M,1131827.7843414955
2009,79,F,2226143.0567846466
2009,79,M,913830.4501844295
2009,80,F,2027132.6783863408
2009,80,M,801347.4169379544
2009,81,F,1813670.4885734227
2009,81,M,905046.2470291912
2009,82,F,1838242.8707775092
2009,82,M,698991.7876391946
2009,83,F,1886623.4195458747
2009,83,M,731204.3913814684
2009,84,F,1400350.4233153397
2009,84,M,484146.60958607466
2009,85,F,1543642.0368425592
2009,85,M,538629.0298008906
2009,86,F,1522574.1717293547
2009,86,M,478095.0284086367
2009,87,F,1242989.4160243112
2009,87,M,289703.49002339225
2009,88,F,1125765.6144132668
2009,88,M,258028.30394394367
2009,89,F,1075441.5401175022
2009,89,M,200741.74875193095
2009,90,F,660614.6518389909
2009,90,M,174693.67866453776
2009,91,F,635305.7265278104
2009,91,M,150239.75127403103
2009,92,F,515747.7997547938
2009,92,M,99668.63701677295
2009,93,F,388026.4519060172
2009,93,M,81050.96420708451
2009,94,F,297550.27702332917
2009,94,M,66985.03200783988
2009,95,F,222659.5449742399
2009,95,M,38596.15432977894
2009,96,F,194736.06527889697
2009,96,M,53438.960142004864
2009,97,F,81504.88255779991
2009,97,M,18348.065436413202
2009,98,F,93759.0537877875
2009,98,M,5143.315353402696
2009,99,F,47908.310268364425
2009,99,M,17341.633892208487
2009,100,F,92765.73268547049
2009,100,M,0.0
2009,101,F,79124.2132201392
2009,101,M,4287.150415623513
2009,102,F,29675.33063668452
2009,102,M,0.0
2009,103,F,16065.116804035257
2009,103,M,0.0
2009,104,F,13474.237039788655
2009,104,M,0.0
2009,105,F,9165.818355232925
2009,105,M,0.0
2009,106,F,8806.361972861801
2009,106,M,0.0
2009,107,F,0.0
2009,107,M,0.0
2009,108,F,0.0
2009,108,M,0.0
2009,109,F,0.0
2009,109,M,0.0
2009,110,F,0.0
2009,110,M,0.0
2010,0,F,0.0
2010,0,M,0.0
2010,1,F,0.0
2010,1,M,0.0
2010,2,F,0.0
2010,2,M,0.0
2010,3,F,2486085.5290299077
2010,3,M,4224755.58634388
2010,4,F,2438046.5026977616
2010,4,M,4194350.386739542
2010,5,F,2974848.694362039
2010,5,M,4970785.118055237
2010,6,F,3465081.606590453
2010,6,M,5642706.9962238
2010,7,F,3598166.8285357747
2010,7,M,5654545.914043629
2010,8,F,4061664.196151677
2010,8,M,6356990.46653209
2010,9,F,4166935.428802446
2010,9,M,6848452.04892426
2010,10,F,4719781.986718676
2010,10,M,7281550.896921048
2010,11,F,4962341.664287693
2010,11,M,7054320.577546073
2010,12,F,5094235.710087353
2010,12,M,7212061.622072222
2010,13,F,5409125.443835752
2010,13,M,8034354.646190224
2010,14,F,5488135.225319446
2010,14,M,7384576.1832027035
2010,15,F,5649648.685043392
2010,15,M,6810783.670797198
2010,16,F,5789013.0067062015
2010,16,M,7132794.663419774
2010,17,F,5778176.841533494
2010,17,M,6580139.519891896
2010,18,F,6239413.527798883
2010,18,M,6778113.395317457
2010,19,F,6116452.982596646
2010,19,M,6894341.675847416
2010,20,F,6306842.565281256
2010,20,M,7344272.923678726
2010,21,F,6260386.935228252
2010,21,M,7263327.879597663
2010,22,F,5839312.224864222
2010,22,M,7143702.91096536
2010,23,F,6076540.489306961
2010,23,M,7068626.527605135
2010,24,F,5875993.171965199
2010,24,M,7236753.959122545
2010,25,F,6179469.888859095
2010,25,M,7350438.982153606
2010,26,F,6047178.059421124
2010,26,M,7546982.152596826
2010,27,F,6418508.621919237
2010,27,M,7342708.107526253
2010,28,F,6612617.647842378
2010,28,M,7033631.295076143
2010,29,F,6343533.484907437
2010,29,M,6507201.629215206
2010,30,F,6257809.421303375
2010,30,M,6253887.585844768
2010,31,F,5778939.053132978
2010,31,M,5784050.456974469
2010,32,F,6421049.429165847
2010,32,M,5578581.279142837
2010,33,F,6100354.944896502
2010,33,M,5477180.508276526
2010,34,F,5704972.247641698
2010,34,M,5050110.540880691
2010,35,F,5500217.296843883
2010,35,M,4503077.499194768
2010,36,F,5659793.050277272
2010,36,M,4569373.605576795
2010,37,F,5335057.772752524
2010,37,M,4185735.2670060103
2010,38,F,5820456.928049616
2010,38,M,4100127.67250043
2010,39,F,5885499.125140776
2010,39,M,4128791.2192856115
2010,40,F,5726043.804600876
2010,40,M,4118604.0330772907
2010,41,F,5588981.039176658
2010,41,M,3563969.528780741
2010,42,F,5444481.129185117
2010,42,M,3382367.1454876894
2010,43,F,5047989.183863651
2010,43,M,3399413.624399355
2010,44,F,5648304.031738681
2010,44,M,3501958.0289969067
2010,45,F,6038480.469476183
2010,45,M,3861065.608538438
2010,46,F,6154147.061134726
2010,46,M,3521022.0051597822
2010,47,F,6429449.739055651
2010,47,M,4152766.037104947
2010,48,F,5984745.167665334
2010,48,M,3363178.855928294
2010,49,F,5986724.62181602
2010,49,M,3325453.6192567125
2010,50,F,5392099.091044852
2010,50,M,3421419.6389878313
2010,51,F,5840014.063681581
2010,51,M,3386751.6000885163
2010,52,F,5944916.95235753
2010,52,M,3064507.7110922453
2010,53,F,5174948.648811238
2010,53,M,2973061.465958683
2010,54,F,5354531.78530183
2010,54,M,2890522.9863730646
2010,55,F,5178983.3956041485
2010,55,M,3141587.1746929805
2010,56,F,5311244.989122953
2010,56,M,2841936.633506244
2010,57,F,4916352.780758261
2010,57,M,2688182.13228184
2010,58,F,4804300.96941951
2010,58,M,2816791.2706209733
2010,59,F,4658654.451377464
2010,59,M,2431904.2693482116
2010,60,F,4422167.806204651
2010,60,M,2742063.333215055
2010,61,F,4820141.230877061
2010,61,M,2628114.7674301397
2010,62,F,4638267.003498651
2010,62,M,2589558.579108129
2010,63,F,4816919.257112274
2010,63,M,2682117.56604167
2010,64,F,3781406.1795626394
2010,64,M,2484156.981154889
2010,65,F,3577199.759684417
2010,65,M,2246129.682348661
2010,66,F,3555769.5329060107
2010,66,M,2263931.382748222
2010,67,F,3518494.552003208
2010,67,M,2410425.355880012
2010,68,F,3482155.5463918247
2010,68,M,2015501.7991486874
2010,69,F,3202731.2764587565
2010,69,M,1678725.7360613134
2010,70,F,2975115.226654092
2010,70,M,1637371.1683632988
2010,71,F,2896072.4560321975
2010,71,M,1455237.0638795693
2010,72,F,2620775.0610653018
2010,72,M,1415239.8682273615
2010,73,F,2432227.3876561713
2010,73,M,1180928.2965660526
2010,74,F,2372005.7603235818
2010,74,M,1261620.4820795103
2010,75,F,2284697.204549618
2010,75,M,1085731.077240788
2010,76,F,2162878.5239381953
2010,76,M,1148198.850054339
2010,77,F,2442831.727298146
2010,77,M,1175910.0568962642
2010,78,F,2359530.0526945884
2010,78,M,1164366.6426826813
2010,79,F,2252427.279967387
2010,79,M,1123649.6308543703
2010,80,F,2173635.588683906
2010,80,M,955955.5205207892
2010,81,F,2036816.8747853779
2010,81,M,768630.8613319672
2010,82,F,1770924.838527604
2010,82,M,861423.7765046796
2010,83,F,1844546.935279762
2010,83,M,694432.1404053919
2010,84,F,1789596.397706192
2010,84,M,660783.9581796223
2010,85,F,1364986.1562502612
2010,85,M,384853.90455605066
2010,86,F,1386851.5706712485
2010,86,M,491496.6237050571
2010,87,F,1477585.3601357306
2010,87,M,416909.4040385488
2010,88,F,1141501.8203853816
2010,88,M,259195.25438624676
2010,89,F,1038868.3532138761
2010,89,M,262693.92386526876
2010,90,F,964978.5740296266
2010,90,M,180421.8480559924
2010,91,F,575435.7359787177
2010,91,M,124468.69531429163
2010,92,F,547606.137935046
2010,92,M,149906.35459397445
2010,93,F,483436.4604463877
2010,93,M,81471.1282906743
2010,94,F,311043.7532568291
2010,94,M,55285.45367604378
2010,95,F,203832.9789233547
2010,95,M,53271.08656089756
2010,96,F,186388.15955860325
2010,96,M,25274.396261329122
2010,97,F,156254.4357898455
2010,97,M,39894.34394346903
2010,98,F,64031.77525218272
2010,98,M,24202.5429462706
2010,99,F,48700.70668850158
2010,99,M,0.0
2010,100,F,56048.415610912074
2010,100,M,17072.185928470917
2010,101,F,76904.98500982921
2010,101,M,0.0
2010,102,F,56205.05132595936
2010,102,M,0.0
2010,103,F,29645.847764156213
2010,103,M,0.0
2010,104,F,9953.89202267889
2010,104,M,0.0
2010,105,F,9222.36089741781
2010,105,M,0.0
2010,106,F,9164.117901328738
2010,106,M,0.0
2010,107,F,0.0
2010,107,M,0.0
2010,108,F,0.0
2010,108,M,0.0
2010,109,F,0.0
2010,109,M,0.0
2010,110,F,0.0
2010,110,M,0.0
2011,0,F,0.0
2011,0,M,0.0
2011,1,F,0.0
2011,1,M,0.0
2011,2,F,0.0
2011,2,M,0.0
2011,3,F,2450865.396191592
2011,3,M,4316832.879063689
2011,4,F,2592819.1885406785
2011,4,M,4869108.252124524
2011,5,F,2800211.730188573
2011,5,M,4765516.463610371
2011,6,F,3360002.810920047
2011,6,M,5629768.133112395
2011,7,F,3828499.4291283716
2011,7,M,6072708.353165269
2011,8,F,3874588.730700158
2011,8,M,5886837.586001564
2011,9,F,4278836.599315211
2011,9,M,6569257.553502148
2011,10,F,4441392.016791946
2011,10,M,7230881.341980529
2011,11,F,4921217.66893927
2011,11,M,7458677.795572133
2011,12,F,5180376.91630985
2011,12,M,7327128.9912805045
2011,13,F,5392144.309435133
2011,13,M,7394334.255670018
2011,14,F,5601832.893076819
2011,14,M,8047583.455135439
2011,15,F,5599423.179369363
2011,15,M,7346149.8918629885
2011,16,F,5708800.108707642
2011,16,M,6826961.263720093
2011,17,F,5931078.459642435
2011,17,M,7067208.175878353
2011,18,F,5896309.247955616
2011,18,M,6615263.289695165
2011,19,F,6257016.416070832
2011,19,M,6790229.870893778
2011,20,F,6211766.788243296
2011,20,M,6950912.728050007
2011,21,F,6406620.304508223
2011,21,M,7298303.837463835
2011,22,F,6297025.385441562
2011,22,M,7114999.150816269
2011,23,F,5992014.826465709
2011,23,M,7150751.261519393
2011,24,F,6216986.709916244
2011,24,M,7097827.08550109
2011,25,F,5971994.944045179
2011,25,M,7155212.604032669
2011,26,F,6284267.98283467
2011,26,M,7242398.686860028
2011,27,F,6201826.867416393
2011,27,M,7519548.855762941
2011,28,F,6435863.1835941505
2011,28,M,7449965.148038087
2011,29,F,6736618.03665462
2011,29,M,7113605.702087854
2011,30,F,6437745.0754912095
2011,30,M,6486499.936739613
2011,31,F,6290360.909021781
2011,31,M,6374631.398823544
2011,32,F,6020083.023880235
2011,32,M,5900941.39219087
2011,33,F,6436876.025892286
2011,33,M,5641855.088458899
2011,34,F,6214347.7133702515
2011,34,M,5480594.536945711
2011,35,F,5927547.306148635
2011,35,M,5102488.115221775
2011,36,F,5688119.532320031
2011,36,M,4547095.09276801
2011,37,F,5722857.840674183
2011,37,M,4642377.293391278
2011,38,F,5569367.974943163
2011,38,M,4267066.8897005785
2011,39,F,6113306.533373577
2011,39,M,4201278.031636291
2011,40,F,6085338.50344731
2011,40,M,4175285.4363108473
2011,41,F,5903935.785927768
2011,41,M,4200043.999571765
2011,42,F,5768676.421175431
2011,42,M,3658631.600228946
2011,43,F,5665978.2463776795
2011,43,M,3535343.342652922
2011,44,F,5329334.50175562
2011,44,M,3640577.847147363
2011,45,F,5948392.099262109
2011,45,M,3665641.4557263865
2011,46,F,6264399.522637724
2011,46,M,4053304.963671567
2011,47,F,6377938.917092633
2011,47,M,3766387.996681985
2011,48,F,6708283.393008388
2011,48,M,4291310.17947498
2011,49,F,6296272.180126399
2011,49,M,3529115.697209916
2011,50,F,6250603.383292395
2011,50,M,3557998.668211767
2011,51,F,5683102.745889518
2011,51,M,3622760.936515858
2011,52,F,6063720.587741202
2011,52,M,3581504.652146536
2011,53,F,6189894.075068968
2011,53,M,3279707.4845289863
2011,54,F,5302200.82423138
2011,54,M,3191520.4719421295
2011,55,F,5527867.970041576
2011,55,M,3096417.527406585
2011,56,F,5347536.967523656
2011,56,M,3242651.9796313103
2011,57,F,5499320.675440923
2011,57,M,3059754.042706065
2011,58,F,5145882.250011708
2011,58,M,2884226.9645186807
2011,59,F,4926429.193176831
2011,59,M,2929239.8706450867
2011,60,F,4782313.315510128
2011,60,M,2607250.2293716627
2011,61,F,4691485.592919412
2011,61,M,2869016.4454099243
2011,62,F,4947530.38183498
2011,62,M,2799829.475671254
2011,63,F,4787403.436490497
2011,63,M,2673490.7125164284
2011,64,F,4902777.269748439
2011,64,M,2777732.144041436
2011,65,F,3985747.661277875
2011,65,M,2537885.7128517358
2011,66,F,3697648.9847354325
2011,66,M,2202258.748608579
2011,67,F,3606301.296489346
2011,67,M,2235070.4779377966
2011,68,F,3529239.0981678045
2011,68,M,2426174.6627149386
2011,69,F,3575331.8549143807
2011,69,M,2075750.491687616
2011,70,F,3184294.66810059
2011,70,M,1711480.1150582975
2011,71,F,2992904.6157549587
2011,71,M,1656956.2625038878
2011,72,F,2988509.97934834
2011,72,M,1480966.88397377
2011,73,F,2715883.6567552425
2011,73,M,1471664.664053138
2011,74,F,2414988.2852689084
2011,74,M,1183939.1278189237
2011,75,F,2372131.7697338583
2011,75,M,1323069.4777144606
2011,76,F,2249277.826375732
2011,76,M,1082154.501501656
2011,77,F,2135692.6444352707
2011,77,M,1135792.3013755954
2011,78,F,2378487.1896430617
2011,78,M,1120527.6439124132
2011,79,F,2330871.9590745275
2011,79,M,1132145.8760359157
2011,80,F,2254895.4916614294
2011,80,M,1088358.4519111011
2011,81,F,2203287.3233451885
2011,81,M,959991.6701609094
2011,82,F,1978810.7214200867
2011,82,M,739130.3996449303
2011,83,F,1764907.068670542
2011,83,M,766252.2018959374
2011,84,F,1734924.2138434749
2011,84,M,642503.6122628438
2011,85,F,1821235.9639241116
2011,85,M,660503.9884017144
2011,86,F,1306771.7872482636
2011,86,M,456399.0541959048
2011,87,F,1408485.4321890392
2011,87,M,484892.8481502062
2011,88,F,1404981.1772994257
2011,88,M,373388.2474133611
2011,89,F,1127215.9903615348
2011,89,M,253992.17309901302
2011,90,F,895182.2933825413
2011,90,M,226717.0209527521
2011,91,F,810996.7179687417
2011,91,M,193066.25860865047
2011,92,F,531111.8205183462
2011,92,M,102960.67673133913
2011,93,F,467875.8716420264
2011,93,M,119004.11762383764
2011,94,F,420670.96930030663
2011,94,M,90284.60086010752
2011,95,F,261046.5670180428
2011,95,M,37059.99312684102
2011,96,F,139477.26903590662
2011,96,M,52340.76969742013
2011,97,F,133249.44421018168
2011,97,M,16863.537564692906
2011,98,F,84793.23307211601
2011,98,M,30006.574705489787
2011,99,F,85185.2996863911
2011,99,M,24146.51145588921
2011,100,F,99774.50365630195
2011,100,M,8748.531676103417
2011,101,F,40146.92498678087
2011,101,M,13280.482104917768
2011,102,F,43671.64527356657
2011,102,M,0.0
2011,103,F,43272.79736015425
2011,103,M,4987.314532585276
2011,104,F,8446.726433207317
2011,104,M,0.0
2011,105,F,0.0
2011,105,M,0.0
2011,106,F,9217.840601728538
2011,106,M,0.0
2011,107,F,9162.336880593492
2011,107,M,0.0
2011,108,F,0.0
2011,108,M,0.0
2011,109,F,0.0
2011,109,M,0.0
2011,110,F,0.0
2011,110,M,0.0
2012,0,F,0.0
2012,0,M,0.0
2012,1,F,0.0
2012,1,M,0.0
2012,2,F,0.0
2012,2,M,0.0
2012,3,F,2249057.0485436893
2012,3,M,4417886.2754169805
2012,4,F,3262816.9535406083
2012,4,M,4539518.572600495
2012,5,F,3170356.90108998
2012,5,M,5220456.331467383
2012,6,F,3227598.7000749265
2012,6,M,5469893.349893166
2012,7,F,3734685.018453476
2012,7,M,6183949.104714721
2012,8,F,4274191.293032202
2012,8,M,6263009.838866156
2012,9,F,4184939.088014347
2012,9,M,6261226.443333922
2012,10,F,4566298.726371976
2012,10,M,6940095.644736927
2012,11,F,4632119.838002863
2012,11,M,7509512.09013662
2012,12,F,5221900.994972685
2012,12,M,7581582.202910841
2012,13,F,5321201.296350953
2012,13,M,7442257.122815953
2012,14,F,5421404.9566790555
2012,14,M,7466581.366664932
2012,15,F,5695316.291056849
2012,15,M,8009912.628557637
2012,16,F,5631742.909665486
2012,16,M,7340699.034616885
2012,17,F,5673683.793237457
2012,17,M,6846348.962626909
2012,18,F,5990368.654979287
2012,18,M,7071048.747311879
2012,19,F,6082741.876194896
2012,19,M,6659639.145260054
2012,20,F,6292875.780084782
2012,20,M,6854143.383447755
2012,21,F,6264244.766243528
2012,21,M,6875878.595687621
2012,22,F,6479544.087254573
2012,22,M,7317772.475489422
2012,23,F,6264316.933068662
2012,23,M,7086171.118334913
2012,24,F,6100803.353453551
2012,24,M,7071383.497124659
2012,25,F,6181190.314839165
2012,25,M,7062296.92278029
2012,26,F,5966930.305655823
2012,26,M,7277353.85276893
2012,27,F,6299089.66577287
2012,27,M,7224335.275526574
2012,28,F,6319851.354402869
2012,28,M,7494818.343115934
2012,29,F,6569587.57288426
2012,29,M,7471502.105754158
2012,30,F,6835862.206697733
2012,30,M,7244455.888029035
2012,31,F,6503212.31054387
2012,31,M,6575742.747209625
2012,32,F,6302647.439122168
2012,32,M,6528133.072485477
2012,33,F,6172749.150261905
2012,33,M,5895927.336817659
2012,34,F,6545784.979100945
2012,34,M,5723781.513025949
2012,35,F,6406590.829088707
2012,35,M,5506829.474374873
2012,36,F,6166008.6413985
2012,36,M,5200879.82090116
2012,37,F,5953157.967397877
2012,37,M,4655111.6206827
2012,38,F,5912322.291136143
2012,38,M,4754400.572916949
2012,39,F,5808545.890024656
2012,39,M,4376776.493473883
2012,40,F,6344868.163964872
2012,40,M,4346190.516987352
2012,41,F,6287457.847120493
2012,41,M,4343400.811679174
2012,42,F,6051979.870794283
2012,42,M,4365902.074843467
2012,43,F,5974159.953673171
2012,43,M,3776956.553711962
2012,44,F,5851594.615096155
2012,44,M,3665120.6185989995
2012,45,F,5543729.979027313
2012,45,M,3765233.8425507015
2012,46,F,6153408.762342211
2012,46,M,3773142.2331377864
2012,47,F,6537036.488504699
2012,47,M,4263233.729503371
2012,48,F,6574286.332933054
2012,48,M,3876953.571413861
2012,49,F,7045399.4433223
2012,49,M,4522970.17589147
2012,50,F,6363549.807805661
2012,50,M,3831587.018098566
2012,51,F,6483035.167654002
2012,51,M,3776096.176824288
2012,52,F,5862617.879436091
2012,52,M,3791182.237211527
2012,53,F,6309527.391033365
2012,53,M,3683061.886127491
2012,54,F,6354168.761765865
2012,54,M,3482172.345950052
2012,55,F,5505044.113554325
2012,55,M,3378530.64860621
2012,56,F,5738540.4128229935
2012,56,M,3206906.778583869
2012,57,F,5570288.441279153
2012,57,M,3404075.6893014032
2012,58,F,5737481.17114201
2012,58,M,3348385.2988890377
2012,59,F,5284553.616447707
2012,59,M,2978859.6725141425
2012,60,F,5083410.324937814
2012,60,M,3075509.325072207
2012,61,F,4961304.826742645
2012,61,M,2705334.716487184
2012,62,F,4897629.716011473
2012,62,M,2877324.680483527
2012,63,F,5053492.638506701
2012,63,M,2897331.343923765
2012,64,F,4934604.8865132835
2012,64,M,2768521.39855949
2012,65,F,4984515.323200954
2012,65,M,2876726.818374312
2012,66,F,4250476.7493103035
2012,66,M,2565812.3086594865
2012,67,F,3744586.711998099
2012,67,M,2316796.839830584
2012,68,F,3606436.3979796953
2012,68,M,2220408.459307309
2012,69,F,3626313.6555641014
2012,69,M,2393273.0985074514
2012,70,F,3506940.241535555
2012,70,M,2139837.5850903243
2012,71,F,3233351.247938031
2012,71,M,1695890.754491973
2012,72,F,2979310.6717556226
2012,72,M,1656890.7557538548
2012,73,F,2926147.838182198
2012,73,M,1529715.190960124
2012,74,F,2802034.7014895217
2012,74,M,1501586.2335945382
2012,75,F,2404269.1547124004
2012,75,M,1224981.6419091888
2012,76,F,2381680.391119866
2012,76,M,1317265.8939200437
2012,77,F,2376978.8171592434
2012,77,M,1160595.3658669023
2012,78,F,2153435.305371301
2012,78,M,1128196.2063416948
2012,79,F,2290287.657113448
2012,79,M,1082695.7641809264
2012,80,F,2255161.6457930226
2012,80,M,1083675.5155779088
2012,81,F,2193134.12023437
2012,81,M,1022815.3095068454
2012,82,F,2167974.4984393767
2012,82,M,945380.216306168
2012,83,F,1844015.1990638652
2012,83,M,712939.5458011418
2012,84,F,1840028.5012203376
2012,84,M,710820.1126094634
2012,85,F,1706359.0980896547
2012,85,M,588161.3277986224
2012,86,F,1673743.4555190045
2012,86,M,604281.7239379754
2012,87,F,1222292.1282757649
2012,87,M,467259.54452250287
2012,88,F,1300299.7879010043
2012,88,M,447591.0184458192
2012,89,F,1310957.9813830203
2012,89,M,358113.2006107193
2012,90,F,1046259.6250805601
2012,90,M,261673.2685084933
