year,age,sex,n_exacerbations
2014,104,M,0
2014,105,F,1
2014,105,M,0
2014,106,F,0
2014,106,M,0
2014,107,F,0
2014,107,M,0
2014,108,F,0
2014,108,M,0
2014,109,F,0
2014,109,M,0
2014,110,F,0
2014,110,M,0
2015,0,F,0
2015,0,M,0
2015,1,F,0
2015,1,M,0
2015,2,F,0
2015,2,M,0
2015,3,F,377
2015,3,M,892
2015,4,F,282
2015,4,M,471
2015,5,F,258
2015,5,M,427
2015,6,F,215
2015,6,M,303
2015,7,F,153
2015,7,M,247
2015,8,F,127
2015,8,M,192
2015,9,F,108
2015,9,M,157
2015,10,F,73
2015,10,M,87
2015,11,F,61
2015,11,M,82
2015,12,F,51
2015,12,M,84
2015,13,F,58
2015,13,M,47
2015,14,F,40
2015,14,M,39
2015,15,F,46
2015,15,M,31
2015,16,F,41
2015,16,M,42
2015,17,F,53
2015,17,M,45
2015,18,F,32
2015,18,M,28
2015,19,F,33
2015,19,M,18
2015,20,F,44
2015,20,M,8
2015,21,F,53
2015,21,M,15
2015,22,F,47
2015,22,M,20
2015,23,F,28
2015,23,M,33
2015,24,F,42
2015,24,M,43
2015,25,F,37
2015,25,M,27
2015,26,F,35
2015,26,M,37
2015,27,F,65
2015,27,M,25
2015,28,F,57
2015,28,M,34
2015,29,F,62
2015,29,M,37
2015,30,F,50
2015,30,M,49
2015,31,F,69
2015,31,M,57
2015,32,F,74
2015,32,M,61
2015,33,F,68
2015,33,M,34
2015,34,F,94
2015,34,M,69
2015,35,F,62
2015,35,M,48
2015,36,F,77
2015,36,M,38
2015,37,F,61
2015,37,M,34
2015,38,F,54
2015,38,M,19
2015,39,F,72
2015,39,M,46
2015,40,F,77
2015,40,M,36
2015,41,F,68
2015,41,M,36
2015,42,F,65
2015,42,M,34
2015,43,F,70
2015,43,M,35
2015,44,F,81
2015,44,M,27
2015,45,F,89
2015,45,M,49
2015,46,F,63
2015,46,M,18
2015,47,F,70
2015,47,M,29
2015,48,F,63
2015,48,M,27
2015,49,F,83
2015,49,M,29
2015,50,F,105
2015,50,M,26
2015,51,F,82
2015,51,M,26
2015,52,F,115
2015,52,M,34
2015,53,F,93
2015,53,M,18
2015,54,F,73
2015,54,M,24
2015,55,F,58
2015,55,M,29
2015,56,F,81
2015,56,M,24
2015,57,F,72
2015,57,M,26
2015,58,F,69
2015,58,M,17
2015,59,F,85
2015,59,M,17
2015,60,F,63
2015,60,M,17
2015,61,F,70
2015,61,M,19
2015,62,F,84
2015,62,M,18
2015,63,F,49
2015,63,M,18
2015,64,F,48
2015,64,M,20
2015,65,F,64
2015,65,M,38
2015,66,F,55
2015,66,M,18
2015,67,F,64
2015,67,M,13
2015,68,F,56
2015,68,M,15
2015,69,F,44
2015,69,M,20
2015,70,F,54
2015,70,M,13
2015,71,F,42
2015,71,M,18
2015,72,F,30
2015,72,M,15
2015,73,F,39
2015,73,M,27
2015,74,F,73
2015,74,M,16
2015,75,F,57
2015,75,M,14
2015,76,F,50
2015,76,M,19
2015,77,F,48
2015,77,M,7
2015,78,F,25
2015,78,M,10
2015,79,F,46
2015,79,M,26
2015,80,F,42
2015,80,M,10
2015,81,F,38
2015,81,M,30
2015,82,F,29
2015,82,M,29
2015,83,F,34
2015,83,M,14
2015,84,F,49
2015,84,M,15
2015,85,F,54
2015,85,M,7
2015,86,F,39
2015,86,M,11
2015,87,F,27
2015,87,M,15
2015,88,F,38
2015,88,M,7
2015,89,F,20
2015,89,M,11
2015,90,F,19
2015,90,M,4
2015,91,F,18
2015,91,M,3
2015,92,F,19
2015,92,M,6
2015,93,F,21
2015,93,M,1
2015,94,F,9
2015,94,M,0
2015,95,F,13
2015,95,M,1
2015,96,F,5
2015,96,M,0
2015,97,F,5
2015,97,M,0
2015,98,F,4
2015,98,M,0
2015,99,F,4
2015,99,M,0
2015,100,F,5
2015,100,M,0
2015,101,F,4
2015,101,M,0
2015,102,F,0
2015,102,M,1
2015,103,F,1
2015,103,M,0
2015,104,F,0
2015,104,M,0
2015,105,F,0
2015,105,M,0
2015,106,F,0
2015,106,M,0
2015,107,F,0
2015,107,M,0
2015,108,F,0
2015,108,M,0
2015,109,F,0
2015,109,M,0
2015,110,F,0
2015,110,M,0
2016,0,F,0
2016,0,M,0
2016,1,F,0
2016,1,M,0
2016,2,F,0
2016,2,M,0
2016,3,F,617
2016,3,M,1016
2016,4,F,320
2016,4,M,786
2016,5,F,213
2016,5,M,422
2016,6,F,151
2016,6,M,292
2016,7,F,160
2016,7,M,236
2016,8,F,152
2016,8,M,239
2016,9,F,83
2016,9,M,171
2016,10,F,77
2016,10,M,155
2016,11,F,60
2016,11,M,101
2016,12,F,36
2016,12,M,63
2016,13,F,56
2016,13,M,64
2016,14,F,31
2016,14,M,42
2016,15,F,46
2016,15,M,37
2016,16,F,56
2016,16,M,38
2016,17,F,41
2016,17,M,27
2016,18,F,35
2016,18,M,18
2016,19,F,45
2016,19,M,16
2016,20,F,58
2016,20,M,33
2016,21,F,38
2016,21,M,23
2016,22,F,45
2016,22,M,16
2016,23,F,48
2016,23,M,23
2016,24,F,43
2016,24,M,24
2016,25,F,38
2016,25,M,28
2016,26,F,45
2016,26,M,24
2016,27,F,53
2016,27,M,48
2016,28,F,48
2016,28,M,24
2016,29,F,60
2016,29,M,36
2016,30,F,53
2016,30,M,47
2016,31,F,43
2016,31,M,59
2016,32,F,54
2016,32,M,33
2016,33,F,55
2016,33,M,56
2016,34,F,40
2016,34,M,27
2016,35,F,59
2016,35,M,42
2016,36,F,72
2016,36,M,67
2016,37,F,60
2016,37,M,30
2016,38,F,57
2016,38,M,44
2016,39,F,64
2016,39,M,28
2016,40,F,68
2016,40,M,37
2016,41,F,52
2016,41,M,16
2016,42,F,61
2016,42,M,44
2016,43,F,70
2016,43,M,30
2016,44,F,79
2016,44,M,27
2016,45,F,74
2016,45,M,36
2016,46,F,67
2016,46,M,32
2016,47,F,81
2016,47,M,43
2016,48,F,68
2016,48,M,29
2016,49,F,72
2016,49,M,39
2016,50,F,65
2016,50,M,28
2016,51,F,85
2016,51,M,37
2016,52,F,102
2016,52,M,35
2016,53,F,75
2016,53,M,32
2016,54,F,62
2016,54,M,38
2016,55,F,77
2016,55,M,42
2016,56,F,57
2016,56,M,27
2016,57,F,77
2016,57,M,28
2016,58,F,56
2016,58,M,22
2016,59,F,56
2016,59,M,24
2016,60,F,53
2016,60,M,35
2016,61,F,51
2016,61,M,32
2016,62,F,80
2016,62,M,25
2016,63,F,62
2016,63,M,21
2016,64,F,54
2016,64,M,28
2016,65,F,68
2016,65,M,26
2016,66,F,61
2016,66,M,24
2016,67,F,30
2016,67,M,21
2016,68,F,56
2016,68,M,21
2016,69,F,34
2016,69,M,13
2016,70,F,51
2016,70,M,21
2016,71,F,60
2016,71,M,18
2016,72,F,64
2016,72,M,20
2016,73,F,36
2016,73,M,14
2016,74,F,53
2016,74,M,14
2016,75,F,50
2016,75,M,17
2016,76,F,63
2016,76,M,13
2016,77,F,33
2016,77,M,15
2016,78,F,26
2016,78,M,12
2016,79,F,45
2016,79,M,16
2016,80,F,47
2016,80,M,12
2016,81,F,62
2016,81,M,8
2016,82,F,49
2016,82,M,17
2016,83,F,45
2016,83,M,9
2016,84,F,27
2016,84,M,14
2016,85,F,33
2016,85,M,13
2016,86,F,34
2016,86,M,18
2016,87,F,23
2016,87,M,14
2016,88,F,30
2016,88,M,3
2016,89,F,43
2016,89,M,16
2016,90,F,36
2016,90,M,6
2016,91,F,18
2016,91,M,2
2016,92,F,21
2016,92,M,2
2016,93,F,19
2016,93,M,4
2016,94,F,19
2016,94,M,0
2016,95,F,6
2016,95,M,3
2016,96,F,9
2016,96,M,0
2016,97,F,6
2016,97,M,0
2016,98,F,6
2016,98,M,2
2016,99,F,4
2016,99,M,0
2016,100,F,6
2016,100,M,0
2016,101,F,4
2016,101,M,0
2016,102,F,5
2016,102,M,0
2016,103,F,1
2016,103,M,0
2016,104,F,1
2016,104,M,0
2016,105,F,1
2016,105,M,0
2016,106,F,0
2016,106,M,0
2016,107,F,0
2016,107,M,0
2016,108,F,0
2016,108,M,0
2016,109,F,0
2016,109,M,0
2016,110,F,0
2016,110,M,0
2017,0,F,0
2017,0,M,0
2017,1,F,0
2017,1,M,0
2017,2,F,0
2017,2,M,0
2017,3,F,495
2017,3,M,1051
2017,4,F,330
2017,4,M,599
2017,5,F,250
2017,5,M,523
2017,6,F,164
2017,6,M,301
2017,7,F,113
2017,7,M,243
2017,8,F,150
2017,8,M,170
2017,9,F,126
2017,9,M,182
2017,10,F,88
2017,10,M,169
2017,11,F,62
2017,11,M,84
2017,12,F,51
2017,12,M,97
2017,13,F,42
2017,13,M,56
2017,14,F,42
2017,14,M,40
2017,15,F,64
2017,15,M,34
2017,16,F,61
2017,16,M,31
2017,17,F,43
2017,17,M,28
2017,18,F,53
2017,18,M,23
2017,19,F,40
2017,19,M,20
2017,20,F,40
2017,20,M,25
2017,21,F,42
2017,21,M,37
2017,22,F,55
2017,22,M,31
2017,23,F,36
2017,23,M,35
2017,24,F,47
2017,24,M,19
2017,25,F,33
2017,25,M,21
2017,26,F,48
2017,26,M,17
2017,27,F,43
2017,27,M,29
2017,28,F,86
2017,28,M,55
2017,29,F,53
2017,29,M,23
2017,30,F,45
2017,30,M,34
2017,31,F,62
2017,31,M,21
2017,32,F,50
2017,32,M,44
2017,33,F,58
2017,33,M,44
2017,34,F,60
2017,34,M,48
2017,35,F,55
2017,35,M,41
2017,36,F,72
2017,36,M,48
2017,37,F,80
2017,37,M,32
2017,38,F,95
2017,38,M,45
2017,39,F,85
2017,39,M,66
2017,40,F,75
2017,40,M,22
2017,41,F,84
2017,41,M,61
2017,42,F,59
2017,42,M,39
2017,43,F,70
2017,43,M,42
2017,44,F,61
2017,44,M,45
2017,45,F,63
2017,45,M,38
2017,46,F,86
2017,46,M,27
2017,47,F,89
2017,47,M,44
2017,48,F,43
2017,48,M,37
2017,49,F,47
2017,49,M,35
2017,50,F,45
2017,50,M,18
2017,51,F,56
2017,51,M,38
2017,52,F,98
2017,52,M,45
2017,53,F,88
2017,53,M,31
2017,54,F,79
2017,54,M,37
2017,55,F,75
2017,55,M,33
2017,56,F,77
2017,56,M,42
2017,57,F,66
2017,57,M,27
2017,58,F,84
2017,58,M,16
2017,59,F,87
2017,59,M,29
2017,60,F,66
2017,60,M,29
2017,61,F,79
2017,61,M,20
2017,62,F,73
2017,62,M,32
2017,63,F,68
2017,63,M,18
2017,64,F,79
2017,64,M,31
2017,65,F,56
2017,65,M,15
2017,66,F,70
2017,66,M,14
2017,67,F,43
2017,67,M,20
2017,68,F,58
2017,68,M,34
2017,69,F,55
2017,69,M,28
2017,70,F,75
2017,70,M,22
2017,71,F,46
2017,71,M,19
2017,72,F,49
2017,72,M,28
2017,73,F,41
2017,73,M,18
2017,74,F,47
2017,74,M,28
2017,75,F,35
2017,75,M,31
2017,76,F,63
2017,76,M,18
2017,77,F,48
2017,77,M,13
2017,78,F,58
2017,78,M,23
2017,79,F,48
2017,79,M,3
2017,80,F,46
2017,80,M,34
2017,81,F,41
2017,81,M,22
2017,82,F,46
2017,82,M,20
2017,83,F,29
2017,83,M,16
2017,84,F,52
2017,84,M,22
2017,85,F,48
2017,85,M,17
2017,86,F,36
2017,86,M,10
2017,87,F,43
2017,87,M,8
2017,88,F,40
2017,88,M,11
2017,89,F,32
2017,89,M,5
2017,90,F,26
2017,90,M,17
2017,91,F,17
2017,91,M,11
2017,92,F,21
2017,92,M,4
2017,93,F,21
2017,93,M,6
2017,94,F,17
2017,94,M,5
2017,95,F,16
2017,95,M,1
2017,96,F,6
2017,96,M,3
2017,97,F,5
2017,97,M,0
2017,98,F,3
2017,98,M,0
2017,99,F,4
2017,99,M,0
2017,100,F,4
2017,100,M,0
2017,101,F,3
2017,101,M,0
2017,102,F,2
2017,102,M,0
2017,103,F,2
2017,103,M,0
2017,104,F,1
2017,104,M,2
2017,105,F,0
2017,105,M,0
2017,106,F,0
2017,106,M,0
2017,107,F,0
2017,107,M,0
2017,108,F,0
2017,108,M,0
2017,109,F,0
2017,109,M,0
2017,110,F,0
2017,110,M,0
2018,0,F,0
2018,0,M,0
2018,1,F,0
2018,1,M,0
2018,2,F,0
2018,2,M,0
2018,3,F,648
2018,3,M,1159
2018,4,F,303
2018,4,M,544
2018,5,F,277
2018,5,M,447
2018,6,F,159
2018,6,M,339
2018,7,F,123
2018,7,M,227
2018,8,F,146
2018,8,M,212
2018,9,F,89
2018,9,M,156
2018,10,F,97
2018,10,M,155
2018,11,F,82
2018,11,M,90
2018,12,F,61
2018,12,M,110
2018,13,F,37
2018,13,M,92
2018,14,F,42
2018,14,M,35
2018,15,F,62
2018,15,M,30
2018,16,F,54
2018,16,M,41
2018,17,F,37
2018,17,M,20
2018,18,F,38
2018,18,M,22
2018,19,F,46
2018,19,M,19
2018,20,F,57
2018,20,M,21
2018,21,F,35
2018,21,M,45
2018,22,F,46
2018,22,M,38
2018,23,F,49
2018,23,M,33
2018,24,F,44
2018,24,M,13
2018,25,F,35
2018,25,M,32
2018,26,F,40
2018,26,M,17
2018,27,F,46
2018,27,M,28
2018,28,F,57
2018,28,M,37
2018,29,F,53
2018,29,M,27
2018,30,F,48
2018,30,M,42
2018,31,F,59
2018,31,M,17
2018,32,F,61
2018,32,M,58
2018,33,F,73
2018,33,M,45
2018,34,F,47
2018,34,M,42
2018,35,F,33
2018,35,M,47
2018,36,F,86
2018,36,M,53
2018,37,F,81
2018,37,M,33
2018,38,F,90
2018,38,M,35
2018,39,F,65
2018,39,M,60
2018,40,F,65
2018,40,M,26
2018,41,F,76
2018,41,M,49
2018,42,F,56
2018,42,M,46
2018,43,F,75
2018,43,M,42
2018,44,F,67
2018,44,M,65
2018,45,F,63
2018,45,M,38
2018,46,F,70
2018,46,M,31
2018,47,F,92
2018,47,M,32
2018,48,F,62
2018,48,M,36
2018,49,F,51
2018,49,M,27
2018,50,F,55
2018,50,M,29
2018,51,F,59
2018,51,M,33
2018,52,F,103
2018,52,M,31
2018,53,F,77
2018,53,M,31
2018,54,F,95
2018,54,M,32
2018,55,F,93
2018,55,M,43
2018,56,F,73
2018,56,M,33
2018,57,F,68
2018,57,M,21
2018,58,F,81
2018,58,M,31
2018,59,F,93
2018,59,M,38
2018,60,F,60
2018,60,M,23
2018,61,F,85
2018,61,M,22
2018,62,F,68
2018,62,M,31
2018,63,F,67
2018,63,M,20
2018,64,F,70
2018,64,M,26
2018,65,F,70
2018,65,M,23
2018,66,F,67
2018,66,M,24
2018,67,F,58
2018,67,M,14
2018,68,F,58
2018,68,M,19
2018,69,F,61
2018,69,M,31
2018,70,F,84
2018,70,M,27
2018,71,F,54
2018,71,M,22
2018,72,F,52
2018,72,M,25
2018,73,F,58
2018,73,M,28
2018,74,F,53
2018,74,M,24
2018,75,F,49
2018,75,M,46
2018,76,F,62
2018,76,M,26
2018,77,F,46
2018,77,M,20
2018,78,F,69
2018,78,M,22
2018,79,F,49
2018,79,M,22
2018,80,F,53
2018,80,M,21
2018,81,F,47
2018,81,M,21
2018,82,F,59
2018,82,M,22
2018,83,F,36
2018,83,M,16
2018,84,F,49
2018,84,M,15
2018,85,F,41
2018,85,M,18
2018,86,F,40
2018,86,M,14
2018,87,F,29
2018,87,M,10
2018,88,F,41
2018,88,M,21
2018,89,F,36
2018,89,M,2
2018,90,F,28
2018,90,M,8
2018,91,F,24
2018,91,M,10
2018,92,F,22
2018,92,M,12
2018,93,F,10
2018,93,M,3
2018,94,F,15
2018,94,M,3
2018,95,F,11
2018,95,M,5
2018,96,F,10
2018,96,M,1
2018,97,F,8
2018,97,M,0
2018,98,F,6
2018,98,M,0
2018,99,F,1
2018,99,M,1
2018,100,F,3
2018,100,M,0
2018,101,F,3
2018,101,M,0
2018,102,F,2
2018,102,M,0
2018,103,F,1
2018,103,M,0
2018,104,F,0
2018,104,M,0
2018,105,F,0
2018,105,M,0
2018,106,F,0
2018,106,M,0
2018,107,F,0
2018,107,M,0
2018,108,F,0
2018,108,M,0
2018,109,F,0
2018,109,M,0
2018,110,F,0
2018,110,M,0
2019,0,F,0
2019,0,M,0
2019,1,F,0
2019,1,M,0
2019,2,F,0
2019,2,M,0
2019,3,F,500
2019,3,M,1070
2019,4,F,334
2019,4,M,587
2019,5,F,240
2019,5,M,441
2019,6,F,187
2019,6,M,294
2019,7,F,127
2019,7,M,275
2019,8,F,165
2019,8,M,188
2019,9,F,92
2019,9,M,181
2019,10,F,78
2019,10,M,140
2019,11,F,86
2019,11,M,108
2019,12,F,69
2019,12,M,98
2019,13,F,35
2019,13,M,81
2019,14,F,43
2019,14,M,41
2019,15,F,64
2019,15,M,32
2019,16,F,72
2019,16,M,33
2019,17,F,32
2019,17,M,25
2019,18,F,40
2019,18,M,28
2019,19,F,51
2019,19,M,19
2019,20,F,47
2019,20,M,23
2019,21,F,41
2019,21,M,28
2019,22,F,45
2019,22,M,28
2019,23,F,53
2019,23,M,30
2019,24,F,57
2019,24,M,25
2019,25,F,34
2019,25,M,24
2019,26,F,60
2019,26,M,21
2019,27,F,55
2019,27,M,16
2019,28,F,56
2019,28,M,53
2019,29,F,69
2019,29,M,20
2019,30,F,61
2019,30,M,22
2019,31,F,46
2019,31,M,21
2019,32,F,75
2019,32,M,50
2019,33,F,63
2019,33,M,32
2019,34,F,41
2019,34,M,36
2019,35,F,60
2019,35,M,39
2019,36,F,77
2019,36,M,50
2019,37,F,97
2019,37,M,33
2019,38,F,94
2019,38,M,21
2019,39,F,69
2019,39,M,73
2019,40,F,77
2019,40,M,34
2019,41,F,76
2019,41,M,49
2019,42,F,73
2019,42,M,44
2019,43,F,91
2019,43,M,38
2019,44,F,58
2019,44,M,51
2019,45,F,80
2019,45,M,30
2019,46,F,65
2019,46,M,29
2019,47,F,96
2019,47,M,30
2019,48,F,60
2019,48,M,39
2019,49,F,53
2019,49,M,42
2019,50,F,52
2019,50,M,41
2019,51,F,51
2019,51,M,39
2019,52,F,94
2019,52,M,35
2019,53,F,83
2019,53,M,42
2019,54,F,85
2019,54,M,37
2019,55,F,95
2019,55,M,19
2019,56,F,73
2019,56,M,33
2019,57,F,78
2019,57,M,24
2019,58,F,91
2019,58,M,26
2019,59,F,80
2019,59,M,25
2019,60,F,76
2019,60,M,33
2019,61,F,80
2019,61,M,24
2019,62,F,57
2019,62,M,32
2019,63,F,78
2019,63,M,21
2019,64,F,90
2019,64,M,30
2019,65,F,73
2019,65,M,18
2019,66,F,74
2019,66,M,34
2019,67,F,51
2019,67,M,15
2019,68,F,51
2019,68,M,24
2019,69,F,56
2019,69,M,24
2019,70,F,81
2019,70,M,22
2019,71,F,55
2019,71,M,23
2019,72,F,66
2019,72,M,32
2019,73,F,65
2019,73,M,29
2019,74,F,48
2019,74,M,34
2019,75,F,54
2019,75,M,38
2019,76,F,60
2019,76,M,36
2019,77,F,52
2019,77,M,23
2019,78,F,71
2019,78,M,12
2019,79,F,50
2019,79,M,16
2019,80,F,61
2019,80,M,34
2019,81,F,56
2019,81,M,21
2019,82,F,67
2019,82,M,17
2019,83,F,39
2019,83,M,26
2019,84,F,55
2019,84,M,13
2019,85,F,39
2019,85,M,17
2019,86,F,52
2019,86,M,13
2019,87,F,31
2019,87,M,11
2019,88,F,42
2019,88,M,10
2019,89,F,38
2019,89,M,6
2019,90,F,26
2019,90,M,10
2019,91,F,21
2019,91,M,8
2019,92,F,16
2019,92,M,7
2019,93,F,20
2019,93,M,6
2019,94,F,12
2019,94,M,2
2019,95,F,19
2019,95,M,3
2019,96,F,16
2019,96,M,1
2019,97,F,8
2019,97,M,1
2019,98,F,9
2019,98,M,0
2019,99,F,1
2019,99,M,0
2019,100,F,5
2019,100,M,1
2019,101,F,3
2019,101,M,0
2019,102,F,0
2019,102,M,0
2019,103,F,2
2019,103,M,0
2019,104,F,2
2019,104,M,0
2019,105,F,0
2019,105,M,0
2019,106,F,0
2019,106,M,0
2019,107,F,0
2019,107,M,0
2019,108,F,0
2019,108,M,0
2019,109,F,0
2019,109,M,0
2019,110,F,0
2019,110,M,0
2020,0,F,0
2020,0,M,0
2020,1,F,0
2020,1,M,0
2020,2,F,0
2020,2,M,0
2020,3,F,582
2020,3,M,1209
2020,4,F,293
2020,4,M,605
2020,5,F,266
2020,5,M,483
2020,6,F,161
2020,6,M,320
2020,7,F,153
2020,7,M,241
2020,8,F,140
2020,8,M,208
2020,9,F,85
2020,9,M,166
2020,10,F,90
2020,10,M,155
2020,11,F,74
2020,11,M,87
2020,12,F,66
2020,12,M,94
2020,13,F,44
2020,13,M,84
2020,14,F,62
2020,14,M,43
2020,15,F,48
2020,15,M,39
2020,16,F,58
2020,16,M,40
2020,17,F,34
2020,17,M,23
2020,18,F,46
2020,18,M,31
2020,19,F,39
2020,19,M,25
2020,20,F,55
2020,20,M,22
2020,21,F,39
2020,21,M,37
2020,22,F,52
2020,22,M,30
2020,23,F,62
2020,23,M,35
2020,24,F,51
2020,24,M,28
2020,25,F,26
2020,25,M,21
2020,26,F,38
2020,26,M,25
2020,27,F,64
2020,27,M,25
2020,28,F,43
2020,28,M,44
2020,29,F,42
2020,29,M,24
2020,30,F,41
2020,30,M,29
2020,31,F,69
2020,31,M,22
2020,32,F,64
2020,32,M,43
2020,33,F,54
2020,33,M,32
2020,34,F,56
2020,34,M,40
2020,35,F,46
2020,35,M,35
2020,36,F,81
2020,36,M,44
2020,37,F,90
2020,37,M,33
2020,38,F,90
2020,38,M,34
2020,39,F,72
2020,39,M,69
2020,40,F,65
2020,40,M,33
2020,41,F,62
2020,41,M,51
2020,42,F,78
2020,42,M,43
2020,43,F,84
2020,43,M,49
2020,44,F,72
2020,44,M,63
2020,45,F,70
2020,45,M,34
2020,46,F,110
2020,46,M,27
2020,47,F,112
2020,47,M,39
2020,48,F,52
2020,48,M,36
2020,49,F,69
2020,49,M,31
2020,50,F,52
2020,50,M,41
2020,51,F,58
2020,51,M,34
2020,52,F,103
2020,52,M,40
2020,53,F,63
2020,53,M,39
2020,54,F,68
2020,54,M,39
2020,55,F,78
2020,55,M,48
2020,56,F,77
2020,56,M,36
2020,57,F,70
2020,57,M,21
2020,58,F,80
2020,58,M,25
2020,59,F,81
2020,59,M,24
2020,60,F,61
2020,60,M,31
2020,61,F,85
2020,61,M,28
2020,62,F,61
2020,62,M,27
2020,63,F,70
2020,63,M,18
2020,64,F,84
2020,64,M,34
2020,65,F,69
2020,65,M,21
2020,66,F,71
2020,66,M,33
2020,67,F,55
2020,67,M,17
2020,68,F,62
2020,68,M,14
2020,69,F,68
2020,69,M,18
2020,70,F,62
2020,70,M,17
2020,71,F,59
2020,71,M,22
2020,72,F,72
2020,72,M,31
2020,73,F,65
2020,73,M,35
2020,74,F,55
2020,74,M,25
2020,75,F,50
2020,75,M,48
2020,76,F,64
2020,76,M,25
2020,77,F,66
2020,77,M,20
2020,78,F,68
2020,78,M,24
2020,79,F,60
2020,79,M,17
2020,80,F,72
2020,80,M,43
2020,81,F,46
2020,81,M,25
2020,82,F,81
2020,82,M,29
2020,83,F,37
2020,83,M,17
2020,84,F,56
2020,84,M,18
2020,85,F,42
2020,85,M,19
2020,86,F,28
2020,86,M,6
2020,87,F,31
2020,87,M,15
2020,88,F,38
2020,88,M,13
2020,89,F,49
2020,89,M,6
2020,90,F,24
2020,90,M,19
2020,91,F,16
2020,91,M,6
2020,92,F,15
2020,92,M,8
2020,93,F,21
2020,93,M,6
2020,94,F,22
2020,94,M,5
2020,95,F,14
2020,95,M,5
2020,96,F,8
2020,96,M,2
2020,97,F,7
2020,97,M,1
2020,98,F,10
2020,98,M,0
2020,99,F,6
2020,99,M,0
2020,100,F,2
2020,100,M,0
2020,101,F,6
2020,101,M,0
2020,102,F,4
2020,102,M,0
2020,103,F,1
2020,103,M,1
2020,104,F,1
2020,104,M,0
2020,105,F,1
2020,105,M,0
2020,106,F,0
2020,106,M,0
2020,107,F,0
2020,107,M,0
2020,108,F,0
2020,108,M,0
2020,109,F,0
2020,109,M,0
2020,110,F,0
2020,110,M,0
2021,0,F,0
2021,0,M,0
2021,1,F,0
2021,1,M,0
2021,2,F,0
2021,2,M,0
2021,3,F,579
2021,3,M,1285
2021,4,F,303
2021,4,M,534
2021,5,F,248
2021,5,M,455
2021,6,F,160
2021,6,M,326
2021,7,F,115
2021,7,M,284
2021,8,F,167
2021,8,M,212
2021,9,F,96
2021,9,M,200
2021,10,F,101
2021,10,M,152
2021,11,F,72
2021,11,M,94
2021,12,F,70
2021,12,M,98
2021,13,F,48
2021,13,M,85
2021,14,F,57
2021,14,M,59
2021,15,F,65
2021,15,M,45
2021,16,F,60
2021,16,M,43
2021,17,F,36
2021,17,M,24
2021,18,F,31
2021,18,M,23
2021,19,F,41
2021,19,M,26
2021,20,F,36
2021,20,M,26
2021,21,F,41
2021,21,M,38
2021,22,F,67
2021,22,M,41
2021,23,F,40
2021,23,M,31
2021,24,F,55
2021,24,M,14
2021,25,F,25
2021,25,M,35
2021,26,F,40
2021,26,M,19
2021,27,F,38
2021,27,M,16
2021,28,F,58
2021,28,M,38
2021,29,F,49
2021,29,M,25
2021,30,F,44
2021,30,M,29
2021,31,F,62
2021,31,M,10
2021,32,F,57
2021,32,M,46
2021,33,F,51
2021,33,M,43
2021,34,F,47
2021,34,M,38
2021,35,F,46
2021,35,M,30
2021,36,F,92
2021,36,M,35
2021,37,F,98
2021,37,M,25
2021,38,F,80
2021,38,M,23
2021,39,F,78
2021,39,M,70
2021,40,F,68
2021,40,M,33
2021,41,F,76
2021,41,M,59
2021,42,F,57
2021,42,M,31
2021,43,F,80
2021,43,M,39
2021,44,F,67
2021,44,M,68
2021,45,F,75
2021,45,M,34
2021,46,F,85
2021,46,M,27
2021,47,F,78
2021,47,M,46
2021,48,F,53
2021,48,M,47
2021,49,F,66
2021,49,M,39
2021,50,F,45
2021,50,M,26
2021,51,F,56
2021,51,M,36
2021,52,F,93
2021,52,M,37
2021,53,F,80
2021,53,M,28
2021,54,F,76
2021,54,M,43
2021,55,F,82
2021,55,M,23
2021,56,F,65
2021,56,M,44
2021,57,F,71
2021,57,M,35
2021,58,F,85
2021,58,M,27
2021,59,F,77
2021,59,M,29
2021,60,F,74
2021,60,M,26
2021,61,F,95
2021,61,M,17
2021,62,F,61
2021,62,M,32
2021,63,F,70
2021,63,M,29
2021,64,F,78
2021,64,M,42
2021,65,F,86
2021,65,M,18
2021,66,F,73
2021,66,M,38
2021,67,F,57
2021,67,M,23
2021,68,F,67
2021,68,M,20
2021,69,F,70
2021,69,M,26
2021,70,F,75
2021,70,M,14
2021,71,F,63
2021,71,M,19
2021,72,F,85
2021,72,M,41
2021,73,F,72
2021,73,M,43
2021,74,F,63
2021,74,M,25
2021,75,F,57
2021,75,M,43
2021,76,F,78
2021,76,M,32
2021,77,F,66
2021,77,M,20
2021,78,F,65
2021,78,M,32
2021,79,F,72
2021,79,M,12
2021,80,F,79
2021,80,M,30
2021,81,F,40
2021,81,M,34
2021,82,F,72
2021,82,M,26
2021,83,F,55
2021,83,M,16
2021,84,F,54
2021,84,M,12
2021,85,F,65
2021,85,M,18
2021,86,F,41
2021,86,M,13
2021,87,F,36
2021,87,M,13
2021,88,F,42
2021,88,M,23
2021,89,F,45
2021,89,M,5
2021,90,F,33
2021,90,M,19
2021,91,F,37
2021,91,M,14
2021,92,F,25
2021,92,M,10
2021,93,F,22
2021,93,M,11
2021,94,F,13
2021,94,M,6
2021,95,F,10
2021,95,M,8
2021,96,F,2
2021,96,M,2
2021,97,F,9
2021,97,M,0
2021,98,F,6
2021,98,M,0
2021,99,F,7
2021,99,M,0
2021,100,F,4
2021,100,M,1
2021,101,F,1
2021,101,M,2
2021,102,F,4
2021,102,M,1
2021,103,F,2
2021,103,M,0
