year,age,sex,n_exacerbations
2021,104,F,2
2021,104,M,0
2021,105,F,0
2021,105,M,0
2021,106,F,0
2021,106,M,0
2021,107,F,0
2021,107,M,0
2021,108,F,0
2021,108,M,0
2021,109,F,0
2021,109,M,0
2021,110,F,0
2021,110,M,0
2022,0,F,0
2022,0,M,0
2022,1,F,0
2022,1,M,0
2022,2,F,0
2022,2,M,0
2022,3,F,672
2022,3,M,1169
2022,4,F,261
2022,4,M,582
2022,5,F,270
2022,5,M,405
2022,6,F,170
2022,6,M,324
2022,7,F,142
2022,7,M,277
2022,8,F,159
2022,8,M,223
2022,9,F,92
2022,9,M,177
2022,10,F,73
2022,10,M,162
2022,11,F,70
2022,11,M,107
2022,12,F,59
2022,12,M,118
2022,13,F,45
2022,13,M,85
2022,14,F,60
2022,14,M,48
2022,15,F,67
2022,15,M,44
2022,16,F,82
2022,16,M,43
2022,17,F,35
2022,17,M,27
2022,18,F,45
2022,18,M,21
2022,19,F,38
2022,19,M,15
2022,20,F,60
2022,20,M,23
2022,21,F,50
2022,21,M,35
2022,22,F,60
2022,22,M,35
2022,23,F,58
2022,23,M,22
2022,24,F,48
2022,24,M,20
2022,25,F,34
2022,25,M,31
2022,26,F,26
2022,26,M,17
2022,27,F,68
2022,27,M,25
2022,28,F,62
2022,28,M,38
2022,29,F,60
2022,29,M,23
2022,30,F,47
2022,30,M,23
2022,31,F,48
2022,31,M,17
2022,32,F,56
2022,32,M,50
2022,33,F,62
2022,33,M,31
2022,34,F,54
2022,34,M,39
2022,35,F,46
2022,35,M,29
2022,36,F,80
2022,36,M,28
2022,37,F,92
2022,37,M,35
2022,38,F,83
2022,38,M,39
2022,39,F,68
2022,39,M,69
2022,40,F,84
2022,40,M,33
2022,41,F,90
2022,41,M,60
2022,42,F,75
2022,42,M,49
2022,43,F,77
2022,43,M,47
2022,44,F,55
2022,44,M,70
2022,45,F,78
2022,45,M,39
2022,46,F,100
2022,46,M,25
2022,47,F,101
2022,47,M,42
2022,48,F,64
2022,48,M,34
2022,49,F,59
2022,49,M,33
2022,50,F,58
2022,50,M,26
2022,51,F,54
2022,51,M,32
2022,52,F,85
2022,52,M,36
2022,53,F,73
2022,53,M,35
2022,54,F,68
2022,54,M,38
2022,55,F,55
2022,55,M,27
2022,56,F,86
2022,56,M,29
2022,57,F,56
2022,57,M,19
2022,58,F,73
2022,58,M,23
2022,59,F,65
2022,59,M,33
2022,60,F,56
2022,60,M,25
2022,61,F,81
2022,61,M,21
2022,62,F,58
2022,62,M,39
2022,63,F,71
2022,63,M,23
2022,64,F,80
2022,64,M,25
2022,65,F,76
2022,65,M,25
2022,66,F,73
2022,66,M,28
2022,67,F,60
2022,67,M,27
2022,68,F,54
2022,68,M,25
2022,69,F,53
2022,69,M,25
2022,70,F,87
2022,70,M,17
2022,71,F,54
2022,71,M,22
2022,72,F,70
2022,72,M,25
2022,73,F,70
2022,73,M,27
2022,74,F,68
2022,74,M,28
2022,75,F,52
2022,75,M,49
2022,76,F,88
2022,76,M,27
2022,77,F,60
2022,77,M,27
2022,78,F,67
2022,78,M,26
2022,79,F,78
2022,79,M,17
2022,80,F,87
2022,80,M,36
2022,81,F,45
2022,81,M,30
2022,82,F,71
2022,82,M,22
2022,83,F,54
2022,83,M,17
2022,84,F,66
2022,84,M,17
2022,85,F,41
2022,85,M,12
2022,86,F,49
2022,86,M,11
2022,87,F,40
2022,87,M,17
2022,88,F,38
2022,88,M,17
2022,89,F,30
2022,89,M,7
2022,90,F,25
2022,90,M,13
2022,91,F,21
2022,91,M,13
2022,92,F,21
2022,92,M,9
2022,93,F,11
2022,93,M,6
2022,94,F,22
2022,94,M,2
2022,95,F,9
2022,95,M,4
2022,96,F,6
2022,96,M,4
2022,97,F,9
2022,97,M,2
2022,98,F,12
2022,98,M,0
2022,99,F,4
2022,99,M,0
2022,100,F,8
2022,100,M,2
2022,101,F,2
2022,101,M,0
2022,102,F,1
2022,102,M,1
2022,103,F,2
2022,103,M,0
2022,104,F,0
2022,104,M,0
2022,105,F,2
2022,105,M,2
2022,106,F,1
2022,106,M,0
2022,107,F,0
2022,107,M,0
2022,108,F,0
2022,108,M,0
2022,109,F,0
2022,109,M,0
2022,110,F,0
2022,110,M,0
2023,0,F,0
2023,0,M,0
2023,1,F,0
2023,1,M,0
2023,2,F,0
2023,2,M,0
2023,3,F,690
2023,3,M,1344
2023,4,F,322
2023,4,M,594
2023,5,F,238
2023,5,M,412
2023,6,F,160
2023,6,M,317
2023,7,F,129
2023,7,M,235
2023,8,F,176
2023,8,M,208
2023,9,F,107
2023,9,M,178
2023,10,F,76
2023,10,M,178
2023,11,F,52
2023,11,M,114
2023,12,F,69
2023,12,M,103
2023,13,F,57
2023,13,M,99
2023,14,F,60
2023,14,M,44
2023,15,F,77
2023,15,M,41
2023,16,F,58
2023,16,M,48
2023,17,F,45
2023,17,M,31
2023,18,F,47
2023,18,M,37
2023,19,F,43
2023,19,M,21
2023,20,F,48
2023,20,M,24
2023,21,F,46
2023,21,M,44
2023,22,F,43
2023,22,M,29
2023,23,F,55
2023,23,M,23
2023,24,F,48
2023,24,M,20
2023,25,F,26
2023,25,M,29
2023,26,F,33
2023,26,M,18
2023,27,F,62
2023,27,M,21
2023,28,F,55
2023,28,M,35
2023,29,F,49
2023,29,M,27
2023,30,F,38
2023,30,M,29
2023,31,F,55
2023,31,M,19
2023,32,F,55
2023,32,M,32
2023,33,F,59
2023,33,M,31
2023,34,F,50
2023,34,M,30
2023,35,F,34
2023,35,M,28
2023,36,F,62
2023,36,M,46
2023,37,F,81
2023,37,M,29
2023,38,F,71
2023,38,M,26
2023,39,F,79
2023,39,M,68
2023,40,F,76
2023,40,M,31
2023,41,F,70
2023,41,M,55
2023,42,F,77
2023,42,M,56
2023,43,F,79
2023,43,M,61
2023,44,F,63
2023,44,M,81
2023,45,F,78
2023,45,M,47
2023,46,F,122
2023,46,M,35
2023,47,F,120
2023,47,M,33
2023,48,F,60
2023,48,M,45
2023,49,F,67
2023,49,M,43
2023,50,F,57
2023,50,M,23
2023,51,F,69
2023,51,M,50
2023,52,F,113
2023,52,M,36
2023,53,F,57
2023,53,M,35
2023,54,F,70
2023,54,M,37
2023,55,F,81
2023,55,M,26
2023,56,F,50
2023,56,M,31
2023,57,F,53
2023,57,M,18
2023,58,F,81
2023,58,M,30
2023,59,F,93
2023,59,M,26
2023,60,F,58
2023,60,M,26
2023,61,F,89
2023,61,M,25
2023,62,F,66
2023,62,M,38
2023,63,F,74
2023,63,M,24
2023,64,F,82
2023,64,M,46
2023,65,F,94
2023,65,M,23
2023,66,F,70
2023,66,M,37
2023,67,F,53
2023,67,M,20
2023,68,F,81
2023,68,M,27
2023,69,F,70
2023,69,M,23
2023,70,F,100
2023,70,M,22
2023,71,F,74
2023,71,M,23
2023,72,F,61
2023,72,M,29
2023,73,F,63
2023,73,M,36
2023,74,F,58
2023,74,M,36
2023,75,F,69
2023,75,M,46
2023,76,F,86
2023,76,M,37
2023,77,F,58
2023,77,M,26
2023,78,F,74
2023,78,M,30
2023,79,F,73
2023,79,M,20
2023,80,F,73
2023,80,M,65
2023,81,F,47
2023,81,M,25
2023,82,F,84
2023,82,M,23
2023,83,F,44
2023,83,M,19
2023,84,F,52
2023,84,M,23
2023,85,F,56
2023,85,M,26
2023,86,F,38
2023,86,M,13
2023,87,F,41
2023,87,M,10
2023,88,F,45
2023,88,M,22
2023,89,F,43
2023,89,M,8
2023,90,F,32
2023,90,M,20
2023,91,F,22
2023,91,M,16
2023,92,F,26
2023,92,M,7
2023,93,F,18
2023,93,M,9
2023,94,F,17
2023,94,M,6
2023,95,F,10
2023,95,M,3
2023,96,F,7
2023,96,M,4
2023,97,F,4
2023,97,M,5
2023,98,F,2
2023,98,M,1
2023,99,F,7
2023,99,M,1
2023,100,F,4
2023,100,M,0
2023,101,F,4
2023,101,M,0
2023,102,F,5
2023,102,M,0
2023,103,F,2
2023,103,M,0
2023,104,F,0
2023,104,M,1
2023,105,F,3
2023,105,M,0
2023,106,F,0
2023,106,M,0
2023,107,F,0
2023,107,M,0
2023,108,F,1
2023,108,M,0
2023,109,F,0
2023,109,M,0
2023,110,F,0
2023,110,M,0
2024,0,F,0
2024,0,M,0
2024,1,F,0
2024,1,M,0
2024,2,F,0
2024,2,M,0
2024,3,F,542
2024,3,M,1061
2024,4,F,292
2024,4,M,539
2024,5,F,264
2024,5,M,437
2024,6,F,178
2024,6,M,308
2024,7,F,151
2024,7,M,294
2024,8,F,140
2024,8,M,198
2024,9,F,105
2024,9,M,169
2024,10,F,89
2024,10,M,149
2024,11,F,80
2024,11,M,109
2024,12,F,66
2024,12,M,124
2024,13,F,54
2024,13,M,100
2024,14,F,56
2024,14,M,62
2024,15,F,62
2024,15,M,37
2024,16,F,81
2024,16,M,52
2024,17,F,45
2024,17,M,31
2024,18,F,47
2024,18,M,23
2024,19,F,56
2024,19,M,26
2024,20,F,40
2024,20,M,32
2024,21,F,31
2024,21,M,53
2024,22,F,49
2024,22,M,33
2024,23,F,58
2024,23,M,32
2024,24,F,36
2024,24,M,27
2024,25,F,30
2024,25,M,31
2024,26,F,42
2024,26,M,26
2024,27,F,59
2024,27,M,25
2024,28,F,60
2024,28,M,46
2024,29,F,54
2024,29,M,22
2024,30,F,60
2024,30,M,19
2024,31,F,55
2024,31,M,17
2024,32,F,57
2024,32,M,41
2024,33,F,45
2024,33,M,23
2024,34,F,54
2024,34,M,33
2024,35,F,26
2024,35,M,28
2024,36,F,60
2024,36,M,51
2024,37,F,84
2024,37,M,23
2024,38,F,100
2024,38,M,33
2024,39,F,78
2024,39,M,56
2024,40,F,79
2024,40,M,33
2024,41,F,70
2024,41,M,57
2024,42,F,75
2024,42,M,37
2024,43,F,81
2024,43,M,47
2024,44,F,87
2024,44,M,53
2024,45,F,64
2024,45,M,60
2024,46,F,93
2024,46,M,43
2024,47,F,80
2024,47,M,29
2024,48,F,65
2024,48,M,47
2024,49,F,60
2024,49,M,43
2024,50,F,55
2024,50,M,30
2024,51,F,54
2024,51,M,39
2024,52,F,84
2024,52,M,36
2024,53,F,74
2024,53,M,27
2024,54,F,80
2024,54,M,51
2024,55,F,80
2024,55,M,48
2024,56,F,61
2024,56,M,26
2024,57,F,53
2024,57,M,31
2024,58,F,83
2024,58,M,23
2024,59,F,57
2024,59,M,25
2024,60,F,75
2024,60,M,29
2024,61,F,74
2024,61,M,32
2024,62,F,65
2024,62,M,41
2024,63,F,79
2024,63,M,21
2024,64,F,97
2024,64,M,33
2024,65,F,86
2024,65,M,15
2024,66,F,84
2024,66,M,36
2024,67,F,58
2024,67,M,17
2024,68,F,74
2024,68,M,17
2024,69,F,72
2024,69,M,31
2024,70,F,105
2024,70,M,27
2024,71,F,73
2024,71,M,35
2024,72,F,68
2024,72,M,28
2024,73,F,67
2024,73,M,33
2024,74,F,66
2024,74,M,39
2024,75,F,58
2024,75,M,64
2024,76,F,111
2024,76,M,31
2024,77,F,79
2024,77,M,27
2024,78,F,89
2024,78,M,23
2024,79,F,55
2024,79,M,18
2024,80,F,74
2024,80,M,32
2024,81,F,64
2024,81,M,34
2024,82,F,74
2024,82,M,31
2024,83,F,48
2024,83,M,20
2024,84,F,63
2024,84,M,26
2024,85,F,62
2024,85,M,17
2024,86,F,50
2024,86,M,9
2024,87,F,31
2024,87,M,12
2024,88,F,65
2024,88,M,18
2024,89,F,46
2024,89,M,4
2024,90,F,38
2024,90,M,17
2024,91,F,26
2024,91,M,10
2024,92,F,17
2024,92,M,10
2024,93,F,14
2024,93,M,12
2024,94,F,14
2024,94,M,4
2024,95,F,8
2024,95,M,3
2024,96,F,10
2024,96,M,2
2024,97,F,8
2024,97,M,0
2024,98,F,1
2024,98,M,1
2024,99,F,3
2024,99,M,0
2024,100,F,5
2024,100,M,2
2024,101,F,4
2024,101,M,0
2024,102,F,4
2024,102,M,0
2024,103,F,3
2024,103,M,0
2024,104,F,1
2024,104,M,0
2024,105,F,2
2024,105,M,0
2024,106,F,1
2024,106,M,0
2024,107,F,0
2024,107,M,0
2024,108,F,0
2024,108,M,0
2024,109,F,0
2024,109,M,0
2024,110,F,0
2024,110,M,0
2025,0,F,0
2025,0,M,0
2025,1,F,0
2025,1,M,0
2025,2,F,0
2025,2,M,0
2025,3,F,493
2025,3,M,1355
2025,4,F,290
2025,4,M,410
2025,5,F,235
2025,5,M,434
2025,6,F,206
2025,6,M,271
2025,7,F,120
2025,7,M,251
2025,8,F,169
2025,8,M,206
2025,9,F,95
2025,9,M,186
2025,10,F,84
2025,10,M,171
2025,11,F,81
2025,11,M,98
2025,12,F,67
2025,12,M,109
2025,13,F,42
2025,13,M,96
2025,14,F,50
2025,14,M,47
2025,15,F,75
2025,15,M,65
2025,16,F,78
2025,16,M,46
2025,17,F,61
2025,17,M,26
2025,18,F,61
2025,18,M,40
2025,19,F,62
2025,19,M,22
2025,20,F,39
2025,20,M,20
2025,21,F,40
2025,21,M,47
2025,22,F,51
2025,22,M,37
2025,23,F,44
2025,23,M,40
2025,24,F,51
2025,24,M,27
2025,25,F,31
2025,25,M,38
2025,26,F,43
2025,26,M,20
2025,27,F,64
2025,27,M,19
2025,28,F,51
2025,28,M,51
2025,29,F,45
2025,29,M,24
2025,30,F,35
2025,30,M,23
2025,31,F,45
2025,31,M,19
2025,32,F,61
2025,32,M,50
2025,33,F,60
2025,33,M,22
2025,34,F,53
2025,34,M,30
2025,35,F,44
2025,35,M,39
2025,36,F,72
2025,36,M,39
2025,37,F,84
2025,37,M,29
2025,38,F,74
2025,38,M,29
2025,39,F,76
2025,39,M,57
2025,40,F,65
2025,40,M,28
2025,41,F,68
2025,41,M,59
2025,42,F,70
2025,42,M,64
2025,43,F,99
2025,43,M,46
2025,44,F,70
2025,44,M,85
2025,45,F,71
2025,45,M,51
2025,46,F,81
2025,46,M,29
2025,47,F,112
2025,47,M,36
2025,48,F,63
2025,48,M,48
2025,49,F,65
2025,49,M,40
2025,50,F,77
2025,50,M,31
2025,51,F,68
2025,51,M,33
2025,52,F,90
2025,52,M,32
2025,53,F,79
2025,53,M,31
2025,54,F,58
2025,54,M,42
2025,55,F,67
2025,55,M,26
2025,56,F,77
2025,56,M,40
2025,57,F,64
2025,57,M,32
2025,58,F,78
2025,58,M,24
2025,59,F,78
2025,59,M,26
2025,60,F,49
2025,60,M,23
2025,61,F,94
2025,61,M,30
2025,62,F,72
2025,62,M,47
2025,63,F,71
2025,63,M,24
2025,64,F,90
2025,64,M,42
2025,65,F,94
2025,65,M,22
2025,66,F,120
2025,66,M,41
2025,67,F,71
2025,67,M,19
2025,68,F,65
2025,68,M,30
2025,69,F,67
2025,69,M,26
2025,70,F,93
2025,70,M,17
2025,71,F,58
2025,71,M,22
2025,72,F,74
2025,72,M,29
2025,73,F,53
2025,73,M,27
2025,74,F,63
2025,74,M,33
2025,75,F,69
2025,75,M,46
2025,76,F,80
2025,76,M,34
2025,77,F,67
2025,77,M,28
2025,78,F,79
2025,78,M,24
2025,79,F,72
2025,79,M,17
2025,80,F,76
2025,80,M,42
2025,81,F,64
2025,81,M,35
2025,82,F,87
2025,82,M,32
2025,83,F,47
2025,83,M,29
2025,84,F,66
2025,84,M,24
2025,85,F,63
2025,85,M,22
2025,86,F,47
2025,86,M,8
2025,87,F,52
2025,87,M,25
2025,88,F,31
2025,88,M,18
2025,89,F,69
2025,89,M,3
2025,90,F,36
2025,90,M,15
2025,91,F,25
2025,91,M,11
2025,92,F,23
2025,92,M,12
2025,93,F,9
2025,93,M,5
2025,94,F,22
2025,94,M,5
2025,95,F,13
2025,95,M,6
2025,96,F,10
2025,96,M,1
2025,97,F,7
2025,97,M,5
2025,98,F,4
2025,98,M,1
2025,99,F,3
2025,99,M,2
2025,100,F,6
2025,100,M,2
2025,101,F,7
2025,101,M,0
2025,102,F,5
2025,102,M,0
2025,103,F,2
2025,103,M,2
2025,104,F,1
2025,104,M,0
2025,105,F,0
2025,105,M,0
2025,106,F,2
2025,106,M,0
2025,107,F,0
2025,107,M,0
2025,108,F,0
2025,108,M,0
2025,109,F,0
2025,109,M,0
2025,110,F,1
2025,110,M,0
2026,0,F,0
2026,0,M,0
2026,1,F,0
2026,1,M,0
2026,2,F,0
2026,2,M,0
2026,3,F,635
2026,3,M,1114
2026,4,F,279
2026,4,M,483
2026,5,F,234
2026,5,M,346
2026,6,F,169
2026,6,M,319
2026,7,F,160
2026,7,M,265
2026,8,F,140
2026,8,M,195
2026,9,F,104
2026,9,M,185
2026,10,F,89
2026,10,M,157
2026,11,F,81
2026,11,M,95
2026,12,F,83
2026,12,M,109
2026,13,F,49
2026,13,M,94
2026,14,F,55
2026,14,M,42
2026,15,F,70
2026,15,M,39
2026,16,F,84
2026,16,M,62
2026,17,F,35
2026,17,M,30
2026,18,F,39
2026,18,M,36
2026,19,F,55
2026,19,M,21
2026,20,F,63
2026,20,M,29
2026,21,F,56
2026,21,M,51
2026,22,F,45
2026,22,M,40
2026,23,F,48
2026,23,M,42
2026,24,F,45
2026,24,M,24
2026,25,F,27
2026,25,M,24
2026,26,F,36
2026,26,M,26
2026,27,F,60
2026,27,M,21
2026,28,F,43
2026,28,M,38
2026,29,F,41
2026,29,M,24
2026,30,F,28
2026,30,M,23
2026,31,F,65
2026,31,M,11
2026,32,F,60
2026,32,M,31
2026,33,F,48
2026,33,M,32
2026,34,F,39
2026,34,M,24
2026,35,F,35
2026,35,M,20
2026,36,F,71
2026,36,M,29
2026,37,F,66
2026,37,M,20
2026,38,F,90
2026,38,M,35
2026,39,F,65
2026,39,M,61
2026,40,F,86
2026,40,M,33
2026,41,F,100
2026,41,M,57
2026,42,F,72
2026,42,M,57
2026,43,F,77
2026,43,M,46
2026,44,F,60
2026,44,M,61
2026,45,F,74
2026,45,M,61
2026,46,F,118
2026,46,M,29
2026,47,F,89
2026,47,M,53
2026,48,F,55
2026,48,M,57
2026,49,F,69
2026,49,M,32
2026,50,F,54
2026,50,M,28
2026,51,F,61
2026,51,M,43
2026,52,F,89
2026,52,M,37
2026,53,F,77
2026,53,M,35
2026,54,F,75
2026,54,M,39
2026,55,F,72
2026,55,M,37
2026,56,F,74
2026,56,M,38
2026,57,F,62
2026,57,M,18
2026,58,F,68
2026,58,M,19
2026,59,F,70
2026,59,M,23
2026,60,F,72
2026,60,M,26
2026,61,F,83
2026,61,M,29
2026,62,F,68
2026,62,M,36
2026,63,F,73
2026,63,M,21
2026,64,F,87
2026,64,M,28
2026,65,F,84
2026,65,M,22
2026,66,F,96
2026,66,M,37
2026,67,F,69
2026,67,M,22
2026,68,F,80
2026,68,M,19
2026,69,F,62
2026,69,M,24
2026,70,F,91
2026,70,M,21
2026,71,F,69
2026,71,M,27
2026,72,F,82
2026,72,M,26
2026,73,F,74
2026,73,M,34
2026,74,F,70
2026,74,M,35
2026,75,F,58
2026,75,M,48
2026,76,F,97
2026,76,M,35
2026,77,F,74
2026,77,M,34
2026,78,F,97
2026,78,M,27
2026,79,F,92
2026,79,M,12
2026,80,F,73
2026,80,M,56
2026,81,F,39
2026,81,M,32
2026,82,F,92
2026,82,M,28
2026,83,F,52
2026,83,M,23
2026,84,F,60
2026,84,M,24
2026,85,F,70
2026,85,M,9
2026,86,F,41
2026,86,M,18
2026,87,F,48
2026,87,M,21
2026,88,F,54
2026,88,M,30
2026,89,F,41
2026,89,M,12
2026,90,F,34
2026,90,M,13
2026,91,F,30
2026,91,M,19
2026,92,F,33
2026,92,M,11
2026,93,F,20
2026,93,M,12
2026,94,F,14
2026,94,M,11
2026,95,F,16
2026,95,M,7
2026,96,F,11
2026,96,M,2
2026,97,F,2
2026,97,M,2
2026,98,F,6
2026,98,M,3
2026,99,F,7
2026,99,M,0
2026,100,F,2
2026,100,M,0
2026,101,F,6
2026,101,M,0
2026,102,F,1
2026,102,M,0
2026,103,F,3
2026,103,M,0
2026,104,F,1
2026,104,M,0
2026,105,F,1
2026,105,M,0
2026,106,F,1
2026,106,M,0
2026,107,F,0
2026,107,M,0
2026,108,F,0
2026,108,M,0
2026,109,F,0
2026,109,M,0
2026,110,F,0
2026,110,M,0
2027,0,F,0
2027,0,M,0
2027,1,F,0
2027,1,M,0
2027,2,F,0
2027,2,M,0
2027,3,F,540
2027,3,M,1301
2027,4,F,342
2027,4,M,461
2027,5,F,211
2027,5,M,371
2027,6,F,169
2027,6,M,276
2027,7,F,126
2027,7,M,246
2027,8,F,189
2027,8,M,197
2027,9,F,72
2027,9,M,177
2027,10,F,81
2027,10,M,182
2027,11,F,71
2027,11,M,105
2027,12,F,65
2027,12,M,101
2027,13,F,37
2027,13,M,93
2027,14,F,62
2027,14,M,44
2027,15,F,58
2027,15,M,46
2027,16,F,82
2027,16,M,56
2027,17,F,39
2027,17,M,40
2027,18,F,45
2027,18,M,30
2027,19,F,76
2027,19,M,18
2027,20,F,52
2027,20,M,28
2027,21,F,36
2027,21,M,43
2027,22,F,49
2027,22,M,36
2027,23,F,53
2027,23,M,32
2027,24,F,40
2027,24,M,12
2027,25,F,33
2027,25,M,26
2027,26,F,38
2027,26,M,17
2027,27,F,60
2027,27,M,17
2027,28,F,54
2027,28,M,42
2027,29,F,55
2027,29,M,21
2027,30,F,45
2027,30,M,23
2027,31,F,50
2027,31,M,17
2027,32,F,52
2027,32,M,40
2027,33,F,58
2027,33,M,31
2027,34,F,40
2027,34,M,35
2027,35,F,29
2027,35,M,18
2027,36,F,77
2027,36,M,24
2027,37,F,87
2027,37,M,28
2027,38,F,78
2027,38,M,22
2027,39,F,88
2027,39,M,51
2027,40,F,69
2027,40,M,31
2027,41,F,85
2027,41,M,61
2027,42,F,54
2027,42,M,44
2027,43,F,86
2027,43,M,45
2027,44,F,75
2027,44,M,66
2027,45,F,82
2027,45,M,38
2027,46,F,100
2027,46,M,43
2027,47,F,105
2027,47,M,43
2027,48,F,48
2027,48,M,45
2027,49,F,60
2027,49,M,43
2027,50,F,63
2027,50,M,30
2027,51,F,75
2027,51,M,39
2027,52,F,111
2027,52,M,41
2027,53,F,80
2027,53,M,30
2027,54,F,61
2027,54,M,44
2027,55,F,84
2027,55,M,35
2027,56,F,61
2027,56,M,39
2027,57,F,56
2027,57,M,24
2027,58,F,78
2027,58,M,25
2027,59,F,76
2027,59,M,30
2027,60,F,63
2027,60,M,28
2027,61,F,74
2027,61,M,30
2027,62,F,64
2027,62,M,43
2027,63,F,89
2027,63,M,23
2027,64,F,95
2027,64,M,29
2027,65,F,100
2027,65,M,24
2027,66,F,103
2027,66,M,33
2027,67,F,66
2027,67,M,15
2027,68,F,76
2027,68,M,28
2027,69,F,72
2027,69,M,26
2027,70,F,102
2027,70,M,20
2027,71,F,60
2027,71,M,28
2027,72,F,99
2027,72,M,29
2027,73,F,84
2027,73,M,38
2027,74,F,73
2027,74,M,35
2027,75,F,54
2027,75,M,56
2027,76,F,120
2027,76,M,36
2027,77,F,85
2027,77,M,28
2027,78,F,115
2027,78,M,31
2027,79,F,86
2027,79,M,20
2027,80,F,96
2027,80,M,50
2027,81,F,73
2027,81,M,29
2027,82,F,72
2027,82,M,45
2027,83,F,39
2027,83,M,30
2027,84,F,87
2027,84,M,43
2027,85,F,89
2027,85,M,19
2027,86,F,65
2027,86,M,13
2027,87,F,45
2027,87,M,20
2027,88,F,48
2027,88,M,25
2027,89,F,45
2027,89,M,14
2027,90,F,30
2027,90,M,10
2027,91,F,30
2027,91,M,10
2027,92,F,27
2027,92,M,12
2027,93,F,17
2027,93,M,12
2027,94,F,18
2027,94,M,7
2027,95,F,9
2027,95,M,6
2027,96,F,9
2027,96,M,6
2027,97,F,5
2027,97,M,0
2027,98,F,8
2027,98,M,1
2027,99,F,5
2027,99,M,1
2027,100,F,9
2027,100,M,0
2027,101,F,1
2027,101,M,1
2027,102,F,1
2027,102,M,1
2027,103,F,6
2027,103,M,0
2027,104,F,2
2027,104,M,0
2027,105,F,0
2027,105,M,0
2027,106,F,2
2027,106,M,0
2027,107,F,0
2027,107,M,0
2027,108,F,0
2027,108,M,0
2027,109,F,0
2027,109,M,0
2027,110,F,0
2027,110,M,0
2028,0,F,0
2028,0,M,0
2028,1,F,0
2028,1,M,0
2028,2,F,0
2028,2,M,0
2028,3,F,524
2028,3,M,1181
2028,4,F,283
2028,4,M,482
2028,5,F,254
2028,5,M,418
2028,6,F,147
2028,6,M,260
2028,7,F,118
2028,7,M,228
2028,8,F,163
2028,8,M,204
2028,9,F,106
2028,9,M,161
2028,10,F,74
2028,10,M,155
2028,11,F,66
2028,11,M,99
2028,12,F,57
2028,12,M,93
2028,13,F,42
2028,13,M,70
2028,14,F,44
2028,14,M,47
2028,15,F,67
2028,15,M,48
2028,16,F,86
2028,16,M,56
2028,17,F,26
2028,17,M,40
2028,18,F,51
2028,18,M,33
2028,19,F,62
2028,19,M,28
2028,20,F,74
2028,20,M,25
2028,21,F,58
2028,21,M,44
2028,22,F,52
2028,22,M,48
2028,23,F,66
2028,23,M,40
2028,24,F,54
2028,24,M,20
2028,25,F,34
2028,25,M,25
2028,26,F,40
2028,26,M,13
2028,27,F,49
2028,27,M,26
2028,28,F,40
2028,28,M,39
2028,29,F,41
2028,29,M,18
2028,30,F,38
2028,30,M,24
2028,31,F,56
2028,31,M,19
2028,32,F,50
2028,32,M,36
2028,33,F,65
2028,33,M,23
2028,34,F,50
2028,34,M,34
2028,35,F,32
2028,35,M,20
2028,36,F,70
2028,36,M,19
2028,37,F,85
2028,37,M,19
2028,38,F,80
2028,38,M,20
2028,39,F,68
2028,39,M,43
2028,40,F,79
2028,40,M,20
2028,41,F,76
2028,41,M,47
2028,42,F,61
2028,42,M,51
2028,43,F,73
2028,43,M,54
2028,44,F,36
2028,44,M,61
2028,45,F,68
2028,45,M,45
2028,46,F,100
2028,46,M,36
2028,47,F,116
2028,47,M,40
2028,48,F,64
2028,48,M,45
2028,49,F,75
2028,49,M,48
2028,50,F,46
2028,50,M,27
2028,51,F,65
2028,51,M,47
2028,52,F,114
2028,52,M,33
2028,53,F,82
2028,53,M,32
2028,54,F,64
2028,54,M,42
2028,55,F,80
2028,55,M,32
2028,56,F,75
2028,56,M,32
2028,57,F,58
2028,57,M,25
2028,58,F,79
2028,58,M,26
2028,59,F,68
2028,59,M,25
2028,60,F,64
2028,60,M,26
2028,61,F,55
2028,61,M,18
2028,62,F,56
2028,62,M,56
2028,63,F,75
2028,63,M,23
2028,64,F,89
2028,64,M,46
2028,65,F,90
2028,65,M,23
2028,66,F,112
2028,66,M,37
2028,67,F,75
2028,67,M,16
2028,68,F,85
2028,68,M,36
2028,69,F,67
2028,69,M,39
2028,70,F,112
2028,70,M,29
2028,71,F,68
2028,71,M,28
2028,72,F,83
2028,72,M,30
2028,73,F,89
2028,73,M,26
2028,74,F,49
2028,74,M,39
2028,75,F,61
2028,75,M,39
2028,76,F,107
2028,76,M,34
2028,77,F,78
2028,77,M,31
2028,78,F,125
2028,78,M,30
2028,79,F,87
2028,79,M,8
2028,80,F,98
2028,80,M,52
2028,81,F,67
2028,81,M,33
2028,82,F,112
2028,82,M,39
2028,83,F,49
2028,83,M,35
2028,84,F,80
2028,84,M,47
2028,85,F,72
2028,85,M,38
2028,86,F,59
2028,86,M,13
2028,87,F,58
2028,87,M,5
2028,88,F,63
2028,88,M,29
2028,89,F,50
2028,89,M,8
2028,90,F,25
2028,90,M,19
2028,91,F,27
2028,91,M,15
2028,92,F,39
2028,92,M,14
2028,93,F,18
2028,93,M,3
2028,94,F,13
2028,94,M,8
2028,95,F,8
2028,95,M,3
2028,96,F,17
2028,96,M,8
2028,97,F,8
2028,97,M,2
2028,98,F,7
2028,98,M,1
2028,99,F,6
2028,99,M,0
2028,100,F,6
2028,100,M,1
2028,101,F,3
2028,101,M,0
2028,102,F,3
2028,102,M,1
2028,103,F,1
