year,age,sex,n_antibiotic_exposure
2014,92,M,0
2014,93,F,0
2014,93,M,0
2014,94,F,0
2014,94,M,0
2014,95,F,0
2014,95,M,0
2014,96,F,0
2014,96,M,0
2014,97,F,0
2014,97,M,0
2014,98,F,0
2014,98,M,0
2014,99,F,0
2014,99,M,0
2014,100,F,94
2014,100,M,23
2014,101,F,0
2014,101,M,0
2014,102,F,0
2014,102,M,0
2014,103,F,0
2014,103,M,0
2014,104,F,0
2014,104,M,0
2014,105,F,0
2014,105,M,0
2014,106,F,0
2014,106,M,0
2014,107,F,0
2014,107,M,0
2014,108,F,0
2014,108,M,0
2014,109,F,0
2014,109,M,0
2014,110,F,0
2014,110,M,0
2015,0,F,1527
2015,0,M,2165
2015,1,F,16
2015,1,M,23
2015,2,F,20
2015,2,M,29
2015,3,F,19
2015,3,M,22
2015,4,F,14
2015,4,M,17
2015,5,F,44
2015,5,M,37
2015,6,F,38
2015,6,M,41
2015,7,F,42
2015,7,M,24
2015,8,F,45
2015,8,M,35
2015,9,F,30
2015,9,M,31
2015,10,F,50
2015,10,M,34
2015,11,F,50
2015,11,M,57
2015,12,F,38
2015,12,M,67
2015,13,F,68
2015,13,M,73
2015,14,F,56
2015,14,M,93
2015,15,F,81
2015,15,M,118
2015,16,F,109
2015,16,M,153
2015,17,F,68
2015,17,M,137
2015,18,F,109
2015,18,M,165
2015,19,F,135
2015,19,M,242
2015,20,F,41
2015,20,M,118
2015,21,F,11
2015,21,M,57
2015,22,F,0
2015,22,M,24
2015,23,F,0
2015,23,M,47
2015,24,F,1
2015,24,M,51
2015,25,F,3
2015,25,M,34
2015,26,F,3
2015,26,M,5
2015,27,F,14
2015,27,M,45
2015,28,F,23
2015,28,M,35
2015,29,F,32
2015,29,M,39
2015,30,F,21
2015,30,M,47
2015,31,F,19
2015,31,M,34
2015,32,F,25
2015,32,M,20
2015,33,F,26
2015,33,M,13
2015,34,F,24
2015,34,M,7
2015,35,F,41
2015,35,M,11
2015,36,F,37
2015,36,M,6
2015,37,F,18
2015,37,M,1
2015,38,F,35
2015,38,M,14
2015,39,F,25
2015,39,M,2
2015,40,F,29
2015,40,M,17
2015,41,F,23
2015,41,M,12
2015,42,F,39
2015,42,M,4
2015,43,F,20
2015,43,M,7
2015,44,F,29
2015,44,M,19
2015,45,F,34
2015,45,M,19
2015,46,F,28
2015,46,M,3
2015,47,F,32
2015,47,M,4
2015,48,F,26
2015,48,M,0
2015,49,F,25
2015,49,M,20
2015,50,F,27
2015,50,M,13
2015,51,F,28
2015,51,M,11
2015,52,F,23
2015,52,M,9
2015,53,F,18
2015,53,M,0
2015,54,F,14
2015,54,M,0
2015,55,F,8
2015,55,M,0
2015,56,F,13
2015,56,M,0
2015,57,F,4
2015,57,M,1
2015,58,F,11
2015,58,M,0
2015,59,F,15
2015,59,M,0
2015,60,F,14
2015,60,M,0
2015,61,F,14
2015,61,M,0
2015,62,F,22
2015,62,M,0
2015,63,F,15
2015,63,M,0
2015,64,F,7
2015,64,M,0
2015,65,F,5
2015,65,M,0
2015,66,F,2
2015,66,M,0
2015,67,F,2
2015,67,M,0
2015,68,F,8
2015,68,M,12
2015,69,F,0
2015,69,M,0
2015,70,F,0
2015,70,M,0
2015,71,F,0
2015,71,M,0
2015,72,F,0
2015,72,M,0
2015,73,F,0
2015,73,M,0
2015,74,F,0
2015,74,M,0
2015,75,F,0
2015,75,M,0
2015,76,F,0
2015,76,M,0
2015,77,F,0
2015,77,M,0
2015,78,F,0
2015,78,M,0
2015,79,F,0
2015,79,M,0
2015,80,F,0
2015,80,M,0
2015,81,F,0
2015,81,M,0
2015,82,F,0
2015,82,M,0
2015,83,F,0
2015,83,M,0
2015,84,F,0
2015,84,M,0
2015,85,F,0
2015,85,M,0
2015,86,F,0
2015,86,M,0
2015,87,F,0
2015,87,M,0
2015,88,F,0
2015,88,M,0
2015,89,F,0
2015,89,M,0
2015,90,F,0
2015,90,M,0
2015,91,F,0
2015,91,M,0
2015,92,F,0
2015,92,M,0
2015,93,F,0
2015,93,M,0
2015,94,F,0
2015,94,M,0
2015,95,F,0
2015,95,M,0
2015,96,F,0
2015,96,M,0
2015,97,F,0
2015,97,M,0
2015,98,F,0
2015,98,M,0
2015,99,F,0
2015,99,M,0
2015,100,F,99
2015,100,M,16
2015,101,F,0
2015,101,M,0
2015,102,F,0
2015,102,M,0
2015,103,F,0
2015,103,M,0
2015,104,F,0
2015,104,M,0
2015,105,F,0
2015,105,M,0
2015,106,F,0
2015,106,M,0
2015,107,F,0
2015,107,M,0
2015,108,F,0
2015,108,M,0
2015,109,F,0
2015,109,M,0
2015,110,F,0
2015,110,M,0
2016,0,F,1493
2016,0,M,1955
2016,1,F,27
2016,1,M,29
2016,2,F,35
2016,2,M,22
2016,3,F,24
2016,3,M,38
2016,4,F,25
2016,4,M,41
2016,5,F,45
2016,5,M,57
2016,6,F,35
2016,6,M,34
2016,7,F,43
2016,7,M,44
2016,8,F,36
2016,8,M,34
2016,9,F,37
2016,9,M,48
2016,10,F,42
2016,10,M,69
2016,11,F,47
2016,11,M,68
2016,12,F,32
2016,12,M,64
2016,13,F,66
2016,13,M,78
2016,14,F,88
2016,14,M,102
2016,15,F,117
2016,15,M,112
2016,16,F,122
2016,16,M,145
2016,17,F,155
2016,17,M,191
2016,18,F,138
2016,18,M,259
2016,19,F,225
2016,19,M,332
2016,20,F,95
2016,20,M,182
2016,21,F,88
2016,21,M,127
2016,22,F,39
2016,22,M,106
2016,23,F,58
2016,23,M,135
2016,24,F,61
2016,24,M,107
2016,25,F,62
2016,25,M,79
2016,26,F,43
2016,26,M,80
2016,27,F,73
2016,27,M,97
2016,28,F,137
2016,28,M,175
2016,29,F,93
2016,29,M,122
2016,30,F,89
2016,30,M,116
2016,31,F,66
2016,31,M,101
2016,32,F,63
2016,32,M,110
2016,33,F,59
2016,33,M,99
2016,34,F,91
2016,34,M,130
2016,35,F,39
2016,35,M,39
2016,36,F,44
2016,36,M,47
2016,37,F,48
2016,37,M,40
2016,38,F,64
2016,38,M,61
2016,39,F,40
2016,39,M,59
2016,40,F,32
2016,40,M,26
2016,41,F,33
2016,41,M,14
2016,42,F,46
2016,42,M,83
2016,43,F,37
2016,43,M,41
2016,44,F,48
2016,44,M,45
2016,45,F,0
2016,45,M,0
2016,46,F,42
2016,46,M,25
2016,47,F,27
2016,47,M,19
2016,48,F,35
2016,48,M,35
2016,49,F,61
2016,49,M,60
2016,50,F,42
2016,50,M,23
2016,51,F,0
2016,51,M,0
2016,52,F,8
2016,52,M,0
2016,53,F,6
2016,53,M,0
2016,54,F,33
2016,54,M,31
2016,55,F,0
2016,55,M,0
2016,56,F,13
2016,56,M,0
2016,57,F,27
2016,57,M,8
2016,58,F,16
2016,58,M,0
2016,59,F,7
2016,59,M,0
2016,60,F,35
2016,60,M,12
2016,61,F,5
2016,61,M,0
2016,62,F,22
2016,62,M,0
2016,63,F,12
2016,63,M,8
2016,64,F,34
2016,64,M,18
2016,65,F,13
2016,65,M,0
2016,66,F,11
2016,66,M,0
2016,67,F,26
2016,67,M,11
2016,68,F,0
2016,68,M,0
2016,69,F,0
2016,69,M,0
2016,70,F,35
2016,70,M,51
2016,71,F,15
2016,71,M,17
2016,72,F,0
2016,72,M,0
2016,73,F,0
2016,73,M,0
2016,74,F,6
2016,74,M,12
2016,75,F,0
2016,75,M,0
2016,76,F,0
2016,76,M,9
2016,77,F,0
2016,77,M,0
2016,78,F,0
2016,78,M,0
2016,79,F,0
2016,79,M,1
2016,80,F,0
2016,80,M,0
2016,81,F,0
2016,81,M,0
2016,82,F,3
2016,82,M,1
2016,83,F,0
2016,83,M,0
2016,84,F,0
2016,84,M,0
2016,85,F,0
2016,85,M,0
2016,86,F,0
2016,86,M,0
2016,87,F,0
2016,87,M,0
2016,88,F,0
2016,88,M,0
2016,89,F,0
2016,89,M,0
2016,90,F,0
2016,90,M,0
2016,91,F,0
2016,91,M,0
2016,92,F,0
2016,92,M,0
2016,93,F,0
2016,93,M,0
2016,94,F,0
2016,94,M,0
2016,95,F,0
2016,95,M,0
2016,96,F,0
2016,96,M,3
2016,97,F,0
2016,97,M,0
2016,98,F,0
2016,98,M,0
2016,99,F,2
2016,99,M,0
2016,100,F,117
2016,100,M,23
2016,101,F,0
2016,101,M,0
2016,102,F,0
2016,102,M,0
2016,103,F,0
2016,103,M,0
2016,104,F,0
2016,104,M,0
2016,105,F,0
2016,105,M,0
2016,106,F,0
2016,106,M,0
2016,107,F,0
2016,107,M,0
2016,108,F,0
2016,108,M,0
2016,109,F,0
2016,109,M,0
2016,110,F,0
2016,110,M,0
2017,0,F,1340
2017,0,M,1816
2017,1,F,12
2017,1,M,19
2017,2,F,10
2017,2,M,26
2017,3,F,24
2017,3,M,12
2017,4,F,21
2017,4,M,28
2017,5,F,17
2017,5,M,27
2017,6,F,20
2017,6,M,41
2017,7,F,17
2017,7,M,46
2017,8,F,29
2017,8,M,27
2017,9,F,30
2017,9,M,33
2017,10,F,42
2017,10,M,38
2017,11,F,31
2017,11,M,35
2017,12,F,33
2017,12,M,37
2017,13,F,39
2017,13,M,54
2017,14,F,25
2017,14,M,73
2017,15,F,54
2017,15,M,117
2017,16,F,89
2017,16,M,126
2017,17,F,137
2017,17,M,183
2017,18,F,185
2017,18,M,268
2017,19,F,311
2017,19,M,459
2017,20,F,162
2017,20,M,298
2017,21,F,181
2017,21,M,189
2017,22,F,105
2017,22,M,218
2017,23,F,128
2017,23,M,222
2017,24,F,131
2017,24,M,190
2017,25,F,120
2017,25,M,120
2017,26,F,130
2017,26,M,131
2017,27,F,131
2017,27,M,106
2017,28,F,104
2017,28,M,92
2017,29,F,137
2017,29,M,111
2017,30,F,105
2017,30,M,113
2017,31,F,91
2017,31,M,117
2017,32,F,99
2017,32,M,127
2017,33,F,102
2017,33,M,131
2017,34,F,77
2017,34,M,110
2017,35,F,73
2017,35,M,84
2017,36,F,65
2017,36,M,83
2017,37,F,52
2017,37,M,75
2017,38,F,53
2017,38,M,73
2017,39,F,29
2017,39,M,63
2017,40,F,60
2017,40,M,64
2017,41,F,24
2017,41,M,67
2017,42,F,31
2017,42,M,23
2017,43,F,29
2017,43,M,41
2017,44,F,13
2017,44,M,49
2017,45,F,25
2017,45,M,39
2017,46,F,16
2017,46,M,28
2017,47,F,14
2017,47,M,19
2017,48,F,23
2017,48,M,18
2017,49,F,7
2017,49,M,12
2017,50,F,3
2017,50,M,11
2017,51,F,7
2017,51,M,7
2017,52,F,8
2017,52,M,2
2017,53,F,9
2017,53,M,0
2017,54,F,10
2017,54,M,0
2017,55,F,3
2017,55,M,2
2017,56,F,7
2017,56,M,0
2017,57,F,3
2017,57,M,0
2017,58,F,10
2017,58,M,0
2017,59,F,10
2017,59,M,0
2017,60,F,15
2017,60,M,3
2017,61,F,8
2017,61,M,0
2017,62,F,13
2017,62,M,3
2017,63,F,6
2017,63,M,12
2017,64,F,9
2017,64,M,3
2017,65,F,10
2017,65,M,1
2017,66,F,18
2017,66,M,4
2017,67,F,9
2017,67,M,12
2017,68,F,11
2017,68,M,6
2017,69,F,25
2017,69,M,2
2017,70,F,14
2017,70,M,10
2017,71,F,12
2017,71,M,6
2017,72,F,5
2017,72,M,4
2017,73,F,3
2017,73,M,4
2017,74,F,3
2017,74,M,5
2017,75,F,2
2017,75,M,9
2017,76,F,0
2017,76,M,1
2017,77,F,3
2017,77,M,0
2017,78,F,5
2017,78,M,2
2017,79,F,3
2017,79,M,0
2017,80,F,0
2017,80,M,0
2017,81,F,3
2017,81,M,0
2017,82,F,0
2017,82,M,0
2017,83,F,0
2017,83,M,0
2017,84,F,0
2017,84,M,0
2017,85,F,0
2017,85,M,0
2017,86,F,0
2017,86,M,0
2017,87,F,0
2017,87,M,0
2017,88,F,0
2017,88,M,0
2017,89,F,0
2017,89,M,0
2017,90,F,0
2017,90,M,0
2017,91,F,0
2017,91,M,0
2017,92,F,0
2017,92,M,0
2017,93,F,0
2017,93,M,0
2017,94,F,0
2017,94,M,0
2017,95,F,0
2017,95,M,0
2017,96,F,0
2017,96,M,0
2017,97,F,0
2017,97,M,0
2017,98,F,0
2017,98,M,0
2017,99,F,0
2017,99,M,0
2017,100,F,115
2017,100,M,24
2017,101,F,0
2017,101,M,0
2017,102,F,0
2017,102,M,0
2017,103,F,0
2017,103,M,0
2017,104,F,0
2017,104,M,0
2017,105,F,0
2017,105,M,0
2017,106,F,0
2017,106,M,0
2017,107,F,0
2017,107,M,0
2017,108,F,0
2017,108,M,0
2017,109,F,0
2017,109,M,0
2017,110,F,0
2017,110,M,0
2018,0,F,1203
2018,0,M,1758
2018,1,F,17
2018,1,M,24
2018,2,F,18
2018,2,M,23
2018,3,F,25
2018,3,M,30
2018,4,F,22
2018,4,M,33
2018,5,F,25
2018,5,M,32
2018,6,F,25
2018,6,M,30
2018,7,F,26
2018,7,M,48
2018,8,F,38
2018,8,M,41
2018,9,F,33
2018,9,M,41
2018,10,F,35
2018,10,M,44
2018,11,F,34
2018,11,M,33
2018,12,F,30
2018,12,M,47
2018,13,F,44
2018,13,M,42
2018,14,F,51
2018,14,M,50
2018,15,F,79
2018,15,M,81
2018,16,F,106
2018,16,M,141
2018,17,F,136
2018,17,M,197
2018,18,F,265
2018,18,M,319
2018,19,F,353
2018,19,M,627
2018,20,F,218
2018,20,M,381
2018,21,F,146
2018,21,M,286
2018,22,F,144
2018,22,M,282
2018,23,F,169
2018,23,M,275
2018,24,F,165
2018,24,M,207
2018,25,F,176
2018,25,M,188
2018,26,F,155
2018,26,M,191
2018,27,F,168
2018,27,M,216
2018,28,F,145
2018,28,M,204
2018,29,F,163
2018,29,M,170
2018,30,F,177
2018,30,M,187
2018,31,F,125
2018,31,M,166
2018,32,F,146
2018,32,M,181
2018,33,F,101
2018,33,M,159
2018,34,F,122
2018,34,M,172
2018,35,F,111
2018,35,M,177
2018,36,F,103
2018,36,M,179
2018,37,F,65
2018,37,M,126
2018,38,F,80
2018,38,M,87
2018,39,F,61
2018,39,M,82
2018,40,F,49
2018,40,M,83
2018,41,F,37
2018,41,M,102
2018,42,F,41
2018,42,M,57
2018,43,F,28
2018,43,M,87
2018,44,F,20
2018,44,M,44
2018,45,F,34
2018,45,M,35
2018,46,F,38
2018,46,M,29
2018,47,F,26
2018,47,M,36
2018,48,F,29
2018,48,M,19
2018,49,F,13
2018,49,M,26
2018,50,F,8
2018,50,M,17
2018,51,F,5
2018,51,M,13
2018,52,F,13
2018,52,M,4
2018,53,F,8
2018,53,M,7
2018,54,F,8
2018,54,M,3
2018,55,F,12
2018,55,M,3
2018,56,F,9
2018,56,M,2
2018,57,F,1
2018,57,M,0
2018,58,F,5
2018,58,M,6
2018,59,F,10
2018,59,M,1
2018,60,F,9
2018,60,M,5
2018,61,F,9
2018,61,M,4
2018,62,F,20
2018,62,M,2
2018,63,F,22
2018,63,M,3
2018,64,F,16
2018,64,M,0
2018,65,F,13
2018,65,M,14
2018,66,F,8
2018,66,M,1
2018,67,F,10
2018,67,M,5
2018,68,F,17
2018,68,M,4
2018,69,F,11
2018,69,M,1
2018,70,F,12
2018,70,M,10
2018,71,F,9
2018,71,M,14
2018,72,F,2
2018,72,M,4
2018,73,F,9
2018,73,M,9
2018,74,F,5
2018,74,M,0
2018,75,F,4
2018,75,M,3
2018,76,F,1
2018,76,M,10
2018,77,F,0
2018,77,M,5
2018,78,F,2
2018,78,M,5
2018,79,F,0
2018,79,M,0
2018,80,F,2
2018,80,M,0
2018,81,F,4
2018,81,M,2
2018,82,F,2
2018,82,M,0
2018,83,F,0
2018,83,M,0
2018,84,F,0
2018,84,M,0
2018,85,F,0
2018,85,M,0
2018,86,F,0
2018,86,M,0
2018,87,F,0
2018,87,M,0
2018,88,F,0
2018,88,M,0
2018,89,F,0
2018,89,M,0
2018,90,F,0
2018,90,M,0
2018,91,F,0
2018,91,M,0
2018,92,F,0
2018,92,M,0
2018,93,F,0
2018,93,M,0
2018,94,F,0
2018,94,M,0
2018,95,F,0
2018,95,M,0
2018,96,F,0
2018,96,M,0
2018,97,F,0
2018,97,M,0
2018,98,F,0
2018,98,M,0
2018,99,F,0
2018,99,M,0
2018,100,F,108
2018,100,M,38
2018,101,F,0
2018,101,M,0
2018,102,F,0
2018,102,M,0
2018,103,F,0
2018,103,M,0
2018,104,F,0
2018,104,M,0
2018,105,F,0
2018,105,M,0
2018,106,F,0
2018,106,M,0
2018,107,F,0
2018,107,M,0
2018,108,F,0
2018,108,M,0
2018,109,F,0
2018,109,M,0
2018,110,F,0
2018,110,M,0
2019,0,F,1100
2019,0,M,1437
2019,1,F,17
2019,1,M,22
2019,2,F,20
2019,2,M,24
2019,3,F,24
2019,3,M,31
2019,4,F,21
2019,4,M,25
2019,5,F,33
2019,5,M,32
2019,6,F,30
2019,6,M,30
2019,7,F,39
2019,7,M,41
2019,8,F,32
2019,8,M,37
2019,9,F,35
2019,9,M,36
2019,10,F,26
2019,10,M,41
2019,11,F,29
2019,11,M,44
2019,12,F,27
2019,12,M,40
2019,13,F,27
2019,13,M,48
2019,14,F,31
2019,14,M,64
2019,15,F,68
2019,15,M,79
2019,16,F,100
2019,16,M,126
2019,17,F,117
2019,17,M,160
2019,18,F,251
2019,18,M,346
2019,19,F,398
2019,19,M,542
2019,20,F,206
2019,20,M,330
2019,21,F,154
2019,21,M,262
2019,22,F,146
2019,22,M,240
2019,23,F,183
2019,23,M,297
2019,24,F,133
2019,24,M,239
2019,25,F,173
2019,25,M,194
2019,26,F,170
2019,26,M,181
2019,27,F,179
2019,27,M,175
2019,28,F,163
2019,28,M,195
2019,29,F,185
2019,29,M,225
2019,30,F,194
2019,30,M,209
2019,31,F,163
2019,31,M,167
2019,32,F,130
2019,32,M,176
2019,33,F,113
2019,33,M,176
2019,34,F,107
2019,34,M,154
2019,35,F,113
2019,35,M,180
2019,36,F,111
2019,36,M,138
2019,37,F,97
2019,37,M,140
2019,38,F,65
2019,38,M,136
2019,39,F,54
2019,39,M,101
2019,40,F,45
2019,40,M,88
2019,41,F,43
2019,41,M,110
2019,42,F,58
2019,42,M,73
2019,43,F,40
2019,43,M,70
2019,44,F,40
2019,44,M,48
2019,45,F,24
2019,45,M,74
2019,46,F,33
2019,46,M,49
2019,47,F,18
2019,47,M,46
2019,48,F,15
2019,48,M,40
2019,49,F,15
2019,49,M,28
2019,50,F,21
2019,50,M,17
2019,51,F,14
2019,51,M,21
2019,52,F,16
2019,52,M,18
2019,53,F,19
2019,53,M,13
2019,54,F,7
2019,54,M,19
2019,55,F,17
2019,55,M,9
2019,56,F,10
2019,56,M,10
2019,57,F,13
2019,57,M,6
2019,58,F,8
2019,58,M,1
2019,59,F,19
2019,59,M,12
2019,60,F,19
2019,60,M,2
2019,61,F,17
2019,61,M,15
2019,62,F,25
2019,62,M,7
2019,63,F,18
2019,63,M,11
2019,64,F,26
2019,64,M,17
2019,65,F,23
2019,65,M,9
2019,66,F,19
2019,66,M,7
2019,67,F,12
2019,67,M,14
2019,68,F,20
2019,68,M,11
2019,69,F,9
2019,69,M,7
2019,70,F,22
2019,70,M,13
2019,71,F,16
2019,71,M,4
2019,72,F,6
2019,72,M,17
2019,73,F,5
2019,73,M,7
2019,74,F,11
2019,74,M,16
2019,75,F,13
2019,75,M,8
2019,76,F,13
2019,76,M,11
2019,77,F,7
2019,77,M,9
2019,78,F,11
2019,78,M,8
2019,79,F,1
2019,79,M,1
2019,80,F,5
2019,80,M,2
2019,81,F,4
2019,81,M,4
2019,82,F,0
2019,82,M,4
2019,83,F,2
2019,83,M,0
2019,84,F,0
2019,84,M,0
2019,85,F,0
2019,85,M,0
2019,86,F,0
2019,86,M,0
2019,87,F,0
2019,87,M,0
2019,88,F,0
2019,88,M,0
2019,89,F,0
2019,89,M,0
2019,90,F,0
2019,90,M,0
2019,91,F,0
2019,91,M,0
2019,92,F,0
2019,92,M,0
2019,93,F,0
2019,93,M,0
2019,94,F,0
2019,94,M,0
2019,95,F,0
2019,95,M,0
2019,96,F,0
2019,96,M,0
2019,97,F,0
2019,97,M,0
2019,98,F,0
2019,98,M,2
2019,99,F,0
2019,99,M,0
2019,100,F,127
2019,100,M,30
2019,101,F,0
2019,101,M,0
2019,102,F,0
2019,102,M,0
2019,103,F,0
2019,103,M,0
2019,104,F,0
2019,104,M,0
2019,105,F,0
2019,105,M,0
2019,106,F,0
2019,106,M,0
2019,107,F,0
2019,107,M,0
2019,108,F,0
2019,108,M,0
2019,109,F,0
2019,109,M,0
2019,110,F,0
2019,110,M,0
2020,0,F,1058
2020,0,M,1331
2020,1,F,21
2020,1,M,24
2020,2,F,25
2020,2,M,6
2020,3,F,10
2020,3,M,22
2020,4,F,28
2020,4,M,24
2020,5,F,18
2020,5,M,37
2020,6,F,21
2020,6,M,31
2020,7,F,18
2020,7,M,42
2020,8,F,18
2020,8,M,34
2020,9,F,27
2020,9,M,49
2020,10,F,22
2020,10,M,23
2020,11,F,23
2020,11,M,35
2020,12,F,35
2020,12,M,41
2020,13,F,31
2020,13,M,44
2020,14,F,27
2020,14,M,36
2020,15,F,35
2020,15,M,78
2020,16,F,71
2020,16,M,90
2020,17,F,70
2020,17,M,125
2020,18,F,170
2020,18,M,244
2020,19,F,336
2020,19,M,543
2020,20,F,137
2020,20,M,327
2020,21,F,68
2020,21,M,115
2020,22,F,73
2020,22,M,131
2020,23,F,119
2020,23,M,188
2020,24,F,130
2020,24,M,159
2020,25,F,99
2020,25,M,119
2020,26,F,111
2020,26,M,84
2020,27,F,134
2020,27,M,113
2020,28,F,139
2020,28,M,131
2020,29,F,139
2020,29,M,138
2020,30,F,118
2020,30,M,190
2020,31,F,151
2020,31,M,157
2020,32,F,117
2020,32,M,138
2020,33,F,133
2020,33,M,136
2020,34,F,124
2020,34,M,129
2020,35,F,111
2020,35,M,126
2020,36,F,73
2020,36,M,114
2020,37,F,70
2020,37,M,103
2020,38,F,82
2020,38,M,113
2020,39,F,67
2020,39,M,94
2020,40,F,62
2020,40,M,73
2020,41,F,46
2020,41,M,83
2020,42,F,39
2020,42,M,51
2020,43,F,47
2020,43,M,47
2020,44,F,21
2020,44,M,29
2020,45,F,25
2020,45,M,51
2020,46,F,31
2020,46,M,38
2020,47,F,17
2020,47,M,36
2020,48,F,19
2020,48,M,15
2020,49,F,23
2020,49,M,18
2020,50,F,19
2020,50,M,24
2020,51,F,22
2020,51,M,13
2020,52,F,14
2020,52,M,18
2020,53,F,11
2020,53,M,7
2020,54,F,9
2020,54,M,5
2020,55,F,13
2020,55,M,0
2020,56,F,11
2020,56,M,2
2020,57,F,10
2020,57,M,3
2020,58,F,11
2020,58,M,0
2020,59,F,9
2020,59,M,6
2020,60,F,8
2020,60,M,1
2020,61,F,9
2020,61,M,4
2020,62,F,15
2020,62,M,3
2020,63,F,23
2020,63,M,1
2020,64,F,15
2020,64,M,0
2020,65,F,10
2020,65,M,6
2020,66,F,13
2020,66,M,1
2020,67,F,5
2020,67,M,4
2020,68,F,10
2020,68,M,5
2020,69,F,14
2020,69,M,9
2020,70,F,10
2020,70,M,10
2020,71,F,4
2020,71,M,5
2020,72,F,5
2020,72,M,5
2020,73,F,6
2020,73,M,0
2020,74,F,1
2020,74,M,0
2020,75,F,3
2020,75,M,3
2020,76,F,4
2020,76,M,1
2020,77,F,1
2020,77,M,16
2020,78,F,1
2020,78,M,4
2020,79,F,0
2020,79,M,0
2020,80,F,0
2020,80,M,0
2020,81,F,0
2020,81,M,0
2020,82,F,0
2020,82,M,0
2020,83,F,0
2020,83,M,0
2020,84,F,0
2020,84,M,0
2020,85,F,0
2020,85,M,0
2020,86,F,0
2020,86,M,0
2020,87,F,0
2020,87,M,0
2020,88,F,0
2020,88,M,0
2020,89,F,0
2020,89,M,0
2020,90,F,0
2020,90,M,0
2020,91,F,0
2020,91,M,0
2020,92,F,0
2020,92,M,0
2020,93,F,0
2020,93,M,0
2020,94,F,0
2020,94,M,0
2020,95,F,0
2020,95,M,0
2020,96,F,0
2020,96,M,0
2020,97,F,0
2020,97,M,0
2020,98,F,0
2020,98,M,0
2020,99,F,0
2020,99,M,0
2020,100,F,164
2020,100,M,42
2020,101,F,0
2020,101,M,0
2020,102,F,0
2020,102,M,0
2020,103,F,0
2020,103,M,0
2020,104,F,0
2020,104,M,0
2020,105,F,0
2020,105,M,0
2020,106,F,0
2020,106,M,0
2020,107,F,0
2020,107,M,0
2020,108,F,0
2020,108,M,0
2020,109,F,0
2020,109,M,0
2020,110,F,0
2020,110,M,0
2021,0,F,952
2021,0,M,1249
2021,1,F,63
2021,1,M,74
2021,2,F,55
2021,2,M,77
2021,3,F,38
2021,3,M,65
2021,4,F,28
2021,4,M,29
2021,5,F,16
2021,5,M,16
2021,6,F,11
2021,6,M,20
2021,7,F,21
2021,7,M,14
2021,8,F,16
2021,8,M,16
2021,9,F,11
2021,9,M,30
2021,10,F,14
2021,10,M,27
2021,11,F,4
2021,11,M,19
2021,12,F,16
2021,12,M,19
2021,13,F,12
2021,13,M,29
2021,14,F,55
2021,14,M,74
2021,15,F,96
2021,15,M,96
2021,16,F,78
2021,16,M,114
2021,17,F,159
2021,17,M,238
2021,18,F,271
2021,18,M,409
2021,19,F,273
2021,19,M,452
2021,20,F,35
2021,20,M,99
2021,21,F,0
2021,21,M,0
2021,22,F,63
2021,22,M,73
2021,23,F,52
2021,23,M,0
2021,24,F,12
2021,24,M,0
2021,25,F,0
2021,25,M,0
2021,26,F,0
2021,26,M,0
2021,27,F,0
2021,27,M,0
2021,28,F,0
2021,28,M,0
2021,29,F,0
2021,29,M,0
2021,30,F,0
2021,30,M,0
2021,31,F,0
2021,31,M,0
2021,32,F,0
2021,32,M,0
2021,33,F,0
2021,33,M,0
2021,34,F,0
2021,34,M,0
2021,35,F,0
2021,35,M,0
2021,36,F,0
2021,36,M,0
2021,37,F,0
2021,37,M,0
2021,38,F,0
2021,38,M,0
2021,39,F,6
2021,39,M,0
2021,40,F,7
2021,40,M,0
2021,41,F,8
2021,41,M,0
2021,42,F,24
2021,42,M,8
2021,43,F,18
2021,43,M,21
2021,44,F,12
2021,44,M,16
2021,45,F,16
2021,45,M,22
2021,46,F,26
2021,46,M,19
2021,47,F,14
2021,47,M,10
2021,48,F,12
2021,48,M,2
2021,49,F,9
2021,49,M,9
2021,50,F,5
2021,50,M,3
2021,51,F,4
2021,51,M,0
2021,52,F,7
2021,52,M,7
2021,53,F,11
2021,53,M,9
2021,54,F,8
2021,54,M,3
2021,55,F,1
2021,55,M,0
2021,56,F,2
2021,56,M,0
2021,57,F,9
2021,57,M,8
2021,58,F,2
2021,58,M,0
2021,59,F,7
2021,59,M,3
2021,60,F,13
2021,60,M,15
2021,61,F,11
2021,61,M,4
2021,62,F,15
2021,62,M,23
2021,63,F,8
2021,63,M,7
2021,64,F,4
2021,64,M,30
2021,65,F,4
2021,65,M,20
2021,66,F,10
2021,66,M,7
2021,67,F,6
2021,67,M,11
2021,68,F,1
2021,68,M,13
2021,69,F,7
2021,69,M,7
2021,70,F,10
2021,70,M,18
2021,71,F,7
2021,71,M,2
2021,72,F,4
2021,72,M,17
2021,73,F,1
2021,73,M,1
2021,74,F,9
2021,74,M,1
2021,75,F,4
2021,75,M,24
2021,76,F,0
2021,76,M,0
2021,77,F,0
2021,77,M,0
2021,78,F,11
2021,78,M,0
2021,79,F,0
2021,79,M,0
2021,80,F,0
2021,80,M,0
2021,81,F,0
2021,81,M,0
2021,82,F,0
2021,82,M,0
2021,83,F,0
2021,83,M,0
2021,84,F,0
2021,84,M,0
2021,85,F,0
2021,85,M,0
2021,86,F,0
2021,86,M,0
2021,87,F,0
2021,87,M,0
2021,88,F,0
2021,88,M,0
2021,89,F,0
2021,89,M,0
2021,90,F,0
2021,90,M,0
2021,91,F,0
