year,age,sex,utility
2008,54,F,6239.401344122835
2008,54,M,6138.466948951335
2008,55,F,5954.97146411525
2008,55,M,5600.556702685851
2008,56,F,5626.1410186716475
2008,56,M,5432.47189131503
2008,57,F,5616.38115494749
2008,57,M,5266.0168845096
2008,58,F,5463.696776071063
2008,58,M,5147.501443518758
2008,59,F,5416.731200838899
2008,59,M,4932.74816482318
2008,60,F,5318.402921897958
2008,60,M,5015.226835977399
2008,61,F,5249.318048257763
2008,61,M,4938.323370629771
2008,62,F,4583.1109840742765
2008,62,M,4225.247384325194
2008,63,F,4231.079921351322
2008,63,M,4003.6267780575677
2008,64,F,4127.773991764662
2008,64,M,3903.6800472586183
2008,65,F,4037.707334108261
2008,65,M,3899.190831127378
2008,66,F,3738.0948712363343
2008,66,M,3589.0278152191277
2008,67,F,3652.442065898423
2008,67,M,3364.346549195269
2008,68,F,3374.709744569479
2008,68,M,3109.7692032144973
2008,69,F,3306.4631322617315
2008,69,M,2998.762158893931
2008,70,F,3127.4111678524023
2008,70,M,2826.664280950507
2008,71,F,2991.5275723047052
2008,71,M,2685.3461352957956
2008,72,F,2954.9984064273676
2008,72,M,2635.404947159005
2008,73,F,2860.900502555188
2008,73,M,2503.5613238358505
2008,74,F,2714.059704030449
2008,74,M,2370.0347928938663
2008,75,F,2751.15954657551
2008,75,M,2269.4223771610177
2008,76,F,2638.9517019230366
2008,76,M,2243.60255005674
2008,77,F,2624.707951172854
2008,77,M,2144.304343871302
2008,78,F,2507.4898746643057
2008,78,M,2040.7475131575727
2008,79,F,2405.166725551002
2008,79,M,1747.0655645622426
2008,80,F,2313.8403497370723
2008,80,M,1667.6896296337218
2008,81,F,2199.684694049178
2008,81,M,1494.4898767564312
2008,82,F,2102.2304322836276
2008,82,M,1374.0596490219414
2008,83,F,1940.6364712473946
2008,83,M,1220.8525989287507
2008,84,F,1836.6648906225746
2008,84,M,1046.9016282373493
2008,85,F,1695.0242618132393
2008,85,M,928.7474734845714
2008,86,F,1533.6554576661313
2008,86,M,834.3573631899236
2008,87,F,1363.125582723756
2008,87,M,689.6054895026231
2008,88,F,1220.8841760371658
2008,88,M,564.4061687465188
2008,89,F,922.4490023566174
2008,89,M,373.48328979724977
2008,90,F,777.2664507242922
2008,90,M,327.08583471216224
2008,91,F,653.711343787945
2008,91,M,265.9133727206803
2008,92,F,559.4983506462878
2008,92,M,184.50074380060175
2008,93,F,430.99017573545314
2008,93,M,160.6303873630545
2008,94,F,342.74396533491307
2008,94,M,130.98001235883206
2008,95,F,256.9862684915783
2008,95,M,80.69265099726788
2008,96,F,191.3267509156118
2008,96,M,53.484117404913746
2008,97,F,114.94019301382156
2008,97,M,41.824848917034316
2008,98,F,103.72755830340188
2008,98,M,23.575905239446215
2008,99,F,59.98309283453814
2008,99,M,13.711999999999996
2008,100,F,110.0983487849441
2008,100,M,22.123971821903712
2008,101,F,77.69606927449536
2008,101,M,11.917037527152536
2008,102,F,48.92803034337011
2008,102,M,6.856000000000001
2008,103,F,31.687682874876224
2008,103,M,3.428
2008,104,F,13.58413642942016
2008,104,M,0.0
2008,105,F,11.947469283685445
2008,105,M,1.714
2008,106,F,8.544659854129822
2008,106,M,0.0
2008,107,F,0.864
2008,107,M,0.0
2008,108,F,0.0
2008,108,M,0.0
2008,109,F,0.0
2008,109,M,0.0
2008,110,F,0.0
2008,110,M,0.0
2009,0,F,5542.0
2009,0,M,5958.0
2009,1,F,5619.600944445019
2009,1,M,5750.784722222692
2009,2,F,5466.748888889228
2009,2,M,5588.291666667347
2009,3,F,5161.535317588704
2009,3,M,5401.231223448225
2009,4,F,5094.874538780229
2009,4,M,5272.133298714264
2009,5,F,5109.10784009056
2009,5,M,5268.389566984754
2009,6,F,5046.1989156117
2009,6,M,5168.452882850753
2009,7,F,5006.056998718163
2009,7,M,5149.351369663506
2009,8,F,4962.848498004235
2009,8,M,5202.815648444185
2009,9,F,5146.191945379468
2009,9,M,5291.088751555305
2009,10,F,5021.784119158417
2009,10,M,5397.339951873681
2009,11,F,5196.061897417495
2009,11,M,5409.583414963616
2009,12,F,5255.019744672478
2009,12,M,5649.288480444624
2009,13,F,5543.983605151382
2009,13,M,5869.955680732287
2009,14,F,5713.383791996883
2009,14,M,5950.339706194885
2009,15,F,5714.532169989135
2009,15,M,5948.900826428831
2009,16,F,5771.764876026472
2009,16,M,6026.039093257214
2009,17,F,5867.426719628636
2009,17,M,6061.385615493342
2009,18,F,6005.821164633568
2009,18,M,6106.3125721046645
2009,19,F,6096.989425994974
2009,19,M,6298.716020950746
2009,20,F,5896.46178743265
2009,20,M,6197.488755774739
2009,21,F,5849.959730379673
2009,21,M,5882.519981873591
2009,22,F,5810.608428317726
2009,22,M,6037.754983592244
2009,23,F,5951.358084587823
2009,23,M,6141.0857525740375
2009,24,F,6024.680890411747
2009,24,M,6243.880880506899
2009,25,F,6045.576156900236
2009,25,M,6182.803650965753
2009,26,F,6206.175375759452
2009,26,M,6060.5744830473495
2009,27,F,6101.769349390303
2009,27,M,6087.754933854493
2009,28,F,6258.759801434224
2009,28,M,6060.355426867529
2009,29,F,6127.383331347239
2009,29,M,6050.614751418628
2009,30,F,6057.318394837983
2009,30,M,5837.874355530103
2009,31,F,5986.4579038936035
2009,31,M,5748.419347783803
2009,32,F,5939.778294744879
2009,32,M,5869.769440113004
2009,33,F,6067.335862886138
2009,33,M,5789.811198492244
2009,34,F,6029.894356983269
2009,34,M,5907.0221148254805
2009,35,F,5822.449001626559
2009,35,M,5844.508212093104
2009,36,F,5752.761466014958
2009,36,M,5994.191886102875
2009,37,F,6037.934418254879
2009,37,M,5936.320222862663
2009,38,F,6240.733522877321
2009,38,M,6313.809045117353
2009,39,F,6273.462952099867
2009,39,M,6272.1481228333205
2009,40,F,6286.796970698866
2009,40,M,6202.830690096717
2009,41,F,6177.6945142361965
2009,41,M,6212.638801880032
2009,42,F,6195.930124559395
2009,42,M,6434.7807619102405
2009,43,F,6576.936166329836
2009,43,M,6749.2274577148555
2009,44,F,7212.376931149872
2009,44,M,7198.503248739962
2009,45,F,7265.40437996354
2009,45,M,7152.578498828176
2009,46,F,7295.542518126955
2009,46,M,7288.628708525835
2009,47,F,7141.134436475412
2009,47,M,7103.302419890521
2009,48,F,7224.916650330442
2009,48,M,7184.928222229974
2009,49,F,6954.702285519197
2009,49,M,7186.378445850644
2009,50,F,6882.721282477902
2009,50,M,6919.483179707981
2009,51,F,6885.772277362739
2009,51,M,6768.246139887712
2009,52,F,6693.314403259813
2009,52,M,6672.566989483097
2009,53,F,6477.070873967047
2009,53,M,6459.6955794273
2009,54,F,6449.8212478077785
2009,54,M,6396.661296755715
2009,55,F,6133.712374283761
2009,55,M,5951.213162855308
2009,56,F,5927.108267070443
2009,56,M,5587.947690146858
2009,57,F,5599.552530692757
2009,57,M,5416.682821083778
2009,58,F,5595.747265675678
2009,58,M,5251.486457370936
2009,59,F,5441.151274772235
2009,59,M,5125.6427478955
2009,60,F,5393.03152632469
2009,60,M,4910.751008197248
2009,61,F,5303.594860163288
2009,61,M,4993.546853348608
2009,62,F,5247.149405915787
2009,62,M,4916.433045587845
2009,63,F,4544.570923095042
2009,63,M,4190.934636171495
2009,64,F,4194.117935039551
2009,64,M,3975.2288654179883
2009,65,F,4164.172814644443
2009,65,M,4087.7849027775146
2009,66,F,4003.1627172537624
2009,66,M,3859.922083766761
2009,67,F,3705.8759397291387
2009,67,M,3532.464129556541
2009,68,F,3634.737633739097
2009,68,M,3302.75434611436
2009,69,F,3343.9038906136643
2009,69,M,3055.3133829182852
2009,70,F,3272.7601557243006
2009,70,M,2950.1166160504804
2009,71,F,3091.265889435567
2009,71,M,2776.398650621917
2009,72,F,2950.47833804903
2009,72,M,2632.2557273333
2009,73,F,2904.0205994628054
2009,73,M,2595.1206076868775
2009,74,F,2819.305586704766
2009,74,M,2435.9158711643545
2009,75,F,2656.356179189733
2009,75,M,2257.1677389130177
2009,76,F,2688.8642122496585
2009,76,M,2198.5792625455406
2009,77,F,2564.034788724645
2009,77,M,2137.521309397533
2009,78,F,2568.463628167657
2009,78,M,2027.0032109341
2009,79,F,2412.1382805324365
2009,79,M,1949.790312404743
2009,80,F,2320.487035231513
2009,80,M,1640.9393224903115
2009,81,F,2221.77222801922
2009,81,M,1563.8475109041199
2009,82,F,2110.1526021742457
2009,82,M,1382.9482113107154
2009,83,F,1992.3526926435613
2009,83,M,1270.4100090244426
2009,84,F,1828.900976973854
2009,84,M,1109.769232436152
2009,85,F,1713.1708006732663
2009,85,M,944.5958509063382
2009,86,F,1580.9631258839574
2009,86,M,835.1431346740593
2009,87,F,1413.4312359311848
2009,87,M,741.7133345120836
2009,88,F,1217.240671941048
2009,88,M,615.0657166930675
2009,89,F,1082.7786705641317
2009,89,M,485.11164111715
2009,90,F,791.5614465763065
2009,90,M,318.21499057088613
2009,91,F,684.4002615551917
2009,91,M,264.62873758624426
2009,92,F,563.5270465236391
2009,92,M,200.21099617273288
2009,93,F,468.06991365434425
2009,93,M,143.68905250320378
2009,94,F,349.4523459976687
2009,94,M,119.09489042747599
2009,95,F,275.1530952800115
2009,95,M,97.19273170829548
2009,96,F,194.25672358451945
2009,96,M,60.248492395057795
2009,97,F,139.5655956475391
2009,97,M,39.147018307122345
2009,98,F,79.93557846453223
2009,98,M,29.911358084376165
2009,99,F,75.40684625336706
2009,99,M,10.039521914303608
2009,100,F,118.62330096077405
2009,100,M,19.71099999999999
2009,101,F,71.62829155586692
2009,101,M,12.784304083854359
2009,102,F,50.62163283961988
2009,102,M,6.856000000000001
2009,103,F,31.726050595805614
2009,103,M,3.428
2009,104,F,18.820867691784443
2009,104,M,1.714
2009,105,F,6.794594251294848
2009,105,M,0.0
2009,106,F,5.899936086070917
2009,106,M,1.714
2009,107,F,4.32
2009,107,M,0.0
2009,108,F,0.864
2009,108,M,0.0
2009,109,F,0.0
2009,109,M,0.0
2009,110,F,0.0
2009,110,M,0.0
2010,0,F,5574.0
2010,0,M,5930.0
2010,1,F,5564.964555556121
2010,1,M,5939.465277778267
2010,2,F,5628.580444444839
2010,2,M,5772.694444445163
2010,3,F,5446.778245694856
2010,3,M,5549.079924938989
2010,4,F,5191.001548583311
2010,4,M,5423.289446200662
2010,5,F,5105.788427095538
2010,5,M,5279.516009180492
2010,6,F,5130.802429770182
2010,6,M,5268.4757439504265
2010,7,F,5037.359779617344
2010,7,M,5171.585146192636
2010,8,F,5020.70462104118
2010,8,M,5140.170468052629
2010,9,F,4967.516528667618
2010,9,M,5198.447445520641
2010,10,F,5151.142577924302
2010,10,M,5312.360000056464
2010,11,F,5037.539508336115
2010,11,M,5400.209472157903
2010,12,F,5215.484537544541
2010,12,M,5416.344877052377
2010,13,F,5271.1188047286305
2010,13,M,5672.1566808619355
2010,14,F,5561.194978805349
2010,14,M,5903.184260031207
2010,15,F,5745.917034332407
2010,15,M,5984.049678781234
2010,16,F,5748.332182102818
2010,16,M,5974.798303834587
2010,17,F,5816.870236729158
2010,17,M,6060.436970343654
2010,18,F,5911.760226869335
2010,18,M,6133.184154672691
2010,19,F,6133.001502932484
2010,19,M,6275.773025803253
2010,20,F,6210.775514904722
2010,20,M,6398.324281674999
2010,21,F,6003.762062370976
2010,21,M,6260.200753959564
2010,22,F,5938.622080791659
2010,22,M,5931.436522030384
2010,23,F,5897.29679262699
2010,23,M,6104.047569668479
2010,24,F,6056.1728988544955
2010,24,M,6202.854965443374
2010,25,F,6198.14581096361
2010,25,M,6223.793719230462
2010,26,F,6146.486286080338
2010,26,M,6219.418134564274
2010,27,F,6291.9750388580105
2010,27,M,6121.604028761351
2010,28,F,6213.074239544642
2010,28,M,6141.544464828038
2010,29,F,6357.8992102808215
2010,29,M,6133.9197831424135
2010,30,F,6212.8508112336
2010,30,M,6139.652084169345
2010,31,F,6141.08098885384
2010,31,M,5913.986988356257
2010,32,F,6067.399851217079
2010,32,M,5815.834328974836
2010,33,F,6007.805167547405
2010,33,M,5915.847670392165
2010,34,F,6141.44542399071
2010,34,M,5848.680342294084
2010,35,F,5976.081848257206
2010,35,M,6048.90334136684
2010,36,F,5872.754633775887
2010,36,M,5868.724581078566
2010,37,F,5806.26585840758
2010,37,M,6014.894105010379
2010,38,F,6084.992777626688
2010,38,M,5956.720218304248
2010,39,F,6318.133372163667
2010,39,M,6357.260727386167
2010,40,F,6306.800905438851
2010,40,M,6289.050125128423
2010,41,F,6324.9412008051695
2010,41,M,6222.8470381137895
2010,42,F,6209.2186714416575
2010,42,M,6211.668611064988
2010,43,F,6214.42442488243
2010,43,M,6437.31677640673
2010,44,F,6580.728853091952
2010,44,M,6751.756779601057
2010,45,F,7094.279027028962
2010,45,M,6924.841073283249
2010,46,F,7260.8558797997475
2010,46,M,7149.5555569994285
2010,47,F,7288.476779777532
2010,47,M,7283.167664913987
2010,48,F,7136.71850133786
2010,48,M,7083.451398619448
2010,49,F,7229.1804375515
2010,49,M,7205.314693783182
2010,50,F,6962.571675490371
2010,50,M,7195.848185101899
2010,51,F,6893.409251223097
2010,51,M,6921.483633053624
2010,52,F,6877.386637525353
2010,52,M,6770.886040563487
2010,53,F,6676.399972268175
2010,53,M,6677.840516448006
2010,54,F,6454.584863650386
2010,54,M,6453.279441624113
2010,55,F,6352.623330153097
2010,55,M,6209.376337066331
2010,56,F,6105.612541489226
2010,56,M,5928.8705937964505
2010,57,F,5892.42266587485
2010,57,M,5574.541857165983
2010,58,F,5560.305594769429
2010,58,M,5395.396561278239
2010,59,F,5558.113575226873
2010,59,M,5232.135588136665
2010,60,F,5416.657540095338
2010,60,M,5116.182332401734
2010,61,F,5364.07320164471
2010,61,M,4888.927645079244
2010,62,F,5283.859652678074
2010,62,M,4964.0219811076695
2010,63,F,5251.868440567001
2010,63,M,4915.581771594131
2010,64,F,4505.204861255773
2010,64,M,4150.862256843195
2010,65,F,4218.861870999193
2010,65,M,4163.6967157916515
2010,66,F,4125.965037339858
2010,66,M,4033.5241845969786
2010,67,F,3969.4875891154015
2010,67,M,3807.0008007252495
2010,68,F,3670.4111674018545
2010,68,M,3473.6676574420976
2010,69,F,3596.5786957240953
2010,69,M,3250.545201844405
2010,70,F,3319.83628090269
2010,70,M,3001.1302231357754
2010,71,F,3247.838851427959
2010,71,M,2890.7564239084854
2010,72,F,3047.8701249590654
2010,72,M,2726.7191040558027
2010,73,F,2899.5226998897588
2010,73,M,2572.4842238569663
2010,74,F,2852.4005846567575
2010,74,M,2533.741900273748
2010,75,F,2772.829817199559
2010,75,M,2332.7833815478016
2010,76,F,2597.1737282826425
2010,76,M,2181.3736473295644
2010,77,F,2633.8074132032366
2010,77,M,2121.178171393192
2010,78,F,2496.1710758046706
2010,78,M,2055.816708924924
2010,79,F,2495.208811219564
2010,79,M,1931.543787391762
2010,80,F,2329.3919350211786
2010,80,M,1862.1670876028843
2010,81,F,2224.714711872885
2010,81,M,1547.1987277122205
2010,82,F,2136.279942950492
2010,82,M,1453.8599620536836
2010,83,F,1998.9135169670337
2010,83,M,1287.1205799631089
2010,84,F,1886.55603617047
2010,84,M,1147.6986435222602
2010,85,F,1718.8010396351992
2010,85,M,981.7415327763707
2010,86,F,1586.3365964090578
2010,86,M,832.995176381916
2010,87,F,1470.3015812799154
2010,87,M,725.2257048974543
2010,88,F,1286.259163396677
2010,88,M,650.3529811457969
2010,89,F,1082.39937312569
2010,89,M,533.7184692143923
2010,90,F,955.5324636372392
2010,90,M,403.84167687609033
2010,91,F,690.3630449411073
2010,91,M,258.9127600621407
2010,92,F,576.0274117541161
2010,92,M,215.73434610805748
2010,93,F,472.09821328290275
2010,93,M,154.1474804120369
2010,94,F,375.63372556159027
2010,94,M,121.7023217328265
2010,95,F,280.5830262298076
2010,95,M,90.99543362843221
2010,96,F,228.15827585466914
2010,96,M,75.09335783785917
2010,97,F,151.6502825619692
2010,97,M,37.28579633561124
2010,98,F,98.31209315255091
2010,98,M,26.186979518191453
2010,99,F,56.33116226771128
2010,99,M,22.28199999999999
2010,100,F,121.89091577969182
2010,100,M,19.474328151806258
2010,101,F,85.2755101750849
2010,101,M,13.711999999999996
2010,102,F,46.970480239084715
2010,102,M,5.142
2010,103,F,41.118542451305004
2010,103,M,4.285
2010,104,F,22.336594632296034
2010,104,M,2.5709999999999997
2010,105,F,9.386049811530125
2010,105,M,0.857
2010,106,F,4.202655430645458
2010,106,M,0.0
2010,107,F,0.864
2010,107,M,1.714
2010,108,F,1.728
2010,108,M,0.0
2010,109,F,0.0
2010,109,M,0.0
2010,110,F,0.0
2010,110,M,0.0
2011,0,F,5582.0
2011,0,M,5879.0
2011,1,F,5585.825722222791
2011,1,M,5909.673611111597
2011,2,F,5583.188666667045
2011,2,M,5920.61111111186
2011,3,F,5618.009500466741
2011,3,M,5728.64289200705
2011,4,F,5462.978864935666
2011,4,M,5565.377295418166
2011,5,F,5239.915358465882
2011,5,M,5469.037377326586
2011,6,F,5135.124568085444
2011,6,M,5281.7431806722925
2011,7,F,5127.980892573237
2011,7,M,5254.013445686295
2011,8,F,5052.9209042287885
2011,8,M,5180.024896230687
2011,9,F,5058.471701279679
2011,9,M,5134.762221044288
2011,10,F,4987.463115407895
2011,10,M,5222.780450816289
2011,11,F,5140.589914970003
2011,11,M,5306.745125190251
2011,12,F,5044.247337509594
2011,12,M,5405.740330612627
2011,13,F,5227.737034799559
2011,13,M,5431.547969694132
2011,14,F,5286.828271747101
2011,14,M,5689.155761365018
2011,15,F,5572.851063365205
2011,15,M,5944.4453531026165
2011,16,F,5781.906817861426
2011,16,M,6012.5095503203975
2011,17,F,5791.263162634705
2011,17,M,6039.230109295185
2011,18,F,5874.328953534573
2011,18,M,6126.6545779380795
2011,19,F,6042.844614162378
2011,19,M,6304.4072580163365
2011,20,F,6229.002533885275
2011,20,M,6359.908307412953
2011,21,F,6285.905563284724
2011,21,M,6431.318488848368
2011,22,F,6072.397696458497
2011,22,M,6298.325364308183
2011,23,F,6050.326084861196
2011,23,M,6012.238964845773
2011,24,F,5977.030053991254
2011,24,M,6150.075485546749
2011,25,F,6206.92609300762
2011,25,M,6166.957036520626
2011,26,F,6265.997027128079
2011,26,M,6218.22010693221
2011,27,F,6206.724556783393
2011,27,M,6224.535482016932
2011,28,F,6375.399213995032
2011,28,M,6159.818557439374
2011,29,F,6298.28510333749
2011,29,M,6191.563169352536
2011,30,F,6440.169443297501
2011,30,M,6181.997615362187
2011,31,F,6275.57555466946
2011,31,M,6185.414294093618
2011,32,F,6214.651500695989
2011,32,M,5955.843019174931
2011,33,F,6127.8295023998035
2011,33,M,5879.041290315984
2011,34,F,6055.0849715294735
2011,34,M,5956.109056646537
2011,35,F,6080.732491126749
2011,35,M,5975.551693237489
2011,36,F,5998.0250920414
2011,36,M,6073.468177837196
2011,37,F,5928.929504443344
2011,37,M,5903.21024221745
2011,38,F,5851.8035227157525
2011,38,M,6043.218161505163
2011,39,F,6132.500713406494
2011,39,M,5989.981353020813
2011,40,F,6330.261952172009
2011,40,M,6358.718083021623
2011,41,F,6327.8547467732815
2011,41,M,6286.370987081224
2011,42,F,6369.884018113055
2011,42,M,6232.668044556348
2011,43,F,6233.163150829703
2011,43,M,6242.063943894653
2011,44,F,6260.618437238214
2011,44,M,6453.395121467066
2011,45,F,6473.876719139711
2011,45,M,6513.430540918124
2011,46,F,7086.2246154147
2011,46,M,6908.1546823331655
2011,47,F,7249.540950961073
2011,47,M,7131.583119241103
2011,48,F,7272.111684724517
2011,48,M,7267.286508541126
2011,49,F,7150.725589055892
2011,49,M,7086.138534419586
2011,50,F,7221.504067610307
2011,50,M,7196.585717257579
2011,51,F,6962.198393696238
2011,51,M,7195.0157917544375
2011,52,F,6912.39393754196
2011,52,M,6930.5865153311415
2011,53,F,6872.887036960701
2011,53,M,6759.7768917977155
2011,54,F,6663.084179737698
2011,54,M,6652.776025346636
2011,55,F,6374.005079820044
2011,55,M,6271.91567292606
2011,56,F,6327.0487333275705
2011,56,M,6172.193073834536
2011,57,F,6072.179863797038
2011,57,M,5908.365711169964
2011,58,F,5860.2517923148525
2011,58,M,5556.422386214961
2011,59,F,5535.081660042623
2011,59,M,5389.433709946983
2011,60,F,5528.428504190828
2011,60,M,5212.652036283416
2011,61,F,5391.864603635437
2011,61,M,5086.342328517815
2011,62,F,5334.47799266703
2011,62,M,4877.097787193846
2011,63,F,5266.799725109369
2011,63,M,4934.983845087742
2011,64,F,5220.822709135597
2011,64,M,4871.018280352287
2011,65,F,4599.677268070946
2011,65,M,4386.68394837002
2011,66,F,4182.643613560403
2011,66,M,4120.925898913567
2011,67,F,4082.2361150691027
2011,67,M,3984.9875793704664
2011,68,F,3934.2316125446896
2011,68,M,3737.118466190725
2011,69,F,3633.7916499011635
2011,69,M,3411.679469909921
2011,70,F,3550.856913284426
2011,70,M,3188.364745453563
2011,71,F,3297.9274583919787
2011,71,M,2951.9286918665725
2011,72,F,3201.3047662559597
2011,72,M,2819.4222374306955
2011,73,F,3014.7655939823567
2011,73,M,2678.3068185896773
2011,74,F,2847.8963941041375
2011,74,M,2525.1902477428184
2011,75,F,2804.8325306887386
2011,75,M,2423.3591398098015
2011,76,F,2715.138468072793
2011,76,M,2259.0306694105902
2011,77,F,2554.241088992259
2011,77,M,2100.50125497392
2011,78,F,2573.657841898308
2011,78,M,2027.5923840144194
2011,79,F,2430.9147328331624
2011,79,M,1967.8698853548137
2011,80,F,2396.560811312109
2011,80,M,1855.569332085305
2011,81,F,2223.712543487885
2011,81,M,1762.7049157232757
2011,82,F,2116.7290023237797
2011,82,M,1446.5864370569711
2011,83,F,2020.1360613048553
2011,83,M,1363.2281704801708
2011,84,F,1882.8556417170942
2011,84,M,1187.2202491025996
2011,85,F,1768.8728441269698
2011,85,M,1038.953619936763
2011,86,F,1582.4044458229357
2011,86,M,872.4614258620884
2011,87,F,1460.6321722843306
2011,87,M,744.0273710299399
2011,88,F,1343.43509503
2011,88,M,618.6662551336196
2011,89,F,1160.4882260275456
2011,89,M,564.8582944723189
2011,90,F,942.0237158134573
2011,90,M,449.1185292325985
2011,91,F,838.2973299251884
2011,91,M,334.3758907188043
2011,92,F,600.2128446291181
2011,92,M,218.94561755361048
2011,93,F,495.7043721637186
2011,93,M,175.7811100833503
2011,94,F,389.8264387962089
2011,94,M,117.13894562290635
2011,95,F,301.8957710414248
2011,95,M,85.96603306554827
2011,96,F,216.54206877247222
2011,96,M,69.75073198119264
2011,97,F,159.7584072439469
2011,97,M,58.90329551571858
2011,98,F,120.47744553475967
2011,98,M,23.741803639312312
2011,99,F,73.04155260188978
2011,99,M,21.046724635286402
2011,100,F,123.74347440708927
2011,100,M,27.27713578202236
2011,101,F,82.34875112643263
2011,101,M,10.960325139088724
2011,102,F,52.96725211265725
2011,102,M,5.9990000000000006
2011,103,F,38.500904353547845
2011,103,M,3.3361564934123207
2011,104,F,27.55395880296994
2011,104,M,2.5709999999999997
2011,105,F,17.28000000000001
2011,105,M,1.714
2011,106,F,4.2022044181509735
2011,106,M,0.857
2011,107,F,3.3387194873404455
2011,107,M,0.0
2011,108,F,0.0
2011,108,M,1.714
2011,109,F,0.864
2011,109,M,0.0
2011,110,F,0.0
2011,110,M,0.0
2012,0,F,5546.0
2012,0,M,5955.0
2012,1,F,5599.733166667238
2012,1,M,5881.868055556039
2012,2,F,5617.725888889279
2012,2,M,5908.777777778524
2012,3,F,5580.466447552857
2012,3,M,5879.654865851611
2012,4,F,5643.144741567753
2012,4,M,5727.992867416786
2012,5,F,5488.467046414264
2012,5,M,5575.0496303263
2012,6,F,5266.654811993144
2012,6,M,5471.273052286378
2012,7,F,5149.517569721462
2012,7,M,5302.342515122332
2012,8,F,5159.684812564557
2012,8,M,5266.052862718439
2012,9,F,5083.6386521976665
2012,9,M,5193.435698952646
2012,10,F,5083.146261881059
2012,10,M,5160.000308175175
2012,11,F,5012.518347850701
2012,11,M,5241.881915332224
2012,12,F,5170.112793005539
2012,12,M,5332.754428200442
2012,13,F,5050.875189016344
2012,13,M,5423.999737516297
2012,14,F,5221.626370143804
2012,14,M,5428.6236955869535
2012,15,F,5272.825556423405
2012,15,M,5676.26038745488
2012,16,F,5577.734355178894
2012,16,M,5940.144478514262
2012,17,F,5779.71509982936
2012,17,M,6035.635682068404
2012,18,F,5797.201963603196
2012,18,M,6100.008026176663
2012,19,F,5964.166413809371
2012,19,M,6289.52881765556
2012,20,F,6101.138626795516
2012,20,M,6432.655489610094
2012,21,F,6274.806679038829
2012,21,M,6448.2184022093315
2012,22,F,6326.128578548325
2012,22,M,6542.653435769878
2012,23,F,6112.011946825428
2012,23,M,6408.985015116461
2012,24,F,6110.138709981599
2012,24,M,6109.693349002015
2012,25,F,6124.5232553681635
2012,25,M,6158.594034500856
2012,26,F,6276.107452462218
2012,26,M,6262.848491458841
2012,27,F,6338.647589169187
2012,27,M,6269.530667655629
2012,28,F,6292.098069803499
2012,28,M,6290.839332640265
2012,29,F,6451.858398077246
2012,29,M,6221.387320830773
2012,30,F,6382.166158931446
2012,30,M,6263.148458839498
2012,31,F,6504.7990084163375
2012,31,M,6262.825842411204
2012,32,F,6356.895381937225
2012,32,M,6238.678689263244
2012,33,F,6286.516008763866
2012,33,M,6008.792949534306
2012,34,F,6187.404763945828
2012,34,M,5932.359701401701
2012,35,F,6016.9429166742375
2012,35,M,6108.714186943245
2012,36,F,6146.646189952585
2012,36,M,6027.973496319639
2012,37,F,6062.342849864659
2012,37,M,6123.2405071405665
2012,38,F,5978.973794607698
2012,38,M,5943.837390173887
2012,39,F,5914.759392075701
2012,39,M,6092.917848709146
2012,40,F,6191.373006495551
2012,40,M,6041.181852215914
2012,41,F,6386.667065268987
2012,41,M,6399.36730613761
2012,42,F,6385.319664738862
2012,42,M,6333.466508424352
2012,43,F,6409.674227030888
2012,43,M,6266.000547488267
2012,44,F,6268.126221940851
2012,44,M,6262.173335826391
2012,45,F,6176.452643390475
2012,45,M,6225.11462836452
2012,46,F,6507.023582163167
2012,46,M,6530.497589370237
2012,47,F,7081.648960005772
2012,47,M,6919.0086783115685
2012,48,F,7281.398549131633
2012,48,M,7136.964995321754
2012,49,F,7275.506389865612
2012,49,M,7264.154049430861
2012,50,F,7155.771131633143
2012,50,M,7078.361025460029
2012,51,F,7230.733990629129
2012,51,M,7202.845221190789
2012,52,F,6964.16025256342
2012,52,M,7193.929543952521
2012,53,F,6920.984819719464
2012,53,M,6917.376186591879
2012,54,F,6882.927764247164
2012,54,M,6748.9008496377255
2012,55,F,6593.377430669096
2012,55,M,6437.323633895301
2012,56,F,6372.297887007446
2012,56,M,6246.992920181429
2012,57,F,6301.481003342426
2012,57,M,6149.060808509453
2012,58,F,6070.412630992613
2012,58,M,5876.4653992431095
2012,59,F,5849.4128496931635
2012,59,M,5526.500598349605
2012,60,F,5512.755786673507
2012,60,M,5360.311721470019
2012,61,F,5523.433136664062
2012,61,M,5164.356420244038
2012,62,F,5379.455529148432
2012,62,M,5045.512261225156
2012,63,F,5323.838963089012
2012,63,M,4823.5575348789425
2012,64,F,5228.715397920707
2012,64,M,4876.725389056935
2012,65,F,5229.91474048107
2012,65,M,5051.327030319518
2012,66,F,4567.756209796876
2012,66,M,4338.063647289275
2012,67,F,4146.0116861305
2012,67,M,4077.703759784282
2012,68,F,4033.7843106965543
2012,68,M,3920.5916227815555
2012,69,F,3882.3490083391407
2012,69,M,3674.822905253855
2012,70,F,3585.139707360371
2012,70,M,3351.7485938264476
2012,71,F,3503.1534112751797
2012,71,M,3100.9631342307453
2012,72,F,3260.0479379220533
2012,72,M,2885.988691601222
2012,73,F,3150.74874569823
2012,73,M,2752.53902996768
2012,74,F,2952.7431451411685
2012,74,M,2607.545866826024
2012,75,F,2795.646566230694
2012,75,M,2404.8923893130222
2012,76,F,2743.904943913267
2012,76,M,2329.155677089577
