year,age,sex,province,prob
2011,109,F,BC,0.9796011348599988
2011,109,M,BC,0.9678165873323172
2011,110,F,BC,0.9796011348599988
2011,110,M,BC,0.9678165873323172
2012,4,F,BC,0.6608032048749038
2012,4,M,BC,0.6632318721378492
2012,5,F,BC,0.8741079485798988
2012,5,M,BC,0.887121110386369
2012,6,F,BC,0.964758129449901
2012,6,M,BC,0.9752198621064436
2012,7,F,BC,1.0
2012,7,M,BC,1.0
2012,8,F,BC,1.0
2012,8,M,BC,1.0
2012,9,F,BC,1.0
2012,9,M,BC,1.0
2012,10,F,BC,1.0
2012,10,M,BC,1.0
2012,11,F,BC,1.0
2012,11,M,BC,0.9955666820239796
2012,12,F,BC,0.9930946420254376
2012,12,M,BC,0.9879540643989104
2012,13,F,BC,0.9860963760938876
2012,13,M,BC,0.9813178021718788
2012,14,F,BC,0.9798787058586216
2012,14,M,BC,0.9758705903128267
2012,15,F,BC,0.9745849078412786
2012,15,M,BC,0.9716350387269452
2012,16,F,BC,0.9702378996603036
2012,16,M,BC,0.9685383915857046
2012,17,F,BC,0.9667964002243444
2012,17,M,BC,0.966461752601064
2012,18,F,BC,0.9641866355142994
2012,18,M,BC,0.9652663236938364
2012,19,F,BC,0.9623207364483014
2012,19,M,BC,0.9648077392359238
2012,20,F,BC,0.9611076436421748
2012,20,M,BC,0.9649441275631324
2012,21,F,BC,0.960459615572974
2012,21,M,BC,0.9655408357461556
2012,22,F,BC,0.9602960122952482
2012,22,M,BC,0.966473372735708
2012,23,F,BC,0.9605452696439468
2012,23,M,BC,0.9676293928408024
2012,24,F,BC,0.9611455802146062
2012,24,M,BC,0.968910137332846
2012,25,F,BC,0.9620445987227042
2012,25,M,BC,0.9702315208910324
2012,26,F,BC,0.9631984038624402
2012,26,M,BC,0.9715249144169912
2012,27,F,BC,0.964569924788366
2012,27,M,BC,0.9727375983291576
2012,28,F,BC,0.9661270440104776
2012,28,M,BC,0.9738328222197784
2012,29,F,BC,0.9678405965280864
2012,29,M,BC,0.9747893984684062
2012,30,F,BC,0.9696824820076884
2012,30,M,BC,0.975600773479668
2012,31,F,BC,0.9716240844710796
2012,31,M,BC,0.9762735555556524
2012,32,F,BC,0.9736351507910262
2012,32,M,BC,0.9768255268009984
2012,33,F,BC,0.9756832195773368
2012,33,M,BC,0.9772832201290168
2012,34,F,BC,0.9777336241073538
2012,34,M,BC,0.9776791926292264
2012,35,F,BC,0.9797500268680795
2012,35,M,BC,0.97804916471951
2012,36,F,BC,0.9816953884179784
2012,36,M,BC,0.9784292137805556
2012,37,F,BC,0.9835332364260928
2012,37,M,BC,0.9788532075216456
2012,38,F,BC,0.9852290850010356
2012,38,M,BC,0.9793506361348268
2012,39,F,BC,0.9867518590871752
2012,39,M,BC,0.9799449571651584
2012,40,F,BC,0.9880752000204388
2012,40,M,BC,0.9806525098046632
2012,41,F,BC,0.9891785607076988
2012,41,M,BC,0.9814819945003036
2012,42,F,BC,0.9900480362480172
2012,42,M,BC,0.9824344578448
2012,43,F,BC,0.9906769127435388
2012,43,M,BC,0.9835036786691832
2012,44,F,BC,0.9910659495566664
2012,44,M,BC,0.9846768234795048
2012,45,F,BC,0.9912234360618388
2012,45,M,BC,0.9859352292803
2012,46,F,BC,0.9911650823128226
2012,46,M,BC,0.98725517801771
2012,47,F,BC,0.9909138145162468
2012,47,M,BC,0.988608545874926
2012,48,F,BC,0.9904995519962164
2012,48,M,BC,0.9899632378377328
2012,49,F,BC,0.9899590438571274
2012,49,M,BC,0.9912833485147854
2012,50,F,BC,0.9893358418888824
2012,50,M,BC,0.9925290199495044
2012,51,F,BC,0.988680481748084
2012,51,M,BC,0.99365599301173
2012,52,F,BC,0.9880509362991392
2012,52,M,BC,0.994614869126356
2012,53,F,BC,0.9875133909635896
2012,53,M,BC,0.9953501130505188
2012,54,F,BC,0.987143367045705
2012,54,M,BC,0.9957988356324876
2012,55,F,BC,0.9870271795373828
2012,55,M,BC,0.9958893991723092
2012,56,F,BC,0.9872636536625364
2012,56,M,BC,0.995539888768025
2012,57,F,BC,0.9879659318915028
2012,57,M,BC,0.9946564926742772
2012,58,F,BC,0.9892630750067102
2012,58,M,BC,0.9931318350785232
2012,59,F,BC,0.9913009983815968
2012,59,M,BC,0.9908433077084826
2012,60,F,BC,0.9942421029112668
2012,60,M,BC,0.9876514543405144
2012,61,F,BC,0.9982627965427128
2012,61,M,BC,0.9833984769179984
2012,62,F,BC,1.0
2012,62,M,BC,0.9779069565501516
2012,63,F,BC,0.9799129176590629
2012,63,M,BC,0.9707478576397311
2012,64,F,BC,0.9799129176590629
2012,64,M,BC,0.9707478576397311
2012,65,F,BC,0.9799129176590629
2012,65,M,BC,0.9707478576397311
2012,66,F,BC,0.9799129176590629
2012,66,M,BC,0.9707478576397311
2012,67,F,BC,0.9799129176590629
2012,67,M,BC,0.9707478576397311
2012,68,F,BC,0.9799129176590629
2012,68,M,BC,0.9707478576397311
2012,69,F,BC,0.9799129176590629
2012,69,M,BC,0.9707478576397311
2012,70,F,BC,0.9799129176590629
2012,70,M,BC,0.9707478576397311
2012,71,F,BC,0.9799129176590629
2012,71,M,BC,0.9707478576397311
2012,72,F,BC,0.9799129176590629
2012,72,M,BC,0.9707478576397311
2012,73,F,BC,0.9799129176590629
2012,73,M,BC,0.9707478576397311
2012,74,F,BC,0.9799129176590629
2012,74,M,BC,0.9707478576397311
2012,75,F,BC,0.9799129176590629
2012,75,M,BC,0.9707478576397311
2012,76,F,BC,0.9799129176590629
2012,76,M,BC,0.9707478576397311
2012,77,F,BC,0.9799129176590629
2012,77,M,BC,0.9707478576397311
2012,78,F,BC,0.9799129176590629
2012,78,M,BC,0.9707478576397311
2012,79,F,BC,0.9799129176590629
2012,79,M,BC,0.9707478576397311
2012,80,F,BC,0.9799129176590629
2012,80,M,BC,0.9707478576397311
2012,81,F,BC,0.9799129176590629
2012,81,M,BC,0.9707478576397311
2012,82,F,BC,0.9799129176590629
2012,82,M,BC,0.9707478576397311
2012,83,F,BC,0.9799129176590629
2012,83,M,BC,0.9707478576397311
2012,84,F,BC,0.9799129176590629
2012,84,M,BC,0.9707478576397311
2012,85,F,BC,0.9799129176590629
2012,85,M,BC,0.9707478576397311
2012,86,F,BC,0.9799129176590629
2012,86,M,BC,0.9707478576397311
2012,87,F,BC,0.9799129176590629
2012,87,M,BC,0.9707478576397311
2012,88,F,BC,0.9799129176590629
2012,88,M,BC,0.9707478576397311
2012,89,F,BC,0.9799129176590629
2012,89,M,BC,0.9707478576397311
2012,90,F,BC,0.9799129176590629
2012,90,M,BC,0.9707478576397311
2012,91,F,BC,0.9799129176590629
2012,91,M,BC,0.9707478576397311
2012,92,F,BC,0.9799129176590629
2012,92,M,BC,0.9707478576397311
2012,93,F,BC,0.9799129176590629
2012,93,M,BC,0.9707478576397311
2012,94,F,BC,0.9799129176590629
2012,94,M,BC,0.9707478576397311
2012,95,F,BC,0.9799129176590629
2012,95,M,BC,0.9707478576397311
2012,96,F,BC,0.9799129176590629
2012,96,M,BC,0.9707478576397311
2012,97,F,BC,0.9799129176590629
2012,97,M,BC,0.9707478576397311
2012,98,F,BC,0.9799129176590629
2012,98,M,BC,0.9707478576397311
2012,99,F,BC,0.9799129176590629
2012,99,M,BC,0.9707478576397311
2012,100,F,BC,0.9799129176590629
2012,100,M,BC,0.9707478576397311
2012,101,F,BC,0.9799129176590629
2012,101,M,BC,0.9707478576397311
2012,102,F,BC,0.9799129176590629
2012,102,M,BC,0.9707478576397311
2012,103,F,BC,0.9799129176590629
2012,103,M,BC,0.9707478576397311
2012,104,F,BC,0.9799129176590629
2012,104,M,BC,0.9707478576397311
2012,105,F,BC,0.9799129176590629
2012,105,M,BC,0.9707478576397311
2012,106,F,BC,0.9799129176590629
2012,106,M,BC,0.9707478576397311
2012,107,F,BC,0.9799129176590629
2012,107,M,BC,0.9707478576397311
2012,108,F,BC,0.9799129176590629
2012,108,M,BC,0.9707478576397311
2012,109,F,BC,0.9799129176590629
2012,109,M,BC,0.9707478576397311
2012,110,F,BC,0.9799129176590629
2012,110,M,BC,0.9707478576397311
2013,4,F,BC,0.6479619165054652
2013,4,M,BC,0.6418336118762386
2013,5,F,BC,0.8674778054675518
2013,5,M,BC,0.8745764239385848
2013,6,F,BC,0.9608017644223288
2013,6,M,BC,0.9675292269028496
2013,7,F,BC,0.9983591070794916
2013,7,M,BC,1.0
2013,8,F,BC,1.0
2013,8,M,BC,1.0
2013,9,F,BC,1.0
2013,9,M,BC,1.0
2013,10,F,BC,1.0
2013,10,M,BC,1.0
2013,11,F,BC,0.998586135378555
2013,11,M,BC,0.994278616423165
2013,12,F,BC,0.9911902374199836
2013,12,M,BC,0.9868886807788776
2013,13,F,BC,0.9842067702042216
2013,13,M,BC,0.9803674519018982
2013,14,F,BC,0.9780092369999256
2013,14,M,BC,0.9749598878971604
2013,15,F,BC,0.9727436405003036
2013,15,M,BC,0.9707108015884852
2013,16,F,BC,0.96843339114809
2013,16,M,BC,0.967563655290612
2013,17,F,BC,0.9650366116682868
2013,17,M,BC,0.9654120585169714
2013,18,F,BC,0.9624783966866846
2013,18,M,BC,0.9641272962831564
2013,19,F,BC,0.96066946579848
2013,19,M,BC,0.9635733958513288
2013,20,F,BC,0.959517175972554
2013,20,M,BC,0.9636155922594304
2013,21,F,BC,0.9589320721311024
2013,21,M,BC,0.9641252570683574
2013,22,F,BC,0.958831695165384
2013,22,M,BC,0.964982922401942
2013,23,F,BC,0.95914258974455
2013,23,M,BC,0.9660802727487606
2013,24,F,BC,0.9598010429387838
2013,24,M,BC,0.967321559271527
2013,25,F,BC,0.960752876379942
2013,25,M,BC,0.9686246530313704
2013,26,F,BC,0.9619525211814296
2013,26,M,BC,0.969921813553365
2013,27,F,BC,0.9633615742183153
2013,27,M,BC,0.9711601671004648
2013,28,F,BC,0.964947033239112
2013,28,M,BC,0.9723018449826224
2013,29,F,BC,0.9666794139195694
2013,29,M,BC,0.9733237164443788
2013,30,F,BC,0.968530949314406
2013,30,M,BC,0.9742166578073108
2013,31,F,BC,0.970474052880016
2013,31,M,BC,0.9749843253890396
2013,32,F,BC,0.9724801882550366
2013,32,M,BC,0.9756414394108454
2013,33,F,BC,0.9745192356206897
2013,33,M,BC,0.9762116334011526
2013,34,F,BC,0.9765593829040452
2013,34,M,BC,0.9767249710614972
2013,35,F,BC,0.978567509315878
2013,35,M,BC,0.9772152723953356
2013,36,F,BC,0.9805099773344768
2013,36,M,BC,0.9777174162080142
2013,37,F,BC,0.9823537136835064
2013,37,M,BC,0.9782647921350908
2013,38,F,BC,0.9840674432881492
2013,38,M,BC,0.9788870605290052
2013,39,F,BC,0.9856229423723702
2013,39,M,BC,0.9796083446798184
2013,40,F,BC,0.9869961946610094
2013,40,M,BC,0.980445931919453
2013,41,F,BC,0.9881683631536976
2013,41,M,BC,0.9814095052262272
2013,42,F,BC,0.9891265236422484
2013,42,M,BC,0.982500872803696
2013,43,F,BC,0.989864140030724
2013,43,M,BC,0.9837141168434698
2013,44,F,BC,0.9903812917746996
2013,44,M,BC,0.985036049506528
2013,45,F,BC,0.990684688089123
2013,45,M,BC,0.9864468467261892
2013,46,F,BC,0.9907875211573062
2013,46,M,BC,0.9879207287438057
2013,47,F,BC,0.9907092217405756
2013,47,M,BC,0.9894265680780038
2013,48,F,BC,0.9904751863864372
2013,48,M,BC,0.9909283271380108
2013,49,F,BC,0.9901165471424318
2013,49,M,BC,0.9923852545285228
2013,50,F,BC,0.9896700533635164
2013,50,M,BC,0.9937517970370118
2013,51,F,BC,0.9891781312949516
2013,51,M,BC,0.9949772098890264
2013,52,F,BC,0.988689180096741
2013,52,M,BC,0.9960048687340872
2013,53,F,BC,0.9882581510563686
2013,53,M,BC,0.996771301764236
2013,54,F,BC,0.9879474366067325
2013,54,M,BC,0.9972049691535736
2013,55,F,BC,0.9878280625019072
2013,55,M,BC,0.9972248201725192
2013,56,F,BC,0.9879811237750123
2013,56,M,BC,0.9967386568500324
2013,57,F,BC,0.988499326033311
2013,57,M,BC,0.9956413280817948
2013,58,F,BC,0.9894883827819984
2013,58,M,BC,0.9938127707310432
2013,59,F,BC,0.9910678764497532
2013,59,M,BC,0.991115905524138
2013,60,F,BC,0.993371026155127
2013,60,M,BC,0.9873943862428776
2013,61,F,BC,0.9965426482316124
2013,61,M,BC,0.9824701916661804
2013,62,F,BC,1.0
2013,62,M,BC,0.9761410419265156
2013,63,F,BC,0.9800168151085954
2013,63,M,BC,0.9735900913436912
2013,64,F,BC,0.9800168151085954
2013,64,M,BC,0.9735900913436912
2013,65,F,BC,0.9800168151085954
2013,65,M,BC,0.9735900913436912
2013,66,F,BC,0.9800168151085954
2013,66,M,BC,0.9735900913436912
2013,67,F,BC,0.9800168151085954
2013,67,M,BC,0.9735900913436912
2013,68,F,BC,0.9800168151085954
2013,68,M,BC,0.9735900913436912
2013,69,F,BC,0.9800168151085954
2013,69,M,BC,0.9735900913436912
2013,70,F,BC,0.9800168151085954
2013,70,M,BC,0.9735900913436912
2013,71,F,BC,0.9800168151085954
2013,71,M,BC,0.9735900913436912
2013,72,F,BC,0.9800168151085954
2013,72,M,BC,0.9735900913436912
2013,73,F,BC,0.9800168151085954
2013,73,M,BC,0.9735900913436912
2013,74,F,BC,0.9800168151085954
2013,74,M,BC,0.9735900913436912
2013,75,F,BC,0.9800168151085954
2013,75,M,BC,0.9735900913436912
2013,76,F,BC,0.9800168151085954
2013,76,M,BC,0.9735900913436912
2013,77,F,BC,0.9800168151085954
2013,77,M,BC,0.9735900913436912
2013,78,F,BC,0.9800168151085954
2013,78,M,BC,0.9735900913436912
2013,79,F,BC,0.9800168151085954
2013,79,M,BC,0.9735900913436912
2013,80,F,BC,0.9800168151085954
2013,80,M,BC,0.9735900913436912
2013,81,F,BC,0.9800168151085954
2013,81,M,BC,0.9735900913436912
2013,82,F,BC,0.9800168151085954
2013,82,M,BC,0.9735900913436912
2013,83,F,BC,0.9800168151085954
2013,83,M,BC,0.9735900913436912
2013,84,F,BC,0.9800168151085954
2013,84,M,BC,0.9735900913436912
2013,85,F,BC,0.9800168151085954
2013,85,M,BC,0.9735900913436912
2013,86,F,BC,0.9800168151085954
2013,86,M,BC,0.9735900913436912
2013,87,F,BC,0.9800168151085954
2013,87,M,BC,0.9735900913436912
2013,88,F,BC,0.9800168151085954
2013,88,M,BC,0.9735900913436912
2013,89,F,BC,0.9800168151085954
2013,89,M,BC,0.9735900913436912
2013,90,F,BC,0.9800168151085954
2013,90,M,BC,0.9735900913436912
2013,91,F,BC,0.9800168151085954
2013,91,M,BC,0.9735900913436912
2013,92,F,BC,0.9800168151085954
2013,92,M,BC,0.9735900913436912
2013,93,F,BC,0.9800168151085954
2013,93,M,BC,0.9735900913436912
2013,94,F,BC,0.9800168151085954
2013,94,M,BC,0.9735900913436912
2013,95,F,BC,0.9800168151085954
2013,95,M,BC,0.9735900913436912
2013,96,F,BC,0.9800168151085954
2013,96,M,BC,0.9735900913436912
2013,97,F,BC,0.9800168151085954
2013,97,M,BC,0.9735900913436912
2013,98,F,BC,0.9800168151085954
2013,98,M,BC,0.9735900913436912
2013,99,F,BC,0.9800168151085954
2013,99,M,BC,0.9735900913436912
2013,100,F,BC,0.9800168151085954
2013,100,M,BC,0.9735900913436912
2013,101,F,BC,0.9800168151085954
2013,101,M,BC,0.9735900913436912
2013,102,F,BC,0.9800168151085954
2013,102,M,BC,0.9735900913436912
2013,103,F,BC,0.9800168151085954
2013,103,M,BC,0.9735900913436912
2013,104,F,BC,0.9800168151085954
2013,104,M,BC,0.9735900913436912
2013,105,F,BC,0.9800168151085954
2013,105,M,BC,0.9735900913436912
2013,106,F,BC,0.9800168151085954
2013,106,M,BC,0.9735900913436912
2013,107,F,BC,0.9800168151085954
2013,107,M,BC,0.9735900913436912
2013,108,F,BC,0.9800168151085954
2013,108,M,BC,0.9735900913436912
2013,109,F,BC,0.9800168151085954
2013,109,M,BC,0.9735900913436912
2013,110,F,BC,0.9800168151085954
2013,110,M,BC,0.9735900913436912
2014,4,F,BC,0.6323573092192547
2014,4,M,BC,0.6171978455692124
2014,5,F,BC,0.8586461326609648
2014,5,M,BC,0.8595589416774266
2014,6,F,BC,0.95515851578528
2014,6,M,BC,0.957984083477998
2014,7,F,BC,0.9942987340725946
2014,7,M,BC,0.9953686115427536
2014,8,F,BC,1.0
2014,8,M,BC,1.0
2014,9,F,BC,1.0
2014,9,M,BC,1.0
2014,10,F,BC,1.0
2014,10,M,BC,0.9996100679680986
2014,11,F,BC,0.996269183207956
2014,11,M,BC,0.9925249908200584
2014,12,F,BC,0.9890013360082164
2014,12,M,BC,0.9854815453005468
2014,13,F,BC,0.9821185068953534
2014,13,M,BC,0.9791769202291488
2014,14,F,BC,0.9760064420050072
2014,14,M,BC,0.9738930510305798
2014,15,F,BC,0.9708175775117808
2014,15,M,BC,0.9697001331937612
2014,16,F,BC,0.966578668459148
2014,16,M,BC,0.9665600424670155
2014,17,F,BC,0.963249502596174
2014,17,M,BC,0.9643804492893566
2014,18,F,BC,0.9607558931968234
2014,18,M,BC,0.9630438585201434
2014,19,F,BC,0.9590087101899598
2014,19,M,BC,0.9624235571019536
2014,20,F,BC,0.9579150848898396
2014,20,M,BC,0.9623925872590068
2014,21,F,BC,0.9573850609945264
2014,21,M,BC,0.9628289544932924
2014,22,F,BC,0.9573354655437916
2014,22,M,BC,0.963618788437782
2014,23,F,BC,0.9576919744785064
2014,23,M,BC,0.9646583840957068
2014,24,F,BC,0.9583899220410892
2014,24,M,BC,0.9658556170346396
2014,25,F,BC,0.9593741846318068
2014,25,M,BC,0.9671309790571424
2014,26,F,BC,0.9605983678559838
2014,26,M,BC,0.9684183355920778
2014,27,F,BC,0.9620234880414972
2014,27,M,BC,0.9696654196141746
2014,28,F,BC,0.9636163333712178
2014,28,M,BC,0.9708340279069269
2014,29,F,BC,0.9653476927300956
2014,29,M,BC,0.9718998634401164
2014,30,F,BC,0.9671906376853244
2014,30,M,BC,0.972851967140333
2014,31,F,BC,0.9691190263196396
2014,31,M,BC,0.9736916997434344
2014,32,F,BC,0.9711063643412012
2014,32,M,BC,0.974431265906336
2014,33,F,BC,0.9731251114323924
2014,33,M,BC,0.9750918133862496
2014,34,F,BC,0.9751464652722516
2014,34,M,BC,0.9757011836919364
2014,35,F,BC,0.9771406000123434
2014,35,M,BC,0.9762914302840296
2014,36,F,BC,0.979077288028536
2014,36,M,BC,0.9768962495238072
2014,37,F,BC,0.9809267995571216
2014,37,M,BC,0.9775484829316352
2014,38,F,BC,0.9826609575792804
2014,38,M,BC,0.9782778441290348
2014,39,F,BC,0.9842542251799165
2014,39,M,BC,0.9791090003176768
2014,40,F,BC,0.9856847170562256
2014,40,M,BC,0.9800600995028822
2014,41,F,BC,0.9869350516187022
2014,41,M,BC,0.9811417864751492
2014,42,F,BC,0.9879929902752173
2014,42,M,BC,0.9823566996834536
2014,43,F,BC,0.9888518413917738
2014,43,M,BC,0.9836993944289966
2014,44,F,BC,0.989510634462116
2014,44,M,BC,0.9851566009428372
2014,45,F,BC,0.9899740929138316
2014,45,M,BC,0.9867077025060274
2014,46,F,BC,0.9902524507937076
2014,46,M,BC,0.988325310038026
2014,47,F,BC,0.9903611694677652
2014,47,M,BC,0.9899758144531222
2014,48,F,BC,0.9903206163108867
2014,48,M,BC,0.9916198137477552
2014,49,F,BC,0.9901557692980612
2014,49,M,BC,0.9932123344057384
2014,50,F,BC,0.9898960104667438
2014,50,M,BC,0.9947027922250596
2014,51,F,BC,0.989575067926838
2014,51,M,BC,0.9960346624134774
2014,52,F,BC,0.9892311601693096
2014,52,M,BC,0.9971448499266132
2014,53,F,BC,0.9889073864946292
2014,53,M,BC,0.9979627666798934
2014,54,F,BC,0.9886523907555972
2014,54,M,BC,0.998409131538441
2014,55,F,BC,0.988521298148076
2014,55,M,BC,0.998394511686005
2014,56,F,BC,0.9885768810187392
2014,56,M,BC,0.997817620319086
2014,57,F,BC,0.9888908434095748
2014,57,M,BC,0.9965633759182954
2014,58,F,BC,0.9895450199370598
2014,58,M,BC,0.994500712696206
2014,59,F,BC,0.9906321609218056
2014,59,M,BC,0.9914801097835702
2014,60,F,BC,0.9922558291943272
2014,60,M,BC,0.9873307771178826
2014,61,F,BC,0.9945287865080326
2014,61,M,BC,0.9818573967032972
2014,62,F,BC,0.99756914327107
2014,62,M,BC,0.9748362656200218
2014,63,F,BC,0.9799311836521049
2014,63,M,BC,0.9763453534338956
2014,64,F,BC,0.9799311836521049
2014,64,M,BC,0.9763453534338956
2014,65,F,BC,0.9799311836521049
2014,65,M,BC,0.9763453534338956
2014,66,F,BC,0.9799311836521049
2014,66,M,BC,0.9763453534338956
2014,67,F,BC,0.9799311836521049
2014,67,M,BC,0.9763453534338956
2014,68,F,BC,0.9799311836521049
2014,68,M,BC,0.9763453534338956
2014,69,F,BC,0.9799311836521049
2014,69,M,BC,0.9763453534338956
2014,70,F,BC,0.9799311836521049
2014,70,M,BC,0.9763453534338956
2014,71,F,BC,0.9799311836521049
2014,71,M,BC,0.9763453534338956
2014,72,F,BC,0.9799311836521049
2014,72,M,BC,0.9763453534338956
2014,73,F,BC,0.9799311836521049
2014,73,M,BC,0.9763453534338956
2014,74,F,BC,0.9799311836521049
2014,74,M,BC,0.9763453534338956
2014,75,F,BC,0.9799311836521049
2014,75,M,BC,0.9763453534338956
2014,76,F,BC,0.9799311836521049
2014,76,M,BC,0.9763453534338956
2014,77,F,BC,0.9799311836521049
2014,77,M,BC,0.9763453534338956
2014,78,F,BC,0.9799311836521049
2014,78,M,BC,0.9763453534338956
2014,79,F,BC,0.9799311836521049
2014,79,M,BC,0.9763453534338956
2014,80,F,BC,0.9799311836521049
2014,80,M,BC,0.9763453534338956
2014,81,F,BC,0.9799311836521049
2014,81,M,BC,0.9763453534338956
2014,82,F,BC,0.9799311836521049
2014,82,M,BC,0.9763453534338956
2014,83,F,BC,0.9799311836521049
2014,83,M,BC,0.9763453534338956
2014,84,F,BC,0.9799311836521049
2014,84,M,BC,0.9763453534338956
2014,85,F,BC,0.9799311836521049
2014,85,M,BC,0.9763453534338956
2014,86,F,BC,0.9799311836521049
2014,86,M,BC,0.9763453534338956
2014,87,F,BC,0.9799311836521049
2014,87,M,BC,0.9763453534338956
2014,88,F,BC,0.9799311836521049
2014,88,M,BC,0.9763453534338956
2014,89,F,BC,0.9799311836521049
2014,89,M,BC,0.9763453534338956
2014,90,F,BC,0.9799311836521049
2014,90,M,BC,0.9763453534338956
2014,91,F,BC,0.9799311836521049
2014,91,M,BC,0.9763453534338956
2014,92,F,BC,0.9799311836521049
2014,92,M,BC,0.9763453534338956
2014,93,F,BC,0.9799311836521049
2014,93,M,BC,0.9763453534338956
2014,94,F,BC,0.9799311836521049
2014,94,M,BC,0.9763453534338956
2014,95,F,BC,0.9799311836521049
2014,95,M,BC,0.9763453534338956
2014,96,F,BC,0.9799311836521049
2014,96,M,BC,0.9763453534338956
2014,97,F,BC,0.9799311836521049
2014,97,M,BC,0.9763453534338956
2014,98,F,BC,0.9799311836521049
2014,98,M,BC,0.9763453534338956
2014,99,F,BC,0.9799311836521049
2014,99,M,BC,0.9763453534338956
2014,100,F,BC,0.9799311836521049
2014,100,M,BC,0.9763453534338956
2014,101,F,BC,0.9799311836521049
2014,101,M,BC,0.9763453534338956
2014,102,F,BC,0.9799311836521049
2014,102,M,BC,0.9763453534338956
2014,103,F,BC,0.9799311836521049
2014,103,M,BC,0.9763453534338956
2014,104,F,BC,0.9799311836521049
2014,104,M,BC,0.9763453534338956
2014,105,F,BC,0.9799311836521049
2014,105,M,BC,0.9763453534338956
2014,106,F,BC,0.9799311836521049
2014,106,M,BC,0.9763453534338956
2014,107,F,BC,0.9799311836521049
2014,107,M,BC,0.9763453534338956
2014,108,F,BC,0.9799311836521049
2014,108,M,BC,0.9763453534338956
2014,109,F,BC,0.9799311836521049
2014,109,M,BC,0.9763453534338956
2014,110,F,BC,0.9799311836521049
2014,110,M,BC,0.9763453534338956
2015,4,F,BC,0.6139065679962777
2015,4,M,BC,0.5891967815115003
2015,5,F,BC,0.8475497469814747
2015,5,M,BC,0.8419670761000351
2015,6,F,BC,0.947786625484567
2015,6,M,BC,0.9465127728860095
2015,7,F,BC,0.9889340068385656
2015,7,M,BC,0.9875988182402464
2015,8,F,BC,1.0
2015,8,M,BC,1.0
2015,9,F,BC,1.0
2015,9,M,BC,1.0
2015,10,F,BC,1.0
2015,10,M,BC,0.9966930015287704
2015,11,F,BC,0.9935574674896764
2015,11,M,BC,0.9903001719108186
2015,12,F,BC,0.9865314889454364
2015,12,M,BC,0.9837312069955124
2015,13,F,BC,0.979837094646792
2015,13,M,BC,0.9777479552579496
2015,14,F,BC,0.9738774653760804
2015,14,M,BC,0.9726744017200154
2015,15,F,BC,0.9688153235807024
2015,15,M,BC,0.9686095410553632
2015,16,F,BC,0.9646837095145164
2015,16,M,BC,0.9655360171731984
2015,17,F,BC,0.9614463890093132
2015,17,M,BC,0.9633772256823676
2015,18,F,BC,0.9590317711850268
2015,18,M,BC,0.962028102736898
2015,19,F,BC,0.9573524483337535
2015,19,M,BC,0.961372110908351
2015,20,F,BC,0.9563166828050303
2015,20,M,BC,0.9612908283033492
2015,21,F,BC,0.9558352200006476
2015,21,M,BC,0.9616695132623904
2015,22,F,BC,0.9558252635951472
2015,22,M,BC,0.9624004590272484
2015,23,F,BC,0.9562126251543568
2015,23,M,BC,0.963385126492025
2015,24,F,BC,0.9569326192896216
2015,24,M,BC,0.9645355900275828
2015,25,F,BC,0.9579300456941986
2015,25,M,BC,0.9657755739354608
2015,26,F,BC,0.959158488722251
2015,26,M,BC,0.967041205753897
2015,27,F,BC,0.9605791206408512
2015,27,M,BC,0.9682815217970472
2015,28,F,BC,0.9621591833397288
2015,28,M,BC,0.9694587069179872
2015,29,F,BC,0.9638703232879796
2015,29,M,BC,0.9705480231393662
2015,30,F,BC,0.9656869514552564
2015,30,M,BC,0.971537374803888
2015,31,F,BC,0.9675847853543008
2015,31,M,BC,0.9724264678893324
2015,32,F,BC,0.9695397012754636
2015,32,M,BC,0.9732255450417682
2015,33,F,BC,0.9715269827814924
2015,33,M,BC,0.9739537118487012
2015,34,F,BC,0.9735210016840636
2015,34,M,BC,0.974636908881924
2015,35,F,BC,0.9754953169685556
2015,35,M,BC,0.9753056221539078
2015,36,F,BC,0.977423132524556
2015,36,M,BC,0.9759924557174638
2015,37,F,BC,0.9792780217218694
2015,37,M,BC,0.9767297088470264
2015,38,F,BC,0.981034809076813
2015,38,M,BC,0.9775471029900356
2015,39,F,BC,0.982670496966519
2015,39,M,BC,0.9784697893781654
2015,40,F,BC,0.984165136612389
2015,40,M,BC,0.979516738495736
2015,41,F,BC,0.985502563722354
2015,41,M,BC,0.9806995716239396
2015,42,F,BC,0.986670945870978
2015,42,M,BC,0.982021848192714
2015,43,F,BC,0.9876631166762632
2015,43,M,BC,0.9834787770374064
2015,44,F,BC,0.988476697687806
2015,44,M,BC,0.9850572806775516
2015,45,F,BC,0.9891140303835596
2015,45,M,BC,0.9867363137110086
2015,46,F,BC,0.9895819567457133
2015,46,M,BC,0.98848732158221
2015,47,F,BC,0.9898914975404944
2015,47,M,BC,0.9902747243887208
2015,48,F,BC,0.9900574833559298
2015,48,M,BC,0.9920563201989456
2015,49,F,BC,0.9900981956735572
2015,49,M,BC,0.993783520419563
2015,50,F,BC,0.990035074738956
2015,50,M,BC,0.9954013523159868
2015,51,F,BC,0.9898925483492184
2015,51,M,BC,0.9968481871337448
2015,52,F,BC,0.9896980308252836
2015,52,M,BC,0.99805517319993
2015,53,F,BC,0.989482133396862
2015,53,M,BC,0.9989453694978389
2015,54,F,BC,0.98927911387724
2015,54,M,BC,0.9994325849171576
