year,age,sex,province,prob
2018,15,M,CA,0.9648741888908656
2018,16,F,CA,0.9588056098547608
2018,16,M,CA,0.9623793287675464
2018,17,F,CA,0.9560045875674082
2018,17,M,CA,0.9605952046629592
2018,18,F,CA,0.9539277907090512
2018,18,M,CA,0.959462273338064
2018,19,F,CA,0.9525026632276248
2018,19,M,CA,0.958900679284866
2018,20,F,CA,0.9516491211933376
2018,20,M,CA,0.95882241310688
2018,21,F,CA,0.9512872594322948
2018,21,M,CA,0.9591384505196768
2018,22,F,CA,0.9513419150640776
2018,22,M,CA,0.9597630519543716
2018,23,F,CA,0.951745248579197
2018,23,M,CA,0.9606164362616672
2018,24,F,CA,0.9524380038113968
2018,24,M,CA,0.9616265110519006
2018,25,F,CA,0.9533698385396668
2018,25,M,CA,0.9627300413264608
2018,26,F,CA,0.9544989769893342
2018,26,M,CA,0.9638734618385224
2018,27,F,CA,0.9557913679073388
2018,27,M,CA,0.9650134320623396
2018,28,F,CA,0.9572195035630372
2018,28,M,CA,0.9661171669030576
2018,29,F,CA,0.9587610446665162
2018,29,M,CA,0.9671625363800808
2018,30,F,CA,0.9603973899548904
2018,30,M,CA,0.968137905907056
2018,31,F,CA,0.9621123185561604
2018,31,M,CA,0.9690416816890944
2018,32,F,CA,0.9638908140329124
2018,32,M,CA,0.9698815309948698
2018,33,F,CA,0.9657181507360344
2018,33,M,CA,0.970673262741548
2018,34,F,CA,0.9675792881275576
2018,34,M,CA,0.9714393775355324
2018,35,F,CA,0.9694585812542482
2018,35,M,CA,0.9722073247630152
2018,36,F,CA,0.9713397804075294
2018,36,M,CA,0.9730075334413996
2018,37,F,CA,0.9732062645536392
2018,37,M,CA,0.9738713088573068
2018,38,F,CA,0.9750414343958362
2018,38,M,CA,0.9748287043146212
2018,39,F,CA,0.9768291831973273
2018,39,M,CA,0.9759064833651496
2018,40,F,CA,0.9785543662261076
2018,40,M,CA,0.9771262810718572
2018,41,F,CA,0.9802032009279478
2018,41,M,CA,0.978503053506928
2018,42,F,CA,0.9817635468828764
2018,42,M,CA,0.9800438751241144
2018,43,F,CA,0.9832250342148678
2018,43,M,CA,0.9817471077471454
2018,44,F,CA,0.984579028671494
2018,44,M,CA,0.9836019274404052
2018,45,F,CA,0.9858184390054054
2018,45,M,CA,0.985588161263044
2018,46,F,CA,0.986937386330594
2018,46,M,CA,0.9876763588636566
2018,47,F,CA,0.98793076534814
2018,47,M,CA,0.9898280066702158
2018,48,F,CA,0.9887937339322692
2018,48,M,CA,0.9919957859959916
2018,49,F,CA,0.9895211711411684
2018,49,M,CA,0.9941237799710037
2018,50,F,CA,0.9901071450306688
2018,50,M,CA,0.9961475457025094
2018,51,F,CA,0.9905444313878036
2018,51,M,CA,0.9979939844426388
2018,52,F,CA,0.990824123061638
2018,52,M,CA,0.9995809603657724
2018,53,F,CA,0.9909353668758374
2018,53,M,CA,1.0
2018,54,F,CA,0.9908652604521776
2018,54,M,CA,1.0
2018,55,F,CA,0.9905989331774944
2018,55,M,CA,1.0
2018,56,F,CA,0.9901198216698216
2018,56,M,CA,1.0
2018,57,F,CA,0.9894101272736796
2018,57,M,CA,1.0
2018,58,F,CA,0.9884514076088088
2018,58,M,CA,0.9976803404730586
2018,59,F,CA,0.9872252024322324
2018,59,M,CA,0.9941687038186716
2018,60,F,CA,0.9857135240410408
2018,60,M,CA,0.9892616800917444
2018,61,F,CA,0.983898956100012
2018,61,M,CA,0.982718625284754
2018,62,F,CA,0.9817640115388108
2018,62,M,CA,0.9742598864837192
2018,63,F,CA,0.977996590616999
2018,63,M,CA,0.9865379045525108
2018,64,F,CA,0.977996590616999
2018,64,M,CA,0.9865379045525108
2018,65,F,CA,0.977996590616999
2018,65,M,CA,0.9865379045525108
2018,66,F,CA,0.977996590616999
2018,66,M,CA,0.9865379045525108
2018,67,F,CA,0.977996590616999
2018,67,M,CA,0.9865379045525108
2018,68,F,CA,0.977996590616999
2018,68,M,CA,0.9865379045525108
2018,69,F,CA,0.977996590616999
2018,69,M,CA,0.9865379045525108
2018,70,F,CA,0.977996590616999
2018,70,M,CA,0.9865379045525108
2018,71,F,CA,0.977996590616999
2018,71,M,CA,0.9865379045525108
2018,72,F,CA,0.977996590616999
2018,72,M,CA,0.9865379045525108
2018,73,F,CA,0.977996590616999
2018,73,M,CA,0.9865379045525108
2018,74,F,CA,0.977996590616999
2018,74,M,CA,0.9865379045525108
2018,75,F,CA,0.977996590616999
2018,75,M,CA,0.9865379045525108
2018,76,F,CA,0.977996590616999
2018,76,M,CA,0.9865379045525108
2018,77,F,CA,0.977996590616999
2018,77,M,CA,0.9865379045525108
2018,78,F,CA,0.977996590616999
2018,78,M,CA,0.9865379045525108
2018,79,F,CA,0.977996590616999
2018,79,M,CA,0.9865379045525108
2018,80,F,CA,0.977996590616999
2018,80,M,CA,0.9865379045525108
2018,81,F,CA,0.977996590616999
2018,81,M,CA,0.9865379045525108
2018,82,F,CA,0.977996590616999
2018,82,M,CA,0.9865379045525108
2018,83,F,CA,0.977996590616999
2018,83,M,CA,0.9865379045525108
2018,84,F,CA,0.977996590616999
2018,84,M,CA,0.9865379045525108
2018,85,F,CA,0.977996590616999
2018,85,M,CA,0.9865379045525108
2018,86,F,CA,0.977996590616999
2018,86,M,CA,0.9865379045525108
2018,87,F,CA,0.977996590616999
2018,87,M,CA,0.9865379045525108
2018,88,F,CA,0.977996590616999
2018,88,M,CA,0.9865379045525108
2018,89,F,CA,0.977996590616999
2018,89,M,CA,0.9865379045525108
2018,90,F,CA,0.977996590616999
2018,90,M,CA,0.9865379045525108
2018,91,F,CA,0.977996590616999
2018,91,M,CA,0.9865379045525108
2018,92,F,CA,0.977996590616999
2018,92,M,CA,0.9865379045525108
2018,93,F,CA,0.977996590616999
2018,93,M,CA,0.9865379045525108
2018,94,F,CA,0.977996590616999
2018,94,M,CA,0.9865379045525108
2018,95,F,CA,0.977996590616999
2018,95,M,CA,0.9865379045525108
2018,96,F,CA,0.977996590616999
2018,96,M,CA,0.9865379045525108
2018,97,F,CA,0.977996590616999
2018,97,M,CA,0.9865379045525108
2018,98,F,CA,0.977996590616999
2018,98,M,CA,0.9865379045525108
2018,99,F,CA,0.977996590616999
2018,99,M,CA,0.9865379045525108
2018,100,F,CA,0.977996590616999
2018,100,M,CA,0.9865379045525108
2018,101,F,CA,0.977996590616999
2018,101,M,CA,0.9865379045525108
2018,102,F,CA,0.977996590616999
2018,102,M,CA,0.9865379045525108
2018,103,F,CA,0.977996590616999
2018,103,M,CA,0.9865379045525108
2018,104,F,CA,0.977996590616999
2018,104,M,CA,0.9865379045525108
2018,105,F,CA,0.977996590616999
2018,105,M,CA,0.9865379045525108
2018,106,F,CA,0.977996590616999
2018,106,M,CA,0.9865379045525108
2018,107,F,CA,0.977996590616999
2018,107,M,CA,0.9865379045525108
2018,108,F,CA,0.977996590616999
2018,108,M,CA,0.9865379045525108
2018,109,F,CA,0.977996590616999
2018,109,M,CA,0.9865379045525108
2018,110,F,CA,0.977996590616999
2018,110,M,CA,0.9865379045525108
2019,4,F,CA,0.5097593943084536
2019,4,M,CA,0.4403870682868226
2019,5,F,CA,0.778901708273617
2019,5,M,CA,0.7431809621006524
2019,6,F,CA,0.8998146814991415
2019,6,M,CA,0.8793703239882645
2019,7,F,CA,0.9535871034452856
2019,7,M,CA,0.9406426105910928
2019,8,F,CA,0.9757061846301556
2019,8,M,CA,0.966938397744814
2019,9,F,CA,0.9825991937881224
2019,9,M,CA,0.9765618794984868
2019,10,F,CA,0.982229600237894
2019,10,M,CA,0.9782684231711286
2019,11,F,CA,0.9785952964629872
2019,11,M,CA,0.9763882925592844
2019,12,F,CA,0.9737470566703944
2019,12,M,CA,0.9731098118205472
2019,13,F,CA,0.9687406112275914
2019,13,M,CA,0.9695443455949864
2019,14,F,CA,0.9641062700736256
2019,14,M,CA,0.9662441530375854
2019,15,F,CA,0.9600900182838924
2019,15,M,CA,0.9634638426970276
2019,16,F,CA,0.9567817837039784
2019,16,M,CA,0.9612969028685256
2019,17,F,CA,0.9541858845057754
2019,17,M,CA,0.9597491703407626
2019,18,F,CA,0.952260833669041
2019,18,M,CA,0.9587794319767904
2019,19,F,CA,0.9509423955469812
2019,19,M,CA,0.958322402131092
2019,20,F,CA,0.9501572143635112
2019,20,M,CA,0.9583020125616954
2019,21,F,CA,0.9498309689712644
2019,21,M,CA,0.9586392647884135
2019,22,F,CA,0.9498932344488712
2019,22,M,CA,0.9592569778235728
2019,23,F,CA,0.9502802743093118
2019,23,M,CA,0.9600827383554807
2019,24,F,CA,0.9509364639359448
2019,24,M,CA,0.9610507956875028
2019,25,F,CA,0.951814760396394
2019,25,M,CA,0.962103323484753
2019,26,F,CA,0.9528764819730028
2019,26,M,CA,0.9631912829541546
2019,27,F,CA,0.9540905846777348
2019,27,M,CA,0.9642750087876936
2019,28,F,CA,0.9554325885081676
2019,28,M,CA,0.9653245689228956
2019,29,F,CA,0.956883291870902
2019,29,M,CA,0.966319905528631
2019,30,F,CA,0.9584274046609852
2019,30,M,CA,0.9672507391756626
2019,31,F,CA,0.9600522203596644
2019,31,M,CA,0.9681162066792052
2019,32,F,CA,0.9617464307112816
2019,32,M,CA,0.968924203380823
2019,33,F,CA,0.9634991619730154
2019,33,M,CA,0.969690411058831
2019,34,F,CA,0.9652992809847633
2019,34,M,CA,0.9704370113577908
2019,35,F,CA,0.9671349857545708
2019,35,M,CA,0.9711911090396418
2019,36,F,CA,0.9689936630396132
2019,36,M,CA,0.9719829161058364
2019,37,F,CA,0.9708619684434304
2019,37,M,CA,0.9728437729775194
2019,38,F,CA,0.972726065751691
2019,38,M,CA,0.973804102429244
2019,39,F,CA,0.974571953019814
2019,39,M,CA,0.974891402397478
2019,40,F,CA,0.976385803172326
2019,40,M,CA,0.976128382874202
2019,41,F,CA,0.9781542551209358
2019,41,M,CA,0.9775313392608284
2019,42,F,CA,0.9798646053390104
2019,42,M,CA,0.979108831052108
2019,43,F,CA,0.9815048668014936
2019,43,M,CA,0.980860703460937
2019,44,F,CA,0.9830636797294752
2019,44,M,CA,0.9827774546618456
2019,45,F,CA,0.9845300746995164
2019,45,M,CA,0.9848399172425611
2019,46,F,CA,0.985893102114758
2019,46,M,CA,0.9870191933860172
2019,47,F,CA,0.9871413522245912
2019,47,M,CA,0.989276762412022
2019,48,F,CA,0.9882623968626976
2019,48,M,CA,0.9915646682709744
2019,49,F,CA,0.9892421883110524
2019,49,M,CA,0.9938256934618532
2019,50,F,CA,0.9900644528612343
2019,50,M,CA,0.9959934332217472
2019,51,F,CA,0.990710117406879
2019,51,M,CA,0.9979921971483694
2019,52,F,CA,0.9911568072501976
2019,52,M,CA,0.999736681425386
2019,53,F,CA,0.9913784523802892
2019,53,M,CA,1.0
2019,54,F,CA,0.9913450374271244
2019,54,M,CA,1.0
2019,55,F,CA,0.9910225263369088
2019,55,M,CA,1.0
2019,56,F,CA,0.9903729848515426
2019,56,M,CA,1.0
2019,57,F,CA,0.9893549096447538
2019,57,M,CA,1.0
2019,58,F,CA,0.9879237493519244
2019,58,M,CA,0.9986572324313816
2019,59,F,CA,0.986032566347323
2019,59,M,CA,0.995216259144506
2019,60,F,CA,0.9836327362002598
2019,60,M,CA,0.9903462107837714
2019,61,F,CA,0.980674513719913
2019,61,M,CA,0.9837998117752464
2019,62,F,CA,0.977107214539748
2019,62,M,CA,0.9752895736488346
2019,63,F,CA,0.9771773736643696
2019,63,M,CA,0.9888891668613254
2019,64,F,CA,0.9771773736643696
2019,64,M,CA,0.9888891668613254
2019,65,F,CA,0.9771773736643696
2019,65,M,CA,0.9888891668613254
2019,66,F,CA,0.9771773736643696
2019,66,M,CA,0.9888891668613254
2019,67,F,CA,0.9771773736643696
2019,67,M,CA,0.9888891668613254
2019,68,F,CA,0.9771773736643696
2019,68,M,CA,0.9888891668613254
2019,69,F,CA,0.9771773736643696
2019,69,M,CA,0.9888891668613254
2019,70,F,CA,0.9771773736643696
2019,70,M,CA,0.9888891668613254
2019,71,F,CA,0.9771773736643696
2019,71,M,CA,0.9888891668613254
2019,72,F,CA,0.9771773736643696
2019,72,M,CA,0.9888891668613254
2019,73,F,CA,0.9771773736643696
2019,73,M,CA,0.9888891668613254
2019,74,F,CA,0.9771773736643696
2019,74,M,CA,0.9888891668613254
2019,75,F,CA,0.9771773736643696
2019,75,M,CA,0.9888891668613254
2019,76,F,CA,0.9771773736643696
2019,76,M,CA,0.9888891668613254
2019,77,F,CA,0.9771773736643696
2019,77,M,CA,0.9888891668613254
2019,78,F,CA,0.9771773736643696
2019,78,M,CA,0.9888891668613254
2019,79,F,CA,0.9771773736643696
2019,79,M,CA,0.9888891668613254
2019,80,F,CA,0.9771773736643696
2019,80,M,CA,0.9888891668613254
2019,81,F,CA,0.9771773736643696
2019,81,M,CA,0.9888891668613254
2019,82,F,CA,0.9771773736643696
2019,82,M,CA,0.9888891668613254
2019,83,F,CA,0.9771773736643696
2019,83,M,CA,0.9888891668613254
2019,84,F,CA,0.9771773736643696
2019,84,M,CA,0.9888891668613254
2019,85,F,CA,0.9771773736643696
2019,85,M,CA,0.9888891668613254
2019,86,F,CA,0.9771773736643696
2019,86,M,CA,0.9888891668613254
2019,87,F,CA,0.9771773736643696
2019,87,M,CA,0.9888891668613254
2019,88,F,CA,0.9771773736643696
2019,88,M,CA,0.9888891668613254
2019,89,F,CA,0.9771773736643696
2019,89,M,CA,0.9888891668613254
2019,90,F,CA,0.9771773736643696
2019,90,M,CA,0.9888891668613254
2019,91,F,CA,0.9771773736643696
2019,91,M,CA,0.9888891668613254
2019,92,F,CA,0.9771773736643696
2019,92,M,CA,0.9888891668613254
2019,93,F,CA,0.9771773736643696
2019,93,M,CA,0.9888891668613254
2019,94,F,CA,0.9771773736643696
2019,94,M,CA,0.9888891668613254
2019,95,F,CA,0.9771773736643696
2019,95,M,CA,0.9888891668613254
2019,96,F,CA,0.9771773736643696
2019,96,M,CA,0.9888891668613254
2019,97,F,CA,0.9771773736643696
2019,97,M,CA,0.9888891668613254
2019,98,F,CA,0.9771773736643696
2019,98,M,CA,0.9888891668613254
2019,99,F,CA,0.9771773736643696
2019,99,M,CA,0.9888891668613254
2019,100,F,CA,0.9771773736643696
2019,100,M,CA,0.9888891668613254
2019,101,F,CA,0.9771773736643696
2019,101,M,CA,0.9888891668613254
2019,102,F,CA,0.9771773736643696
2019,102,M,CA,0.9888891668613254
2019,103,F,CA,0.9771773736643696
2019,103,M,CA,0.9888891668613254
2019,104,F,CA,0.9771773736643696
2019,104,M,CA,0.9888891668613254
2019,105,F,CA,0.9771773736643696
2019,105,M,CA,0.9888891668613254
2019,106,F,CA,0.9771773736643696
2019,106,M,CA,0.9888891668613254
2019,107,F,CA,0.9771773736643696
2019,107,M,CA,0.9888891668613254
2019,108,F,CA,0.9771773736643696
2019,108,M,CA,0.9888891668613254
2019,109,F,CA,0.9771773736643696
2019,109,M,CA,0.9888891668613254
2019,110,F,CA,0.9771773736643696
2019,110,M,CA,0.9888891668613254
2020,4,F,CA,0.4755932980558894
2020,4,M,CA,0.3930082953706133
2020,5,F,CA,0.7551617500591958
2020,5,M,CA,0.7105065752489377
2020,6,F,CA,0.8827907706582929
2020,6,M,CA,0.8565906955736703
2020,7,F,CA,0.9409680973562728
2020,7,M,CA,0.9244339383709383
2020,8,F,CA,0.9660738412497172
2020,8,M,CA,0.9551696585408704
2020,9,F,CA,0.9750669658863074
2020,9,M,CA,0.9678773096218644
2020,10,F,CA,0.9762246437058736
2020,10,M,CA,0.9717889293952556
2020,11,F,CA,0.9737325032568772
2020,11,M,CA,0.9715258678494244
2020,12,F,CA,0.969756531543336
2020,12,M,CA,0.9694567811105748
2020,13,F,CA,0.9654253881271644
2020,13,M,CA,0.9668076268438892
2020,14,F,CA,0.961317165176269
2020,14,M,CA,0.9642058354873076
2020,15,F,CA,0.9577103259850228
2020,15,M,CA,0.9619571180528064
2020,16,F,CA,0.9547177324845668
2020,16,M,CA,0.9601910443262012
2020,17,F,CA,0.9523605322696262
2020,17,M,CA,0.9589399298601764
2020,18,F,CA,0.9506100581971166
2020,18,M,CA,0.9581827420612278
2020,19,F,CA,0.9494121854100424
2020,19,M,CA,0.9578701292524362
2020,20,F,CA,0.9487017822664384
2020,20,M,CA,0.957939003550636
2020,21,F,CA,0.9484113967976562
2020,21,M,CA,0.9583212157846592
2020,22,F,CA,0.9484764732051147
2020,22,M,CA,0.9589488270882194
2020,23,F,CA,0.9488383931031612
2020,23,M,CA,0.9597573893265096
2020,24,F,CA,0.9494460866039572
2020,24,M,CA,0.9606880433354414
2020,25,F,CA,0.9502566554938128
2020,25,M,CA,0.961688901429639
2020,26,F,CA,0.9512352867138644
2020,26,M,CA,0.9627159801913454
2020,27,F,CA,0.9523546493078908
2020,27,M,CA,0.9637338284607816
2020,28,F,CA,0.9535939269759092
2020,28,M,CA,0.9647159201387462
2020,29,F,CA,0.9549376197860104
2020,29,M,CA,0.9656448339415238
2020,30,F,CA,0.9563742386390204
2020,30,M,CA,0.9665122132063562
2020,31,F,CA,0.9578950060797136
2020,31,M,CA,0.9673184834588552
2020,32,F,CA,0.9594926622175334
2020,32,M,CA,0.9680723013062756
2020,33,F,CA,0.961160453225376
2020,33,M,CA,0.9687897138356084
2020,34,F,CA,0.962891352993438
2020,34,M,CA,0.9694930216201963
2020,35,F,CA,0.9646775386308878
2020,35,M,CA,0.9702093587012184
2020,36,F,CA,0.9665101111030232
2020,36,M,CA,0.9709690267918716
2020,37,F,CA,0.9683790268378688
2020,37,M,CA,0.9718036450703644
2020,38,F,CA,0.9702731873787273
2020,38,M,CA,0.9727441975804696
2020,39,F,CA,0.9721806236509548
2020,39,M,CA,0.9738190739562086
2020,40,F,CA,0.9740887093617996
2020,40,M,CA,0.9750522032547364
2020,41,F,CA,0.9759843434678612
2020,41,M,CA,0.976461373777331
2020,42,F,CA,0.9778540526808
2020,42,M,CA,0.9780568141895568
2020,43,F,CA,0.9796839793887452
2020,43,M,CA,0.979840084981465
2020,44,F,CA,0.981459735929374
2020,44,M,CA,0.9818032976494044
2020,45,F,CA,0.98316612100857
2020,45,M,CA,0.9839286460195504
2020,46,F,CA,0.9847867069300666
2020,46,M,CA,0.9861882040190696
2020,47,F,CA,0.9863033165216804
2020,47,M,CA,0.988543920441259
2020,48,F,CA,0.9876954161094832
2020,48,M,CA,0.9909477261611952
2020,49,F,CA,0.9889394559222848
2020,49,M,CA,0.9933416636588004
2020,50,F,CA,0.9900081924742106
2020,50,M,CA,0.9956579518992033
2020,51,F,CA,0.9908700294123612
2020,51,M,CA,0.9978189096062728
2020,52,F,CA,0.9914884145744656
2020,52,M,CA,0.9997366738058568
2020,53,F,CA,0.9918213318825452
2020,53,M,CA,1.0
2020,54,F,CA,0.9918209271387112
2020,54,M,CA,1.0
2020,55,F,CA,0.9914333062368924
2020,55,M,CA,1.0
2020,56,F,CA,0.9905985416136815
2020,56,M,CA,1.0
2020,57,F,CA,0.9892509161142062
2020,57,M,CA,1.0
2020,58,F,CA,0.9873194203467768
2020,58,M,CA,0.9997321855638538
2020,59,F,CA,0.9847284970204988
2020,59,M,CA,0.9964372333983688
2020,60,F,CA,0.9813989906105504
2020,60,M,CA,0.9916913894681176
2020,61,F,CA,0.9772492107581344
2020,61,M,CA,0.9852421717625056
2020,62,F,CA,0.9721959533792932
2020,62,M,CA,0.976796194475226
2020,63,F,CA,0.9762444291467252
2020,63,M,CA,0.9911657428890036
2020,64,F,CA,0.9762444291467252
2020,64,M,CA,0.9911657428890036
2020,65,F,CA,0.9762444291467252
2020,65,M,CA,0.9911657428890036
2020,66,F,CA,0.9762444291467252
2020,66,M,CA,0.9911657428890036
2020,67,F,CA,0.9762444291467252
2020,67,M,CA,0.9911657428890036
2020,68,F,CA,0.9762444291467252
2020,68,M,CA,0.9911657428890036
2020,69,F,CA,0.9762444291467252
2020,69,M,CA,0.9911657428890036
2020,70,F,CA,0.9762444291467252
2020,70,M,CA,0.9911657428890036
2020,71,F,CA,0.9762444291467252
2020,71,M,CA,0.9911657428890036
2020,72,F,CA,0.9762444291467252
2020,72,M,CA,0.9911657428890036
2020,73,F,CA,0.9762444291467252
2020,73,M,CA,0.9911657428890036
2020,74,F,CA,0.9762444291467252
2020,74,M,CA,0.9911657428890036
2020,75,F,CA,0.9762444291467252
2020,75,M,CA,0.9911657428890036
2020,76,F,CA,0.9762444291467252
2020,76,M,CA,0.9911657428890036
2020,77,F,CA,0.9762444291467252
2020,77,M,CA,0.9911657428890036
2020,78,F,CA,0.9762444291467252
2020,78,M,CA,0.9911657428890036
2020,79,F,CA,0.9762444291467252
2020,79,M,CA,0.9911657428890036
2020,80,F,CA,0.9762444291467252
2020,80,M,CA,0.9911657428890036
2020,81,F,CA,0.9762444291467252
2020,81,M,CA,0.9911657428890036
2020,82,F,CA,0.9762444291467252
2020,82,M,CA,0.9911657428890036
2020,83,F,CA,0.9762444291467252
2020,83,M,CA,0.9911657428890036
2020,84,F,CA,0.9762444291467252
2020,84,M,CA,0.9911657428890036
2020,85,F,CA,0.9762444291467252
2020,85,M,CA,0.9911657428890036
2020,86,F,CA,0.9762444291467252
2020,86,M,CA,0.9911657428890036
2020,87,F,CA,0.9762444291467252
2020,87,M,CA,0.9911657428890036
2020,88,F,CA,0.9762444291467252
2020,88,M,CA,0.9911657428890036
2020,89,F,CA,0.9762444291467252
2020,89,M,CA,0.9911657428890036
2020,90,F,CA,0.9762444291467252
2020,90,M,CA,0.9911657428890036
2020,91,F,CA,0.9762444291467252
2020,91,M,CA,0.9911657428890036
2020,92,F,CA,0.9762444291467252
2020,92,M,CA,0.9911657428890036
2020,93,F,CA,0.9762444291467252
2020,93,M,CA,0.9911657428890036
2020,94,F,CA,0.9762444291467252
2020,94,M,CA,0.9911657428890036
2020,95,F,CA,0.9762444291467252
2020,95,M,CA,0.9911657428890036
2020,96,F,CA,0.9762444291467252
2020,96,M,CA,0.9911657428890036
2020,97,F,CA,0.9762444291467252
2020,97,M,CA,0.9911657428890036
2020,98,F,CA,0.9762444291467252
2020,98,M,CA,0.9911657428890036
2020,99,F,CA,0.9762444291467252
2020,99,M,CA,0.9911657428890036
2020,100,F,CA,0.9762444291467252
2020,100,M,CA,0.9911657428890036
2020,101,F,CA,0.9762444291467252
2020,101,M,CA,0.9911657428890036
2020,102,F,CA,0.9762444291467252
2020,102,M,CA,0.9911657428890036
2020,103,F,CA,0.9762444291467252
2020,103,M,CA,0.9911657428890036
2020,104,F,CA,0.9762444291467252
2020,104,M,CA,0.9911657428890036
2020,105,F,CA,0.9762444291467252
2020,105,M,CA,0.9911657428890036
2020,106,F,CA,0.9762444291467252
2020,106,M,CA,0.9911657428890036
2020,107,F,CA,0.9762444291467252
2020,107,M,CA,0.9911657428890036
2020,108,F,CA,0.9762444291467252
2020,108,M,CA,0.9911657428890036
2020,109,F,CA,0.9762444291467252
2020,109,M,CA,0.9911657428890036
2020,110,F,CA,0.9762444291467252
2020,110,M,CA,0.9911657428890036
2021,4,F,CA,0.437921389131609
2021,4,M,CA,0.3410756452213029
2021,5,F,CA,0.7285317273252149
2021,5,M,CA,0.6741873986851062
2021,6,F,CA,0.8635358478568316
2021,6,M,CA,0.8310477138296866
2021,7,F,CA,0.9266631524806777
2021,7,M,CA,0.9061603679083534
2021,8,F,CA,0.9551772766263964
2021,8,M,CA,0.9418594983373206
2021,9,F,CA,0.9665916794091072
2021,9,M,CA,0.9580405612965618
2021,10,F,CA,0.9695215504275654
2021,10,M,CA,0.9644501189707704
2021,11,F,CA,0.9683595307784836
2021,11,M,CA,0.9660288223360656
2021,12,F,CA,0.9654009043652322
2021,12,M,CA,0.9653452008325734
2021,13,F,CA,0.9618573265854238
2021,13,M,CA,0.9637529993959384
2021,14,F,CA,0.9583618852047986
2021,14,M,CA,0.9619636927594982
2021,15,F,CA,0.9552307670015744
2021,15,M,CA,0.9603401048925124
2021,16,F,CA,0.952603664939364
2021,16,M,CA,0.959052015745634
2021,17,F,CA,0.950521526293198
2021,17,M,CA,0.9581611086898
2021,18,F,CA,0.9489708321786106
2021,18,M,CA,0.9576685989124116
2021,19,F,CA,0.9479094479084964
2021,19,M,CA,0.9575425872212092
2021,20,F,CA,0.9472820276794393
2021,20,M,CA,0.9577341165808216
2021,21,F,CA,0.9470293224539158
2021,21,M,CA,0.958186791279078
2021,22,F,CA,0.9470938124432008
2021,22,M,CA,0.9588426560923852
2021,23,F,CA,0.9474230383093546
2021,23,M,CA,0.9596458657940912
2021,24,F,CA,0.9479714263332604
2021,24,M,CA,0.9605450287124906
2021,25,F,CA,0.9487010808730048
2021,25,M,CA,0.9614947400221812
2021,26,F,CA,0.9495818401808244
2021,26,M,CA,0.9624566049439556
2021,27,F,CA,0.9505907970356998
2021,27,M,CA,0.9633999218919008
2021,28,F,CA,0.951711437735893
2021,28,M,CA,0.9643021145876532
2021,29,F,CA,0.9529325298400668
2021,29,M,CA,0.9651489506278844
2021,30,F,CA,0.954246876730234
2021,30,M,CA,0.965934551451722
2021,31,F,CA,0.9556500468015624
2021,31,M,CA,0.9666611796826676
2021,32,F,CA,0.9571391717888476
2021,32,M,CA,0.9673387816906618
2021,33,F,CA,0.9587118902860108
2021,33,M,CA,0.967984264458013
2021,34,F,CA,0.9603654891074204
2021,34,M,CA,0.9686204952578744
2021,35,F,CA,0.9620962686626752
2021,35,M,CA,0.9692750287743744
2021,36,F,CA,0.9638991317993116
2021,36,M,CA,0.9699785869798264
2021,37,F,CA,0.9657673716331522
2021,37,M,CA,0.9707633395200272
2021,38,F,CA,0.967692615290272
2021,38,M,CA,0.9716610532404532
2021,39,F,CA,0.969664868860772
2021,39,M,CA,0.9727011954405068
2021,40,F,CA,0.971672604717959
2021,40,M,CA,0.9739090835584904
2021,41,F,CA,0.973702835116711
2021,41,M,CA,0.9753041723527708
2021,42,F,CA,0.9757411242569296
2021,42,M,CA,0.9768985577428104
2021,43,F,CA,0.9777715029228544
2021,43,M,CA,0.9786957553640782
2021,44,F,CA,0.9797762634416884
2021,44,M,CA,0.9806897840701484
2021,45,F,CA,0.9817356263306154
2021,45,M,CA,0.9828645536109905
2021,46,F,CA,0.9836272823450316
2021,46,M,CA,0.9851935254768126
2021,47,F,CA,0.985425823955907
2021,47,M,CA,0.9876395901073796
2021,48,F,CA,0.9871020883346256
2021,48,M,CA,0.990155085138088
2021,49,F,CA,0.9886224398886564
2021,49,M,CA,0.992681869593364
2021,50,F,CA,0.9899480247278256
2021,50,M,CA,0.9951513679736118
2021,51,F,CA,0.9910340327327904
2021,51,M,CA,0.9974845046366876
2021,52,F,CA,0.991829005710398
2021,52,M,CA,0.9995914602252406
2021,53,F,CA,0.9922742328743952
2021,53,M,CA,1.0
2021,54,F,CA,0.9923032777405568
2021,54,M,CA,1.0
2021,55,F,CA,0.991841683259938
2021,55,M,CA,1.0
2021,56,F,CA,0.9908069039444432
2021,56,M,CA,1.0
2021,57,F,CA,0.9891085136038792
2021,57,M,CA,1.0
2021,58,F,CA,0.986648733201178
2021,58,M,CA,1.0
2021,59,F,CA,0.98332331267664
2021,59,M,CA,0.9978417519641438
2021,60,F,CA,0.9790227803239064
2021,60,M,CA,0.9933063171349892
2021,61,F,CA,0.9736340402903216
2021,61,M,CA,0.9870531290227484
2021,62,F,CA,0.9670422507386064
2021,62,M,CA,0.9787845927080764
2021,63,F,CA,0.9752061228349548
2021,63,M,CA,0.9933696406291922
2021,64,F,CA,0.9752061228349548
2021,64,M,CA,0.9933696406291922
2021,65,F,CA,0.9752061228349548
2021,65,M,CA,0.9933696406291922
2021,66,F,CA,0.9752061228349548
2021,66,M,CA,0.9933696406291922
2021,67,F,CA,0.9752061228349548
2021,67,M,CA,0.9933696406291922
2021,68,F,CA,0.9752061228349548
