province,projection_scenario,timepoint,N,prop_male
BC,M3,2037-01-01T00:00:00Z,52100,0.5124760076775432
BC,M3,2038-01-01T00:00:00Z,52900,0.5122873345935728
BC,M3,2039-01-01T00:00:00Z,53700,0.5121042830540037
BC,M3,2040-01-01T00:00:00Z,54600,0.5128205128205128
BC,M3,2041-01-01T00:00:00Z,55500,0.5117117117117117
BC,M3,2042-01-01T00:00:00Z,56500,0.511504424778761
BC,M3,2043-01-01T00:00:00Z,57500,0.5130434782608696
BC,M4,2022-01-01T00:00:00Z,43400,0.511520737327189
BC,M4,2023-01-01T00:00:00Z,44100,0.5124716553287982
BC,M4,2024-01-01T00:00:00Z,44700,0.5123042505592841
BC,M4,2025-01-01T00:00:00Z,45300,0.5121412803532008
BC,M4,2026-01-01T00:00:00Z,45900,0.5119825708061002
BC,M4,2027-01-01T00:00:00Z,46400,0.5129310344827587
BC,M4,2028-01-01T00:00:00Z,46900,0.511727078891258
BC,M4,2029-01-01T00:00:00Z,47400,0.5126582278481012
BC,M4,2030-01-01T00:00:00Z,47800,0.5125523012552301
BC,M4,2031-01-01T00:00:00Z,48300,0.5113871635610766
BC,M4,2032-01-01T00:00:00Z,48700,0.5112936344969199
BC,M4,2033-01-01T00:00:00Z,49100,0.5132382892057027
BC,M4,2034-01-01T00:00:00Z,49600,0.5120967741935484
BC,M4,2035-01-01T00:00:00Z,50100,0.5129740518962076
BC,M4,2036-01-01T00:00:00Z,50700,0.5128205128205128
BC,M4,2037-01-01T00:00:00Z,51400,0.5116731517509727
BC,M4,2038-01-01T00:00:00Z,52100,0.5124760076775432
BC,M4,2039-01-01T00:00:00Z,52900,0.5122873345935728
BC,M4,2040-01-01T00:00:00Z,53700,0.5121042830540037
BC,M4,2041-01-01T00:00:00Z,54600,0.5128205128205128
BC,M4,2042-01-01T00:00:00Z,55600,0.512589928057554
BC,M4,2043-01-01T00:00:00Z,56500,0.5132743362831859
BC,M5,2022-01-01T00:00:00Z,43500,0.5126436781609195
BC,M5,2023-01-01T00:00:00Z,44400,0.5135135135135135
BC,M5,2024-01-01T00:00:00Z,45200,0.5132743362831859
BC,M5,2025-01-01T00:00:00Z,46000,0.5108695652173914
BC,M5,2026-01-01T00:00:00Z,46700,0.5117773019271948
BC,M5,2027-01-01T00:00:00Z,47400,0.5126582278481012
BC,M5,2028-01-01T00:00:00Z,48100,0.5114345114345115
BC,M5,2029-01-01T00:00:00Z,48700,0.5133470225872689
BC,M5,2030-01-01T00:00:00Z,49300,0.513184584178499
BC,M5,2031-01-01T00:00:00Z,49900,0.5130260521042084
BC,M5,2032-01-01T00:00:00Z,50500,0.5128712871287129
BC,M5,2033-01-01T00:00:00Z,51100,0.512720156555773
BC,M5,2034-01-01T00:00:00Z,51700,0.5125725338491296
BC,M5,2035-01-01T00:00:00Z,52400,0.5114503816793893
BC,M5,2036-01-01T00:00:00Z,53100,0.512241054613936
BC,M5,2037-01-01T00:00:00Z,53900,0.5120593692022264
BC,M5,2038-01-01T00:00:00Z,54800,0.5127737226277372
BC,M5,2039-01-01T00:00:00Z,55700,0.5134649910233393
BC,M5,2040-01-01T00:00:00Z,56800,0.5123239436619719
BC,M5,2041-01-01T00:00:00Z,57800,0.5121107266435986
BC,M5,2042-01-01T00:00:00Z,58900,0.5127334465195246
BC,M5,2043-01-01T00:00:00Z,60100,0.5124792013311148
BC,M6,2022-01-01T00:00:00Z,43600,0.5114678899082569
BC,M6,2023-01-01T00:00:00Z,44500,0.5123595505617977
BC,M6,2024-01-01T00:00:00Z,45300,0.5121412803532008
BC,M6,2025-01-01T00:00:00Z,46100,0.5140997830802603
BC,M6,2026-01-01T00:00:00Z,46900,0.5138592750533049
BC,M6,2027-01-01T00:00:00Z,47700,0.5115303983228512
BC,M6,2028-01-01T00:00:00Z,48400,0.512396694214876
BC,M6,2029-01-01T00:00:00Z,49100,0.5132382892057027
BC,M6,2030-01-01T00:00:00Z,49800,0.5120481927710844
BC,M6,2031-01-01T00:00:00Z,50500,0.5128712871287129
BC,M6,2032-01-01T00:00:00Z,51100,0.512720156555773
BC,M6,2033-01-01T00:00:00Z,51700,0.5125725338491296
BC,M6,2034-01-01T00:00:00Z,52400,0.5133587786259542
BC,M6,2035-01-01T00:00:00Z,53100,0.512241054613936
BC,M6,2036-01-01T00:00:00Z,53900,0.5120593692022264
BC,M6,2037-01-01T00:00:00Z,54700,0.5118829981718465
BC,M6,2038-01-01T00:00:00Z,55600,0.512589928057554
BC,M6,2039-01-01T00:00:00Z,56600,0.5123674911660777
BC,M6,2040-01-01T00:00:00Z,57600,0.5121527777777778
BC,M6,2041-01-01T00:00:00Z,58700,0.5127768313458262
BC,M6,2042-01-01T00:00:00Z,59800,0.5117056856187291
BC,M6,2043-01-01T00:00:00Z,60900,0.5123152709359606
BC,SA,2022-01-01T00:00:00Z,46400,0.5129310344827587
BC,SA,2023-01-01T00:00:00Z,47900,0.5135699373695198
BC,SA,2024-01-01T00:00:00Z,49300,0.513184584178499
BC,SA,2025-01-01T00:00:00Z,50700,0.5128205128205128
BC,SA,2026-01-01T00:00:00Z,51900,0.51252408477842
BC,SA,2027-01-01T00:00:00Z,53000,0.5132075471698113
BC,SA,2028-01-01T00:00:00Z,54000,0.512962962962963
BC,SA,2029-01-01T00:00:00Z,55000,0.5127272727272727
BC,SA,2030-01-01T00:00:00Z,55800,0.5125448028673835
BC,SA,2031-01-01T00:00:00Z,56600,0.5123674911660777
BC,SA,2032-01-01T00:00:00Z,57300,0.5130890052356021
BC,SA,2033-01-01T00:00:00Z,58100,0.5129087779690189
BC,SA,2034-01-01T00:00:00Z,59000,0.511864406779661
BC,SA,2035-01-01T00:00:00Z,59900,0.5125208681135225
BC,SA,2036-01-01T00:00:00Z,61000,0.5131147540983606
BC,SA,2037-01-01T00:00:00Z,62200,0.5128617363344051
BC,SA,2038-01-01T00:00:00Z,63500,0.5118110236220472
BC,SA,2039-01-01T00:00:00Z,64900,0.5130970724191063
BC,SA,2040-01-01T00:00:00Z,66400,0.5120481927710844
BC,SA,2041-01-01T00:00:00Z,68100,0.5124816446402349
BC,SA,2042-01-01T00:00:00Z,69700,0.5121951219512195
BC,SA,2043-01-01T00:00:00Z,71500,0.5118881118881119
BC,past,2000-01-01T00:00:00Z,41433,0.514420872251587
BC,past,2001-01-01T00:00:00Z,40236,0.513420817178646
BC,past,2002-01-01T00:00:00Z,39775,0.5152985543683218
BC,past,2003-01-01T00:00:00Z,40391,0.5149662053427744
BC,past,2004-01-01T00:00:00Z,40161,0.5137073280047808
BC,past,2005-01-01T00:00:00Z,40542,0.515687435252331
BC,past,2006-01-01T00:00:00Z,41198,0.5102917617360067
BC,past,2007-01-01T00:00:00Z,42394,0.5168420059442373
BC,past,2008-01-01T00:00:00Z,44090,0.5154456792923565
BC,past,2009-01-01T00:00:00Z,44558,0.5166748956416356
BC,past,2010-01-01T00:00:00Z,44428,0.5184343206986585
BC,past,2011-01-01T00:00:00Z,43969,0.5114285064477245
BC,past,2012-01-01T00:00:00Z,43672,0.5142196372962081
BC,past,2013-01-01T00:00:00Z,44172,0.513039934800326
BC,past,2014-01-01T00:00:00Z,43991,0.5149235070809939
BC,past,2015-01-01T00:00:00Z,44819,0.5177714808451773
BC,past,2016-01-01T00:00:00Z,44941,0.5153645891279678
BC,past,2017-01-01T00:00:00Z,45081,0.5135644728377808
BC,past,2018-01-01T00:00:00Z,44347,0.5108575551897535
BC,past,2019-01-01T00:00:00Z,43439,0.5139621077833283
BC,past,2020-01-01T00:00:00Z,43134,0.5180831826401446
BC,past,2021-01-01T00:00:00Z,42653,0.5134926030994302
CA,FA,2022-01-01T00:00:00Z,351900,0.5120772946859904
CA,FA,2023-01-01T00:00:00Z,348700,0.5121881273300831
CA,FA,2024-01-01T00:00:00Z,346900,0.5119631017584318
CA,FA,2025-01-01T00:00:00Z,346300,0.5119838290499567
CA,FA,2026-01-01T00:00:00Z,346000,0.511849710982659
CA,FA,2027-01-01T00:00:00Z,345600,0.5121527777777778
CA,FA,2028-01-01T00:00:00Z,345200,0.5121668597914253
CA,FA,2029-01-01T00:00:00Z,345000,0.5118840579710144
CA,FA,2030-01-01T00:00:00Z,344800,0.5121809744779582
CA,FA,2031-01-01T00:00:00Z,344900,0.512032473180632
CA,FA,2032-01-01T00:00:00Z,345300,0.5120185346075876
CA,FA,2033-01-01T00:00:00Z,346000,0.5121387283236994
CA,FA,2034-01-01T00:00:00Z,347300,0.5119493233515693
CA,FA,2035-01-01T00:00:00Z,349000,0.5120343839541547
CA,FA,2036-01-01T00:00:00Z,351500,0.5120910384068279
CA,FA,2037-01-01T00:00:00Z,354400,0.5121331828442438
CA,FA,2038-01-01T00:00:00Z,357900,0.512154233025985
CA,FA,2039-01-01T00:00:00Z,361800,0.5121614151464897
CA,FA,2040-01-01T00:00:00Z,366000,0.5120218579234973
CA,FA,2041-01-01T00:00:00Z,370400,0.5121490280777538
CA,FA,2042-01-01T00:00:00Z,374800,0.5120064034151548
CA,FA,2043-01-01T00:00:00Z,379100,0.5120021102611448
CA,FA,2044-01-01T00:00:00Z,379600,0.512118018967334
CA,FA,2045-01-01T00:00:00Z,379800,0.5121116377040548
CA,FA,2046-01-01T00:00:00Z,379700,0.5119831445878325
CA,FA,2047-01-01T00:00:00Z,379200,0.5121308016877637
CA,FA,2048-01-01T00:00:00Z,378400,0.5121564482029598
CA,FA,2049-01-01T00:00:00Z,377200,0.5119300106044539
CA,FA,2050-01-01T00:00:00Z,375700,0.5121107266435986
CA,FA,2051-01-01T00:00:00Z,374000,0.5120320855614974
CA,FA,2052-01-01T00:00:00Z,372100,0.5119591507659231
CA,FA,2053-01-01T00:00:00Z,370100,0.512023777357471
CA,FA,2054-01-01T00:00:00Z,368200,0.5119500271591526
CA,FA,2055-01-01T00:00:00Z,366300,0.5121485121485122
CA,FA,2056-01-01T00:00:00Z,364500,0.5122085048010974
CA,FA,2057-01-01T00:00:00Z,363000,0.5121212121212121
CA,FA,2058-01-01T00:00:00Z,361600,0.5121681415929203
CA,FA,2059-01-01T00:00:00Z,360600,0.511924570160843
CA,FA,2060-01-01T00:00:00Z,359800,0.5119510839355197
CA,FA,2061-01-01T00:00:00Z,359300,0.512106874478152
CA,FA,2062-01-01T00:00:00Z,359000,0.5122562674094707
CA,FA,2063-01-01T00:00:00Z,359100,0.5121136173767753
CA,FA,2064-01-01T00:00:00Z,359400,0.5122426265998887
CA,FA,2065-01-01T00:00:00Z,360000,0.5122222222222222
CA,FA,2066-01-01T00:00:00Z,360800,0.5121951219512195
CA,FA,2067-01-01T00:00:00Z,361900,0.5120198949986184
CA,FA,2068-01-01T00:00:00Z,363100,0.5122555769760396
CA,HG,2022-01-01T00:00:00Z,387600,0.512125902992776
CA,HG,2023-01-01T00:00:00Z,397100,0.5122135482246286
CA,HG,2024-01-01T00:00:00Z,406400,0.5120570866141733
CA,HG,2025-01-01T00:00:00Z,415600,0.5120307988450433
CA,HG,2026-01-01T00:00:00Z,424600,0.5120113047574187
CA,HG,2027-01-01T00:00:00Z,433400,0.5119981541301338
CA,HG,2028-01-01T00:00:00Z,441800,0.5119963784517881
CA,HG,2029-01-01T00:00:00Z,450000,0.512
CA,HG,2030-01-01T00:00:00Z,458100,0.5121152586771447
CA,HG,2031-01-01T00:00:00Z,466100,0.5121218622613173
CA,HG,2032-01-01T00:00:00Z,474300,0.5121231288214211
CA,HG,2033-01-01T00:00:00Z,482900,0.5121143093808241
CA,HG,2034-01-01T00:00:00Z,492100,0.5120910384068279
CA,HG,2035-01-01T00:00:00Z,502000,0.5121513944223107
CA,HG,2036-01-01T00:00:00Z,512800,0.5120904836193447
CA,HG,2037-01-01T00:00:00Z,524200,0.5120183136207554
CA,HG,2038-01-01T00:00:00Z,536300,0.5120268506432967
CA,HG,2039-01-01T00:00:00Z,549000,0.5120218579234973
CA,HG,2040-01-01T00:00:00Z,562100,0.512186443693293
CA,HG,2041-01-01T00:00:00Z,575600,0.5121612230715775
CA,HG,2042-01-01T00:00:00Z,589400,0.5120461486257211
CA,HG,2043-01-01T00:00:00Z,603300,0.5121829935355544
CA,HG,2044-01-01T00:00:00Z,609900,0.5120511559272012
CA,HG,2045-01-01T00:00:00Z,616300,0.5120882687003083
CA,HG,2046-01-01T00:00:00Z,622600,0.5120462576292965
CA,HG,2047-01-01T00:00:00Z,628800,0.5120865139949109
CA,HG,2048-01-01T00:00:00Z,635100,0.512045347189419
CA,HG,2049-01-01T00:00:00Z,641400,0.5121608980355472
CA,HG,2050-01-01T00:00:00Z,648100,0.5121123283443912
CA,HG,2051-01-01T00:00:00Z,655100,0.5121355518241489
CA,HG,2052-01-01T00:00:00Z,662600,0.5120736492604889
CA,HG,2053-01-01T00:00:00Z,670800,0.5120751341681574
CA,HG,2054-01-01T00:00:00Z,679500,0.5121412803532008
CA,HG,2055-01-01T00:00:00Z,688900,0.5121207722456089
CA,HG,2056-01-01T00:00:00Z,698800,0.5121637092157985
CA,HG,2057-01-01T00:00:00Z,709300,0.5120541378824193
CA,HG,2058-01-01T00:00:00Z,720200,0.5120799777839489
CA,HG,2059-01-01T00:00:00Z,731500,0.5120984278879016
CA,HG,2060-01-01T00:00:00Z,743200,0.5121097954790097
CA,HG,2061-01-01T00:00:00Z,755100,0.5121176003178387
CA,HG,2062-01-01T00:00:00Z,767300,0.5121855858204092
CA,HG,2063-01-01T00:00:00Z,779800,0.5121826109258785
CA,HG,2064-01-01T00:00:00Z,792600,0.512112036336109
CA,HG,2065-01-01T00:00:00Z,805500,0.5121042830540037
CA,HG,2066-01-01T00:00:00Z,818800,0.5120908646800195
CA,HG,2067-01-01T00:00:00Z,832200,0.5121365056476809
CA,HG,2068-01-01T00:00:00Z,845900,0.5121172715450999
CA,LG,2022-01-01T00:00:00Z,351800,0.5119386014781125
CA,LG,2023-01-01T00:00:00Z,348500,0.5121951219512195
CA,LG,2024-01-01T00:00:00Z,346700,0.511970002884338
CA,LG,2025-01-01T00:00:00Z,346000,0.5121387283236994
CA,LG,2026-01-01T00:00:00Z,345700,0.5120046282904253
CA,LG,2027-01-01T00:00:00Z,345200,0.5121668597914253
CA,LG,2028-01-01T00:00:00Z,344800,0.5121809744779582
CA,LG,2029-01-01T00:00:00Z,344500,0.5120464441219158
CA,LG,2030-01-01T00:00:00Z,344400,0.5119047619047619
CA,LG,2031-01-01T00:00:00Z,344400,0.5119047619047619
CA,LG,2032-01-01T00:00:00Z,344700,0.5120394545982013
CA,LG,2033-01-01T00:00:00Z,345400,0.5118702953097858
CA,LG,2034-01-01T00:00:00Z,346500,0.511976911976912
CA,LG,2035-01-01T00:00:00Z,348200,0.5120620333141872
CA,LG,2036-01-01T00:00:00Z,350600,0.5119794637763834
CA,LG,2037-01-01T00:00:00Z,353500,0.512022630834512
CA,LG,2038-01-01T00:00:00Z,356900,0.5119080975063043
CA,LG,2039-01-01T00:00:00Z,360700,0.512059883559745
CA,LG,2040-01-01T00:00:00Z,364800,0.5120614035087719
CA,LG,2041-01-01T00:00:00Z,369100,0.5120563532917909
CA,LG,2042-01-01T00:00:00Z,373400,0.5120514193893948
CA,LG,2043-01-01T00:00:00Z,377600,0.511917372881356
CA,LG,2044-01-01T00:00:00Z,378000,0.5121693121693122
CA,LG,2045-01-01T00:00:00Z,378200,0.5118984664198837
CA,LG,2046-01-01T00:00:00Z,378000,0.5119047619047619
CA,LG,2047-01-01T00:00:00Z,377400,0.5121886592474828
CA,LG,2048-01-01T00:00:00Z,376500,0.5120849933598938
CA,LG,2049-01-01T00:00:00Z,375200,0.5119936034115139
CA,LG,2050-01-01T00:00:00Z,373700,0.5119079475515119
CA,LG,2051-01-01T00:00:00Z,371900,0.5119655821457381
CA,LG,2052-01-01T00:00:00Z,369900,0.5120302784536361
CA,LG,2053-01-01T00:00:00Z,367800,0.5122349102773246
CA,LG,2054-01-01T00:00:00Z,365800,0.5120284308365227
CA,LG,2055-01-01T00:00:00Z,363800,0.5120945574491479
CA,LG,2056-01-01T00:00:00Z,362000,0.5121546961325967
CA,LG,2057-01-01T00:00:00Z,360300,0.5120732722731057
CA,LG,2058-01-01T00:00:00Z,358900,0.5121203677904709
CA,LG,2059-01-01T00:00:00Z,357700,0.5121610287950796
CA,LG,2060-01-01T00:00:00Z,356800,0.5120515695067265
CA,LG,2061-01-01T00:00:00Z,356200,0.5120718697361033
CA,LG,2062-01-01T00:00:00Z,355900,0.5122225344197808
CA,LG,2063-01-01T00:00:00Z,355900,0.5119415566170272
CA,LG,2064-01-01T00:00:00Z,356100,0.5122156697556866
CA,LG,2065-01-01T00:00:00Z,356600,0.5120583286595626
CA,LG,2066-01-01T00:00:00Z,357300,0.5121746431570109
CA,LG,2067-01-01T00:00:00Z,358300,0.512140664247837
CA,LG,2068-01-01T00:00:00Z,359400,0.5122426265998887
CA,M1,2022-01-01T00:00:00Z,362400,0.5121412803532008
CA,M1,2023-01-01T00:00:00Z,367000,0.5119891008174386
CA,M1,2024-01-01T00:00:00Z,371700,0.5119720204465967
CA,M1,2025-01-01T00:00:00Z,376500,0.5120849933598938
CA,M1,2026-01-01T00:00:00Z,381500,0.5119266055045871
CA,M1,2027-01-01T00:00:00Z,386400,0.5121635610766045
CA,M1,2028-01-01T00:00:00Z,391300,0.5121390237669308
CA,M1,2029-01-01T00:00:00Z,396100,0.5119919212320121
CA,M1,2030-01-01T00:00:00Z,400800,0.5122255489021956
CA,M1,2031-01-01T00:00:00Z,405600,0.5120808678500987
CA,M1,2032-01-01T00:00:00Z,410300,0.5120643431635389
CA,M1,2033-01-01T00:00:00Z,415200,0.5120423892100193
CA,M1,2034-01-01T00:00:00Z,420400,0.5121313035204567
CA,M1,2035-01-01T00:00:00Z,426000,0.5122065727699531
CA,M1,2036-01-01T00:00:00Z,432000,0.5120370370370371
CA,M1,2037-01-01T00:00:00Z,438400,0.5120894160583942
CA,M1,2038-01-01T00:00:00Z,445200,0.5121293800539084
CA,M1,2039-01-01T00:00:00Z,452200,0.5121627598407784
CA,M1,2040-01-01T00:00:00Z,459400,0.5119721375707444
CA,M1,2041-01-01T00:00:00Z,466700,0.5121062781229913
CA,M1,2042-01-01T00:00:00Z,473900,0.5121333614686643
CA,M1,2043-01-01T00:00:00Z,481100,0.5121596341716899
CA,M1,2044-01-01T00:00:00Z,482700,0.512119328775637
CA,M1,2045-01-01T00:00:00Z,484100,0.5120842801074158
CA,M1,2046-01-01T00:00:00Z,485300,0.512054399340614
CA,M1,2047-01-01T00:00:00Z,486300,0.5120296113510179
CA,M1,2048-01-01T00:00:00Z,487100,0.5122151508930405
CA,M1,2049-01-01T00:00:00Z,487900,0.511990161918426
CA,M1,2050-01-01T00:00:00Z,488500,0.5121801432958035
CA,M1,2051-01-01T00:00:00Z,489300,0.5119558553034947
CA,M1,2052-01-01T00:00:00Z,490100,0.5121403795143848
CA,M1,2053-01-01T00:00:00Z,491200,0.5120114006514658
CA,M1,2054-01-01T00:00:00Z,492600,0.511977263499797
CA,M1,2055-01-01T00:00:00Z,494300,0.5120372243576775
CA,M1,2056-01-01T00:00:00Z,496300,0.5119887165021156
CA,M1,2057-01-01T00:00:00Z,498700,0.512131542009224
CA,M1,2058-01-01T00:00:00Z,501400,0.5121659353809334
CA,M1,2059-01-01T00:00:00Z,504400,0.5120935765265662
CA,M1,2060-01-01T00:00:00Z,507800,0.5120126033871603
CA,M1,2061-01-01T00:00:00Z,511400,0.5121235823230348
CA,M1,2062-01-01T00:00:00Z,515300,0.5121288569765186
CA,M1,2063-01-01T00:00:00Z,519500,0.5120307988450433
