timepoint,province,sex,age,prob_death,se
2000-01-01 00:00:00,BC,F,23,0.00034,0.00023
2000-01-01 00:00:00,BC,M,24,0.00087,0.00035
2000-01-01 00:00:00,BC,F,24,0.00036,0.00023
2000-01-01 00:00:00,BC,M,25,0.00086,0.00035
2000-01-01 00:00:00,BC,F,25,0.00038,0.00024
2000-01-01 00:00:00,BC,M,26,0.00086,0.00035
2000-01-01 00:00:00,BC,F,26,0.0004,0.00024
2000-01-01 00:00:00,BC,M,27,0.00086,0.00035
2000-01-01 00:00:00,BC,F,27,0.00041,0.00024
2000-01-01 00:00:00,BC,M,28,0.00087,0.00035
2000-01-01 00:00:00,BC,F,28,0.00042,0.00024
2000-01-01 00:00:00,BC,M,29,0.00089,0.00034
2000-01-01 00:00:00,BC,F,29,0.00043,0.00023
2000-01-01 00:00:00,BC,M,30,0.00092,0.00034
2000-01-01 00:00:00,BC,F,30,0.00043,0.00023
2000-01-01 00:00:00,BC,M,31,0.00095,0.00035
2000-01-01 00:00:00,BC,F,31,0.00044,0.00024
2000-01-01 00:00:00,BC,M,32,0.001,0.00036
2000-01-01 00:00:00,BC,F,32,0.00046,0.00024
2000-01-01 00:00:00,BC,M,33,0.00106,0.00037
2000-01-01 00:00:00,BC,F,33,0.00048,0.00025
2000-01-01 00:00:00,BC,M,34,0.00115,0.00038
2000-01-01 00:00:00,BC,F,34,0.00052,0.00025
2000-01-01 00:00:00,BC,M,35,0.00126,0.00038
2000-01-01 00:00:00,BC,F,35,0.00058,0.00026
2000-01-01 00:00:00,BC,M,36,0.00138,0.00039
2000-01-01 00:00:00,BC,F,36,0.00065,0.00026
2000-01-01 00:00:00,BC,M,37,0.00149,0.0004
2000-01-01 00:00:00,BC,F,37,0.00072,0.00028
2000-01-01 00:00:00,BC,M,38,0.00159,0.00042
2000-01-01 00:00:00,BC,F,38,0.00079,0.0003
2000-01-01 00:00:00,BC,M,39,0.00167,0.00043
2000-01-01 00:00:00,BC,F,39,0.00086,0.00031
2000-01-01 00:00:00,BC,M,40,0.00174,0.00044
2000-01-01 00:00:00,BC,F,40,0.00094,0.00032
2000-01-01 00:00:00,BC,M,41,0.00181,0.00045
2000-01-01 00:00:00,BC,F,41,0.00101,0.00033
2000-01-01 00:00:00,BC,M,42,0.00189,0.00046
2000-01-01 00:00:00,BC,F,42,0.0011,0.00035
2000-01-01 00:00:00,BC,M,43,0.00198,0.00048
2000-01-01 00:00:00,BC,F,43,0.00119,0.00036
2000-01-01 00:00:00,BC,M,44,0.0021,0.00049
2000-01-01 00:00:00,BC,F,44,0.00129,0.00038
2000-01-01 00:00:00,BC,M,45,0.00223,0.00051
2000-01-01 00:00:00,BC,F,45,0.0014,0.0004
2000-01-01 00:00:00,BC,M,46,0.00238,0.00053
2000-01-01 00:00:00,BC,F,46,0.00152,0.00042
2000-01-01 00:00:00,BC,M,47,0.00256,0.00056
2000-01-01 00:00:00,BC,F,47,0.00166,0.00045
2000-01-01 00:00:00,BC,M,48,0.00278,0.00059
2000-01-01 00:00:00,BC,F,48,0.0018,0.00048
2000-01-01 00:00:00,BC,M,49,0.00302,0.00062
2000-01-01 00:00:00,BC,F,49,0.00196,0.0005
2000-01-01 00:00:00,BC,M,50,0.00331,0.00065
2000-01-01 00:00:00,BC,F,50,0.00214,0.00052
2000-01-01 00:00:00,BC,M,51,0.00364,0.0007
2000-01-01 00:00:00,BC,F,51,0.00233,0.00056
2000-01-01 00:00:00,BC,M,52,0.004,0.00073
2000-01-01 00:00:00,BC,F,52,0.00254,0.00058
2000-01-01 00:00:00,BC,M,53,0.0044,0.00076
2000-01-01 00:00:00,BC,F,53,0.00277,0.00061
2000-01-01 00:00:00,BC,M,54,0.00483,0.00089
2000-01-01 00:00:00,BC,F,54,0.00302,0.00071
2000-01-01 00:00:00,BC,M,55,0.00531,0.00096
2000-01-01 00:00:00,BC,F,55,0.0033,0.00076
2000-01-01 00:00:00,BC,M,56,0.00584,0.001
2000-01-01 00:00:00,BC,F,56,0.00361,0.00079
2000-01-01 00:00:00,BC,M,57,0.00643,0.00107
2000-01-01 00:00:00,BC,F,57,0.00396,0.00085
2000-01-01 00:00:00,BC,M,58,0.00707,0.00117
2000-01-01 00:00:00,BC,F,58,0.00434,0.00092
2000-01-01 00:00:00,BC,M,59,0.00778,0.00125
2000-01-01 00:00:00,BC,F,59,0.00476,0.00097
2000-01-01 00:00:00,BC,M,60,0.00857,0.00136
2000-01-01 00:00:00,BC,F,60,0.00522,0.00106
2000-01-01 00:00:00,BC,M,61,0.00943,0.00145
2000-01-01 00:00:00,BC,F,61,0.00574,0.00113
2000-01-01 00:00:00,BC,M,62,0.01039,0.00155
2000-01-01 00:00:00,BC,F,62,0.00631,0.0012
2000-01-01 00:00:00,BC,M,63,0.01144,0.00165
2000-01-01 00:00:00,BC,F,63,0.00694,0.00128
2000-01-01 00:00:00,BC,M,64,0.0126,0.00172
2000-01-01 00:00:00,BC,F,64,0.00764,0.00134
2000-01-01 00:00:00,BC,M,65,0.01388,0.00184
2000-01-01 00:00:00,BC,F,65,0.00843,0.00143
2000-01-01 00:00:00,BC,M,66,0.0153,0.00195
2000-01-01 00:00:00,BC,F,66,0.0093,0.00154
2000-01-01 00:00:00,BC,M,67,0.01686,0.00205
2000-01-01 00:00:00,BC,F,67,0.01026,0.00159
2000-01-01 00:00:00,BC,M,68,0.01859,0.00214
2000-01-01 00:00:00,BC,F,68,0.01134,0.00169
2000-01-01 00:00:00,BC,M,69,0.02049,0.00226
2000-01-01 00:00:00,BC,F,69,0.01254,0.00176
2000-01-01 00:00:00,BC,M,70,0.0226,0.00242
2000-01-01 00:00:00,BC,F,70,0.01389,0.00187
2000-01-01 00:00:00,BC,M,71,0.02493,0.00262
2000-01-01 00:00:00,BC,F,71,0.01538,0.00199
2000-01-01 00:00:00,BC,M,72,0.0275,0.00281
2000-01-01 00:00:00,BC,F,72,0.01706,0.00213
2000-01-01 00:00:00,BC,M,73,0.03035,0.00304
2000-01-01 00:00:00,BC,F,73,0.01893,0.00226
2000-01-01 00:00:00,BC,M,74,0.03349,0.00327
2000-01-01 00:00:00,BC,F,74,0.02102,0.0024
2000-01-01 00:00:00,BC,M,75,0.03697,0.00354
2000-01-01 00:00:00,BC,F,75,0.02337,0.00254
2000-01-01 00:00:00,BC,M,76,0.04081,0.00377
2000-01-01 00:00:00,BC,F,76,0.02599,0.00268
2000-01-01 00:00:00,BC,M,77,0.04507,0.0041
2000-01-01 00:00:00,BC,F,77,0.02894,0.00291
2000-01-01 00:00:00,BC,M,78,0.04978,0.00437
2000-01-01 00:00:00,BC,F,78,0.03225,0.00306
2000-01-01 00:00:00,BC,M,79,0.05499,0.00479
2000-01-01 00:00:00,BC,F,79,0.03597,0.0033
2000-01-01 00:00:00,BC,M,80,0.06075,0.00527
2000-01-01 00:00:00,BC,F,80,0.04015,0.00361
2000-01-01 00:00:00,BC,M,81,0.06714,0.0063
2000-01-01 00:00:00,BC,F,81,0.04486,0.0042
2000-01-01 00:00:00,BC,M,82,0.07421,0.00699
2000-01-01 00:00:00,BC,F,82,0.05015,0.00467
2000-01-01 00:00:00,BC,M,83,0.08204,0.00774
2000-01-01 00:00:00,BC,F,83,0.05612,0.00505
2000-01-01 00:00:00,BC,M,84,0.09071,0.00834
2000-01-01 00:00:00,BC,F,84,0.06286,0.00552
2000-01-01 00:00:00,BC,M,85,0.10032,0.00896
2000-01-01 00:00:00,BC,F,85,0.07046,0.00584
2000-01-01 00:00:00,BC,M,86,0.11097,0.01022
2000-01-01 00:00:00,BC,F,86,0.07904,0.00664
2000-01-01 00:00:00,BC,M,87,0.12277,0.01201
2000-01-01 00:00:00,BC,F,87,0.08875,0.00757
2000-01-01 00:00:00,BC,M,88,0.13586,0.01408
2000-01-01 00:00:00,BC,F,88,0.09973,0.00875
2000-01-01 00:00:00,BC,M,89,0.15036,0.01634
2000-01-01 00:00:00,BC,F,89,0.11217,0.00969
2000-01-01 00:00:00,BC,M,90,0.16645,0.01915
2000-01-01 00:00:00,BC,F,90,0.12626,0.01144
2000-01-01 00:00:00,BC,M,91,0.18384,0.02263
2000-01-01 00:00:00,BC,F,91,0.14184,0.01354
2000-01-01 00:00:00,BC,M,92,0.20212,0.027
2000-01-01 00:00:00,BC,F,92,0.15857,0.01592
2000-01-01 00:00:00,BC,M,93,0.22118,0.03213
2000-01-01 00:00:00,BC,F,93,0.17642,0.01859
2000-01-01 00:00:00,BC,M,94,0.24092,0.0387
2000-01-01 00:00:00,BC,F,94,0.19534,0.02238
2000-01-01 00:00:00,BC,M,95,0.25582,0.04867
2000-01-01 00:00:00,BC,F,95,0.21587,0.02628
2000-01-01 00:00:00,BC,M,96,0.27514,0.05705
2000-01-01 00:00:00,BC,F,96,0.2362,0.03191
2000-01-01 00:00:00,BC,M,97,0.29486,0.06922
2000-01-01 00:00:00,BC,F,97,0.25735,0.0367
2000-01-01 00:00:00,BC,M,98,0.31486,0.08582
2000-01-01 00:00:00,BC,F,98,0.27916,0.04703
2000-01-01 00:00:00,BC,M,99,0.335,0.11571
2000-01-01 00:00:00,BC,F,99,0.30147,0.0544
2000-01-01 00:00:00,BC,M,100,0.35512,0.13116
2000-01-01 00:00:00,BC,F,100,0.32406,0.06984
2000-01-01 00:00:00,BC,M,101,0.37509,0.15812
2000-01-01 00:00:00,BC,F,101,0.34674,0.08814
2000-01-01 00:00:00,BC,M,102,0.39475,0.22439
2000-01-01 00:00:00,BC,F,102,0.3693,0.10161
2000-01-01 00:00:00,BC,M,103,0.41398,0.21961
2000-01-01 00:00:00,BC,F,103,0.39152,0.13885
2000-01-01 00:00:00,BC,M,104,0.43266,0.28428
2000-01-01 00:00:00,BC,F,104,0.41323,0.18357
2000-01-01 00:00:00,BC,M,105,0.45068,0.31735
2000-01-01 00:00:00,BC,F,105,0.43424,0.2188
2000-01-01 00:00:00,BC,M,106,0.46795,0.5168
2000-01-01 00:00:00,BC,F,106,0.4544,0.25441
2000-01-01 00:00:00,BC,M,107,0.4844,0.85269
2000-01-01 00:00:00,BC,F,107,0.47359,0.38883
2000-01-01 00:00:00,BC,M,108,0.49997,0.84871
2000-01-01 00:00:00,BC,F,108,0.49172,0.66761
2000-01-01 00:00:00,BC,M,109,0.51462,0.8442
2000-01-01 00:00:00,BC,F,109,0.50871,0.69887
2000-01-01 00:00:00,BC,M,110,1.0,0.0
2000-01-01 00:00:00,BC,F,110,1.0,0.0
2001-01-01 00:00:00,CA,M,0,0.00588,0.00036
2001-01-01 00:00:00,CA,F,0,0.00462,0.00033
2001-01-01 00:00:00,CA,M,1,0.00035,9e-05
2001-01-01 00:00:00,CA,F,1,0.0003,8e-05
2001-01-01 00:00:00,CA,M,2,0.00027,8e-05
2001-01-01 00:00:00,CA,F,2,0.00023,7e-05
2001-01-01 00:00:00,CA,M,3,0.00022,7e-05
2001-01-01 00:00:00,CA,F,3,0.00019,6e-05
2001-01-01 00:00:00,CA,M,4,0.00018,6e-05
2001-01-01 00:00:00,CA,F,4,0.00015,6e-05
2001-01-01 00:00:00,CA,M,5,0.00015,5e-05
2001-01-01 00:00:00,CA,F,5,0.00013,5e-05
2001-01-01 00:00:00,CA,M,6,0.00013,5e-05
2001-01-01 00:00:00,CA,F,6,0.00012,5e-05
2001-01-01 00:00:00,CA,M,7,0.00012,5e-05
2001-01-01 00:00:00,CA,F,7,0.00011,5e-05
2001-01-01 00:00:00,CA,M,8,0.00011,5e-05
2001-01-01 00:00:00,CA,F,8,0.0001,4e-05
2001-01-01 00:00:00,CA,M,9,0.00011,4e-05
2001-01-01 00:00:00,CA,F,9,0.0001,4e-05
2001-01-01 00:00:00,CA,M,10,0.00011,4e-05
2001-01-01 00:00:00,CA,F,10,0.0001,4e-05
2001-01-01 00:00:00,CA,M,11,0.00012,5e-05
2001-01-01 00:00:00,CA,F,11,0.0001,4e-05
2001-01-01 00:00:00,CA,M,12,0.00014,5e-05
2001-01-01 00:00:00,CA,F,12,0.00011,5e-05
2001-01-01 00:00:00,CA,M,13,0.00019,6e-05
2001-01-01 00:00:00,CA,F,13,0.00014,5e-05
2001-01-01 00:00:00,CA,M,14,0.00026,7e-05
2001-01-01 00:00:00,CA,F,14,0.00017,6e-05
2001-01-01 00:00:00,CA,M,15,0.00038,8e-05
2001-01-01 00:00:00,CA,F,15,0.00022,6e-05
2001-01-01 00:00:00,CA,M,16,0.00056,0.0001
2001-01-01 00:00:00,CA,F,16,0.00028,7e-05
2001-01-01 00:00:00,CA,M,17,0.00071,0.00011
2001-01-01 00:00:00,CA,F,17,0.00032,8e-05
2001-01-01 00:00:00,CA,M,18,0.0008,0.00012
2001-01-01 00:00:00,CA,F,18,0.00033,8e-05
2001-01-01 00:00:00,CA,M,19,0.00084,0.00012
2001-01-01 00:00:00,CA,F,19,0.00032,8e-05
2001-01-01 00:00:00,CA,M,20,0.00086,0.00012
2001-01-01 00:00:00,CA,F,20,0.00031,8e-05
2001-01-01 00:00:00,CA,M,21,0.00088,0.00012
2001-01-01 00:00:00,CA,F,21,0.0003,7e-05
2001-01-01 00:00:00,CA,M,22,0.00088,0.00013
2001-01-01 00:00:00,CA,F,22,0.0003,8e-05
2001-01-01 00:00:00,CA,M,23,0.00088,0.00013
2001-01-01 00:00:00,CA,F,23,0.00031,8e-05
2001-01-01 00:00:00,CA,M,24,0.00086,0.00012
2001-01-01 00:00:00,CA,F,24,0.00031,8e-05
2001-01-01 00:00:00,CA,M,25,0.00084,0.00012
2001-01-01 00:00:00,CA,F,25,0.00032,8e-05
2001-01-01 00:00:00,CA,M,26,0.00083,0.00012
2001-01-01 00:00:00,CA,F,26,0.00034,8e-05
2001-01-01 00:00:00,CA,M,27,0.00083,0.00012
2001-01-01 00:00:00,CA,F,27,0.00035,8e-05
2001-01-01 00:00:00,CA,M,28,0.00084,0.00012
2001-01-01 00:00:00,CA,F,28,0.00037,8e-05
2001-01-01 00:00:00,CA,M,29,0.00086,0.00012
2001-01-01 00:00:00,CA,F,29,0.00038,8e-05
2001-01-01 00:00:00,CA,M,30,0.00089,0.00012
2001-01-01 00:00:00,CA,F,30,0.00041,8e-05
2001-01-01 00:00:00,CA,M,31,0.00093,0.00013
2001-01-01 00:00:00,CA,F,31,0.00043,9e-05
2001-01-01 00:00:00,CA,M,32,0.00098,0.00013
2001-01-01 00:00:00,CA,F,32,0.00046,9e-05
2001-01-01 00:00:00,CA,M,33,0.00102,0.00013
2001-01-01 00:00:00,CA,F,33,0.0005,9e-05
2001-01-01 00:00:00,CA,M,34,0.00106,0.00013
2001-01-01 00:00:00,CA,F,34,0.00054,0.0001
2001-01-01 00:00:00,CA,M,35,0.00111,0.00013
2001-01-01 00:00:00,CA,F,35,0.0006,0.0001
2001-01-01 00:00:00,CA,M,36,0.00116,0.00013
2001-01-01 00:00:00,CA,F,36,0.00065,0.0001
2001-01-01 00:00:00,CA,M,37,0.00122,0.00013
2001-01-01 00:00:00,CA,F,37,0.00072,0.0001
2001-01-01 00:00:00,CA,M,38,0.00129,0.00013
2001-01-01 00:00:00,CA,F,38,0.00079,0.00011
2001-01-01 00:00:00,CA,M,39,0.00139,0.00014
2001-01-01 00:00:00,CA,F,39,0.00086,0.00011
2001-01-01 00:00:00,CA,M,40,0.0015,0.00014
2001-01-01 00:00:00,CA,F,40,0.00094,0.00012
2001-01-01 00:00:00,CA,M,41,0.00163,0.00015
2001-01-01 00:00:00,CA,F,41,0.00103,0.00012
2001-01-01 00:00:00,CA,M,42,0.00177,0.00016
2001-01-01 00:00:00,CA,F,42,0.00113,0.00013
2001-01-01 00:00:00,CA,M,43,0.00193,0.00017
2001-01-01 00:00:00,CA,F,43,0.00124,0.00013
2001-01-01 00:00:00,CA,M,44,0.0021,0.00018
2001-01-01 00:00:00,CA,F,44,0.00135,0.00014
2001-01-01 00:00:00,CA,M,45,0.0023,0.00019
2001-01-01 00:00:00,CA,F,45,0.00148,0.00015
2001-01-01 00:00:00,CA,M,46,0.00252,0.0002
2001-01-01 00:00:00,CA,F,46,0.00161,0.00016
2001-01-01 00:00:00,CA,M,47,0.00276,0.00021
2001-01-01 00:00:00,CA,F,47,0.00176,0.00017
2001-01-01 00:00:00,CA,M,48,0.00303,0.00023
2001-01-01 00:00:00,CA,F,48,0.00192,0.00018
2001-01-01 00:00:00,CA,M,49,0.00333,0.00024
2001-01-01 00:00:00,CA,F,49,0.0021,0.00019
2001-01-01 00:00:00,CA,M,50,0.00367,0.00025
2001-01-01 00:00:00,CA,F,50,0.00229,0.0002
2001-01-01 00:00:00,CA,M,51,0.00405,0.00027
2001-01-01 00:00:00,CA,F,51,0.0025,0.00021
2001-01-01 00:00:00,CA,M,52,0.00446,0.00029
2001-01-01 00:00:00,CA,F,52,0.00273,0.00022
2001-01-01 00:00:00,CA,M,53,0.00492,0.0003
2001-01-01 00:00:00,CA,F,53,0.00298,0.00023
2001-01-01 00:00:00,CA,M,54,0.00542,0.00032
2001-01-01 00:00:00,CA,F,54,0.00326,0.00024
2001-01-01 00:00:00,CA,M,55,0.00597,0.00036
2001-01-01 00:00:00,CA,F,55,0.00357,0.00028
2001-01-01 00:00:00,CA,M,56,0.00659,0.00039
2001-01-01 00:00:00,CA,F,56,0.00392,0.0003
2001-01-01 00:00:00,CA,M,57,0.00726,0.00041
2001-01-01 00:00:00,CA,F,57,0.00429,0.00032
2001-01-01 00:00:00,CA,M,58,0.008,0.00044
2001-01-01 00:00:00,CA,F,58,0.00471,0.00034
2001-01-01 00:00:00,CA,M,59,0.00882,0.00048
2001-01-01 00:00:00,CA,F,59,0.00517,0.00036
2001-01-01 00:00:00,CA,M,60,0.00972,0.00052
2001-01-01 00:00:00,CA,F,60,0.00568,0.00039
2001-01-01 00:00:00,CA,M,61,0.01072,0.00056
2001-01-01 00:00:00,CA,F,61,0.00624,0.00042
2001-01-01 00:00:00,CA,M,62,0.01181,0.0006
2001-01-01 00:00:00,CA,F,62,0.00687,0.00045
2001-01-01 00:00:00,CA,M,63,0.01302,0.00064
2001-01-01 00:00:00,CA,F,63,0.00756,0.00048
2001-01-01 00:00:00,CA,M,64,0.01435,0.00068
2001-01-01 00:00:00,CA,F,64,0.00833,0.00051
2001-01-01 00:00:00,CA,M,65,0.01581,0.00072
2001-01-01 00:00:00,CA,F,65,0.00918,0.00053
2001-01-01 00:00:00,CA,M,66,0.01743,0.00077
2001-01-01 00:00:00,CA,F,66,0.01013,0.00057
2001-01-01 00:00:00,CA,M,67,0.01921,0.00081
2001-01-01 00:00:00,CA,F,67,0.01118,0.0006
2001-01-01 00:00:00,CA,M,68,0.02116,0.00085
2001-01-01 00:00:00,CA,F,68,0.01236,0.00063
2001-01-01 00:00:00,CA,M,69,0.02332,0.0009
2001-01-01 00:00:00,CA,F,69,0.01366,0.00066
2001-01-01 00:00:00,CA,M,70,0.0257,0.00095
2001-01-01 00:00:00,CA,F,70,0.01511,0.0007
2001-01-01 00:00:00,CA,M,71,0.02833,0.00102
2001-01-01 00:00:00,CA,F,71,0.01673,0.00074
2001-01-01 00:00:00,CA,M,72,0.03121,0.00111
2001-01-01 00:00:00,CA,F,72,0.01854,0.0008
2001-01-01 00:00:00,CA,M,73,0.03439,0.00118
2001-01-01 00:00:00,CA,F,73,0.02055,0.00084
2001-01-01 00:00:00,CA,M,74,0.0379,0.00128
2001-01-01 00:00:00,CA,F,74,0.0228,0.0009
2001-01-01 00:00:00,CA,M,75,0.04176,0.00138
2001-01-01 00:00:00,CA,F,75,0.02532,0.00096
2001-01-01 00:00:00,CA,M,76,0.04602,0.00149
2001-01-01 00:00:00,CA,F,76,0.02813,0.00102
2001-01-01 00:00:00,CA,M,77,0.0507,0.00163
2001-01-01 00:00:00,CA,F,77,0.03128,0.00109
2001-01-01 00:00:00,CA,M,78,0.05587,0.00177
2001-01-01 00:00:00,CA,F,78,0.0348,0.00118
2001-01-01 00:00:00,CA,M,79,0.06155,0.00191
2001-01-01 00:00:00,CA,F,79,0.03875,0.00126
2001-01-01 00:00:00,CA,M,80,0.06782,0.00211
2001-01-01 00:00:00,CA,F,80,0.04318,0.00138
2001-01-01 00:00:00,CA,M,81,0.07472,0.00235
2001-01-01 00:00:00,CA,F,81,0.04814,0.00152
2001-01-01 00:00:00,CA,M,82,0.08232,0.00275
2001-01-01 00:00:00,CA,F,82,0.05372,0.00174
2001-01-01 00:00:00,CA,M,83,0.09069,0.00307
2001-01-01 00:00:00,CA,F,83,0.05998,0.00193
2001-01-01 00:00:00,CA,M,84,0.09992,0.00342
2001-01-01 00:00:00,CA,F,84,0.06702,0.00211
2001-01-01 00:00:00,CA,M,85,0.11008,0.00377
2001-01-01 00:00:00,CA,F,85,0.07494,0.00232
2001-01-01 00:00:00,CA,M,86,0.12126,0.00416
2001-01-01 00:00:00,CA,F,86,0.08386,0.00252
2001-01-01 00:00:00,CA,M,87,0.13359,0.00476
2001-01-01 00:00:00,CA,F,87,0.0939,0.00283
2001-01-01 00:00:00,CA,M,88,0.14716,0.00547
2001-01-01 00:00:00,CA,F,88,0.10522,0.00321
2001-01-01 00:00:00,CA,M,89,0.16211,0.00644
2001-01-01 00:00:00,CA,F,89,0.11799,0.00369
2001-01-01 00:00:00,CA,M,90,0.17857,0.0076
2001-01-01 00:00:00,CA,F,90,0.1324,0.00423
2001-01-01 00:00:00,CA,M,91,0.19627,0.00892
2001-01-01 00:00:00,CA,F,91,0.14827,0.00488
2001-01-01 00:00:00,CA,M,92,0.21479,0.01068
2001-01-01 00:00:00,CA,F,92,0.16524,0.00567
2001-01-01 00:00:00,CA,M,93,0.23402,0.0124
2001-01-01 00:00:00,CA,F,93,0.18327,0.00658
2001-01-01 00:00:00,CA,M,94,0.25385,0.0152
2001-01-01 00:00:00,CA,F,94,0.20229,0.00782
2001-01-01 00:00:00,CA,M,95,0.27024,0.01822
2001-01-01 00:00:00,CA,F,95,0.22066,0.00922
2001-01-01 00:00:00,CA,M,96,0.28968,0.02286
2001-01-01 00:00:00,CA,F,96,0.24074,0.01113
2001-01-01 00:00:00,CA,M,97,0.30943,0.02783
2001-01-01 00:00:00,CA,F,97,0.26158,0.01332
2001-01-01 00:00:00,CA,M,98,0.32935,0.03548
2001-01-01 00:00:00,CA,F,98,0.28302,0.01616
2001-01-01 00:00:00,CA,M,99,0.34929,0.04531
2001-01-01 00:00:00,CA,F,99,0.30489,0.01984
2001-01-01 00:00:00,CA,M,100,0.36913,0.06181
2001-01-01 00:00:00,CA,F,100,0.32702,0.02468
2001-01-01 00:00:00,CA,M,101,0.38871,0.07871
2001-01-01 00:00:00,CA,F,101,0.3492,0.03156
2001-01-01 00:00:00,CA,M,102,0.4079,0.08795
2001-01-01 00:00:00,CA,F,102,0.37124,0.03978
2001-01-01 00:00:00,CA,M,103,0.42659,0.12704
2001-01-01 00:00:00,CA,F,103,0.39295,0.05113
2001-01-01 00:00:00,CA,M,104,0.44466,0.14829
2001-01-01 00:00:00,CA,F,104,0.41415,0.06729
2001-01-01 00:00:00,CA,M,105,0.46203,0.18033
2001-01-01 00:00:00,CA,F,105,0.43468,0.08383
2001-01-01 00:00:00,CA,M,106,0.47861,0.29487
2001-01-01 00:00:00,CA,F,106,0.45439,0.10568
2001-01-01 00:00:00,CA,M,107,0.49435,0.74851
2001-01-01 00:00:00,CA,F,107,0.47317,0.2058
2001-01-01 00:00:00,CA,M,108,0.5092,0.74473
2001-01-01 00:00:00,CA,F,108,0.49094,0.23304
2001-01-01 00:00:00,CA,M,109,0.52315,0.84123
2001-01-01 00:00:00,CA,F,109,0.50762,0.28501
2001-01-01 00:00:00,CA,M,110,1.0,0.0
2001-01-01 00:00:00,CA,F,110,1.0,0.0
2001-01-01 00:00:00,BC,M,0,0.00436,0.00089
2001-01-01 00:00:00,BC,F,0,0.004,0.00088
2001-01-01 00:00:00,BC,M,1,0.00019,0.00018
2001-01-01 00:00:00,BC,F,1,0.00028,0.00023
2001-01-01 00:00:00,BC,M,2,0.00013,0.00015
2001-01-01 00:00:00,BC,F,2,0.00023,0.0002
2001-01-01 00:00:00,BC,M,3,0.0001,0.00013
2001-01-01 00:00:00,BC,F,3,0.00018,0.00018
2001-01-01 00:00:00,BC,M,4,8e-05,0.00012
2001-01-01 00:00:00,BC,F,4,0.00015,0.00016
2001-01-01 00:00:00,BC,M,5,7e-05,0.00011
2001-01-01 00:00:00,BC,F,5,0.00013,0.00014
2001-01-01 00:00:00,BC,M,6,7e-05,0.0001
2001-01-01 00:00:00,BC,F,6,0.00011,0.00013
2001-01-01 00:00:00,BC,M,7,7e-05,0.00011
2001-01-01 00:00:00,BC,F,7,9e-05,0.00012
2001-01-01 00:00:00,BC,M,8,8e-05,0.00011
2001-01-01 00:00:00,BC,F,8,8e-05,0.00011
2001-01-01 00:00:00,BC,M,9,0.0001,0.00012
2001-01-01 00:00:00,BC,F,9,7e-05,0.00011
2001-01-01 00:00:00,BC,M,10,0.00013,0.00014
2001-01-01 00:00:00,BC,F,10,7e-05,0.0001
2001-01-01 00:00:00,BC,M,11,0.00016,0.00015
2001-01-01 00:00:00,BC,F,11,7e-05,0.0001
2001-01-01 00:00:00,BC,M,12,0.0002,0.00017
2001-01-01 00:00:00,BC,F,12,8e-05,0.00011
2001-01-01 00:00:00,BC,M,13,0.00024,0.00019
2001-01-01 00:00:00,BC,F,13,0.0001,0.00012
2001-01-01 00:00:00,BC,M,14,0.00029,0.0002
2001-01-01 00:00:00,BC,F,14,0.00013,0.00014
2001-01-01 00:00:00,BC,M,15,0.00034,0.00021
2001-01-01 00:00:00,BC,F,15,0.0002,0.00017
2001-01-01 00:00:00,BC,M,16,0.0004,0.00023
2001-01-01 00:00:00,BC,F,16,0.00028,0.0002
2001-01-01 00:00:00,BC,M,17,0.00049,0.00025
2001-01-01 00:00:00,BC,F,17,0.00034,0.00022
2001-01-01 00:00:00,BC,M,18,0.00062,0.00028
2001-01-01 00:00:00,BC,F,18,0.00036,0.00023
2001-01-01 00:00:00,BC,M,19,0.00077,0.00032
2001-01-01 00:00:00,BC,F,19,0.00036,0.00023
2001-01-01 00:00:00,BC,M,20,0.0009,0.00035
2001-01-01 00:00:00,BC,F,20,0.00036,0.00023
2001-01-01 00:00:00,BC,M,21,0.00101,0.00037
2001-01-01 00:00:00,BC,F,21,0.00036,0.00023
2001-01-01 00:00:00,BC,M,22,0.00106,0.00039
2001-01-01 00:00:00,BC,F,22,0.00036,0.00023
2001-01-01 00:00:00,BC,M,23,0.00105,0.00039
2001-01-01 00:00:00,BC,F,23,0.00037,0.00023
2001-01-01 00:00:00,BC,M,24,0.00099,0.00038
2001-01-01 00:00:00,BC,F,24,0.00037,0.00023
2001-01-01 00:00:00,BC,M,25,0.00092,0.00036
2001-01-01 00:00:00,BC,F,25,0.00038,0.00024
2001-01-01 00:00:00,BC,M,26,0.00088,0.00036
2001-01-01 00:00:00,BC,F,26,0.00039,0.00024
2001-01-01 00:00:00,BC,M,27,0.00088,0.00036
2001-01-01 00:00:00,BC,F,27,0.0004,0.00024
2001-01-01 00:00:00,BC,M,28,0.0009,0.00036
2001-01-01 00:00:00,BC,F,28,0.00042,0.00024
2001-01-01 00:00:00,BC,M,29,0.00095,0.00036
2001-01-01 00:00:00,BC,F,29,0.00043,0.00024
2001-01-01 00:00:00,BC,M,30,0.00104,0.00036
2001-01-01 00:00:00,BC,F,30,0.00045,0.00024
2001-01-01 00:00:00,BC,M,31,0.00115,0.00038
2001-01-01 00:00:00,BC,F,31,0.00047,0.00024
2001-01-01 00:00:00,BC,M,32,0.00124,0.0004
2001-01-01 00:00:00,BC,F,32,0.0005,0.00025
2001-01-01 00:00:00,BC,M,33,0.00132,0.00041
2001-01-01 00:00:00,BC,F,33,0.00053,0.00026
2001-01-01 00:00:00,BC,M,34,0.00138,0.00042
