timepoint,age,sex,province,prob
2006-01-01 00:00:00,27,M,CA,0.9815185886745604
2006-01-01 00:00:00,28,F,CA,0.9680631510749448
2006-01-01 00:00:00,28,M,CA,0.9818593735772768
2006-01-01 00:00:00,29,F,CA,0.969208553392146
2006-01-01 00:00:00,29,M,CA,0.9819402185879412
2006-01-01 00:00:00,30,F,CA,0.9705806820129524
2006-01-01 00:00:00,30,M,CA,0.9817871153133132
2006-01-01 00:00:00,31,F,CA,0.9721533806701402
2006-01-01 00:00:00,31,M,CA,0.9814379393719492
2006-01-01 00:00:00,32,F,CA,0.9738925999822492
2006-01-01 00:00:00,32,M,CA,0.9809381383253518
2006-01-01 00:00:00,33,F,CA,0.9757562940604386
2006-01-01 00:00:00,33,M,CA,0.9803363952340975
2006-01-01 00:00:00,34,F,CA,0.9776952283858122
2006-01-01 00:00:00,34,M,CA,0.9796806249732416
2006-01-01 00:00:00,35,F,CA,0.9796545812249344
2006-01-01 00:00:00,35,M,CA,0.9790146186598246
2006-01-01 00:00:00,36,F,CA,0.98157614560473
2006-01-01 00:00:00,36,M,CA,0.978375568482537
2006-01-01 00:00:00,37,F,CA,0.983400896830622
2006-01-01 00:00:00,37,M,CA,0.9777925952917216
2006-01-01 00:00:00,38,F,CA,0.98507168326598
2006-01-01 00:00:00,38,M,CA,0.9772862829829524
2006-01-01 00:00:00,39,F,CA,0.9865358213600182
2006-01-01 00:00:00,39,M,CA,0.9768691155029142
2006-01-01 00:00:00,40,F,CA,0.9877474214861324
2006-01-01 00:00:00,40,M,CA,0.9765466291261958
2006-01-01 00:00:00,41,F,CA,0.9886693290897328
2006-01-01 00:00:00,41,M,CA,0.97631904337003
2006-01-01 00:00:00,42,F,CA,0.9892746264127816
2006-01-01 00:00:00,42,M,CA,0.9761831205902796
2006-01-01 00:00:00,43,F,CA,0.9895476960824258
2006-01-01 00:00:00,43,M,CA,0.9761340229434294
2006-01-01 00:00:00,44,F,CA,0.9894848942688242
2006-01-01 00:00:00,44,M,CA,0.9761669778168188
2006-01-01 00:00:00,45,F,CA,0.9890949158463288
2006-01-01 00:00:00,45,M,CA,0.9762786189429528
2006-01-01 00:00:00,46,F,CA,0.9883989572229523
2006-01-01 00:00:00,46,M,CA,0.976467930409808
2006-01-01 00:00:00,47,F,CA,0.9874307959047298
2006-01-01 00:00:00,47,M,CA,0.9767367766949944
2006-01-01 00:00:00,48,F,CA,0.986236911695168
2006-01-01 00:00:00,48,M,CA,0.977090048412252
2006-01-01 00:00:00,49,F,CA,0.984876774702385
2006-01-01 00:00:00,49,M,CA,0.9775354881983626
2006-01-01 00:00:00,50,F,CA,0.983423421051276
2006-01-01 00:00:00,50,M,CA,0.9780832840150764
2006-01-01 00:00:00,51,F,CA,0.9819644277625024
2006-01-01 00:00:00,51,M,CA,0.9787455296933246
2006-01-01 00:00:00,52,F,CA,0.9806033808839744
2006-01-01 00:00:00,52,M,CA,0.9795356572508797
2006-01-01 00:00:00,53,F,CA,0.9794619002718454
2006-01-01 00:00:00,53,M,CA,0.980467944882364
2006-01-01 00:00:00,54,F,CA,0.9786822322688687
2006-01-01 00:00:00,54,M,CA,0.981557200464428
2006-01-01 00:00:00,55,F,CA,0.9784303373637504
2006-01-01 00:00:00,55,M,CA,0.982818713710414
2006-01-01 00:00:00,56,F,CA,0.9788992722511004
2006-01-01 00:00:00,56,M,CA,0.9842685599262122
2006-01-01 00:00:00,57,F,CA,0.9803124855678916
2006-01-01 00:00:00,57,M,CA,0.9859243218749818
2006-01-01 00:00:00,58,F,CA,0.9829264138790524
2006-01-01 00:00:00,58,M,CA,0.987806268513358
2006-01-01 00:00:00,59,F,CA,0.9870314981937324
2006-01-01 00:00:00,59,M,CA,0.9899389829569508
2006-01-01 00:00:00,60,F,CA,0.9929504930048162
2006-01-01 00:00:00,60,M,CA,0.9923533577069216
2006-01-01 00:00:00,61,F,CA,1.0
2006-01-01 00:00:00,61,M,CA,0.9950887631417956
2006-01-01 00:00:00,62,F,CA,1.0
2006-01-01 00:00:00,62,M,CA,0.9981950383009504
2006-01-01 00:00:00,63,F,CA,0.974111707360004
2006-01-01 00:00:00,63,M,CA,0.9517527210006788
2006-01-01 00:00:00,64,F,CA,0.974111707360004
2006-01-01 00:00:00,64,M,CA,0.9517527210006788
2006-01-01 00:00:00,65,F,CA,0.974111707360004
2006-01-01 00:00:00,65,M,CA,0.9517527210006788
2006-01-01 00:00:00,66,F,CA,0.974111707360004
2006-01-01 00:00:00,66,M,CA,0.9517527210006788
2006-01-01 00:00:00,67,F,CA,0.974111707360004
2006-01-01 00:00:00,67,M,CA,0.9517527210006788
2006-01-01 00:00:00,68,F,CA,0.974111707360004
2006-01-01 00:00:00,68,M,CA,0.9517527210006788
2006-01-01 00:00:00,69,F,CA,0.974111707360004
2006-01-01 00:00:00,69,M,CA,0.9517527210006788
2006-01-01 00:00:00,70,F,CA,0.974111707360004
2006-01-01 00:00:00,70,M,CA,0.9517527210006788
2006-01-01 00:00:00,71,F,CA,0.974111707360004
2006-01-01 00:00:00,71,M,CA,0.9517527210006788
2006-01-01 00:00:00,72,F,CA,0.974111707360004
2006-01-01 00:00:00,72,M,CA,0.9517527210006788
2006-01-01 00:00:00,73,F,CA,0.974111707360004
2006-01-01 00:00:00,73,M,CA,0.9517527210006788
2006-01-01 00:00:00,74,F,CA,0.974111707360004
2006-01-01 00:00:00,74,M,CA,0.9517527210006788
2006-01-01 00:00:00,75,F,CA,0.974111707360004
2006-01-01 00:00:00,75,M,CA,0.9517527210006788
2006-01-01 00:00:00,76,F,CA,0.974111707360004
2006-01-01 00:00:00,76,M,CA,0.9517527210006788
2006-01-01 00:00:00,77,F,CA,0.974111707360004
2006-01-01 00:00:00,77,M,CA,0.9517527210006788
2006-01-01 00:00:00,78,F,CA,0.974111707360004
2006-01-01 00:00:00,78,M,CA,0.9517527210006788
2006-01-01 00:00:00,79,F,CA,0.974111707360004
2006-01-01 00:00:00,79,M,CA,0.9517527210006788
2006-01-01 00:00:00,80,F,CA,0.974111707360004
2006-01-01 00:00:00,80,M,CA,0.9517527210006788
2006-01-01 00:00:00,81,F,CA,0.974111707360004
2006-01-01 00:00:00,81,M,CA,0.9517527210006788
2006-01-01 00:00:00,82,F,CA,0.974111707360004
2006-01-01 00:00:00,82,M,CA,0.9517527210006788
2006-01-01 00:00:00,83,F,CA,0.974111707360004
2006-01-01 00:00:00,83,M,CA,0.9517527210006788
2006-01-01 00:00:00,84,F,CA,0.974111707360004
2006-01-01 00:00:00,84,M,CA,0.9517527210006788
2006-01-01 00:00:00,85,F,CA,0.974111707360004
2006-01-01 00:00:00,85,M,CA,0.9517527210006788
2006-01-01 00:00:00,86,F,CA,0.974111707360004
2006-01-01 00:00:00,86,M,CA,0.9517527210006788
2006-01-01 00:00:00,87,F,CA,0.974111707360004
2006-01-01 00:00:00,87,M,CA,0.9517527210006788
2006-01-01 00:00:00,88,F,CA,0.974111707360004
2006-01-01 00:00:00,88,M,CA,0.9517527210006788
2006-01-01 00:00:00,89,F,CA,0.974111707360004
2006-01-01 00:00:00,89,M,CA,0.9517527210006788
2006-01-01 00:00:00,90,F,CA,0.974111707360004
2006-01-01 00:00:00,90,M,CA,0.9517527210006788
2006-01-01 00:00:00,91,F,CA,0.974111707360004
2006-01-01 00:00:00,91,M,CA,0.9517527210006788
2006-01-01 00:00:00,92,F,CA,0.974111707360004
2006-01-01 00:00:00,92,M,CA,0.9517527210006788
2006-01-01 00:00:00,93,F,CA,0.974111707360004
2006-01-01 00:00:00,93,M,CA,0.9517527210006788
2006-01-01 00:00:00,94,F,CA,0.974111707360004
2006-01-01 00:00:00,94,M,CA,0.9517527210006788
2006-01-01 00:00:00,95,F,CA,0.974111707360004
2006-01-01 00:00:00,95,M,CA,0.9517527210006788
2006-01-01 00:00:00,96,F,CA,0.974111707360004
2006-01-01 00:00:00,96,M,CA,0.9517527210006788
2006-01-01 00:00:00,97,F,CA,0.974111707360004
2006-01-01 00:00:00,97,M,CA,0.9517527210006788
2006-01-01 00:00:00,98,F,CA,0.974111707360004
2006-01-01 00:00:00,98,M,CA,0.9517527210006788
2006-01-01 00:00:00,99,F,CA,0.974111707360004
2006-01-01 00:00:00,99,M,CA,0.9517527210006788
2006-01-01 00:00:00,100,F,CA,0.974111707360004
2006-01-01 00:00:00,100,M,CA,0.9517527210006788
2006-01-01 00:00:00,101,F,CA,0.974111707360004
2006-01-01 00:00:00,101,M,CA,0.9517527210006788
2006-01-01 00:00:00,102,F,CA,0.974111707360004
2006-01-01 00:00:00,102,M,CA,0.9517527210006788
2006-01-01 00:00:00,103,F,CA,0.974111707360004
2006-01-01 00:00:00,103,M,CA,0.9517527210006788
2006-01-01 00:00:00,104,F,CA,0.974111707360004
2006-01-01 00:00:00,104,M,CA,0.9517527210006788
2006-01-01 00:00:00,105,F,CA,0.974111707360004
2006-01-01 00:00:00,105,M,CA,0.9517527210006788
